raw_x0_px,raw_y0_px,raw_x1_px,raw_y1_px,global_x0_bar,global_x1_bar,price_high,price_low,context_x0_px,context_y0_px,context_x1_px,context_y1_px,event_order,events_total,episode_id,episode_candidate_count,day,rank,daily_return,symbol,class_id,class_name,confidence,window_len,window_start_i,window_end_i,window_end_time,core_start_i,core_end_i,core_start_time,core_end_time,core_length_bars,confirmation_bars,context_start_i,context_end_i,context_start_time,context_end_time,context_bars,post_detection_review_bars,model_input_pixel_sha256,boxes_per_document,canvas_width,canvas_height,image_path,image_sha256,image_size_bytes
873,426,1143,681,193.65366242038218,197.30812101910828,0.18924006545961003,0.18159423259052923,1249,454,1303,594,1,41,HOT3D_FARTCOIN_001,15,2026-08-26T00:00:00+00:00,8,0.1668460710441335,FARTCOIN_USDT_SWAP,0,dense_long,0.7795718908309937,18,182,199,2026-08-26T01:45:00+00:00,194,197,2026-08-26T00:30:00+00:00,2026-08-26T01:15:00+00:00,4,2,109,236,2026-08-25T03:15:00+00:00,2026-08-26T11:00:00+00:00,128,37,76f46259747e71476c503f28ac3b52029434160173dc3d694ff8127481bb560c,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-1280-20260830-v1/results/charts/001_FARTCOINUSDT_P_LONG_20260826T0145Z.png,02de14af0ee489b25ca9c4511a98f8b943d38f331d1488b5218c5f9713064963,206230
827,236,1152,537,204.6799363057325,209.3375796178344,0.11528951848467968,0.11208215504846797,1235,271,1303,498,2,41,HOT3D_KITE_001,1,2026-08-26T00:00:00+00:00,10,0.1400625279142473,KITE_USDT_SWAP,0,dense_long,0.437928169965744,19,193,211,2026-08-26T04:45:00+00:00,205,209,2026-08-26T03:15:00+00:00,2026-08-26T04:15:00+00:00,5,2,121,248,2026-08-25T06:15:00+00:00,2026-08-26T14:00:00+00:00,128,37,35bf44751630b089f398ee0775ac1a0707666faa874b76ac3308e1f77615a2a1,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-1280-20260830-v1/results/charts/002_KITEUSDT_P_LONG_20260826T0445Z.png,17a4cef198662d4d798d2eedebcc1e42dbafe2eab17a9ae587de2f6c93e5e384,220970
797,229,1071,611,211.625,215.33359872611464,0.020561543611884867,0.019345258449396475,1234,564,1288,659,3,41,HOT3D_BICO_001,10,2026-08-26T00:00:00+00:00,4,0.2438900203665988,BICO_USDT_SWAP,0,dense_long,0.2530985474586487,18,201,218,2026-08-26T06:30:00+00:00,212,215,2026-08-26T05:00:00+00:00,2026-08-26T05:45:00+00:00,4,3,128,255,2026-08-25T08:00:00+00:00,2026-08-26T15:45:00+00:00,128,37,27f327c95279b622e31038db74115c93e9e25837782b3b16173dde9e590f8826,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-1280-20260830-v1/results/charts/003_BICOUSDT_P_LONG_20260826T0630Z.png,607d72ae121cc430eb31a0eeae3b85a9e9d93009d97ce9be47fd4f52f7963567,184207
545,378,871,578,208.63853503184714,213.31050955414014,2.0534034828226555,2.0104077539461467,1176,585,1244,671,4,41,HOT3D_CVX_001,2,2026-08-26T00:00:00+00:00,5,0.2180562407498765,CVX_USDT_SWAP,1,dense_short,0.32113680243492126,19,201,219,2026-08-26T06:45:00+00:00,209,213,2026-08-26T04:15:00+00:00,2026-08-26T05:15:00+00:00,5,6,129,256,2026-08-25T08:15:00+00:00,2026-08-26T16:00:00+00:00,128,37,908706242a1d169b9f2c5f25a1b614f70883a3ee899c08ea8212ae59dcda26c7,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-1280-20260830-v1/results/charts/004_CVXUSDT_P_SHORT_20260826T0645Z.png,fd7bb57ca93d2cd68726081218a70072e770b4c356702a3ae1e16f858f3fd211,227191
823,397,1152,589,212.62261146496814,217.3375796178344,0.16025635097493038,0.15291863509749304,1234,432,1303,577,5,41,HOT3D_LIGHT_001,5,2026-08-26T00:00:00+00:00,14,0.1103360811667724,LIGHT_USDT_SWAP,0,dense_long,0.4059792160987854,19,201,219,2026-08-26T06:45:00+00:00,213,217,2026-08-26T05:15:00+00:00,2026-08-26T06:15:00+00:00,5,2,129,256,2026-08-25T08:15:00+00:00,2026-08-26T16:00:00+00:00,128,37,d93591e9e1487eaf8ea15fddfaac7209f7287f5fbbbc2759d8bb87a664fff575,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-1280-20260830-v1/results/charts/005_LIGHTUSDT_P_LONG_20260826T0645Z.png,a376e7c136329008a0dd88b4d880eb05677cbab0ee4f8c6c436c716c1572a789,203864
872,347,1145,461,218.64012738853503,222.33519108280254,1.2535093718105852,1.2401648557103067,1249,478,1303,558,6,41,HOT3D_GAS_001,1,2026-08-26T00:00:00+00:00,11,0.1383968292485642,GAS_USDT_SWAP,0,dense_long,0.30371373891830444,18,207,224,2026-08-26T08:00:00+00:00,219,222,2026-08-26T06:45:00+00:00,2026-08-26T07:30:00+00:00,4,2,134,261,2026-08-25T09:30:00+00:00,2026-08-26T17:15:00+00:00,128,37,230aa65765a3cd17f05c06fb2461b44064daeb04c33ff63c89efbcf3c8ad6fcc,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-1280-20260830-v1/results/charts/006_GASUSDT_P_LONG_20260826T0800Z.png,34843af8ab6bd320be731237305858f7eeb433ef23b6fe50ed7273a3c9391275,204295
753,314,1084,567,218.61942675159236,223.36305732484075,34.865011520891365,34.04382003342619,1219,318,1289,463,7,41,HOT3D_GIGGLE_001,1,2026-08-26T00:00:00+00:00,15,0.1087149187592317,GIGGLE_USDT_SWAP,0,dense_long,0.2729969918727875,19,208,226,2026-08-26T08:30:00+00:00,219,223,2026-08-26T06:45:00+00:00,2026-08-26T07:45:00+00:00,5,3,136,263,2026-08-25T10:00:00+00:00,2026-08-26T17:45:00+00:00,128,37,aa13c85bd572365e3b984c450f3490af9199c2cce8da826c2c9f08f95b086aa5,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-1280-20260830-v1/results/charts/007_GIGGLEUSDT_P_LONG_20260826T0830Z.png,3a681eb7411213f21f6fd4b727936d0f1097a76eee785b341a2834647fa4bcca,226856
872,257,1143,410,235.64012738853503,239.30812101910828,0.011256709413184773,0.011009637569173631,1249,295,1303,350,8,41,HOT3D_GPS_001,5,2026-08-26T00:00:00+00:00,9,-0.1611066631082643,GPS_USDT_SWAP,1,dense_short,0.8129643201828003,18,224,241,2026-08-26T12:15:00+00:00,236,239,2026-08-26T11:00:00+00:00,2026-08-26T11:45:00+00:00,4,2,151,278,2026-08-25T13:45:00+00:00,2026-08-26T21:30:00+00:00,128,37,4a81fb41215217aaf8a18128b74f96138c7b9368885f4381c8c5a53d569bbc72,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-1280-20260830-v1/results/charts/008_GPSUSDT_P_SHORT_20260826T1215Z.png,7e9662b34f0347fc976db105b9aa61efee1cafefc04db0a3882df57c557d4a58,214304
870,433,1144,595,242.61305732484075,246.32165605095543,0.02833949415041783,0.027763333704735375,1249,581,1303,641,9,41,HOT3D_S_001,13,2026-08-26T00:00:00+00:00,7,0.168983174835406,S_USDT_SWAP,0,dense_long,0.8325021266937256,18,231,248,2026-08-26T14:00:00+00:00,243,246,2026-08-26T12:45:00+00:00,2026-08-26T13:30:00+00:00,4,2,158,285,2026-08-25T15:30:00+00:00,2026-08-26T23:15:00+00:00,128,37,b57e89fea90a51a78aac68fe989c7e6ccda736534e034fe869947c4f76d3c98b,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-1280-20260830-v1/results/charts/009_SUSDT_P_LONG_20260826T1400Z.png,c381935b773fe228de255bb0e8bded2c233745eaa6743fa1c86924bbc9657ebc,192562
790,431,1072,640,242.53025477707007,246.34713375796179,0.05366243454038998,0.05119774818941505,1233,616,1289,698,10,41,HOT3D_ONT_001,10,2026-08-26T00:00:00+00:00,2,0.2994458245748137,ONT_USDT_SWAP,0,dense_long,0.32622331380844116,18,232,249,2026-08-26T14:15:00+00:00,243,246,2026-08-26T12:45:00+00:00,2026-08-26T13:30:00+00:00,4,3,159,286,2026-08-25T15:45:00+00:00,2026-08-26T23:30:00+00:00,128,37,c991f2aa99f53cbd864962fb40a3d5e3194179903519acf9494011d9b1b7e6cd,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-1280-20260830-v1/results/charts/010_ONTUSDT_P_LONG_20260826T1415Z.png,9873c618164f616604c1b753c53bc098d43c46dbde096451ece74c19a0d24819,185973
