entry_time,direction,setup_id_baseline,k1_i_baseline,k2_i_baseline,net_return_baseline,setup_id_candidate,k1_i_candidate,touch_i,k2_i_candidate,confirmation_delay_bars,net_return_candidate,sequence_change
2023-07-17 23:15:00+00:00,1,844309b79b497fb9,22005.0,22011.0,1.734723475976807e-18,844309b79b497fb9,22005.0,22011.0,22011.0,0.0,1.734723475976807e-18,same_entry
2023-07-19 10:00:00+00:00,-1,a82fe0bb1315d634,22145.0,22150.0,1.734723475976807e-18,a82fe0bb1315d634,22145.0,22150.0,22150.0,0.0,1.734723475976807e-18,same_entry
2023-07-28 04:00:00+00:00,1,39b89f5e75eb40ad,22986.0,22990.0,-0.0037500444347220423,39b89f5e75eb40ad,22986.0,22990.0,22990.0,0.0,-0.0037500444347220423,same_entry
2023-08-03 14:00:00+00:00,1,f020ac87aaedc2bb,23603.0,23606.0,0.005254020878428191,f020ac87aaedc2bb,23603.0,23606.0,23606.0,0.0,0.005254020878428191,same_entry
2023-08-07 13:00:00+00:00,-1,4c3bb065f443cb67,23980.0,23986.0,0.005520348267431531,4c3bb065f443cb67,23980.0,23986.0,23986.0,0.0,0.005520348267431531,same_entry
2023-08-18 21:30:00+00:00,-1,23b1e6fe51329039,25074.0,25076.0,1.734723475976807e-18,23b1e6fe51329039,25074.0,25076.0,25076.0,0.0,1.734723475976807e-18,same_entry
2023-10-13 12:15:00+00:00,1,1bd3b04752c5686d,30411.0,30415.0,-0.005195387915623904,1bd3b04752c5686d,30411.0,30415.0,30415.0,0.0,-0.005195387915623904,same_entry
2023-10-23 14:45:00+00:00,1,58c88523c4b44336,31383.0,31385.0,0.006723912116110455,58c88523c4b44336,31383.0,31385.0,31385.0,0.0,0.006723912116110455,same_entry
2023-10-24 17:15:00+00:00,-1,,,,,42afbe1a5b8da419,31484.0,31489.0,31491.0,2.0,-0.008868253341272501,candidate_only
2023-10-31 14:30:00+00:00,-1,085b286c43071c67,32149.0,32152.0,-0.005064449756157384,085b286c43071c67,32149.0,32152.0,32152.0,0.0,-0.005064449756157384,same_entry
2023-11-01 16:45:00+00:00,-1,46d739c9d5f320e5,32250.0,32257.0,-0.005996221753977958,46d739c9d5f320e5,32250.0,32257.0,32257.0,0.0,-0.005996221753977958,same_entry
2023-11-07 10:00:00+00:00,-1,784e87cf25abbc39,32803.0,32806.0,-0.005638485171592487,784e87cf25abbc39,32803.0,32806.0,32806.0,0.0,-0.005638485171592487,same_entry
2023-11-13 13:45:00+00:00,-1,1c58de9fadaec1a6,33395.0,33397.0,-0.0047588454123332884,1c58de9fadaec1a6,33395.0,33397.0,33397.0,0.0,-0.0047588454123332884,same_entry
2023-11-20 09:45:00+00:00,-1,ae8aa2ea1497e0cf,34049.0,34053.0,-0.003776103336921464,ae8aa2ea1497e0cf,34049.0,34053.0,34053.0,0.0,-0.003776103336921464,same_entry
2023-12-05 03:45:00+00:00,-1,,,,,6ecc0117b63318e8,35463.0,35468.0,35469.0,1.0,-0.004241894688434165,candidate_only
2023-12-05 11:45:00+00:00,-1,b40e4071d5e8368f,35497.0,35501.0,-0.0036378560896064265,b40e4071d5e8368f,35497.0,35501.0,35501.0,0.0,-0.0036378560896064265,same_entry
2023-12-15 10:45:00+00:00,1,6aea144334acaa64,36450.0,36457.0,-0.005262661762956864,6aea144334acaa64,36450.0,36457.0,36457.0,0.0,-0.005262661762956864,same_entry
2023-12-19 23:15:00+00:00,-1,c897cb5f20b39639,36887.0,36891.0,-0.004687733581067997,c897cb5f20b39639,36887.0,36891.0,36891.0,0.0,-0.004687733581067997,same_entry
2023-12-26 15:45:00+00:00,-1,18d56f7fde35017c,37529.0,37533.0,0.01092304656947385,18d56f7fde35017c,37529.0,37533.0,37533.0,0.0,0.01092304656947385,same_entry
2023-12-29 01:30:00+00:00,-1,e27874d55bfa6538,37762.0,37764.0,-0.005794730772224142,e27874d55bfa6538,37762.0,37764.0,37764.0,0.0,-0.005794730772224142,same_entry
2024-01-01 00:30:00+00:00,-1,64854ab13cbc8bf0,38041.0,38048.0,-0.005183925301483148,64854ab13cbc8bf0,38041.0,38048.0,38048.0,0.0,-0.005183925301483148,same_entry
2024-01-06 21:15:00+00:00,1,bfe9d99067961803,38608.0,38611.0,0.006505950059192857,bfe9d99067961803,38608.0,38611.0,38611.0,0.0,0.006505950059192857,same_entry
2024-01-10 21:30:00+00:00,1,0b3c9d3ae2c430d5,38994.0,38996.0,-0.012700862838960767,0b3c9d3ae2c430d5,38994.0,38996.0,38996.0,0.0,-0.012700862838960767,same_entry
2024-01-17 11:45:00+00:00,-1,0704d1d80cd16a72,39627.0,39629.0,1.734723475976807e-18,0704d1d80cd16a72,39627.0,39629.0,39629.0,0.0,1.734723475976807e-18,same_entry
2024-01-20 09:15:00+00:00,-1,038178a14b9e5ce7,39904.0,39907.0,-0.0041414306681744045,038178a14b9e5ce7,39904.0,39907.0,39907.0,0.0,-0.0041414306681744045,same_entry
2024-01-24 18:00:00+00:00,1,e9404beefe4f682a,40322.0,40326.0,-0.0039926272790674604,e9404beefe4f682a,40322.0,40326.0,40326.0,0.0,-0.0039926272790674604,same_entry
2024-01-30 09:00:00+00:00,1,390d5832dee64419,40864.0,40866.0,-0.0036645792275248317,390d5832dee64419,40864.0,40866.0,40866.0,0.0,-0.0036645792275248317,same_entry
2024-02-06 14:30:00+00:00,1,accf4565740d1c00,41556.0,41560.0,0.004782442098687946,accf4565740d1c00,41556.0,41560.0,41560.0,0.0,0.004782442098687946,same_entry
2024-02-17 20:30:00+00:00,1,45e6175aec61d5f5,42636.0,42640.0,0.004534077638155722,45e6175aec61d5f5,42636.0,42640.0,42640.0,0.0,0.004534077638155722,same_entry
2024-02-18 14:00:00+00:00,-1,0116cd2ec095d1ac,42706.0,42710.0,-0.00413870592793497,0116cd2ec095d1ac,42706.0,42710.0,42710.0,0.0,-0.00413870592793497,same_entry
2024-02-20 21:15:00+00:00,1,0d043fd0c37ce960,42926.0,42931.0,1.734723475976807e-18,0d043fd0c37ce960,42926.0,42931.0,42931.0,0.0,1.734723475976807e-18,same_entry
2024-03-02 01:45:00+00:00,-1,026df83769235588,43907.0,43909.0,-0.003602200612889959,026df83769235588,43907.0,43909.0,43909.0,0.0,-0.003602200612889959,same_entry
2024-03-08 09:15:00+00:00,1,a34e08958820b8a8,44513.0,44515.0,0.01197307471447684,a34e08958820b8a8,44513.0,44515.0,44515.0,0.0,0.01197307471447684,same_entry
2024-03-09 14:15:00+00:00,1,7c9feb071450a7fb,44625.0,44631.0,-0.0036330003494064993,7c9feb071450a7fb,44625.0,44631.0,44631.0,0.0,-0.0036330003494064993,same_entry
2024-03-11 23:30:00+00:00,1,a76d9f3ca5e9d332,44852.0,44860.0,-0.004052565015169594,a76d9f3ca5e9d332,44852.0,44860.0,44860.0,0.0,-0.004052565015169594,same_entry
2024-03-20 17:00:00+00:00,-1,538dd848a03e0436,45696.0,45698.0,-0.006838265068486614,538dd848a03e0436,45696.0,45698.0,45698.0,0.0,-0.006838265068486614,same_entry
2024-03-21 13:00:00+00:00,1,379b8579ff78e825,45775.0,45778.0,-0.006194009746872784,379b8579ff78e825,45775.0,45778.0,45778.0,0.0,-0.006194009746872784,same_entry
2024-03-26 03:30:00+00:00,1,f667ca23941a0626,46218.0,46220.0,-0.004796141296637855,f667ca23941a0626,46218.0,46220.0,46220.0,0.0,-0.004796141296637855,same_entry
2024-04-07 15:45:00+00:00,1,0ad3ebb1e9336921,47417.0,47421.0,1.734723475976807e-18,0ad3ebb1e9336921,47417.0,47421.0,47421.0,0.0,1.734723475976807e-18,same_entry
2024-04-19 15:15:00+00:00,1,cc6411b2dc5d50a9,48569.0,48571.0,-0.005576545667175246,cc6411b2dc5d50a9,48569.0,48571.0,48571.0,0.0,-0.005576545667175246,same_entry
2024-04-21 11:45:00+00:00,1,3388b100b0c5fd21,48747.0,48749.0,-0.005766423536547658,3388b100b0c5fd21,48747.0,48749.0,48749.0,0.0,-0.005766423536547658,same_entry
2024-04-24 02:45:00+00:00,1,f511efbfab145c01,48993.0,49001.0,1.734723475976807e-18,f511efbfab145c01,48993.0,49001.0,49001.0,0.0,1.734723475976807e-18,same_entry
2024-05-13 02:15:00+00:00,-1,1e9fe70dd632c8a3,50821.0,50823.0,0.006169188625097856,1e9fe70dd632c8a3,50821.0,50823.0,50823.0,0.0,0.006169188625097856,same_entry
2024-05-19 14:45:00+00:00,-1,,,,,055b09bcbce6f22d,51440.0,51447.0,51449.0,2.0,0.008136786087362237,candidate_only
2024-05-22 13:30:00+00:00,-1,e6b43690f8bb62ce,51729.0,51732.0,-0.004398992795851651,e6b43690f8bb62ce,51729.0,51732.0,51732.0,0.0,-0.004398992795851651,same_entry
2024-05-25 22:00:00+00:00,1,ec57b3ef9bb7714a,52052.0,52054.0,1.734723475976807e-18,ec57b3ef9bb7714a,52052.0,52054.0,52054.0,0.0,1.734723475976807e-18,same_entry
2024-06-25 13:45:00+00:00,1,cecbd4d541bc8dca,54995.0,54997.0,0.007674731665877179,cecbd4d541bc8dca,54995.0,54997.0,54997.0,0.0,0.007674731665877179,same_entry
2024-07-08 15:30:00+00:00,-1,,,,,19a4ff81652ec980,56248.0,56251.0,56252.0,1.0,1.734723475976807e-18,candidate_only
2024-07-21 18:45:00+00:00,-1,91564be577184e48,57510.0,57513.0,-0.008549950845487373,91564be577184e48,57510.0,57513.0,57513.0,0.0,-0.008549950845487373,same_entry
2024-08-09 05:30:00+00:00,-1,32367de4d7574f75,59282.0,59284.0,-0.004865353051255903,32367de4d7574f75,59282.0,59284.0,59284.0,0.0,-0.004865353051255903,same_entry
2024-08-09 23:30:00+00:00,1,339f0250fd7d00b7,59350.0,59356.0,0.011430457546096175,339f0250fd7d00b7,59350.0,59356.0,59356.0,0.0,0.011430457546096175,same_entry
2024-08-12 09:30:00+00:00,-1,173d94d1d8805a93,59586.0,59588.0,-0.0077675883145882346,173d94d1d8805a93,59586.0,59588.0,59588.0,0.0,-0.0077675883145882346,same_entry
2024-08-21 14:30:00+00:00,1,a7ea8a5f14795d89,60470.0,60472.0,0.017799006274132223,a7ea8a5f14795d89,60470.0,60472.0,60472.0,0.0,0.017799006274132223,same_entry
2024-08-27 08:15:00+00:00,-1,29ac53251ef5beab,61016.0,61023.0,0.0052971799191535735,29ac53251ef5beab,61016.0,61023.0,61023.0,0.0,0.0052971799191535735,same_entry
2024-09-04 09:15:00+00:00,-1,f7cf6d9d5c2a5618,61793.0,61795.0,1.734723475976807e-18,f7cf6d9d5c2a5618,61793.0,61795.0,61795.0,0.0,1.734723475976807e-18,same_entry
2024-09-23 00:30:00+00:00,1,561d9869a360bae2,63577.0,63584.0,0.003375025126184818,561d9869a360bae2,63577.0,63584.0,63584.0,0.0,0.003375025126184818,same_entry
2024-09-29 15:15:00+00:00,1,cc528f4f7b9276cc,64211.0,64219.0,1.734723475976807e-18,cc528f4f7b9276cc,64211.0,64219.0,64219.0,0.0,1.734723475976807e-18,same_entry
2024-10-03 18:00:00+00:00,1,87bbaae2801fc2f4,64612.0,64614.0,0.005208779174858071,87bbaae2801fc2f4,64612.0,64614.0,64614.0,0.0,0.005208779174858071,same_entry
2024-10-10 14:30:00+00:00,-1,,,,,3aadf487eec0050c,65269.0,65271.0,65272.0,1.0,0.013599974321029997,candidate_only
2024-10-15 12:15:00+00:00,-1,,,,,51acb04a45c0209e,65739.0,65741.0,65743.0,2.0,-0.00566288611587362,candidate_only
2024-10-16 15:15:00+00:00,1,ac7d4a95acb2f6f9,65847.0,65851.0,-0.004957461573670828,ac7d4a95acb2f6f9,65847.0,65851.0,65851.0,0.0,-0.004957461573670828,same_entry
2024-10-28 16:45:00+00:00,1,c0d0a4018f8596a3,67007.0,67009.0,0.016169286911351666,c0d0a4018f8596a3,67007.0,67009.0,67009.0,0.0,0.016169286911351666,same_entry
2024-10-30 17:30:00+00:00,-1,,,,,3ee025451ec5e4b6,67195.0,67202.0,67204.0,2.0,-0.006834158043849568,candidate_only
2024-11-07 14:45:00+00:00,-1,2b873aab6d56f01b,67956.0,67961.0,-0.006383127970463141,2b873aab6d56f01b,67956.0,67961.0,67961.0,0.0,-0.006383127970463141,same_entry
2024-11-08 16:00:00+00:00,1,ee9f2bec3b59178f,68060.0,68062.0,-0.008774839004333066,ee9f2bec3b59178f,68060.0,68062.0,68062.0,0.0,-0.008774839004333066,same_entry
2024-11-20 17:30:00+00:00,1,7066cd9547fa4b82,69218.0,69220.0,-0.0069120060743403915,7066cd9547fa4b82,69218.0,69220.0,69220.0,0.0,-0.0069120060743403915,same_entry
2024-11-28 02:00:00+00:00,1,ac3d120f2237e4cc,69921.0,69926.0,-0.0038695471541337883,ac3d120f2237e4cc,69921.0,69926.0,69926.0,0.0,-0.0038695471541337883,same_entry
2024-12-07 15:30:00+00:00,1,057124db31a06b88,70841.0,70844.0,0.003131132285936424,057124db31a06b88,70841.0,70844.0,70844.0,0.0,0.003131132285936424,same_entry
2024-12-08 22:45:00+00:00,1,,,,,905bcab0c65c9321,70964.0,70967.0,70969.0,2.0,0.003267591868061361,candidate_only
2024-12-10 14:45:00+00:00,1,922f8b5e5b15d734,71123.0,71129.0,-0.010838828388345155,922f8b5e5b15d734,71123.0,71129.0,71129.0,0.0,-0.010838828388345155,same_entry
2024-12-13 07:30:00+00:00,-1,157efca5bd131e84,71386.0,71388.0,-0.0038467165139766096,157efca5bd131e84,71386.0,71388.0,71388.0,0.0,-0.0038467165139766096,same_entry
2024-12-24 04:45:00+00:00,1,5eddda96fa100d29,72428.0,72433.0,-0.004444609186003421,5eddda96fa100d29,72428.0,72433.0,72433.0,0.0,-0.004444609186003421,same_entry
2024-12-25 16:30:00+00:00,1,cb6c4cde9e2403a6,72573.0,72576.0,-0.004082656046814013,cb6c4cde9e2403a6,72573.0,72576.0,72576.0,0.0,-0.004082656046814013,same_entry
2024-12-26 01:45:00+00:00,-1,b7ebf7b29be0f6a5,72611.0,72613.0,-0.004097191828749123,b7ebf7b29be0f6a5,72611.0,72613.0,72613.0,0.0,-0.004097191828749123,same_entry
2024-12-26 17:45:00+00:00,1,3e2076f6732b7b19,72673.0,72677.0,-0.006503693590665381,3e2076f6732b7b19,72673.0,72677.0,72677.0,0.0,-0.006503693590665381,same_entry
2024-12-27 03:00:00+00:00,1,b365cd7dc4477e33,72709.0,72714.0,-0.005769048213839721,b365cd7dc4477e33,72709.0,72714.0,72714.0,0.0,-0.005769048213839721,same_entry
2024-12-27 11:15:00+00:00,1,,,,,c4493438317b77a9,72739.0,72745.0,72747.0,2.0,-0.0062869314329074815,candidate_only
