entry_time,direction,setup_id_baseline,k1_i_baseline,k2_i_baseline,net_return_baseline,setup_id_candidate,k1_i_candidate,touch_i,k2_i_candidate,confirmation_delay_bars,net_return_candidate,sequence_change
2023-01-14 13:30:00+00:00,1,9f58e9ffe778e970,4306.0,4309.0,-0.006228167650202841,9f58e9ffe778e970,4306.0,4309.0,4309.0,0.0,-0.006228167650202841,same_entry
2023-02-04 22:45:00+00:00,-1,b6aa818c7026dd7b,6354.0,6362.0,0.003369958988380219,b6aa818c7026dd7b,6354.0,6362.0,6362.0,0.0,0.003369958988380219,same_entry
2023-02-26 14:45:00+00:00,1,a12a5a888daf7a75,8439.0,8442.0,-0.00411829743996006,a12a5a888daf7a75,8439.0,8442.0,8442.0,0.0,-0.00411829743996006,same_entry
2023-03-09 15:30:00+00:00,1,9cb3ae70ced3ee15,9495.0,9501.0,-0.004402872399189904,9cb3ae70ced3ee15,9495.0,9501.0,9501.0,0.0,-0.004402872399189904,same_entry
2023-03-10 15:15:00+00:00,-1,64fd937b026003f5,9594.0,9596.0,-0.007539663994198474,64fd937b026003f5,9594.0,9596.0,9596.0,0.0,-0.007539663994198474,same_entry
2023-03-15 04:15:00+00:00,-1,13fd5b711b85e159,10029.0,10032.0,-0.0054616645950662495,13fd5b711b85e159,10029.0,10032.0,10032.0,0.0,-0.0054616645950662495,same_entry
2023-03-22 00:15:00+00:00,1,,,,,4e1c7a9b7563d011,10685.0,10687.0,10688.0,1.0,-0.00407801080280956,candidate_only
2023-04-05 20:15:00+00:00,1,febc122eede7771d,12110.0,12112.0,-0.004428430334847298,febc122eede7771d,12110.0,12112.0,12112.0,0.0,-0.004428430334847298,same_entry
2023-04-11 16:30:00+00:00,1,65fde4358f097e99,12668.0,12673.0,-0.005569796475239917,65fde4358f097e99,12668.0,12673.0,12673.0,0.0,-0.005569796475239917,same_entry
2023-04-14 00:30:00+00:00,1,7b7d2f89677dd989,12895.0,12897.0,0.006843676179321136,7b7d2f89677dd989,12895.0,12897.0,12897.0,0.0,0.006843676179321136,same_entry
2023-04-18 19:00:00+00:00,1,8d829c7a981599e7,13353.0,13355.0,0.006626293446537536,8d829c7a981599e7,13353.0,13355.0,13355.0,0.0,0.006626293446537536,same_entry
2023-04-28 01:45:00+00:00,1,a581c496753d64e7,14243.0,14246.0,-0.006533773054015922,a581c496753d64e7,14243.0,14246.0,14246.0,0.0,-0.006533773054015922,same_entry
2023-05-02 08:00:00+00:00,1,345efb879d508e5e,14652.0,14655.0,-0.003813711516533645,345efb879d508e5e,14652.0,14655.0,14655.0,0.0,-0.003813711516533645,same_entry
2023-05-09 15:00:00+00:00,-1,fe3e8eeb30505a48,15352.0,15355.0,-0.005544026173504911,fe3e8eeb30505a48,15352.0,15355.0,15355.0,0.0,-0.005544026173504911,same_entry
2023-05-12 15:30:00+00:00,-1,e6ca7b776d6af604,15643.0,15645.0,-0.004615890010950306,e6ca7b776d6af604,15643.0,15645.0,15645.0,0.0,-0.004615890010950306,same_entry
2023-05-14 13:45:00+00:00,1,7a17662fbfce4486,15827.0,15830.0,0.0028339920066089447,7a17662fbfce4486,15827.0,15830.0,15830.0,0.0,0.0028339920066089447,same_entry
2023-05-16 11:30:00+00:00,-1,,,,,a803d604673fab5a,16007.0,16012.0,16013.0,1.0,-0.0040588376623136285,candidate_only
2023-05-16 11:45:00+00:00,-1,a02b4158e9582b61,16007.0,16014.0,-0.004231458391059427,,,,,,,baseline_only
2023-05-29 14:30:00+00:00,-1,42696d9615b0ff88,17270.0,17273.0,0.003517612261360494,42696d9615b0ff88,17270.0,17273.0,17273.0,0.0,0.003517612261360494,same_entry
2023-06-01 20:15:00+00:00,-1,b0e8d50faae1f57a,17581.0,17584.0,-0.004001890260692418,b0e8d50faae1f57a,17581.0,17584.0,17584.0,0.0,-0.004001890260692418,same_entry
2023-06-04 22:45:00+00:00,1,8d23f71a58024170,17880.0,17882.0,-0.0057724792147383335,8d23f71a58024170,17880.0,17882.0,17882.0,0.0,-0.0057724792147383335,same_entry
2023-06-22 01:15:00+00:00,1,32319dfd054fed3b,19521.0,19524.0,1.734723475976807e-18,32319dfd054fed3b,19521.0,19524.0,19524.0,0.0,1.734723475976807e-18,same_entry
2023-06-24 17:30:00+00:00,-1,,,,,c2adb1fdc85acf10,19771.0,19779.0,19780.0,1.0,-0.004957050799777594,candidate_only
2023-07-12 15:15:00+00:00,1,a3074efd8cf246cb,21495.0,21499.0,-0.004599090318388564,a3074efd8cf246cb,21495.0,21499.0,21499.0,0.0,-0.004599090318388564,same_entry
