analysis_status,target_r,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,tp,sl,protected_stop,timeout,minimum_fold_events,eligible,robust_score_bp,worst_fold_net_bp,2023H1_events,2023H2_events,2024H1_events,2024H2_events,2023H1_mean_net_bp,2023H2_mean_net_bp,2024H1_mean_net_bp,2024H2_mean_net_bp,matched_events,matched_control_excess_bp,paired_signflip_p_one_sided
posthoc_one_dimensional_sensitivity_not_selection,2.0,100,4.006910338774583,-15.99308966122542,-40.272276379310064,0.4,0.5116966588329697,-0.42796389011243874,-0.42796389011243874,37,58,3,2,21,True,-17.517489391549148,-28.462930493459048,22,21,27,30,-28.462930493459048,-14.766362738662664,-13.257853724291387,-10.168960906621988,100,6.57457568532095,0.16409835901640984
posthoc_one_dimensional_sensitivity_not_selection,2.5,100,3.782417996916676,-16.217582003083333,-40.55701338741611,0.38,0.5184293618792757,-0.43844255763817985,-0.43844255763817985,27,60,11,2,21,True,-19.187327860723713,-28.847705294939686,22,21,27,30,-28.847705294939686,-18.697472793290224,-12.05837864344224,-8.962851059587479,100,5.248639902399414,0.23562764372356276
posthoc_one_dimensional_sensitivity_not_selection,3.0,100,3.9144355628506817,-16.085564437149326,-40.68424232561594,0.37,0.5290052056092792,-0.4131579349231824,-0.41539069101989323,24,61,12,3,21,True,-18.927951453059116,-26.33319522810579,22,21,27,30,-26.33319522810579,-20.40496690658817,-10.705194238271407,-10.389386640830836,100,5.483494666130215,0.23126768732312677
posthoc_one_dimensional_sensitivity_not_selection,3.5,100,2.8219827432709903,-17.178017256729014,-40.803334248117864,0.36,0.5063788266361429,-0.4334137962968807,-0.4383259597772592,19,62,16,3,21,True,-19.677008686200246,-23.81868516127169,22,21,27,30,-23.81868516127169,-20.592015979410025,-12.492213985258013,-14.135617965178248,100,4.548324497716811,0.2798872011279887
posthoc_one_dimensional_sensitivity_not_selection,4.0,100,4.367884478939432,-15.632115521060573,-40.803334248117864,0.36,0.5508012892091713,-0.41539340267135383,-0.41539340267135383,17,62,18,3,21,True,-17.95588115983965,-27.96857050953948,22,21,27,30,-27.96857050953948,-18.277150348218132,-9.584737923248182,-10.176497321863565,100,6.652207057918865,0.2134478655213448
posthoc_one_dimensional_sensitivity_not_selection,5.0,100,6.303958515990493,-13.696041484009509,-40.803334248117864,0.36,0.6064355992465581,-0.39186581625426053,-0.4023192680241804,14,62,21,3,21,True,-18.70411357759364,-28.331113064010996,22,21,27,30,-28.331113064010996,-13.647419085834718,-14.51763626419097,-2.2582560352341305,100,8.799084832992415,0.17309826901730982
posthoc_one_dimensional_sensitivity_not_selection,6.0,100,0.4375103490942611,-19.562489650905746,-40.803334248117864,0.36,0.4378595066543111,-0.4751205211985362,-0.4751205211985362,8,62,25,5,21,True,-23.576637419118544,-26.582825763361136,22,21,27,30,-26.258739096445865,-26.582825763361136,-14.88204449367356,-13.95007208696651,100,3.0154685170355617,0.36367636323636765
