arm,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,tp,sl,protected_stop,timeout,minimum_fold_events,eligible,robust_score_bp,worst_fold_net_bp,2023H1_events,2023H2_events,2024H1_events,2024H2_events,2023H1_mean_net_bp,2023H2_mean_net_bp,2024H1_mean_net_bp,2024H2_mean_net_bp,matched_events,matched_control_excess_bp,paired_signflip_p_one_sided,ranking_events,score_auc_net_positive,top_decile_events,top_decile_mean_gross_bp,top_decile_mean_net_bp,top_decile_win_rate,ranking_permutation_p_one_sided,single_feature_top_decile_mean_net_bp
baseline_same_bar,89,3.696243578453024,-16.30375642154698,-40.52565015169594,0.3707865168539326,0.5175547413288197,-0.3898543973750842,-0.39217581636532584,21,55,11,2,19,True,-17.30621684286685,-24.535294313995692,20,19,26,24,-24.535294313995692,-15.652780249541312,-14.24646558872886,-12.188229382897164,89,4.99082818158164,0.26484735152648475,89,0.4588744588744589,9,19.104706794702306,-0.8952932052976963,0.4444444444444444,0.19939003049847506,-22.557500733568016
candidate_two_stage,100,3.9144355628506817,-16.085564437149326,-40.68424232561594,0.37,0.5290052056092792,-0.41315793492317465,-0.41539069101988524,24,61,12,3,21,True,-18.927951453059116,-26.33319522810579,22,21,27,30,-26.33319522810579,-20.40496690658817,-10.705194238271407,-10.389386640830836,100,5.483494666130208,0.23126768732312677,100,0.4984984984984985,10,10.733356511930747,-9.266643488069253,0.5,0.34043297835108244,-29.684456219652862
