event_id,venue,symbol,timeframe,segment_id,direction,k1_time,k1_decision_time,k2_time,decision_time,gap_bars,initial_stop,signal_atr,ma,k1_quality,range_atr,body_ratio,k1_open,k1_high,k1_low,k1_close,k1_atr,k1_ma,k1_hl2,k1_close_location,k1_entry_depth,k1_exit_depth,k1_ma_side,k1_rope_high,k1_rope_low,k1_rope_mid,k1_rope_coverage,k1_rope_entry_depth,k1_rope_exit_depth,k1_rope_cross_depth,k2_open,k2_high,k2_low,k2_close,k2_body_ratio,k2_wick_share,k2_reject_location,k2_touch_depth,k2_close_side,k2_body_trend_side,middle_wrong_closes,middle_aligned_ma_bars,signal_time,fold,flow_status,flow_defined,directional_imbalance,quote_volume_sum,delta_quote_volume_sum,expected_bars,available_bars,zero_volume_bars,max_source_available_at,flow_pass,entry_time,entry_price,exit_time,exit_price,closed,outcome,gross_return,net_return,net_r,risk_pct,risk_atr,hold_minutes,partial_fraction,exit_remaining_fraction,partial_exit_time,partial_exit_price,realised_partial_gross_return,marked_gross_return,marked_net_return,max_favourable_r,max_adverse_r,bars_to_first_positive,funding_modelled,failure_class,peak_gross_bp_lower_bound,gave_back_fee_covering_peak,entry_bar_open,entry_available_at,entry_hl2,entry_sma40,entry_side,entry_aligned,entry_context_known,entry_context_reason,first_postentry_bar_open,first_postentry_available_at,first_postentry_hl2,first_postentry_sma40,first_postentry_side,first_postentry_aligned,first_postentry_context_known,first_postentry_context_reason,exit_bar_open,exit_available_at,exit_hl2,exit_sma40,exit_side,exit_aligned,exit_context_known,exit_context_reason,entry_already_opposite,first_postentry_opposite,exited_first5m,color_exit_without_new_flip,first_postentry_new_flip,exact_known_clocks
k1k2_3b34bbf7d00963a3298538ea6395de1b6968908c31f3bb08ce50db7cba271bf1,binance_usdm,BTCUSDT,1h,0,1,2023-01-15 09:00:00+00:00,2023-01-15 10:00:00+00:00,2023-01-15 11:00:00+00:00,2023-01-15 12:00:00+00:00,2,20666.299999999999,179.83051209352067,20690.6175,0.33161820566664668,0.99456409618913422,0.7518022657054696,20626.400000000001,20775.599999999999,20581.400000000001,20772.400000000001,195.26142230964516,20619.662499999999,20678.5,0.98352214212153899,-0.034505023677020012,0.78222056458132372,1,20794.709999999999,18908.125,19979.203250243405,0.07738850886654991,-8.7998693222420794,-0.11425708025735119,-8.7998693222420794,20748.200000000001,20757.200000000001,20666.299999999999,20737.400000000001,0.11881188118810891,0.78217821782179364,0.78217821782179364,0.13522454958786265,0.26014773274777736,True,0,1,2023-01-15 11:00:00+00:00,2023H1,complete,True,-0.021567458446604258,453763699.95700002,-9786529.7434,24,24,0,2023-01-15 12:00:00+00:00,False,2023-01-15 12:00:00+00:00,20737.400000000001,2023-01-15 12:35:00+00:00,20666.299999999999,True,hard_stop,-0.0034285879618468629,-0.0054285879618468629,-1.5833305203938071,0.0034285879618468169,0.39537228233564004,35,0,1,,,0,-0.0034285879618468629,-0.0054285879618468629,0.26441631504920809,-1,0,False,price_loss,9.0657459469361008,False,2023-01-15 11:55:00+00:00,2023-01-15 12:00:00+00:00,20735.449999999997,20699.659999999996,1,True,True,known,2023-01-15 12:00:00+00:00,2023-01-15 12:05:00+00:00,20742.550000000003,20700.981250000001,1,True,True,known,2023-01-15 12:30:00+00:00,2023-01-15 12:35:00+00:00,20683.599999999999,20711.93375,-1,False,True,known,False,False,False,False,False,True
k1k2_0dcaea19598e9ca8c7d101af77f2247c95208a5e96aed2539158b6dc6910ea78,binance_usdm,BTCUSDT,1h,0,-1,2023-01-16 08:00:00+00:00,2023-01-16 09:00:00+00:00,2023-01-16 10:00:00+00:00,2023-01-16 11:00:00+00:00,2,20915,188.68208982426611,20878.591249999998,0.46851188335489502,2.5106929557257582,0.71394469862741383,21116,21121.700000000001,20619,20757.099999999999,200.22360713346839,20876.6875,20870.349999999999,0.7252834692659671,1.1952261944840255,0.59726973113757176,-1,20979.186802438424,19592.035833333335,20457.244201488917,0.16010283479216628,0.6833020317648002,-5.8188151904087686,-5.8188151904087686,20834.900000000001,20915,20806.599999999999,20859.700000000001,0.22878228782286844,0.51014760147600124,0.51014760147600124,0.19296346586956159,0.10012211555210032,True,0,1,2023-01-16 10:00:00+00:00,2023H1,complete,True,-0.027843262359034546,668178239.47140002,18604262.024200004,24,24,0,2023-01-16 11:00:00+00:00,False,2023-01-16 11:00:00+00:00,20859.799999999999,2023-01-16 11:05:00+00:00,20840.799999999999,True,colour_exit,0.00091084286522402635,-0.0010891571347759737,-0.41158695652173105,0.0026462382189666599,0.29255558941186555,5,0,1,,,0,0.00091084286522402635,-0.0010891571347759737,0.34420289855072012,-0.18297101449279077,0,False,fee_erased_gross_gain,9.108428652240196,False,2023-01-16 10:55:00+00:00,2023-01-16 11:00:00+00:00,20844.300000000003,20853.466250000001,-1,True,True,known,2023-01-16 11:00:00+00:00,2023-01-16 11:05:00+00:00,20855.349999999999,20847.439999999999,1,False,True,known,2023-01-16 11:00:00+00:00,2023-01-16 11:05:00+00:00,20855.349999999999,20847.439999999999,1,False,True,known,False,True,True,False,True,True
k1k2_d61b15795b97ed9ca4aeb82a8b6f083fc2517cf129b0b36c7b5acfd2f437eca0,binance_usdm,BTCUSDT,1h,0,-1,2023-01-16 08:00:00+00:00,2023-01-16 09:00:00+00:00,2023-01-16 13:00:00+00:00,2023-01-16 14:00:00+00:00,5,20880,169.6506018017175,20876.732500000002,0.46851188335489502,2.5106929557257582,0.71394469862741383,21116,21121.700000000001,20619,20757.099999999999,200.22360713346839,20876.6875,20870.349999999999,0.7252834692659671,1.1952261944840255,0.59726973113757176,-1,20979.186802438424,19592.035833333335,20457.244201488917,0.16010283479216628,0.6833020317648002,-5.8188151904087686,-5.8188151904087686,20793.099999999999,20880,20774,20836.299999999999,0.4075471698113276,0.41226415094340307,0.41226415094340307,0.019260173352152701,0.23832806704251427,True,0,4,2023-01-16 13:00:00+00:00,2023H1,complete,True,-0.0041516594611862682,1407672761.3227999,5844177.9378000014,60,60,0,2023-01-16 14:00:00+00:00,False,2023-01-16 14:00:00+00:00,20836.299999999999,2023-01-16 14:05:00+00:00,20823.400000000001,True,colour_exit,0.00061911183847407347,-0.0013808881615259266,-0.65841189931355115,0.0020973013442886082,0.25758824039466699,5,0,1,,,0,0.00061911183847407347,-0.0013808881615259266,0.29748283752859916,-0.24485125858124826,0,False,fee_erased_gross_gain,6.239111550515207,False,2023-01-16 13:55:00+00:00,2023-01-16 14:00:00+00:00,20807,20833.197500000002,-1,True,True,known,2023-01-16 14:00:00+00:00,2023-01-16 14:05:00+00:00,20835.150000000001,20833.014999999999,1,False,True,known,2023-01-16 14:00:00+00:00,2023-01-16 14:05:00+00:00,20835.150000000001,20833.014999999999,1,False,True,known,False,True,True,False,True,True
k1k2_87849b97f44142cde183a18d1979231e9e1bfc3fe83a5293d68bfe9a01220f1c,binance_usdm,BTCUSDT,1h,0,-1,2023-01-16 08:00:00+00:00,2023-01-16 09:00:00+00:00,2023-01-16 14:00:00+00:00,2023-01-16 15:00:00+00:00,6,20899.299999999999,167.61841595873776,20873.3825,0.46851188335489502,2.5106929557257582,0.71394469862741383,21116,21121.700000000001,20619,20757.099999999999,200.22360713346839,20876.6875,20870.349999999999,0.7252834692659671,1.1952261944840255,0.59726973113757176,-1,20979.186802438424,19592.035833333335,20457.244201488917,0.16010283479216628,0.6833020317648002,-5.8188151904087686,-5.8188151904087686,20836.299999999999,20899.299999999999,20758.099999999999,20862.799999999999,0.18767705382436164,0.25849858356940375,0.25849858356940375,0.15462203154562454,0.063134470872254905,True,0,5,2023-01-16 14:00:00+00:00,2023H1,complete,True,0.0051573926321935738,1798452084.5478001,-9275323.530199999,72,72,0,2023-01-16 15:00:00+00:00,True,2023-01-16 15:00:00+00:00,20862.799999999999,2023-01-16 15:05:00+00:00,20842.400000000001,True,colour_exit,0.00097781697566945436,-0.0010221830243305457,-0.5842630136987208,0.0017495254711735722,0.21775650241787944,5,0,1,,,0,0.00097781697566945436,-0.0010221830243305457,0.84383561643833627,-0.65479452054798504,0,False,fee_erased_gross_gain,14.763119044423219,False,2023-01-16 14:55:00+00:00,2023-01-16 15:00:00+00:00,20855.650000000001,20838.003749999996,1,False,True,known,2023-01-16 15:00:00+00:00,2023-01-16 15:05:00+00:00,20859.349999999999,20838.272499999999,1,False,True,known,2023-01-16 15:00:00+00:00,2023-01-16 15:05:00+00:00,20859.349999999999,20838.272499999999,1,False,True,known,True,True,True,True,False,True
k1k2_f8e834b61b4d084787b4626ea7aaf0cd8c6afe89129dafe07433ddf07ed992b5,binance_usdm,BTCUSDT,1h,0,1,2023-01-27 16:00:00+00:00,2023-01-27 17:00:00+00:00,2023-01-27 22:00:00+00:00,2023-01-27 23:00:00+00:00,6,22940,182.8202230737846,22993.328750000001,0.42909318868152901,1.2919933738111089,0.89669234254644681,22928.799999999999,23139.700000000001,22919,23126.700000000001,170.82130951568436,22991.291250000002,23029.349999999999,0.94109651110104231,0.36582818722780591,0.7926923776893644,1,22961.050613485633,22775.364744330451,22899.38674086126,0.17368372527411488,-0.89822081392872399,0.96972319779083549,-0.89822081392872399,23077.900000000001,23094.599999999999,22940,23000.700000000001,0.49935316946960839,0.3926261319534366,0.3926261319534366,0.29170049737045545,0.040319664181927922,True,0,5,2023-01-27 22:00:00+00:00,2023H1,complete,True,0.001781298946715351,4006691529.3081899,7137115.400969998,72,72,0,2023-01-27 23:00:00+00:00,True,2023-01-27 23:00:00+00:00,23000.700000000001,2023-01-27 23:05:00+00:00,23025.299999999999,True,colour_exit,0.0010695326663969773,-0.00093046733360302274,-0.35257660626034254,0.0026390501158660702,0.33202016155238334,5,0,1,,,0,0.0010695326663969773,-0.00093046733360302274,0.63756177924217894,-0.0049423393739582997,0,False,fee_erased_gross_gain,16.825574873808502,False,2023-01-27 22:55:00+00:00,2023-01-27 23:00:00+00:00,22981.150000000001,23146.9375,-1,False,True,known,2023-01-27 23:00:00+00:00,2023-01-27 23:05:00+00:00,23019.900000000001,23142.590000000004,-1,False,True,known,2023-01-27 23:00:00+00:00,2023-01-27 23:05:00+00:00,23019.900000000001,23142.590000000004,-1,False,True,known,True,True,True,True,False,True
k1k2_ab06203b7ca39dbaeafb6435e30a868fbb1cdb6f6b73a964c9134ecf908f4e7a,binance_usdm,BTCUSDT,1h,0,1,2023-02-20 09:00:00+00:00,2023-02-20 10:00:00+00:00,2023-02-20 16:00:00+00:00,2023-02-20 17:00:00+00:00,7,24585.099999999999,234.86593796538975,24617.65625,0.50277160381452091,2.7763885720524861,0.72495353944923768,24455.599999999999,24953.099999999999,24361.200000000001,24884.700000000001,213.19061962657014,24579.57375,24657.150000000001,0.88443993917891861,0.58151597015458023,1.4312367520412845,1,24592.551666666663,24113.92205698086,24418.560253281128,0.286132875808846,-1.6026875085668852,1.370362044282587,-1.6026875085668852,24944.700000000001,24955.099999999999,24585.099999999999,24889.900000000001,0.14810810810810615,0.82378378378379169,0.82378378378379169,0.13861631142443057,1.1591453079931913,True,0,6,2023-02-20 16:00:00+00:00,2023H1,complete,True,0.0023759678922606817,7804739771.8560801,18543811.105380002,84,84,0,2023-02-20 17:00:00+00:00,True,2023-02-20 17:00:00+00:00,24889.900000000001,2023-02-20 17:05:00+00:00,24850,True,colour_exit,-0.0016030598756926473,-0.0036030598756926473,-0.29422506561680306,0.012245931080478544,1.2977616194176218,5,0,1,,,0,-0.0016030598756926473,-0.0036030598756926473,0.068241469816269926,-0.18307086614174009,0,False,price_loss,8.3568033620059836,False,2023-02-20 16:55:00+00:00,2023-02-20 17:00:00+00:00,24903,24896.581249999999,1,True,True,known,2023-02-20 17:00:00+00:00,2023-02-20 17:05:00+00:00,24872.400000000001,24896.4375,-1,False,True,known,2023-02-20 17:00:00+00:00,2023-02-20 17:05:00+00:00,24872.400000000001,24896.4375,-1,False,True,known,False,True,True,False,True,True
k1k2_c13f3c761584651de27e794f8dad04c5024796918265e407fbf6aaf3e8ccbab4,binance_usdm,BTCUSDT,1h,0,-1,2023-02-23 11:00:00+00:00,2023-02-23 12:00:00+00:00,2023-02-23 13:00:00+00:00,2023-02-23 14:00:00+00:00,2,24215,232.9483199688764,24106.142499999998,0.52491078909757827,3.0368412179939108,0.75902082339850752,24245.099999999999,24259.099999999999,23630,23767.599999999999,207.15603972721763,24132.706249999999,23944.549999999999,0.78127483706883027,0.54255598894436763,1.7624697328678971,-1,24495.554166666665,24115.720000000001,24281.136425669829,0.34062233299180567,-1.2090121388517738,1.6804723649786213,-1.2090121388517738,23900.400000000001,24215,23830,24001.200000000001,0.26181818181817995,0.55532467532467344,0.55532467532467344,0.46730321993541762,0.45049691714462015,True,0,1,2023-02-23 13:00:00+00:00,2023H1,complete,True,0.018585897583692026,3754240843.2673202,-69775935.817479998,24,24,0,2023-02-23 14:00:00+00:00,True,2023-02-23 14:00:00+00:00,24001.299999999999,2023-02-23 14:05:00+00:00,24021.599999999999,True,colour_exit,-0.00084578751984265566,-0.0028457875198426557,-0.31961909218530321,0.0089036843837625775,0.91737085731527324,5,0,1,,,0,-0.00084578751984265566,-0.0028457875198426557,0.26345343940102517,-0.22788956481048461,0,False,price_loss,23.457062742434481,True,2023-02-23 13:55:00+00:00,2023-02-23 14:00:00+00:00,23990.950000000001,23968.173750000002,1,False,True,known,2023-02-23 14:00:00+00:00,2023-02-23 14:05:00+00:00,23997.5,23961.900000000001,1,False,True,known,2023-02-23 14:00:00+00:00,2023-02-23 14:05:00+00:00,23997.5,23961.900000000001,1,False,True,known,True,True,True,True,False,True
k1k2_f0b4ea35db1cc852f0e7c31ab847b3eaf5833022d88f087eb97d44f58daa1d62,binance_usdm,BTCUSDT,1h,0,-1,2023-02-23 11:00:00+00:00,2023-02-23 12:00:00+00:00,2023-02-23 14:00:00+00:00,2023-02-23 15:00:00+00:00,3,24150,234.08772568538532,24099.65625,0.52491078909757827,3.0368412179939108,0.75902082339850752,24245.099999999999,24259.099999999999,23630,23767.599999999999,207.15603972721763,24132.706249999999,23944.549999999999,0.78127483706883027,0.54255598894436763,1.7624697328678971,-1,24495.554166666665,24115.720000000001,24281.136425669829,0.34062233299180567,-1.2090121388517738,1.6804723649786213,-1.2090121388517738,24001.299999999999,24150,23901.099999999999,23997.299999999999,0.016070711128967363,0.59742868621936462,0.61349939734833203,0.21506360426459167,0.43725594624968872,True,0,2,2023-02-23 14:00:00+00:00,2023H1,complete,True,0.017843310500365171,4979605039.7745199,-88852638.89388001,36,36,0,2023-02-23 15:00:00+00:00,True,2023-02-23 15:00:00+00:00,23997.400000000001,2023-02-23 15:05:00+00:00,23924.599999999999,True,colour_exit,0.0030336619800479525,0.0010336619800479525,0.1625504587156158,0.0063590222274079082,0.65189236023888519,5,0,1,,,0,0.0030336619800479525,0.0010336619800479525,0.499344692005252,-0.14875491480994302,0,False,net_winner,31.753439955995535,False,2023-02-23 14:55:00+00:00,2023-02-23 15:00:00+00:00,24018.75,23939.096249999999,1,False,True,known,2023-02-23 15:00:00+00:00,2023-02-23 15:05:00+00:00,23970.650000000001,23944.763750000002,1,False,True,known,2023-02-23 15:00:00+00:00,2023-02-23 15:05:00+00:00,23970.650000000001,23944.763750000002,1,False,True,known,True,True,True,True,False,True
k1k2_ba58f06e95509ba16ccf35bf1faa86718665d060bf7f0d2dfbb21f651dc7e42c,binance_usdm,BTCUSDT,1h,0,1,2023-03-07 01:00:00+00:00,2023-03-07 02:00:00+00:00,2023-03-07 06:00:00+00:00,2023-03-07 07:00:00+00:00,5,22402.5,75.293780267820452,22416.321250000001,0.41199422391564294,1.1367433520160861,0.7407024793388185,22402.900000000001,22499.700000000001,22402.900000000001,22474.599999999999,85.15554529377134,22410.876250000001,22451.300000000003,0.7407024793388185,0.093666830180971522,0.74832178902926272,1,22601.920123177239,22390.355,22473.967936840916,0.33890274031571027,-0.14731865032070307,-1.4951477644586557,-1.4951477644586557,22448.5,22448.599999999999,22402.5,22426.200000000001,0.48373101952277608,0.51409978308029236,0.51409978308029236,0.18356429908072885,0.13120273633308194,True,0,4,2023-03-07 06:00:00+00:00,2023H1,complete,True,-0.016254256797457341,684128480.16770005,-11119999.999099998,60,60,0,2023-03-07 07:00:00+00:00,False,2023-03-07 07:00:00+00:00,22426.099999999999,2023-03-07 07:05:00+00:00,22421.799999999999,True,colour_exit,-0.00019174087335738221,-0.0021917408733573823,-2.082720338983179,0.0010523452584265006,0.3134389044626687,5,0,1,,,0,-0.00019174087335738221,-0.0021917408733573823,0.16949152542373927,-0.43644067796609776,0,False,price_loss,1.7836360312314667,False,2023-03-07 06:55:00+00:00,2023-03-07 07:00:00+00:00,22430,22446.445,-1,False,True,known,2023-03-07 07:00:00+00:00,2023-03-07 07:05:00+00:00,22422.949999999997,22445.8325,-1,False,True,known,2023-03-07 07:00:00+00:00,2023-03-07 07:05:00+00:00,22422.949999999997,22445.8325,-1,False,True,known,True,True,True,True,False,True
k1k2_ed07f3fc0cdc0489f33fd650aee65b0e1c170e1cdfbdfc22b3036e011be4cfdd,binance_usdm,BTCUSDT,1h,0,1,2023-03-11 01:00:00+00:00,2023-03-11 02:00:00+00:00,2023-03-11 04:00:00+00:00,2023-03-11 05:00:00+00:00,3,20260,240.15213801176535,20309.76125,0.48361864337104787,1.8524843875495061,0.78015397775876905,20206.900000000001,20674.5,20206.900000000001,20571.700000000001,252.41778184082122,20400.723749999997,20440.700000000001,0.78015397775876905,0.76786884262466248,0.67735422105810184,1,21583.220000000005,19983.77,20765.419422820527,0.22807840195066947,-0.883971003836451,-4.0073246528958295,-4.0073246528958295,20381.299999999999,20400,20260,20330,0.36642857142856622,0.5,0.5,0.20720719129122098,0.084274702559628739,True,0,2,2023-03-11 04:00:00+00:00,2023H1,complete,True,-0.013378658119354531,2207732434.7551999,-29536497.463600002,36,36,0,2023-03-11 05:00:00+00:00,False,2023-03-11 05:00:00+00:00,20330.099999999999,2023-03-11 05:05:00+00:00,20307.799999999999,True,colour_exit,-0.0010968957358792331,-0.0030968957358792331,-0.89814835948644356,0.0034480892863290665,0.29189829655634486,5,0,1,,,0,-0.0010968957358792331,-0.0030968957358792331,0,-0.42938659058486689,,False,price_loss,0,False,2023-03-11 04:55:00+00:00,2023-03-11 05:00:00+00:00,20324,20411.39875,-1,False,True,known,2023-03-11 05:00:00+00:00,2023-03-11 05:05:00+00:00,20315.049999999999,20405.221249999999,-1,False,True,known,2023-03-11 05:00:00+00:00,2023-03-11 05:05:00+00:00,20315.049999999999,20405.221249999999,-1,False,True,known,True,True,True,True,False,True
