event_id,venue,symbol,timeframe,segment_id,direction,k1_time,k1_decision_time,k2_time,decision_time,gap_bars,initial_stop,signal_atr,ma,k1_quality,range_atr,body_ratio,k1_open,k1_high,k1_low,k1_close,k1_atr,k1_ma,k1_hl2,k1_close_location,k1_entry_depth,k1_exit_depth,k1_ma_side,k1_rope_high,k1_rope_low,k1_rope_mid,k1_rope_coverage,k1_rope_entry_depth,k1_rope_exit_depth,k1_rope_cross_depth,k2_open,k2_high,k2_low,k2_close,k2_body_ratio,k2_wick_share,k2_reject_location,k2_touch_depth,k2_close_side,k2_body_trend_side,middle_wrong_closes,middle_aligned_ma_bars,signal_time,fold,flow_status,flow_defined,directional_imbalance,quote_volume_sum,delta_quote_volume_sum,expected_bars,available_bars,zero_volume_bars,max_source_available_at,flow_pass,entry_time,entry_price,exit_time,exit_price,closed,outcome,gross_return,net_return,net_r,risk_pct,risk_atr,hold_minutes,partial_fraction,exit_remaining_fraction,partial_exit_time,partial_exit_price,realised_partial_gross_return,marked_gross_return,marked_net_return,max_favourable_r,max_adverse_r,bars_to_first_positive,funding_modelled,failure_class,peak_gross_bp_lower_bound,gave_back_fee_covering_peak,entry_bar_open,entry_available_at,entry_hl2,entry_sma40,entry_side,entry_aligned,entry_context_known,entry_context_reason,first_postentry_bar_open,first_postentry_available_at,first_postentry_hl2,first_postentry_sma40,first_postentry_side,first_postentry_aligned,first_postentry_context_known,first_postentry_context_reason,exit_bar_open,exit_available_at,exit_hl2,exit_sma40,exit_side,exit_aligned,exit_context_known,exit_context_reason,entry_already_opposite,first_postentry_opposite,exited_first5m,color_exit_without_new_flip,first_postentry_new_flip,exact_known_clocks
k1k2_c7e0a84c703347ae5890f93d927c0b16324cb320f0f61b1c1a2079991b4a7457,binance_usdm,BTCUSDT,1h,0,-1,2023-03-11 07:00:00+00:00,2023-03-11 08:00:00+00:00,2023-03-11 09:00:00+00:00,2023-03-11 10:00:00+00:00,2,20140,258.3447575392737,20125.994999999999,0.49461812685698181,1.9913722785122283,0.86857488409595385,20275.200000000001,20308.299999999999,19812.200000000001,19844.299999999999,249.12468921714589,20199.809999999998,20060.25,0.93529530336625955,0.30261954460198232,1.427036401398672,-1,21478.727499999997,20120.02,20720.275586697691,0.11421148407585935,-4.831024591669272,1.1067550184063606,-4.831024591669272,20060.5,20140,19946,20080.5,0.10309278350515463,0.30670103092783507,0.30670103092783507,0.054210505889100424,0.17610188971255902,True,0,1,2023-03-11 09:00:00+00:00,2023H1,complete,True,-0.041188974229172642,2182018117.9036198,89875088.025919989,24,24,0,2023-03-11 10:00:00+00:00,False,2023-03-11 10:00:00+00:00,20080.599999999999,2023-03-11 10:05:00+00:00,20090.099999999999,True,colour_exit,-0.00047309343346313426,-0.0024730934334631343,-0.83604713804711439,0.0029580789418643598,0.22992531594519172,5,0,1,,,0,-0.00047309343346313426,-0.0024730934334631343,0.25252525252524632,-0.20033670033671994,0,False,price_loss,7.4698963178391091,False,2023-03-11 09:55:00+00:00,2023-03-11 10:00:00+00:00,20102.450000000001,20069.810000000001,1,False,True,known,2023-03-11 10:00:00+00:00,2023-03-11 10:05:00+00:00,20079.049999999999,20065.59375,1,False,True,known,2023-03-11 10:00:00+00:00,2023-03-11 10:05:00+00:00,20079.049999999999,20065.59375,1,False,True,known,True,True,True,True,False,True
k1k2_21eba5f69ff566382b9d2d575e2a830007bcf93779a77f0e15575c381ca77e46,binance_usdm,BTCUSDT,1h,0,-1,2023-03-11 07:00:00+00:00,2023-03-11 08:00:00+00:00,2023-03-11 10:00:00+00:00,2023-03-11 11:00:00+00:00,3,20148.799999999999,251.97727485789707,20097.299999999999,0.49461812685698181,1.9913722785122283,0.86857488409595385,20275.200000000001,20308.299999999999,19812.200000000001,19844.299999999999,249.12468921714589,20199.809999999998,20060.25,0.93529530336625955,0.30261954460198232,1.427036401398672,-1,21478.727499999997,20120.02,20720.275586697691,0.11421148407585935,-4.831024591669272,1.1067550184063606,-4.831024591669272,20080.599999999999,20148.799999999999,19979.599999999999,20022.599999999999,0.3427895981087456,0.40307328605201204,0.74586288416075763,0.20438351049333117,0.29645530551168908,True,0,2,2023-03-11 10:00:00+00:00,2023H1,complete,True,-0.025337558352295734,2627152465.5093198,66565628.895219997,36,36,0,2023-03-11 11:00:00+00:00,False,2023-03-11 11:00:00+00:00,20022.599999999999,2023-03-11 11:10:00+00:00,20049.200000000001,True,colour_exit,-0.0013284987963602113,-0.0033284987963602113,-0.52809191759113772,0.0063028777481446332,0.50083881600502023,10,0,1,,,0,-0.0013284987963602113,-0.0033284987963602113,0.17908082408873546,-0.2543581616481933,0,False,price_loss,11.287245412682941,False,2023-03-11 10:55:00+00:00,2023-03-11 11:00:00+00:00,20029.599999999999,20027.196250000001,1,False,True,known,2023-03-11 11:00:00+00:00,2023-03-11 11:05:00+00:00,20019.900000000001,20028.868750000001,-1,True,True,known,2023-03-11 11:05:00+00:00,2023-03-11 11:10:00+00:00,20042.550000000003,20031.508750000001,1,False,True,known,True,False,False,False,False,True
k1k2_565108a0a390322e95400252e77480813b9f6cc748a3ad83c22161f3f5971e2f,binance_usdm,BTCUSDT,1h,0,-1,2023-04-14 15:00:00+00:00,2023-04-14 16:00:00+00:00,2023-04-14 20:00:00+00:00,2023-04-14 21:00:00+00:00,5,30500,212.49270228348814,30431.744999999995,0.51972057816633033,2.4698826420280469,0.66536530953708284,30584.599999999999,30618,30080.099999999999,30226.700000000001,217.78362698169582,30406.17625,30349.049999999999,0.72745863543409228,0.81927072513579813,0.82410350349746109,-1,30613.970000000001,29748.467500000002,30213.045994456534,0.41351700312823864,-0.13485862278559213,-2.195906582271185,-2.195906582271185,30311.099999999999,30500,30260,30429.900000000001,0.49500000000001215,0.29208333333332726,0.29208333333332726,0.32121103109200022,0.0086826511224487122,True,0,4,2023-04-14 20:00:00+00:00,2023H1,complete,True,0.0042341373756875321,3789547375.6598601,-16045464.180220015,60,60,0,2023-04-14 21:00:00+00:00,True,2023-04-14 21:00:00+00:00,30429.799999999999,2023-04-14 21:05:00+00:00,30387.599999999999,True,colour_exit,0.0013867984672919498,-0.00061320153270805026,-0.26580626780625694,0.0023069491090970274,0.33036428661134143,5,0,1,,,0,0.0013867984672919498,-0.00061320153270805026,0.62108262108259393,-0.2094017094017176,0,False,fee_erased_gross_gain,14.328059993821368,False,2023-04-14 20:55:00+00:00,2023-04-14 21:00:00+00:00,30434.900000000001,30302.569999999996,1,False,True,known,2023-04-14 21:00:00+00:00,2023-04-14 21:05:00+00:00,30415.349999999999,30306.986249999998,1,False,True,known,2023-04-14 21:00:00+00:00,2023-04-14 21:05:00+00:00,30415.349999999999,30306.986249999998,1,False,True,known,True,True,True,True,False,True
k1k2_4d8e92db1233305d8f1ef38f6e436ca65529e2fd6922c89921044f463df64606,binance_usdm,BTCUSDT,1h,0,-1,2023-04-14 15:00:00+00:00,2023-04-14 16:00:00+00:00,2023-04-14 21:00:00+00:00,2023-04-14 22:00:00+00:00,6,30493.200000000001,205.67893783466772,30440.793750000001,0.51972057816633033,2.4698826420280469,0.66536530953708284,30584.599999999999,30618,30080.099999999999,30226.700000000001,217.78362698169582,30406.17625,30349.049999999999,0.72745863543409228,0.81927072513579813,0.82410350349746109,-1,30613.970000000001,29748.467500000002,30213.045994456534,0.41351700312823864,-0.13485862278559213,-2.195906582271185,-2.195906582271185,30429.799999999999,30493.200000000001,30376.099999999999,30431.799999999999,0.017079419299743489,0.52433817250213755,0.52433817250213755,0.25479638582209163,0.043727131687304618,True,0,5,2023-04-14 21:00:00+00:00,2023H1,complete,True,0.011847442762269419,4101298533.7953601,-48589899.630120017,72,72,0,2023-04-14 22:00:00+00:00,True,2023-04-14 22:00:00+00:00,30431.799999999999,2023-04-14 22:05:00+00:00,30430.799999999999,True,colour_exit,3.286036317273755e-05,-0.0019671396368272625,-0.97497719869704347,0.0020176262988059021,0.29852351750939626,5,0,1,,,0,3.286036317273755e-05,-0.0019671396368272625,0.64820846905534735,-0.039087947882758933,0,False,fee_erased_gross_gain,13.078424542747806,False,2023-04-14 21:55:00+00:00,2023-04-14 22:00:00+00:00,30435.150000000001,30351.622500000005,1,False,True,known,2023-04-14 22:00:00+00:00,2023-04-14 22:05:00+00:00,30413.099999999999,30355.746249999997,1,False,True,known,2023-04-14 22:00:00+00:00,2023-04-14 22:05:00+00:00,30413.099999999999,30355.746249999997,1,False,True,known,True,True,True,True,False,True
k1k2_322a134786f33709d24359828c2adab25b4eb2dc8a268aa4d8cc2b36c2669672,binance_usdm,BTCUSDT,1h,0,1,2023-05-03 16:00:00+00:00,2023-05-03 17:00:00+00:00,2023-05-03 18:00:00+00:00,2023-05-03 19:00:00+00:00,2,28215,238.79929434505235,28381.8125,0.40090653343481869,1.2552652441734038,0.68867547018807995,28292.599999999999,28480,28230.099999999999,28464.700000000001,199.08143012798973,28353.612499999999,28355.049999999999,0.9387755102040849,0.30647007086886863,0.55800031137300521,1,28787.829999999998,28334.43,28530.617125364541,0.28731804146449286,0.21011502666576778,-1.623104675269093,-1.623104675269093,28559.200000000001,28800,28215,28429.200000000001,0.22222222222222221,0.36615384615384738,0.36615384615384738,0.69854687157896189,0.19844070364600114,True,0,1,2023-05-03 18:00:00+00:00,2023H1,complete,True,0.0025129638166299403,4550037694.3484602,11434080.0902,24,24,0,2023-05-03 19:00:00+00:00,True,2023-05-03 19:00:00+00:00,28429.299999999999,2023-05-03 19:05:00+00:00,28419.200000000001,True,colour_exit,-0.00035526727706969297,-0.002355267277069693,-0.31245263649088961,0.0075379977699063742,0.89740633693141114,5,0,1,,,0,-0.00035526727706969297,-0.002355267277069693,0.076528231451243628,-0.34671021931870988,0,False,price_loss,5.7686963801435329,False,2023-05-03 18:55:00+00:00,2023-05-03 19:00:00+00:00,28413.150000000001,28449.901250000003,-1,False,True,known,2023-05-03 19:00:00+00:00,2023-05-03 19:05:00+00:00,28400.349999999999,28452.740000000002,-1,False,True,known,2023-05-03 19:00:00+00:00,2023-05-03 19:05:00+00:00,28400.349999999999,28452.740000000002,-1,False,True,known,True,True,True,True,False,True
k1k2_bde72c783091266f2f577d51c67d2246d5718e410cd24c9c5e97c798dbcc42fb,binance_usdm,BTCUSDT,1h,0,1,2023-05-10 00:00:00+00:00,2023-05-10 01:00:00+00:00,2023-05-10 06:00:00+00:00,2023-05-10 07:00:00+00:00,6,27565,145.94414980086552,27609.391249999997,0.33641191233087553,1.0282435561782,0.69541182974017834,27610.200000000001,27785.900000000001,27605,27736,175.93108064044171,27635.23875,27695.450000000001,0.72415699281370338,0.14232135623137865,0.57273137658905127,1,28525.770000000004,27601.545000000002,27975.963208402227,0.13611404149422379,-0.049195400656280003,-4.4890874149411539,-4.4890874149411539,27646.099999999999,27646.200000000001,27565,27613.400000000001,0.4027093596058719,0.59605911330050521,0.59605911330050521,0.30416601186527098,0.02746769915391797,True,0,5,2023-05-10 06:00:00+00:00,2023H1,complete,True,-0.027058073891215624,1369630405.5342,-37059560.716600001,72,72,0,2023-05-10 07:00:00+00:00,False,2023-05-10 07:00:00+00:00,27613.400000000001,2023-05-10 07:05:00+00:00,27565,True,hard_stop,-0.0017527722047991912,-0.0037527722047991912,-2.1410495867768362,0.0017527722047991719,0.33163371101918893,5,0,1,,,0,-0.0017527722047991912,-0.0037527722047991912,0,-1,,False,price_loss,0,False,2023-05-10 06:55:00+00:00,2023-05-10 07:00:00+00:00,27601.25,27646.68,-1,False,True,known,2023-05-10 07:00:00+00:00,2023-05-10 07:05:00+00:00,27588.25,27644.171250000003,-1,False,True,known,2023-05-10 07:00:00+00:00,2023-05-10 07:05:00+00:00,27588.25,27644.171250000003,-1,False,True,known,True,True,True,False,False,True
k1k2_bdcd80fc6d3402ad63f427846a20c8ee889f1d8c5c8691043d879e3c98f421bc,binance_usdm,BTCUSDT,1h,0,-1,2023-06-13 15:00:00+00:00,2023-06-13 16:00:00+00:00,2023-06-13 18:00:00+00:00,2023-06-13 19:00:00+00:00,3,25973,162.16752879255574,25931.939999999999,0.53941813933420901,1.6292368205135013,0.83911907428144106,25975.700000000001,25975.900000000001,25708,25750.900000000001,164.43281702629639,25935.287499999999,25841.950000000001,0.83986562150055533,0.24576906684958966,1.1213546257649378,-1,26050.626283110716,25899.585000000003,25993.893328210248,0.50393507279864447,-0.4556650215311519,0.90422947614054039,-0.4556650215311519,25812.099999999999,25973,25788.700000000001,25875.200000000001,0.34237655995660571,0.53065653825284675,0.53065653825284675,0.25319495404363684,0.34988508749232783,True,0,2,2023-06-13 18:00:00+00:00,2023H1,complete,True,-0.0047770623357534592,1122837550.8845,5363864.9735000031,36,36,0,2023-06-13 19:00:00+00:00,False,2023-06-13 19:00:00+00:00,25875.099999999999,2023-06-13 19:05:00+00:00,25880.599999999999,True,colour_exit,-0.0002125595649871137,-0.0022125595649871137,-0.58478243105206551,0.0037835602567720108,0.60369668779521746,5,0,1,,,0,-0.0002125595649871137,-0.0022125595649871137,0.092951991828380071,-0.086823289070478787,0,False,price_loss,3.5168946206965557,False,2023-06-13 18:55:00+00:00,2023-06-13 19:00:00+00:00,25870.25,25834.438750000001,1,False,True,known,2023-06-13 19:00:00+00:00,2023-06-13 19:05:00+00:00,25874.799999999999,25836.203750000001,1,False,True,known,2023-06-13 19:00:00+00:00,2023-06-13 19:05:00+00:00,25874.799999999999,25836.203750000001,1,False,True,known,True,True,True,True,False,True
k1k2_fe285febe4cbadec0e8a2bed1191abcd1c3ad82a2b73354fce5dd96a0d09f924,binance_usdm,BTCUSDT,1h,0,-1,2023-06-13 15:00:00+00:00,2023-06-13 16:00:00+00:00,2023-06-13 20:00:00+00:00,2023-06-13 21:00:00+00:00,5,25949.700000000001,154.30006309154038,25936.93,0.53941813933420901,1.6292368205135013,0.83911907428144106,25975.700000000001,25975.900000000001,25708,25750.900000000001,164.43281702629639,25935.287499999999,25841.950000000001,0.83986562150055533,0.24576906684958966,1.1213546257649378,-1,26050.626283110716,25899.585000000003,25993.893328210248,0.50393507279864447,-0.4556650215311519,0.90422947614054039,-0.4556650215311519,25891.200000000001,25949.700000000001,25808.099999999999,25835.900000000001,0.39053672316383065,0.41313559322033261,0.80367231638416325,0.082760821636375353,0.65476318010357237,True,0,4,2023-06-13 20:00:00+00:00,2023H1,complete,True,-0.003370743599175378,1578945606.5724001,5322220.7968000025,60,60,0,2023-06-13 21:00:00+00:00,False,2023-06-13 21:00:00+00:00,25835.799999999999,2023-06-13 23:10:00+00:00,25867.900000000001,True,colour_exit,-0.0012424620100790484,-0.0032424620100790485,-0.73548375768217034,0.004408611306791408,0.73817208961495306,130,0,1,,,0,-0.0012424620100790484,-0.0032424620100790485,0.39683933274802591,-0.32572431957859271,0,False,price_loss,17.495103693325049,False,2023-06-13 20:55:00+00:00,2023-06-13 21:00:00+00:00,25844.849999999999,25867.195,-1,True,True,known,2023-06-13 21:00:00+00:00,2023-06-13 21:05:00+00:00,25844.299999999999,25867.903750000001,-1,True,True,known,2023-06-13 23:05:00+00:00,2023-06-13 23:10:00+00:00,25858.450000000001,25843.334999999999,1,False,True,known,False,False,False,False,False,True
k1k2_8ed4b6689696ebf926793a5eecf67dd7bfc1418ee8d8b3e0c1a06eba5c0042ed,binance_usdm,BTCUSDT,1h,0,1,2023-06-23 09:00:00+00:00,2023-06-23 10:00:00+00:00,2023-06-23 11:00:00+00:00,2023-06-23 12:00:00+00:00,2,30023.400000000001,194.24213080580157,30054.91375,0.30910091170900361,1.1499557561885911,0.65456989247310959,29992,30173.299999999999,29950.099999999999,30138.099999999999,194.09442389311911,30055.853750000002,30061.699999999997,0.84229390681003313,0.32898291830971932,0.42374349736748024,1,30004.20817782011,28223.520000000004,29340.90763301968,0.0068558762686092966,-9.1114415578153594,0.6898282778778746,-9.1114415578153594,30069.299999999999,30143.599999999999,30023.400000000001,30125.299999999999,0.46589018302829749,0.38186356073210426,0.84775374376040169,0.16223951966169953,0.36236345692876476,True,0,1,2023-06-23 11:00:00+00:00,2023H1,complete,True,-0.019544915983596995,1038869431.4153399,-20304615.754939999,24,24,0,2023-06-23 12:00:00+00:00,False,2023-06-23 12:00:00+00:00,30125.200000000001,2023-06-23 12:40:00+00:00,30023.400000000001,True,hard_stop,-0.0033792306773067216,-0.0053792306773067216,-1.5918506876228056,0.0033792306773066825,0.52408815521992169,40,0,1,,,0,-0.0033792306773067216,-0.0053792306773067216,1.067779960707284,-1,0,False,price_loss,36.082747998353781,True,2023-06-23 11:55:00+00:00,2023-06-23 12:00:00+00:00,30117.599999999999,30048.032500000001,1,True,True,known,2023-06-23 12:00:00+00:00,2023-06-23 12:05:00+00:00,30136.550000000003,30051.30125,1,True,True,known,2023-06-23 12:35:00+00:00,2023-06-23 12:40:00+00:00,30025.950000000001,30069.776250000003,-1,False,True,known,False,False,False,False,False,True
k1k2_98d6ec0bace7a2f2bb7b7e07cdffce2d0f374005ec330dccab3a7a0170c3fc16,binance_usdm,BTCUSDT,1h,0,1,2023-06-23 09:00:00+00:00,2023-06-23 10:00:00+00:00,2023-06-23 12:00:00+00:00,2023-06-23 13:00:00+00:00,3,29980,198.50340717681584,30057.681250000001,0.30910091170900361,1.1499557561885911,0.65456989247310959,29992,30173.299999999999,29950.099999999999,30138.099999999999,194.09442389311911,30055.853750000002,30061.699999999997,0.84229390681003313,0.32898291830971932,0.42374349736748024,1,30004.20817782011,28223.520000000004,29340.90763301968,0.0068558762686092966,-9.1114415578153594,0.6898282778778746,-9.1114415578153594,30125.200000000001,30233.900000000001,29980,30090.299999999999,0.1374556912170195,0.43442300118156219,0.43442300118156219,0.39133459271460919,0.16432337592544616,True,0,2,2023-06-23 12:00:00+00:00,2023H1,complete,True,-0.020141679744258813,1800631499.0713601,-36267742.991719998,36,36,0,2023-06-23 13:00:00+00:00,False,2023-06-23 13:00:00+00:00,30090.200000000001,2023-06-23 13:30:00+00:00,30095.900000000001,True,colour_exit,0.00018943044579300405,-0.001810569554206996,-0.49437749546278581,0.0036623219519976843,0.55515419894954587,30,0,1,,,0,0.00018943044579300405,-0.001810569554206996,0.76950998185116803,-0.26043557168784515,0,False,fee_erased_gross_gain,28.181932988148723,True,2023-06-23 12:55:00+00:00,2023-06-23 13:00:00+00:00,30097.599999999999,30077.818749999999,1,True,True,known,2023-06-23 13:00:00+00:00,2023-06-23 13:05:00+00:00,30110.950000000001,30081.373749999999,1,True,True,known,2023-06-23 13:25:00+00:00,2023-06-23 13:30:00+00:00,30080.75,30085.208749999998,-1,False,True,known,False,False,False,False,False,True
k1k2_742e1137b8fcf017f4a4b21550d56a37fc119e6d750ed7caab236fb345bbbdb5,binance_usdm,BTCUSDT,1h,0,1,2023-06-23 09:00:00+00:00,2023-06-23 10:00:00+00:00,2023-06-23 13:00:00+00:00,2023-06-23 14:00:00+00:00,4,29901.099999999999,203.88887809275769,30061.173750000005,0.30910091170900361,1.1499557561885911,0.65456989247310959,29992,30173.299999999999,29950.099999999999,30138.099999999999,194.09442389311911,30055.853750000002,30061.699999999997,0.84229390681003313,0.32898291830971932,0.42374349736748024,1,30004.20817782011,28223.520000000004,29340.90763301968,0.0068558762686092966,-9.1114415578153594,0.6898282778778746,-9.1114415578153594,30090.200000000001,30175,29901.099999999999,30063.299999999999,0.098211025921874084,0.59218692953632668,0.59218692953632668,0.78510290260748061,0.010428474666610147,True,0,3,2023-06-23 13:00:00+00:00,2023H1,complete,True,-0.027953812209572024,2571174515.69946,-71874129.569900006,48,48,0,2023-06-23 14:00:00+00:00,False,2023-06-23 14:00:00+00:00,30063.299999999999,2023-06-23 14:05:00+00:00,30050.900000000001,True,colour_exit,-0.00041246303632658243,-0.0024124630363265825,-0.447143033292211,0.005395282620337778,0.79553137727409085,5,0,1,,,0,-0.00041246303632658243,-0.0024124630363265825,0.11898890258939079,-0.42108508014795909,0,False,price_loss,6.4197875815360499,False,2023-06-23 13:55:00+00:00,2023-06-23 14:00:00+00:00,30074.650000000001,30083.202499999996,-1,False,True,known,2023-06-23 14:00:00+00:00,2023-06-23 14:05:00+00:00,30038.799999999999,30082.857500000002,-1,False,True,known,2023-06-23 14:00:00+00:00,2023-06-23 14:05:00+00:00,30038.799999999999,30082.857500000002,-1,False,True,known,True,True,True,True,False,True
k1k2_20d0eb9e21b7f88fba7deb2668be95639493907ffdd609c2a0984e0c2886ce40,binance_usdm,BTCUSDT,1h,0,1,2023-06-25 03:00:00+00:00,2023-06-25 04:00:00+00:00,2023-06-25 08:00:00+00:00,2023-06-25 09:00:00+00:00,5,30656.799999999999,173.99965572954943,30666.321250000001,0.32027098239115415,1.0256112553556436,0.7682783018867948,30611.700000000001,30780,30610.400000000001,30742,165.36479988335114,30619.458749999998,30695.200000000001,0.77594339622641317,0.046918993676225429,0.74103587998439224,1,30591.474999999999,29624.114507516977,30204.339091671554,0,-5.9721627164890574,0.9102602253090275,-5.9721627164890574,30714,30754.200000000001,30656.799999999999,30727.799999999999,0.14168377823407666,0.58726899383983444,0.72895277207391107,0.05471993585321018,0.35332684850569962,True,0,4,2023-06-25 08:00:00+00:00,2023H1,complete,True,0.01963003823908151,2690501433.3946199,52814646.019840002,60,60,0,2023-06-25 09:00:00+00:00,True,2023-06-25 09:00:00+00:00,30727.900000000001,2023-06-25 09:05:00+00:00,30697.5,True,colour_exit,-0.00098932891606651197,-0.002989328916066512,-1.2919240506328742,0.0023138580898793013,0.40862149813970955,5,0,1,,,0,-0.00098932891606651197,-0.002989328916066512,0.025316455696191523,-0.44444444444446152,0,False,price_loss,0.5857868581970368,False,2023-06-25 08:55:00+00:00,2023-06-25 09:00:00+00:00,30739.450000000001,30780.279999999999,-1,False,True,known,2023-06-25 09:00:00+00:00,2023-06-25 09:05:00+00:00,30713,30776.076250000002,-1,False,True,known,2023-06-25 09:00:00+00:00,2023-06-25 09:05:00+00:00,30713,30776.076250000002,-1,False,True,known,True,True,True,True,False,True
k1k2_9be80c83ec8e4bf69d8647f2185f956dc16cd626ed111c848cdaf2cf8b8b52b6,binance_usdm,BTCUSDT,1h,0,1,2023-06-25 03:00:00+00:00,2023-06-25 04:00:00+00:00,2023-06-25 09:00:00+00:00,2023-06-25 10:00:00+00:00,6,30570.400000000001,172.94968032029584,30654.061249999999,0.32027098239115415,1.0256112553556436,0.7682783018867948,30611.700000000001,30780,30610.400000000001,30742,165.36479988335114,30619.458749999998,30695.200000000001,0.77594339622641317,0.046918993676225429,0.74103587998439224,1,30591.474999999999,29624.114507516977,30204.339091671554,0,-5.9721627164890574,0.9102602253090275,-5.9721627164890574,30727.900000000001,30729.700000000001,30570.400000000001,30674.099999999999,0.33772755806656091,0.650973006905195,0.650973006905195,0.48373174119235213,0.11586462584312819,True,0,5,2023-06-25 09:00:00+00:00,2023H1,complete,True,0.0073824819189186744,3040040067.9379201,22443040.834339995,72,72,0,2023-06-25 10:00:00+00:00,True,2023-06-25 10:00:00+00:00,30674.099999999999,2023-06-25 10:05:00+00:00,30675.400000000001,True,colour_exit,4.2381031554405979e-05,-0.0019576189684455941,-0.5790568948890904,0.0033807022862935537,0.59959636703548036,5,0,1,,,0,4.2381031554405979e-05,-0.0019576189684455941,0.079074252651889665,-0.075216972034710616,0,False,fee_erased_gross_gain,2.6732650672719749,False,2023-06-25 09:55:00+00:00,2023-06-25 10:00:00+00:00,30689.5,30724.197499999998,-1,False,True,known,2023-06-25 10:00:00+00:00,2023-06-25 10:05:00+00:00,30674.299999999999,30719.700000000001,-1,False,True,known,2023-06-25 10:00:00+00:00,2023-06-25 10:05:00+00:00,30674.299999999999,30719.700000000001,-1,False,True,known,True,True,True,True,False,True
k1k2_b1dc251f7899b5c49522ec41980e92eba6ad7e164ac58984a47bd62713d58dcb,binance_usdm,BTCUSDT,1h,0,-1,2023-07-17 22:00:00+00:00,2023-07-17 23:00:00+00:00,2023-07-18 01:00:00+00:00,2023-07-18 02:00:00+00:00,3,30227.5,151.98996255497175,30205.392499999998,0.39749275078349872,1.0333890804185084,0.77946324387398513,30229.900000000001,30258,30086.599999999999,30096.299999999999,165.86201968631872,30215.133749999997,30172.299999999999,0.94340723453908604,0.089027313353174056,0.71646149145379101,-1,30488.603333333336,30122.264936308133,30268.037337582999,0.29381321905075541,-1.5597502901664841,0.15654540055184929,-1.5597502901664841,30150.400000000001,30227.5,30130.099999999999,30198.299999999999,0.49178644763857393,0.29979466119096809,0.29979466119096809,0.14545368410105403,0.046664265723689612,True,0,2,2023-07-18 01:00:00+00:00,2023H2,complete,True,-0.0626298269292897,579274713.30649996,36279875.038900003,36,36,0,2023-07-18 02:00:00+00:00,False,2023-07-18 02:00:00+00:00,30198.400000000001,2023-07-18 02:05:00+00:00,30203.599999999999,True,colour_exit,-0.00017219455335371059,-0.0021721945533537106,-2.2541855670103086,0.00096362721203767561,0.19146001164039797,5,0,1,,,0,-0.00017219455335371059,-0.0021721945533537106,0.0034364261169136695,-0.21993127147759922,0,False,price_loss,0.033114337184149752,False,2023-07-18 01:55:00+00:00,2023-07-18 02:00:00+00:00,30212.900000000001,30141.19875,1,False,True,known,2023-07-18 02:00:00+00:00,2023-07-18 02:05:00+00:00,30201.549999999999,30142.90625,1,False,True,known,2023-07-18 02:00:00+00:00,2023-07-18 02:05:00+00:00,30201.549999999999,30142.90625,1,False,True,known,True,True,True,True,False,True
k1k2_55dcea882250e7b4afa1c8b074dce2773442dced9bd968a1434992028833c37e,binance_usdm,BTCUSDT,1h,0,1,2023-07-26 02:00:00+00:00,2023-07-26 03:00:00+00:00,2023-07-26 06:00:00+00:00,2023-07-26 07:00:00+00:00,4,29100,111.03167396454094,29159.7925,0.49643563556295944,1.7806843321370873,0.8843159065628512,29121.099999999999,29294.799999999999,29115,29280.099999999999,100.97241647777761,29154.457499999997,29204.900000000001,0.91824249165739269,0.33036250060767536,1.2443249788683983,1,29625.028333333332,29187.809999999998,29381.961435474415,0.21108446962044294,0.66067548274117927,-3.4160649548210662,-3.4160649548210662,29260.700000000001,29315,29100,29198.599999999999,0.28883720930233575,0.45860465116278393,0.45860465116278393,0.53851750464552017,0.34951738197149523,True,0,3,2023-07-26 06:00:00+00:00,2023H2,complete,True,-0.0010665799434724326,1319867169.5971,-1407743.8511399946,48,48,0,2023-07-26 07:00:00+00:00,False,2023-07-26 07:00:00+00:00,29198.599999999999,2023-07-26 07:05:00+00:00,29210.599999999999,True,colour_exit,0.00041097860856331714,-0.0015890213914366829,-0.4705598377282334,0.0033768742336960865,0.88803488661701546,5,0,1,,,0,0.00041097860856331714,-0.0015890213914366829,0.13488843813390575,-0.043610547667336061,0,False,fee_erased_gross_gain,4.5550129115789497,False,2023-07-26 06:55:00+00:00,2023-07-26 07:00:00+00:00,29191,29223.736249999998,-1,False,True,known,2023-07-26 07:00:00+00:00,2023-07-26 07:05:00+00:00,29203.099999999999,29223.072500000002,-1,False,True,known,2023-07-26 07:00:00+00:00,2023-07-26 07:05:00+00:00,29203.099999999999,29223.072500000002,-1,False,True,known,True,True,True,True,False,True
