source,symbol,entry_time,exit_time,score,outcome,gross_ret
okx,AEVO_USDT_SWAP,2025-06-08 15:00:00+00:00,2025-06-09 01:00:00+00:00,0.01869177415685762,sl,-0.0122290473864703
okx,ARKM_USDT_SWAP,2025-06-08 15:45:00+00:00,2025-06-08 21:15:00+00:00,0.020692783064658084,tp,0.0303060867495237
okx,AIXBT_USDT_SWAP,2025-06-09 09:15:00+00:00,2025-06-09 22:15:00+00:00,0.03215219544435767,tp,0.0534537034306465
okx,APE_USDT_SWAP,2025-06-09 15:45:00+00:00,2025-06-10 09:45:00+00:00,0.016647680102033154,timeout,0.0114493158335662
okx,AIXBT_USDT_SWAP,2025-06-15 15:45:00+00:00,2025-06-15 19:00:00+00:00,0.0183038696417376,tp,0.0494310242521767
okx,ARKM_USDT_SWAP,2025-06-16 02:15:00+00:00,2025-06-16 20:15:00+00:00,0.018428504697403286,timeout,0.0327151489893726
okx,ACT_USDT_SWAP,2025-06-16 02:45:00+00:00,2025-06-16 20:45:00+00:00,0.019024544877909173,timeout,0.0157145890847312
okx,AEVO_USDT_SWAP,2025-06-16 03:00:00+00:00,2025-06-16 07:30:00+00:00,0.027258490422686178,tp,0.0379933992510719
okx,AAVE_USDT_SWAP,2025-06-23 18:15:00+00:00,2025-06-23 20:30:00+00:00,0.03023118681420061,tp,0.061818027480933
okx,CRO_USDT_SWAP,2025-06-23 20:30:00+00:00,2025-06-24 02:00:00+00:00,0.019260706129536963,tp,0.0337388743942401
okx,ALGO_USDT_SWAP,2025-06-30 20:15:00+00:00,2025-07-01 02:30:00+00:00,0.020455219563541724,tp,0.0344132702073167
okx,AIXBT_USDT_SWAP,2025-07-02 09:00:00+00:00,2025-07-02 13:15:00+00:00,0.03492632502371862,tp,0.0372816048411452
okx,BLUR_USDT_SWAP,2025-07-02 09:00:00+00:00,2025-07-02 15:15:00+00:00,0.017752780212042272,tp,0.0259026386879241
okx,AGLD_USDT_SWAP,2025-07-02 10:15:00+00:00,2025-07-02 15:15:00+00:00,0.020505418868767618,tp,0.0242584116163906
okx,AIXBT_USDT_SWAP,2025-07-09 11:45:00+00:00,2025-07-09 12:15:00+00:00,0.020048543125868217,tp,0.0327240397969863
okx,ACH_USDT_SWAP,2025-07-10 17:15:00+00:00,2025-07-10 21:30:00+00:00,0.01907016419765064,tp,0.0330092526425143
okx,APT_USDT_SWAP,2025-07-10 17:15:00+00:00,2025-07-10 22:30:00+00:00,0.016946208314818894,tp,0.0320824352124911
okx,BLUR_USDT_SWAP,2025-07-10 17:30:00+00:00,2025-07-10 21:45:00+00:00,0.022749283049858352,tp,0.0333958987712987
okx,1INCH_USDT_SWAP,2025-07-12 17:45:00+00:00,2025-07-12 22:00:00+00:00,0.039481299180687414,tp,0.0714801333132577
okx,ARKM_USDT_SWAP,2025-07-13 03:30:00+00:00,2025-07-13 07:30:00+00:00,0.02416104734218892,tp,0.0404768566097863
okx,AR_USDT_SWAP,2025-07-13 05:00:00+00:00,2025-07-13 13:00:00+00:00,0.018431482624804815,tp,0.0383788131683462
okx,ADA_USDT_SWAP,2025-07-13 05:45:00+00:00,2025-07-13 14:30:00+00:00,0.019643861988294233,tp,0.0328345465257933
okx,AIXBT_USDT_SWAP,2025-07-14 02:30:00+00:00,2025-07-14 03:45:00+00:00,0.031317404287378524,tp,0.0587499049149222
okx,1INCH_USDT_SWAP,2025-07-14 17:45:00+00:00,2025-07-14 21:00:00+00:00,0.027968420474207,tp,0.0781076003925915
okx,ARB_USDT_SWAP,2025-07-15 16:45:00+00:00,2025-07-16 08:00:00+00:00,0.03364267928866578,tp,0.0578811237336365
okx,ACT_USDT_SWAP,2025-07-15 16:45:00+00:00,2025-07-15 22:30:00+00:00,0.03360214611521657,tp,0.0565686637859426
okx,AEVO_USDT_SWAP,2025-07-15 16:45:00+00:00,2025-07-15 18:30:00+00:00,0.030380473583374184,tp,0.0647329803426834
okx,AAVE_USDT_SWAP,2025-07-15 16:45:00+00:00,2025-07-16 10:45:00+00:00,0.024762860335234508,timeout,0.0221009888100183
okx,AERO_USDT_SWAP,2025-07-15 16:45:00+00:00,2025-07-15 20:15:00+00:00,0.02096704885730475,sl,-0.022967485663669
okx,ANIME_USDT_SWAP,2025-07-15 17:30:00+00:00,2025-07-15 22:45:00+00:00,0.04429250051619216,tp,0.0590149812623286
okx,APT_USDT_SWAP,2025-07-15 19:30:00+00:00,2025-07-15 20:15:00+00:00,0.021574511298540187,sl,-0.0171005213745302
okx,1INCH_USDT_SWAP,2025-07-16 05:45:00+00:00,2025-07-16 06:30:00+00:00,0.02188609369782508,tp,0.0612080693931345
okx,APT_USDT_SWAP,2025-07-17 21:30:00+00:00,2025-07-18 05:15:00+00:00,0.02130287996307949,tp,0.0462251987572366
okx,ARKM_USDT_SWAP,2025-07-18 00:30:00+00:00,2025-07-18 04:45:00+00:00,0.03496056669535943,tp,0.0583946256917378
okx,ARB_USDT_SWAP,2025-07-18 00:45:00+00:00,2025-07-18 13:15:00+00:00,0.0325265576151622,tp,0.059356765104749
okx,AR_USDT_SWAP,2025-07-18 01:45:00+00:00,2025-07-18 15:45:00+00:00,0.0235030043402445,sl,-0.0235170835504454
okx,AEVO_USDT_SWAP,2025-07-18 01:45:00+00:00,2025-07-18 14:30:00+00:00,0.02185378230877349,sl,-0.0236808626469289
okx,AGLD_USDT_SWAP,2025-07-18 03:45:00+00:00,2025-07-18 13:00:00+00:00,0.028785754078989284,tp,0.0373052729966174
okx,AGLD_USDT_SWAP,2025-07-19 20:00:00+00:00,2025-07-20 14:00:00+00:00,0.017127433698082443,timeout,0.0333129957291031
