source,symbol,entry_time,exit_time,score,outcome,gross_ret
okx,TRX_USDT_SWAP,2025-06-05 18:30:00+00:00,2025-06-05 19:30:00+00:00,0.37054720528235585,sl,-0.005244561949284
okx,DOT_USDT_SWAP,2025-06-07 04:15:00+00:00,2025-06-07 12:45:00+00:00,0.3594751696295012,tp,0.0188413069906199
okx,XLM_USDT_SWAP,2025-06-07 05:15:00+00:00,2025-06-07 12:15:00+00:00,0.35831243256853873,tp,0.011448852443979
okx,BTC_USDT_SWAP,2025-06-07 11:00:00+00:00,2025-06-08 05:00:00+00:00,0.3439955627568485,timeout,0.0045537427292383
okx,XRP_USDT_SWAP,2025-06-07 13:15:00+00:00,2025-06-07 15:45:00+00:00,0.37374313759998323,sl,-0.004248708615935
okx,TRX_USDT_SWAP,2025-06-07 15:15:00+00:00,2025-06-07 16:30:00+00:00,0.4115371929414941,tp,0.0079449764331915
okx,PI_USDT_SWAP,2025-06-07 17:45:00+00:00,2025-06-07 18:15:00+00:00,0.3900055782337964,tp,0.0132858206592527
okx,BNB_USDT_SWAP,2025-06-07 18:45:00+00:00,2025-06-08 09:30:00+00:00,0.4285202020980228,sl,-0.0038304318407447
okx,ATOM_USDT_SWAP,2025-06-07 21:15:00+00:00,2025-06-08 04:15:00+00:00,0.38296588373740564,sl,-0.0050052375488396
okx,AXS_USDT_SWAP,2025-06-07 21:45:00+00:00,2025-06-08 01:00:00+00:00,0.35330802551446366,sl,-0.0067030019208741
okx,XTZ_USDT_SWAP,2025-06-07 22:15:00+00:00,2025-06-08 04:30:00+00:00,0.36265038210434647,sl,-0.0048232571021479
okx,GAS_USDT_SWAP,2025-06-07 22:15:00+00:00,2025-06-08 00:30:00+00:00,0.3499242609816455,tp,0.010344873545139
okx,GLM_USDT_SWAP,2025-06-07 22:30:00+00:00,2025-06-08 07:45:00+00:00,0.38072526696887227,sl,-0.0037658146487444
okx,CRO_USDT_SWAP,2025-06-08 05:30:00+00:00,2025-06-08 07:45:00+00:00,0.34911406889266566,sl,-0.004412491620768
okx,XRP_USDT_SWAP,2025-06-08 05:45:00+00:00,2025-06-08 06:30:00+00:00,0.3767859530679605,tp,0.0105601202991219
okx,XLM_USDT_SWAP,2025-06-08 11:45:00+00:00,2025-06-08 12:15:00+00:00,0.3414412566962708,tp,0.0150089622834723
okx,XTZ_USDT_SWAP,2025-06-08 13:15:00+00:00,2025-06-08 17:15:00+00:00,0.4413414480509966,tp,0.0167799660724097
okx,FLOW_USDT_SWAP,2025-06-08 15:00:00+00:00,2025-06-08 23:30:00+00:00,0.3851473690126931,sl,-0.006282754299876
okx,LTC_USDT_SWAP,2025-06-08 17:15:00+00:00,2025-06-08 22:30:00+00:00,0.3827950417804424,sl,-0.0060701513541063
okx,AAVE_USDT_SWAP,2025-06-08 19:30:00+00:00,2025-06-09 00:00:00+00:00,0.38294323518217427,sl,-0.0087275522082512
okx,BCH_USDT_SWAP,2025-06-09 02:15:00+00:00,2025-06-09 03:30:00+00:00,0.40854062976984024,sl,-0.006964783679755
okx,TRX_USDT_SWAP,2025-06-09 05:15:00+00:00,2025-06-09 07:00:00+00:00,0.35572535804219796,sl,-0.0048657727119364
okx,BCH_USDT_SWAP,2025-06-09 07:15:00+00:00,2025-06-09 10:30:00+00:00,0.38955533399125464,tp,0.0176483872495825
okx,MORPHO_USDT_SWAP,2025-06-09 08:30:00+00:00,2025-06-09 10:30:00+00:00,0.34215570539425755,tp,0.02378972104414
okx,BTC_USDT_SWAP,2025-06-09 09:45:00+00:00,2025-06-09 11:30:00+00:00,0.41091311563447636,tp,0.0085799433100488
okx,BNB_USDT_SWAP,2025-06-09 11:15:00+00:00,2025-06-09 14:15:00+00:00,0.37764238102266157,sl,-0.0033626995774964
okx,TRX_USDT_SWAP,2025-06-09 18:30:00+00:00,2025-06-09 22:15:00+00:00,0.4183596510521037,tp,0.0139850681471946
okx,CRO_USDT_SWAP,2025-06-09 20:30:00+00:00,2025-06-09 21:45:00+00:00,0.4218477663235135,tp,0.0119306529164722
