epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,33.7933,2.17602,5.47054,1.7462,0.06126,0.88144,0.62538,0.20425,1.80139,4.62641,1.56421,0.000657407,0.000657407,0.000657407
2,43.2017,1.63808,3.31451,1.39243,0.52902,0.73711,0.62821,0.29724,1.64068,3.11398,1.46751,0.00131097,0.00131097,0.00131097
3,51.9523,1.47907,2.7065,1.30726,0.63178,0.71134,0.7043,0.32233,1.42408,2.53437,1.39105,0.00195132,0.00195132,0.00195132
4,60.7234,1.32342,2.10568,1.23918,0.88773,0.85597,0.92973,0.45266,1.36409,1.98118,1.23519,0.0019406,0.0019406,0.0019406
5,69.44,1.25085,1.86418,1.20195,0.65783,0.80412,0.71024,0.37529,1.37332,1.72915,1.33887,0.0019208,0.0019208,0.0019208
6,78.2143,1.22967,1.65724,1.17422,0.71419,0.85052,0.78735,0.43057,1.21001,1.6353,1.18393,0.001901,0.001901,0.001901
7,86.7399,1.20787,1.53135,1.18961,0.81852,0.8866,0.86516,0.46017,1.1636,1.3774,1.15636,0.0018812,0.0018812,0.0018812
8,95.4098,1.17561,1.48842,1.15032,0.78944,0.8299,0.8622,0.47138,1.18452,1.32046,1.18909,0.0018614,0.0018614,0.0018614
9,104.036,1.14513,1.40975,1.13578,0.69449,0.8866,0.81586,0.46822,1.1097,1.27909,1.1322,0.0018416,0.0018416,0.0018416
10,112.657,1.0913,1.36148,1.11624,0.61171,0.89691,0.73402,0.3694,1.20972,1.35868,1.19301,0.0018218,0.0018218,0.0018218
11,121.212,1.0847,1.35969,1.11631,0.73424,0.8866,0.84821,0.49987,0.99474,1.25065,1.07499,0.001802,0.001802,0.001802
12,129.813,1.06789,1.35504,1.11137,0.65356,0.90722,0.80367,0.4685,0.98236,1.27561,1.08556,0.0017822,0.0017822,0.0017822
13,138.434,1.05239,1.30614,1.09844,0.63477,0.90206,0.76802,0.437,1.08483,1.24885,1.11448,0.0017624,0.0017624,0.0017624
14,146.99,1.0658,1.30084,1.09792,0.59124,0.96181,0.7304,0.39084,1.0831,1.21756,1.10776,0.0017426,0.0017426,0.0017426
15,155.632,1.04033,1.31551,1.08865,0.76549,0.79084,0.84316,0.4332,1.14918,1.26768,1.13326,0.0017228,0.0017228,0.0017228
16,164.146,1.05456,1.2993,1.08727,0.72944,0.89175,0.85144,0.44542,1.11697,1.21149,1.12908,0.001703,0.001703,0.001703
17,172.673,1.02075,1.26586,1.08196,0.77997,0.82474,0.85716,0.46149,1.1693,1.17315,1.13579,0.0016832,0.0016832,0.0016832
18,181.255,1.02013,1.25246,1.08439,0.72084,0.9051,0.82177,0.476,1.03009,1.12611,1.11495,0.0016634,0.0016634,0.0016634
19,189.795,1.00258,1.23692,1.08503,0.69517,0.83505,0.78322,0.44054,1.09643,1.15396,1.14439,0.0016436,0.0016436,0.0016436
20,198.435,1.0121,1.22857,1.08361,0.69791,0.84536,0.78058,0.44018,1.17053,1.19486,1.1256,0.0016238,0.0016238,0.0016238
21,207.076,1.01639,1.23523,1.08369,0.70365,0.90572,0.84287,0.48022,0.98368,1.16463,1.08767,0.001604,0.001604,0.001604
22,215.87,0.94323,1.20937,1.03986,0.71744,0.86598,0.84211,0.46832,1.09508,1.10923,1.14087,0.0015842,0.0015842,0.0015842
23,224.953,0.95474,1.19281,1.06186,0.81857,0.907,0.89965,0.4955,1.13968,1.11586,1.12242,0.0015644,0.0015644,0.0015644
24,233.963,0.94192,1.17087,1.04997,0.72731,0.85567,0.82432,0.48406,0.9939,1.14764,1.07676,0.0015446,0.0015446,0.0015446
25,242.605,0.94875,1.20562,1.05753,0.7613,0.87133,0.87811,0.52487,0.97599,1.11178,1.07671,0.0015248,0.0015248,0.0015248
26,251.219,0.94654,1.16865,1.03963,0.84356,0.8866,0.89692,0.54136,1.0274,1.08853,1.11543,0.001505,0.001505,0.001505
27,259.926,0.9475,1.15576,1.0542,0.76652,0.7732,0.80393,0.45503,1.11787,1.37334,1.15614,0.0014852,0.0014852,0.0014852
28,268.427,0.9565,1.12012,1.05503,0.34288,0.28866,0.24129,0.08037,2.14313,3.24374,1.90544,0.0014654,0.0014654,0.0014654
29,276.925,0.94773,1.1678,1.05329,0.78671,0.86082,0.88426,0.51083,1.01469,1.13702,1.10195,0.0014456,0.0014456,0.0014456
30,285.53,0.92353,1.11681,1.04189,0.81306,0.87435,0.8747,0.49849,1.07467,1.08593,1.14735,0.0014258,0.0014258,0.0014258
31,294.065,0.94305,1.1136,1.04845,0.805,0.87246,0.87914,0.51011,0.98846,1.08018,1.11293,0.001406,0.001406,0.001406
32,302.525,0.94551,1.11969,1.06739,0.74371,0.89175,0.85112,0.47526,1.04994,1.12629,1.12715,0.0013862,0.0013862,0.0013862
33,310.977,0.92606,1.10855,1.05193,0.70865,0.8866,0.82785,0.46269,1.04727,1.11443,1.12288,0.0013664,0.0013664,0.0013664
34,319.443,0.91182,1.03725,1.02371,0.86641,0.90206,0.88039,0.53053,1.04068,1.09259,1.13092,0.0013466,0.0013466,0.0013466
35,327.988,0.89786,1.08708,1.02989,0.76961,0.78866,0.79017,0.4082,1.36619,1.28671,1.3032,0.0013268,0.0013268,0.0013268
36,336.436,0.90622,1.03547,1.02412,0.76834,0.85482,0.86218,0.48746,1.04266,1.13585,1.11784,0.001307,0.001307,0.001307
37,344.883,0.9249,0.99546,1.02549,0.91016,0.88773,0.92076,0.53158,1.13747,1.05049,1.16787,0.0012872,0.0012872,0.0012872
38,353.344,0.90306,1.00317,1.01979,0.12653,0.15979,0.08268,0.03258,2.33854,5.41099,2.26582,0.0012674,0.0012674,0.0012674
39,361.856,0.87877,0.97674,1.00281,0.77776,0.77568,0.82549,0.41261,1.36907,1.1852,1.26084,0.0012476,0.0012476,0.0012476
40,370.501,0.91852,1.01758,1.0324,0.89715,0.89926,0.90625,0.53304,1.09538,1.03126,1.14946,0.0012278,0.0012278,0.0012278
41,379.1,0.88488,0.94121,1.00138,0.79446,0.87113,0.87947,0.51463,1.11373,1.03796,1.16542,0.001208,0.001208,0.001208
42,387.622,0.86563,0.91353,1.01271,0.86575,0.90206,0.926,0.51424,1.21252,1.03063,1.21074,0.0011882,0.0011882,0.0011882
43,396.146,0.85551,0.92696,0.99722,0.88525,0.87484,0.91621,0.50005,1.18337,1.04294,1.19356,0.0011684,0.0011684,0.0011684
44,404.669,0.88336,0.8962,1.01464,0.81011,0.81367,0.84712,0.46507,1.25389,1.13678,1.21906,0.0011486,0.0011486,0.0011486
45,413.252,0.84286,0.87243,0.99876,0.82169,0.86598,0.86663,0.4941,1.1835,1.07382,1.22325,0.0011288,0.0011288,0.0011288
46,421.78,0.7907,0.81471,0.97399,0.88459,0.87629,0.90859,0.52002,1.20526,1.02845,1.22369,0.001109,0.001109,0.001109
