outcome,direction,fold,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
hard_stop,-1,2023H1,4,-58.85184779645157,-59.59842926639489,-235.4073911858063,0.0,False,0.0,4,0
hard_stop,-1,2023H2,10,-45.28135324361402,-41.043712249521164,-452.81353243614024,0.0,False,0.0,10,0
hard_stop,-1,2024H1,6,-91.50076046833257,-62.293951494219684,-549.0045628099954,0.0,False,0.0,6,0
hard_stop,-1,2024H2,7,-78.74875090978794,-73.11274811441834,-551.2412563685156,0.0,False,0.0,7,0
hard_stop,1,2023H1,9,-68.46305700749701,-60.19710109505458,-616.1675130674731,0.0,False,0.0,9,0
hard_stop,1,2023H2,8,-57.90265365645158,-54.735982071330355,-463.2212292516126,0.0,False,0.0,8,0
hard_stop,1,2024H1,9,-108.75687109432909,-105.77811334853781,-978.8118398489618,0.0,False,0.0,9,0
hard_stop,1,2024H2,10,-84.98395347559712,-77.65839247525493,-849.8395347559713,0.0,False,0.0,10,0
transition_colour_exit,-1,2023H1,20,-36.85340675264401,-52.75430967458898,-737.0681350528803,0.3133545031775625,False,0.25,15,0
transition_colour_exit,-1,2023H2,29,-19.44831782377117,-24.766829020762618,-564.0012168893638,0.3814287795768913,False,0.2413793103448276,22,0
transition_colour_exit,-1,2024H1,21,-11.928444736149427,-32.05190069985429,-250.49733945913798,0.7048774547169852,False,0.38095238095238093,13,0
transition_colour_exit,-1,2024H2,24,14.202930742949595,-29.908133335366276,340.8703378307903,1.440715770918823,False,0.4166666666666667,14,0
transition_colour_exit,1,2023H1,22,39.634025077095465,2.477142187101728,871.9485516961003,2.5121696999210874,False,0.5,11,0
transition_colour_exit,1,2023H2,19,4.960297766350482,1.8272635522331888,94.24565756065915,1.264894121839202,False,0.5263157894736842,9,0
transition_colour_exit,1,2024H1,19,22.868052600739365,-11.669424174345338,434.492999414048,1.9403047506629614,False,0.42105263157894735,11,0
transition_colour_exit,1,2024H2,34,11.908751883569156,-32.7149809989805,404.8975640413513,1.3104511776302388,False,0.35294117647058826,22,0
