primary_loss_reason,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
cost_flip,17,-13.389084469850035,-13.862113680569982,-227.6144359874506,0.0,False,0.0,17,0
early_reversal,15,-48.01031270250671,-37.141293706178786,-720.1546905376007,0.0,False,0.0,15,0
giveback,17,-41.201013107345545,-34.48522649843474,-700.4172228248742,0.0,False,0.0,17,0
hard_stop,63,-74.54772793213455,-64.89182854217732,-4696.506859724476,0.0,False,0.0,63,0
other_loss,68,-68.4995926164896,-59.80854397103906,-4657.972297921292,0.0,False,0.0,68,0
