outcome,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
colour_exit,49,-18.66488246123175,-23.46448327231963,-914.5792406003555,0.2465539545502638,False,0.08163265306122448,45,0
hard_stop,6,-50.679048987857975,-45.84340999373991,-304.07429392714783,0.0,False,0.0,6,0
