fold,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
2023H1,13,-35.66176899754281,-30.237049643170295,-463.60299696805646,0.0,False,0.0,13,0
2023H2,19,-25.122188229416828,-23.46448327231963,-477.32157635891974,0.0,False,0.0,19,0
2024H1,12,-5.75080176908344,-33.95894520160257,-69.00962122900128,0.79330993283745,False,0.25,9,0
2024H2,11,-18.974485451956888,-21.265060145703156,-208.71933997152578,0.14153768423154578,False,0.09090909090909091,10,0
