outcome,direction,fold,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
colour_exit,-1,2023H1,5,-24.194933535027534,-21.506454578463767,-120.97466767513767,0.0,False,0.0,5,0
colour_exit,-1,2023H2,10,-29.69001745184606,-28.692155492966425,-296.9001745184606,0.0,False,0.0,10,0
colour_exit,-1,2024H1,7,-25.16187180094972,-34.610371264871524,-176.133102606648,0.04448103349693942,False,0.14285714285714285,6,0
colour_exit,-1,2024H2,4,-22.19263879941922,-24.196058172845074,-88.77055519767688,0.0,False,0.0,4,0
colour_exit,1,2023H1,4,-35.38899093797702,-29.275716259865565,-141.55596375190808,0.0,False,0.0,4,0
colour_exit,1,2023H2,8,-18.82138634371573,-21.173173199289224,-150.57109074972584,0.0,False,0.0,8,0
colour_exit,1,2024H1,4,45.068774668262655,0.22142143286054197,180.27509867305062,3.3597544621932713,False,0.5,2,0
colour_exit,1,2024H2,7,-17.135540681978405,-21.265060145703156,-119.94878477384884,0.22293371643092477,False,0.14285714285714285,6,0
hard_stop,-1,2023H1,2,-45.84340999373991,-45.84340999373991,-91.68681998747982,0.0,False,0.0,2,0
hard_stop,-1,2023H2,1,-29.85031109073331,-29.85031109073331,-29.85031109073331,0.0,False,0.0,1,0
hard_stop,-1,2024H1,1,-73.15161729540385,-73.15161729540385,-73.15161729540385,0.0,False,0.0,1,0
hard_stop,1,2023H1,2,-54.692772776765416,-54.692772776765416,-109.38554555353083,0.0,False,0.0,2,0
