direction,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
-1,30,-29.248908279051342,-29.892774453451604,-877.4672483715402,0.009257768213380603,False,0.03333333333333333,29,0
1,25,-13.64745144623852,-22.050267203300706,-341.186286155963,0.46037828178646917,False,0.12,22,0
