symbol,decision_i,decision_time,window_start_i,window_start_time,window_len,conf,x1n,y1n,x2n,y2n,core_start_i,core_end_i,core_mid_i,core_start_time,core_end_time,core_mid_time,predicted_core_bars,decision_delay_bars,event_id,raw_detection_count,event_conf_max,event_decision_first,event_decision_last,window_lengths_seen
COMP_USDT_SWAP,373,2026-05-03T12:15:00+00:00,356,2026-05-03T08:00:00+00:00,18,0.33490076661109924,0.3333306908607483,0.493869423866272,0.7176008224487305,0.63911372423172,362,368,365.0,2026-05-03T09:30:00+00:00,2026-05-03T11:00:00+00:00,2026-05-03T10:15:00+00:00,7,5,cbc20885c80691e6,2,0.33490076661109924,2026-05-03T12:15:00+00:00,2026-05-03T12:15:00+00:00,"[18, 19]"
H_USDT_SWAP,373,2026-05-03T12:15:00+00:00,362,2026-05-03T09:30:00+00:00,12,0.6985141634941101,0.4264373779296875,0.197573721408844,0.7464447021484375,0.5756292343139648,367,370,368.5,2026-05-03T10:45:00+00:00,2026-05-03T11:30:00+00:00,2026-05-03T11:00:00+00:00,4,3,44dd742aea52ae41,49,0.8855962157249451,2026-05-03T12:15:00+00:00,2026-05-03T13:15:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
IOTA_USDT_SWAP,373,2026-05-03T12:15:00+00:00,356,2026-05-03T08:00:00+00:00,18,0.5236729979515076,0.3400019407272339,0.4212327301502228,0.7153887152671814,0.5296905040740967,362,368,365.0,2026-05-03T09:30:00+00:00,2026-05-03T11:00:00+00:00,2026-05-03T10:15:00+00:00,7,5,c6aa5a0895e1f7f6,10,0.5236729979515076,2026-05-03T12:15:00+00:00,2026-05-03T12:30:00+00:00,"[14, 15, 16, 17, 18, 19]"
ORDI_USDT_SWAP,374,2026-05-03T12:30:00+00:00,360,2026-05-03T09:00:00+00:00,15,0.26379624009132385,0.1510695219039917,0.5982168912887573,0.5970810055732727,0.7581174969673157,362,368,365.0,2026-05-03T09:30:00+00:00,2026-05-03T11:00:00+00:00,2026-05-03T10:15:00+00:00,7,6,0e0f5c35cefacbdc,3,0.31000009179115295,2026-05-03T12:30:00+00:00,2026-05-03T13:15:00+00:00,"[15, 18, 19]"
SOL_USDT_SWAP,375,2026-05-03T12:45:00+00:00,358,2026-05-03T08:30:00+00:00,18,0.3024085760116577,0.3806408643722534,0.470069020986557,0.7746978402137756,0.5441204905509949,364,371,367.5,2026-05-03T10:00:00+00:00,2026-05-03T11:45:00+00:00,2026-05-03T11:00:00+00:00,8,4,d067353c15332d95,6,0.5577876567840576,2026-05-03T12:45:00+00:00,2026-05-03T13:15:00+00:00,"[18, 19]"
ICX_USDT_SWAP,376,2026-05-03T13:00:00+00:00,360,2026-05-03T09:00:00+00:00,17,0.29636797308921814,0.35639408230781555,0.46617597341537476,0.7606397271156311,0.5777431130409241,366,372,369.0,2026-05-03T10:30:00+00:00,2026-05-03T12:00:00+00:00,2026-05-03T11:15:00+00:00,7,4,8596d2fe23dd1091,17,0.8082048892974854,2026-05-03T13:00:00+00:00,2026-05-03T14:00:00+00:00,"[13, 14, 15, 16, 17, 18, 19]"
STABLE_USDT_SWAP,376,2026-05-03T13:00:00+00:00,358,2026-05-03T08:30:00+00:00,19,0.25503116846084595,0.36076268553733826,0.4593175947666168,0.7357842922210693,0.5537892580032349,364,371,367.5,2026-05-03T10:00:00+00:00,2026-05-03T11:45:00+00:00,2026-05-03T11:00:00+00:00,8,5,07cdd50807ab7276,1,0.25503116846084595,2026-05-03T13:00:00+00:00,2026-05-03T13:00:00+00:00,[19]
IOTA_USDT_SWAP,377,2026-05-03T13:15:00+00:00,363,2026-05-03T09:45:00+00:00,15,0.2886464297771454,0.3456069529056549,0.413595587015152,0.8077195286750793,0.5802812576293945,368,374,371.0,2026-05-03T11:00:00+00:00,2026-05-03T12:30:00+00:00,2026-05-03T11:45:00+00:00,7,3,8cb750c9f30ceb70,50,0.787610650062561,2026-05-03T13:15:00+00:00,2026-05-03T14:45:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
QTUM_USDT_SWAP,377,2026-05-03T13:15:00+00:00,360,2026-05-03T09:00:00+00:00,18,0.3451068699359894,0.33457261323928833,0.4517619013786316,0.716439425945282,0.548301637172699,366,372,369.0,2026-05-03T10:30:00+00:00,2026-05-03T12:00:00+00:00,2026-05-03T11:15:00+00:00,7,5,d95ddc991adc44a9,4,0.4304870367050171,2026-05-03T13:15:00+00:00,2026-05-03T14:15:00+00:00,"[15, 16, 17, 18]"
SENT_USDT_SWAP,377,2026-05-03T13:15:00+00:00,360,2026-05-03T09:00:00+00:00,18,0.42251917719841003,0.33533594012260437,0.4661630690097809,0.7164024710655212,0.5593119859695435,366,372,369.0,2026-05-03T10:30:00+00:00,2026-05-03T12:00:00+00:00,2026-05-03T11:15:00+00:00,7,5,819a6bb4094a9a50,14,0.7511098384857178,2026-05-03T13:15:00+00:00,2026-05-03T14:00:00+00:00,"[14, 15, 16, 17, 18, 19]"
