symbol,decision_i,decision_time,window_start_i,window_start_time,window_len,conf,x1n,y1n,x2n,y2n,core_start_i,core_end_i,core_mid_i,core_start_time,core_end_time,core_mid_time,predicted_core_bars,decision_delay_bars
0G_USDT_SWAP,387,2026-05-03T15:45:00+00:00,375,2026-05-03T12:45:00+00:00,13,0.3419404625892639,0.3907219469547272,0.4585210978984833,0.7738912105560303,0.5401908755302429,380,384,382.0,2026-05-03T14:00:00+00:00,2026-05-03T15:00:00+00:00,2026-05-03T14:30:00+00:00,5,3
0G_USDT_SWAP,387,2026-05-03T15:45:00+00:00,374,2026-05-03T12:30:00+00:00,14,0.4425141513347626,0.34559714794158936,0.45067131519317627,0.7851762175559998,0.5414977669715881,378,384,381.0,2026-05-03T13:30:00+00:00,2026-05-03T15:00:00+00:00,2026-05-03T14:15:00+00:00,7,3
0G_USDT_SWAP,387,2026-05-03T15:45:00+00:00,373,2026-05-03T12:15:00+00:00,15,0.3628554344177246,0.34194326400756836,0.44182419776916504,0.8029810190200806,0.5416318774223328,378,384,381.0,2026-05-03T13:30:00+00:00,2026-05-03T15:00:00+00:00,2026-05-03T14:15:00+00:00,7,3
0G_USDT_SWAP,387,2026-05-03T15:45:00+00:00,372,2026-05-03T12:00:00+00:00,16,0.3217361867427826,0.31183555722236633,0.42223161458969116,0.7536084055900574,0.5207428932189941,377,383,380.0,2026-05-03T13:15:00+00:00,2026-05-03T14:45:00+00:00,2026-05-03T14:00:00+00:00,7,4
0G_USDT_SWAP,387,2026-05-03T15:45:00+00:00,371,2026-05-03T11:45:00+00:00,17,0.45578885078430176,0.3501140773296356,0.40711838006973267,0.773991048336029,0.5259847044944763,377,383,380.0,2026-05-03T13:15:00+00:00,2026-05-03T14:45:00+00:00,2026-05-03T14:00:00+00:00,7,4
0G_USDT_SWAP,387,2026-05-03T15:45:00+00:00,370,2026-05-03T11:30:00+00:00,18,0.3145942986011505,0.38203978538513184,0.40971270203590393,0.7809649705886841,0.5224880576133728,376,383,379.5,2026-05-03T13:00:00+00:00,2026-05-03T14:45:00+00:00,2026-05-03T14:00:00+00:00,8,4
0G_USDT_SWAP,388,2026-05-03T16:00:00+00:00,375,2026-05-03T12:45:00+00:00,14,0.5593149662017822,0.33806169033050537,0.4554510712623596,0.7805696129798889,0.5448451638221741,379,385,382.0,2026-05-03T13:45:00+00:00,2026-05-03T15:15:00+00:00,2026-05-03T14:30:00+00:00,7,3
0G_USDT_SWAP,388,2026-05-03T16:00:00+00:00,374,2026-05-03T12:30:00+00:00,15,0.5119878649711609,0.3422420024871826,0.44637590646743774,0.7992755770683289,0.5451589822769165,379,385,382.0,2026-05-03T13:45:00+00:00,2026-05-03T15:15:00+00:00,2026-05-03T14:30:00+00:00,7,3
0G_USDT_SWAP,388,2026-05-03T16:00:00+00:00,373,2026-05-03T12:15:00+00:00,16,0.33857476711273193,0.3102843165397644,0.4422694146633148,0.7544416189193726,0.5426074862480164,378,384,381.0,2026-05-03T13:30:00+00:00,2026-05-03T15:00:00+00:00,2026-05-03T14:15:00+00:00,7,4
0G_USDT_SWAP,388,2026-05-03T16:00:00+00:00,372,2026-05-03T12:00:00+00:00,17,0.49496620893478394,0.35579773783683777,0.44505104422569275,0.7660384178161621,0.5428398847579956,378,384,381.0,2026-05-03T13:30:00+00:00,2026-05-03T15:00:00+00:00,2026-05-03T14:15:00+00:00,7,4
0G_USDT_SWAP,388,2026-05-03T16:00:00+00:00,371,2026-05-03T11:45:00+00:00,18,0.2824384868144989,0.33357715606689453,0.41744691133499146,0.7233794927597046,0.5181027054786682,377,383,380.0,2026-05-03T13:15:00+00:00,2026-05-03T14:45:00+00:00,2026-05-03T14:00:00+00:00,7,5
0G_USDT_SWAP,388,2026-05-03T16:00:00+00:00,370,2026-05-03T11:30:00+00:00,19,0.2699977159500122,0.3547115921974182,0.40722087025642395,0.736716628074646,0.5214540362358093,376,383,379.5,2026-05-03T13:00:00+00:00,2026-05-03T14:45:00+00:00,2026-05-03T14:00:00+00:00,8,5
0G_USDT_SWAP,389,2026-05-03T16:15:00+00:00,378,2026-05-03T13:30:00+00:00,12,0.26088476181030273,0.4253830909729004,0.46657222509384155,0.7615284323692322,0.5580637454986572,383,386,384.5,2026-05-03T14:45:00+00:00,2026-05-03T15:30:00+00:00,2026-05-03T15:00:00+00:00,4,3
0G_USDT_SWAP,389,2026-05-03T16:15:00+00:00,377,2026-05-03T13:15:00+00:00,13,0.3329770565032959,0.39103010296821594,0.48066115379333496,0.7742666006088257,0.570257842540741,382,386,384.0,2026-05-03T14:30:00+00:00,2026-05-03T15:30:00+00:00,2026-05-03T15:00:00+00:00,5,3
0G_USDT_SWAP,389,2026-05-03T16:15:00+00:00,376,2026-05-03T13:00:00+00:00,14,0.49700644612312317,0.34859561920166016,0.4594317674636841,0.7867853045463562,0.5622074007987976,380,386,383.0,2026-05-03T14:00:00+00:00,2026-05-03T15:30:00+00:00,2026-05-03T14:45:00+00:00,7,3
0G_USDT_SWAP,389,2026-05-03T16:15:00+00:00,375,2026-05-03T12:45:00+00:00,15,0.45289331674575806,0.34787440299987793,0.45246627926826477,0.8030072450637817,0.5731844902038574,380,386,383.0,2026-05-03T14:00:00+00:00,2026-05-03T15:30:00+00:00,2026-05-03T14:45:00+00:00,7,3
0G_USDT_SWAP,389,2026-05-03T16:15:00+00:00,374,2026-05-03T12:30:00+00:00,16,0.32622143626213074,0.31034451723098755,0.4519714117050171,0.7509200572967529,0.5408675670623779,379,385,382.0,2026-05-03T13:45:00+00:00,2026-05-03T15:15:00+00:00,2026-05-03T14:30:00+00:00,7,4
0G_USDT_SWAP,389,2026-05-03T16:15:00+00:00,373,2026-05-03T12:15:00+00:00,17,0.5313416123390198,0.34714075922966003,0.44236627221107483,0.7729911208152771,0.5402180552482605,379,385,382.0,2026-05-03T13:45:00+00:00,2026-05-03T15:15:00+00:00,2026-05-03T14:30:00+00:00,7,4
