step_atr,bank_total_fraction,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe,banked_events,banked_to_nonpositive_events,banked_to_nonpositive_share,runner_armed_events,runner_armed_to_nonpositive_events,runner_armed_to_nonpositive_share,actual_mfe_2atr_events,actual_mfe_2atr_to_nonpositive_share,median_giveback_atr,p95_net_bp,mean_banked_gross_bp,profit_floor_gap_breaches,minimum_fold_events,eligible,robust_score_bp,worst_fold_net_bp,p95_net_retention
1.5,0.6,182,-4.41588640811076,-24.41588640811076,-4.34993852171976,0.4725274725274725,0.45696985460409945,-0.4727250480232711,-0.47681698666799643,9.0,53.494491185270725,407.42629225283525,0.23198159489379758,99,13,0.13131313131313133,40,1,0.025,69,0.11594202898550725,4.67072616821824,113.83049404226232,14.311933440213874,21,41,True,-26.63524463299604,-33.51793202152543,0.39888742926543475
2.0,0.6,182,-2.7452606427855466,-22.745260642785553,-39.595827718691396,0.45604395604395603,0.5385341749589466,-0.4536288960254823,-0.45985462435467617,11.0,79.47192915426395,429.58313564662376,0.2729213710431855,90,7,0.07777777777777778,58,1,0.017241379310344827,90,0.07777777777777778,4.4391411148761915,172.77706539039616,17.932252811118182,11,41,True,-24.856357490320693,-33.17604014526664,0.6054493572171737
2.5,0.6,182,-2.917762241342455,-22.91776224134246,-51.69587423540066,0.4230769230769231,0.5624282486026903,-0.4643085182950084,-0.4704530980680638,12.0,83.99731425263806,451.7399790404113,0.2954929362785759,83,6,0.07228915662650602,68,2,0.029411764705882353,90,0.14444444444444443,4.409756101915613,181.87854659293052,17.793095230965186,9,41,True,-26.263609202795358,-27.26847442555107,0.6373429764967203
3.0,0.6,182,-6.063305989053546,-26.06330598905355,-57.24607111708189,0.38461538461538464,0.5278812314812605,-0.5046209515500921,-0.5099817281064181,14.5,86.39342339266133,473.8968224341995,0.29366681026256,72,3,0.041666666666666664,74,8,0.10810810810810811,90,0.2222222222222222,4.612844241460458,196.69442844890244,15.533303690880421,5,41,True,-32.40385942099245,-32.15849458813269,0.689261129673099
