universe,scope,ma,period,direction,entries,closed,censored,win_rate,net_r,gross_r,mean_net_r,net_bp,mean_net_bp,pf,pf_nominal,event_drawdown_r,realized_10r,random_pairs,random_mean_r,paired_strategy_mean_r,random_excess_r
all,common,sma60,full,both,9574,9568,6,0.28229515050167225,-2196.5099489130216,-75.92292467781856,-0.22956834750345126,-218587.34418851242,-22.845667243782653,0.7154070885477127,0.7607703799901445,2207.404348916874,41,9563,-0.27373964235082526,-0.22993303732060713,0.04380660503021811
all,common,sma60,full,long,4604,4602,2,0.273142112125163,-1178.6126403223132,-153.29687545990657,-0.2561087875537404,-116270.92247650167,-25.265302580726132,0.6875383378971034,0.738335690359428,1228.6170671213051,23,4600,-0.28592392764888264,-0.25599200450910725,0.02993192313977531
all,common,sma60,full,short,4970,4966,4,0.2907772855416835,-1017.8973085907081,77.37395078208802,-0.20497328002229323,-102316.42171201078,-20.603387376562782,0.7420467606918943,0.782009606917262,1082.8491302450127,18,4963,-0.2624465308515176,-0.20578005544127992,0.05666647541023763
all,common,sma60,earlier,both,5442,5442,0,0.2866593164277839,-1293.8967636202733,-144.0693179821895,-0.23776125755609578,-145928.68001593396,-26.815266449087456,0.7014512417833751,0.7278135140110124,1305.9882869156725,13,5438,-0.2731779542492807,-0.2373113518348139,0.03586660241446684
all,common,sma60,earlier,long,2626,2626,0,0.2791317593297791,-646.3157618009033,-93.10328277870022,-0.2461217676317225,-70518.36782460661,-26.853910062683397,0.695196659464019,0.7288537399948102,669.7207282070411,8,2622,-0.24242775633360628,-0.24520142237160486,-0.002773666037998605
all,common,sma60,earlier,short,2816,2816,0,0.2936789772727273,-647.5810018193699,-50.96603520348927,-0.22996484439608308,-75410.31219132736,-26.779230181579322,0.7074428033220167,0.7268335209574067,650.4247518193681,5,2816,-0.30180970813241226,-0.22996484439608308,0.07184486373632919
all,common,sma60,later,both,4132,4126,6,0.2765390208434319,-902.6131852927481,68.14639330437089,-0.21876228436566847,-72658.66417257846,-17.60995253819158,0.7332799674116135,0.8075667968632398,913.5075852965977,28,4121,-0.27518588043986486,-0.21959545553911494,0.05559042490074987
all,common,sma60,later,long,1978,1976,2,0.2651821862348178,-532.2968785214099,-60.193592681206404,-0.26938101139747467,-45752.55465189505,-23.154126848125024,0.6777059969876115,0.7517178574131436,588.9957490425935,15,1974,-0.34519504497339115,-0.2691223196256283,0.07607272534776283
all,common,sma60,later,short,2154,2150,4,0.2869767441860465,-370.3163067713382,128.33998598557733,-0.17224014268434334,-26906.10952068341,-12.514469544503912,0.7862574453885678,0.8608080268498346,435.2681284256439,13,2147,-0.21081788286688816,-0.17405934482333602,0.0367585380435521
all,common,sma60,cross_split,both,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,common,sma60,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,common,sma60,cross_split,short,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,common,ema60,full,both,9552,9546,6,0.28179342132830504,-2191.2088334833757,-79.02876328256357,-0.2295420944357192,-213296.0912304225,-22.344027993968417,0.7155462977433175,0.765657266755359,2201.288866608487,41,9541,-0.2747805986368308,-0.2299076114104728,0.044872987226358026
all,common,ema60,full,long,4580,4578,2,0.27195281782437747,-1184.5473947344253,-168.2224857133484,-0.2587477926462266,-114259.82401373342,-24.958458718596205,0.6842856381618341,0.7407579713614093,1229.3465231891541,23,4576,-0.2851028152383057,-0.2586315505144244,0.02647126472388132
all,common,ema60,full,short,4972,4968,4,0.29086151368760066,-1006.6614387489503,89.19372243078479,-0.20262911407990145,-99036.2672166891,-19.934836396273973,0.7452301853757606,0.7890344643028513,1065.2764046583968,18,4965,-0.2652671115938601,-0.20343414809935842,0.06183296349450172
all,common,ema60,earlier,both,5426,5426,0,0.28787320309620346,-1257.7091074841296,-107.7999148831095,-0.23179305335129555,-140193.94866216395,-25.837439856646508,0.708545396201887,0.7371236908487536,1270.4641856246799,13,5422,-0.2734969747068799,-0.23133741703090638,0.042159557675973534
all,common,ema60,earlier,long,2614,2614,0,0.28003060443764344,-637.032307405341,-84.74899571920537,-0.243700194110689,-68129.93549313888,-26.063479530657567,0.6972590918744938,0.7355133238982932,665.5928233089365,8,2610,-0.24732295398675092,-0.2427719061543241,0.004551047832426844
all,common,ema60,earlier,short,2812,2812,0,0.2951635846372688,-620.6768000787885,-23.050919163904155,-0.220724324352343,-72064.01316902509,-25.62731620520095,0.7192862851085194,0.7386282154282766,623.5205500787871,5,2812,-0.2977907848347379,-0.220724324352343,0.07706646048239489
all,common,ema60,later,both,4126,4120,6,0.2737864077669903,-933.4997259992464,28.77115160054589,-0.22657760339787533,-73102.14256825854,-17.743238487441392,0.7244634916729074,0.8060338727858303,943.5797591243554,28,4115,-0.2771790093396427,-0.22742148553661992,0.04975752380302273
all,common,ema60,later,long,1966,1964,2,0.26120162932790225,-547.5150873290843,-83.47348999414302,-0.278775502713383,-46129.888520594526,-23.487723279325117,0.6677181574115001,0.7481342479371,594.4734024660337,15,1962,-0.33686447570050804,-0.278524805172612,0.05833967052789599
all,common,ema60,later,short,2160,2156,4,0.2852504638218924,-385.984638670162,112.24464159468889,-0.17902812554274675,-26972.254047664013,-12.510321914500935,0.7781941951208617,0.860772764099866,444.71112508121246,13,2153,-0.22278844501079093,-0.18085171631886962,0.04193672869192131
all,common,ema60,cross_split,both,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,common,ema60,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,common,ema60,cross_split,short,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,common,sma120,full,both,7776,7770,6,0.2822393822393822,-1710.297002711016,-33.747224157448265,-0.22011544436435213,-173636.03631767083,-22.34698022106446,0.7266035150041,0.7701192513224501,1725.3026878970109,36,7766,-0.2694704815998627,-0.22007350641926157,0.04939697518060115
all,common,sma120,full,long,3686,3684,2,0.2733441910966341,-967.3917675939325,-157.38651356435213,-0.26259277079096977,-89677.9569324539,-24.342550741708447,0.6791845636974136,0.7489939149473401,1004.3523692092725,18,3682,-0.28659667975534003,-0.26245039326820013,0.02414628648713986
all,common,sma120,full,short,4090,4086,4,0.2902594224180127,-742.9052351170835,123.63928940690388,-0.18181723815885548,-83958.07938521693,-20.547743363978693,0.7707311548937473,0.7890801952447543,811.7048938875603,18,4084,-0.2540300649474466,-0.18186789981353388,0.0721621651339127
all,common,sma120,earlier,both,4431,4431,0,0.29158203565786506,-925.0919475105644,-6.051555321862104,-0.2087772393388771,-111130.47341558717,-25.08022419670214,0.7360977482908307,0.7493429168044092,937.2256289963926,11,4426,-0.27435893965719504,-0.20920672090984108,0.06515221874735391
all,common,sma120,earlier,long,2158,2158,0,0.28776645041705284,-476.4180380572002,-20.17558740420126,-0.2207683216205747,-47731.325367268524,-22.118315740161506,0.7236936715106476,0.7738380497669417,511.38940430407905,6,2153,-0.2602386277036439,-0.22167906980659194,0.03855955789705205
all,common,sma120,earlier,short,2273,2273,0,0.29520457545094586,-448.67390945336416,14.124032082339188,-0.19739283301951788,-63399.14804831864,-27.892278067892054,0.7481051827854708,0.727089283798169,453.8315966628844,5,2273,-0.2877337885951604,-0.19739283301951788,0.09034095557564255
all,common,sma120,later,both,3345,3339,6,0.2698412698412698,-785.2050552004514,-27.695668835586183,-0.2351617415994164,-62505.56290208367,-18.719845133897476,0.714502525405826,0.799645160440972,800.2107403864449,25,3335,-0.2644420211093364,-0.23508212993745753,0.029359891171878927
all,common,sma120,later,long,1528,1526,2,0.2529488859764089,-490.9737295367323,-137.2109261601509,-0.3217390101813449,-41946.63156518538,-27.487963017814796,0.6197470571733658,0.7131358342858901,525.5730644261289,12,1524,-0.3270828455584414,-0.3214726443282892,0.005610201230152287
all,common,sma120,later,short,1817,1813,4,0.2840595697738555,-294.2313256637192,109.51525732456471,-0.16228975491655775,-20558.93133689829,-11.339730467125367,0.798351266078367,0.8759639105695829,385.3188221555084,13,1811,-0.21172826271042092,-0.16238243698791172,0.04934582572250915
all,common,sma120,cross_split,both,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,common,sma120,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,common,sma120,cross_split,short,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,common,ema120,full,both,8145,8139,6,0.2868902813613466,-1695.1656472138632,71.62687835112092,-0.20827689485365072,-164348.56722161206,-20.19272235183832,0.7400201742092407,0.789277992624186,1705.3571210786197,38,8135,-0.25867372011462564,-0.20823103815056332,0.050442681964062305
all,common,ema120,full,long,3826,3824,2,0.2774581589958159,-932.9254771208507,-93.95893832438804,-0.2439658674479212,-83808.81025363879,-21.916529878043615,0.7003403505001926,0.771642724217593,958.4274185477634,20,3822,-0.25864935368275305,-0.24381895801685802,0.014830395665895044
all,common,ema120,full,short,4319,4315,4,0.29524913093858635,-762.2401700930125,165.5858166755089,-0.1766489386078824,-80539.75696797333,-18.665065345996133,0.7762782530959778,0.804952268452272,831.9993694240112,18,4313,-0.2586953126262456,-0.17669451375246958,0.08200079887377602
all,common,ema120,earlier,both,4630,4630,0,0.29503239740820736,-954.3155649116017,14.816494466458856,-0.2061156727670846,-107976.59035813675,-23.321077831131046,0.7388476059864468,0.7636430819394898,964.9997170811394,12,4625,-0.26188446961592693,-0.20652379765362028,0.05536067196230666
all,common,ema120,earlier,long,2242,2242,0,0.28456735057983945,-522.6616953661803,-47.527141228728006,-0.23312296849517408,-52025.541777156635,-23.20496957054266,0.7094949592622309,0.7622446934943325,546.2351076073954,7,2237,-0.2205170495234263,-0.2340271321424106,-0.013510082618984271
all,common,ema120,earlier,short,2388,2388,0,0.304857621440536,-431.6538695454213,62.343635695186904,-0.1807595768615667,-55951.04858098012,-23.43008734546906,0.7673149593828731,0.764928681256616,439.359728137485,5,2388,-0.3006361106322267,-0.1807595768615667,0.11987653377066002
all,common,ema120,later,both,3515,3509,6,0.2761470504417213,-740.8500823022617,56.81038388466203,-0.21112855010038806,-56371.97686347536,-16.064969183093577,0.741515172988274,0.8255243701369188,751.1054277502285,26,3505,-0.2558100109491201,-0.21102537245170644,0.044784638497413654
all,common,ema120,later,long,1584,1582,2,0.26738305941845764,-410.2637817546706,-46.43179709566001,-0.2593323525630029,-31783.268476482157,-20.090561615981137,0.6878070124445735,0.7855202184449023,441.92162123532046,13,1580,-0.3156836944363454,-0.25899643175585507,0.05668726268049037
all,common,ema120,later,short,1931,1927,4,0.2833419823559938,-330.5863005475912,103.24218098032208,-0.17155490428001618,-24588.708386993203,-12.760097761802388,0.7869921052865471,0.8594175712655621,399.4943846081909,13,1925,-0.20666693567129357,-0.17165172377609356,0.035015211895200016
all,common,ema120,cross_split,both,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,common,ema120,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
all,common,ema120,cross_split,short,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
ETH,actual,none,full,both,421,421,0,0.27790973871733965,-70.44390030362753,91.91404589841561,-0.16732517886847395,-2074.5991435799538,-4.927788939619842,0.814266242339618,0.9161071904748939,109.27923242258576,4,421,-0.29682023919221096,-0.16732517886847395,0.129495060323737
ETH,actual,none,full,long,196,196,0,0.25510204081632654,-78.16382385089298,-1.8739423683224974,-0.39879501964741315,-3374.802465611425,-17.218379926588902,0.5775480998506302,0.7195660081167332,86.64212717094959,0,196,-0.20420901472771055,-0.39879501964741315,-0.19458600491970263
ETH,actual,none,full,short,225,225,0,0.29777777777777775,7.719923547265444,93.78798826673813,0.03431077132117975,1300.2033220314718,5.778681431250987,1.0397423401120247,1.1024189245962186,44.81551278746787,4,225,-0.3774949058368424,0.03431077132117975,0.41180567715802213
ETH,actual,none,earlier,both,248,248,0,0.2903225806451613,-42.620477670237676,42.03316733986928,-0.17185676479934547,-4346.4678064745085,-17.526079864816566,0.7980634104841647,0.7260029264732507,44.91259127990999,2,248,-0.5178702301939105,-0.17185676479934547,0.34601346539456496
ETH,actual,none,earlier,long,118,118,0,0.2711864406779661,-40.1973450790263,-0.6723178348535734,-0.3406554667714093,-2681.746980571853,-22.72666932688011,0.62008176450477,0.6668313029668439,51.146121875686994,0,118,-0.24639386371295688,-0.3406554667714093,-0.09426160305845256
ETH,actual,none,earlier,short,130,130,0,0.3076923076923077,-2.4231325912113704,42.70548517472287,-0.018639481470856697,-1664.720825902657,-12.805544814635823,0.9769781204078928,0.7869559324034776,19.97524844954913,2,130,-0.76428723976893,-0.018639481470856697,0.7456477582980732
ETH,actual,none,later,both,173,173,0,0.26011560693641617,-27.82342263338985,49.88087855854633,-0.16082903256294712,2271.8686628945557,13.132188802858703,0.834595894711089,1.2562457910412537,66.65875475234806,2,173,0.020060672763982577,-0.16082903256294712,-0.1808897053269298
ETH,actual,none,later,long,78,78,0,0.23076923076923078,-37.966478771866676,-1.2016245334689257,-0.48674972784444454,-693.0554850395722,-8.885326731276566,0.5207399059746475,0.82608380149325,46.44478209192326,0,78,-0.14039090985259445,-0.48674972784444454,-0.3463588179918501
ETH,actual,none,later,short,95,95,0,0.28421052631578947,10.143056138476828,51.08250309201526,0.10676901198396661,2964.9241479341285,31.20972787299083,1.1139721981713366,1.6074447097225746,35.086958402885934,2,95,0.15179986691232997,0.10676901198396661,-0.04503085492836342
ETH,actual,none,cross_split,both,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
ETH,actual,none,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
ETH,actual,none,cross_split,short,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
ETH,actual,sma20,full,both,421,421,0,0.27790973871733965,-70.44390030362753,91.91404589841561,-0.16732517886847395,-2074.5991435799538,-4.927788939619842,0.814266242339618,0.9161071904748939,109.27923242258576,4,421,-0.29682023919221096,-0.16732517886847395,0.129495060323737
ETH,actual,sma20,full,long,196,196,0,0.25510204081632654,-78.16382385089298,-1.8739423683224974,-0.39879501964741315,-3374.802465611425,-17.218379926588902,0.5775480998506302,0.7195660081167332,86.64212717094959,0,196,-0.20420901472771055,-0.39879501964741315,-0.19458600491970263
ETH,actual,sma20,full,short,225,225,0,0.29777777777777775,7.719923547265444,93.78798826673813,0.03431077132117975,1300.2033220314718,5.778681431250987,1.0397423401120247,1.1024189245962186,44.81551278746787,4,225,-0.3774949058368424,0.03431077132117975,0.41180567715802213
ETH,actual,sma20,earlier,both,248,248,0,0.2903225806451613,-42.620477670237676,42.03316733986928,-0.17185676479934547,-4346.4678064745085,-17.526079864816566,0.7980634104841647,0.7260029264732507,44.91259127990999,2,248,-0.5178702301939105,-0.17185676479934547,0.34601346539456496
ETH,actual,sma20,earlier,long,118,118,0,0.2711864406779661,-40.1973450790263,-0.6723178348535734,-0.3406554667714093,-2681.746980571853,-22.72666932688011,0.62008176450477,0.6668313029668439,51.146121875686994,0,118,-0.24639386371295688,-0.3406554667714093,-0.09426160305845256
ETH,actual,sma20,earlier,short,130,130,0,0.3076923076923077,-2.4231325912113704,42.70548517472287,-0.018639481470856697,-1664.720825902657,-12.805544814635823,0.9769781204078928,0.7869559324034776,19.97524844954913,2,130,-0.76428723976893,-0.018639481470856697,0.7456477582980732
ETH,actual,sma20,later,both,173,173,0,0.26011560693641617,-27.82342263338985,49.88087855854633,-0.16082903256294712,2271.8686628945557,13.132188802858703,0.834595894711089,1.2562457910412537,66.65875475234806,2,173,0.020060672763982577,-0.16082903256294712,-0.1808897053269298
ETH,actual,sma20,later,long,78,78,0,0.23076923076923078,-37.966478771866676,-1.2016245334689257,-0.48674972784444454,-693.0554850395722,-8.885326731276566,0.5207399059746475,0.82608380149325,46.44478209192326,0,78,-0.14039090985259445,-0.48674972784444454,-0.3463588179918501
ETH,actual,sma20,later,short,95,95,0,0.28421052631578947,10.143056138476828,51.08250309201526,0.10676901198396661,2964.9241479341285,31.20972787299083,1.1139721981713366,1.6074447097225746,35.086958402885934,2,95,0.15179986691232997,0.10676901198396661,-0.04503085492836342
ETH,actual,sma20,cross_split,both,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
ETH,actual,sma20,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
ETH,actual,sma20,cross_split,short,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
ETH,actual,ema20,full,both,421,421,0,0.27790973871733965,-70.44390030362753,91.91404589841561,-0.16732517886847395,-2074.5991435799538,-4.927788939619842,0.814266242339618,0.9161071904748939,109.27923242258576,4,421,-0.29682023919221096,-0.16732517886847395,0.129495060323737
ETH,actual,ema20,full,long,196,196,0,0.25510204081632654,-78.16382385089298,-1.8739423683224974,-0.39879501964741315,-3374.802465611425,-17.218379926588902,0.5775480998506302,0.7195660081167332,86.64212717094959,0,196,-0.20420901472771055,-0.39879501964741315,-0.19458600491970263
ETH,actual,ema20,full,short,225,225,0,0.29777777777777775,7.719923547265444,93.78798826673813,0.03431077132117975,1300.2033220314718,5.778681431250987,1.0397423401120247,1.1024189245962186,44.81551278746787,4,225,-0.3774949058368424,0.03431077132117975,0.41180567715802213
ETH,actual,ema20,earlier,both,248,248,0,0.2903225806451613,-42.620477670237676,42.03316733986928,-0.17185676479934547,-4346.4678064745085,-17.526079864816566,0.7980634104841647,0.7260029264732507,44.91259127990999,2,248,-0.5178702301939105,-0.17185676479934547,0.34601346539456496
ETH,actual,ema20,earlier,long,118,118,0,0.2711864406779661,-40.1973450790263,-0.6723178348535734,-0.3406554667714093,-2681.746980571853,-22.72666932688011,0.62008176450477,0.6668313029668439,51.146121875686994,0,118,-0.24639386371295688,-0.3406554667714093,-0.09426160305845256
ETH,actual,ema20,earlier,short,130,130,0,0.3076923076923077,-2.4231325912113704,42.70548517472287,-0.018639481470856697,-1664.720825902657,-12.805544814635823,0.9769781204078928,0.7869559324034776,19.97524844954913,2,130,-0.76428723976893,-0.018639481470856697,0.7456477582980732
ETH,actual,ema20,later,both,173,173,0,0.26011560693641617,-27.82342263338985,49.88087855854633,-0.16082903256294712,2271.8686628945557,13.132188802858703,0.834595894711089,1.2562457910412537,66.65875475234806,2,173,0.020060672763982577,-0.16082903256294712,-0.1808897053269298
ETH,actual,ema20,later,long,78,78,0,0.23076923076923078,-37.966478771866676,-1.2016245334689257,-0.48674972784444454,-693.0554850395722,-8.885326731276566,0.5207399059746475,0.82608380149325,46.44478209192326,0,78,-0.14039090985259445,-0.48674972784444454,-0.3463588179918501
ETH,actual,ema20,later,short,95,95,0,0.28421052631578947,10.143056138476828,51.08250309201526,0.10676901198396661,2964.9241479341285,31.20972787299083,1.1139721981713366,1.6074447097225746,35.086958402885934,2,95,0.15179986691232997,0.10676901198396661,-0.04503085492836342
ETH,actual,ema20,cross_split,both,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
ETH,actual,ema20,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
ETH,actual,ema20,cross_split,short,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
ETH,actual,sma60,full,both,409,409,0,0.2787286063569682,-63.0901652069826,94.46019383911963,-0.15425468265765915,-1955.3433964471342,-4.780790700359741,0.8292400669331728,0.9194191255686075,100.4907522934281,4,409,-0.28020819301760586,-0.15425468265765915,0.12595351035994665
ETH,actual,sma60,full,long,191,191,0,0.25654450261780104,-76.36357765492147,-1.6652510643467116,-0.39980930709382967,-3479.9903147215628,-18.219844579694048,0.5782487681150887,0.7053381654587711,84.84188097497807,0,191,-0.1815670161243484,-0.39980930709382967,-0.21824229096948128
ETH,actual,sma60,full,short,218,218,0,0.2981651376146789,13.273412447938883,96.12544490346636,0.06088721306393983,1524.6469182744293,6.993793203093713,1.0704518806249528,1.1224076612521525,40.64859910761436,4,218,-0.3666323434149093,0.06088721306393983,0.4275195564788491
ETH,actual,sma60,earlier,both,242,242,0,0.29338842975206614,-37.092321078714086,45.2086605272228,-0.15327405404427308,-4066.9732465096,-16.805674572353716,0.8194565656903199,0.7389152668547457,39.283502536520196,2,242,-0.49071889182019607,-0.15327405404427308,0.337444837775923
ETH,actual,sma60,earlier,long,116,116,0,0.27586206896551724,-37.59462791943747,1.032996174808281,-0.3240916199951506,-2551.9943122162726,-21.999950967381658,0.6357199213920487,0.6777566815667776,48.54340471609816,0,116,-0.22209914187484178,-0.3240916199951506,-0.10199247812030879
ETH,actual,sma60,earlier,short,126,126,0,0.30952380952380953,0.5023068407233773,44.17566435241451,0.003986562227963311,-1514.978934293328,-12.023642335661332,1.0049127453390407,0.8021640120369641,19.97524844954913,2,126,-0.7380196139921096,0.003986562227963311,0.7420061762200729
ETH,actual,sma60,later,both,167,167,0,0.25748502994011974,-25.997844128268497,49.25153331189684,-0.15567571334292513,2111.6298500624657,12.644490120134527,0.8414947721997021,1.2430405268607234,63.39843121471401,2,167,0.024843238780159746,-0.15567571334292513,-0.180518952123085
ETH,actual,sma60,later,long,75,75,0,0.22666666666666666,-38.76894973548401,-2.698247239154991,-0.5169193298064534,-927.9960025052907,-12.373280033403876,0.502071948041476,0.761480575931955,47.24725305554059,0,75,-0.1188773282969186,-0.5169193298064534,-0.3980420015095347
ETH,actual,sma60,later,short,92,92,0,0.2826086956521739,12.771105607215512,51.949780551051845,0.13881636529582078,3039.6258525677567,33.03941144095388,1.14822838801875,1.6335544698332605,35.82721452936821,2,92,0.14200674454951717,0.13881636529582078,-0.0031903792536965435
ETH,actual,sma60,cross_split,both,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
ETH,actual,sma60,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
ETH,actual,sma60,cross_split,short,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
ETH,actual,ema60,full,both,408,408,0,0.26715686274509803,-79.40423103257213,77.23596276955881,-0.19461821331512777,-2102.8484873043376,-5.15404041005965,0.7874495130665149,0.9129294935231854,111.07730688716629,4,408,-0.2760962286295253,-0.19461821331512777,0.08147801531439759
ETH,actual,ema60,full,long,193,193,0,0.2538860103626943,-76.79652217421275,-1.691659380678109,-0.39790944131716455,-3135.527817690572,-16.24625812274908,0.580596206734445,0.733850903920835,85.27482549426938,0,193,-0.18425836209928093,-0.39790944131716455,-0.21365107921788368
ETH,actual,ema60,full,short,215,215,0,0.27906976744186046,-2.6077088583593646,78.92762215023693,-0.012128878410973789,1032.6793303862357,4.80315967621505,0.9863090418647742,1.0834825338706315,49.654160148849016,4,215,-0.35853673207295417,-0.012128878410973789,0.3464078536619803
ETH,actual,ema60,earlier,both,243,243,0,0.2880658436213992,-40.36970545173141,43.45545818076352,-0.1661304751100058,-3973.787394392349,-16.35303454482448,0.8063995766085074,0.7432023944774447,41.87201838310932,2,243,-0.4967691244740257,-0.1661304751100058,0.33063864936401993
ETH,actual,ema60,earlier,long,118,118,0,0.2711864406779661,-40.1973450790263,-0.6723178348535734,-0.3406554667714093,-2681.746980571853,-22.72666932688011,0.62008176450477,0.6668313029668439,51.146121875686994,0,118,-0.24639386371295688,-0.3406554667714093,-0.09426160305845256
ETH,actual,ema60,earlier,short,125,125,0,0.304,-0.17236037270509352,44.127776015617094,-0.0013788829816407482,-1292.040413820497,-10.336323310563976,0.9983219633037842,0.8259919885717208,19.97524844954913,2,125,-0.7331233706324748,-0.0013788829816407482,0.731744487650834
ETH,actual,ema60,later,both,165,165,0,0.23636363636363636,-39.034525580840736,33.78050458879529,-0.23657288230812568,1870.938907088013,11.33902367932129,0.76350947795163,1.215627799084241,70.70760143543485,2,165,0.04889476343237509,-0.23657288230812568,-0.2854676457405007
ETH,actual,ema60,later,long,75,75,0,0.22666666666666666,-36.599177095186455,-1.0193415458245414,-0.4879890279358194,-453.78083711871943,-6.050411161582926,0.5265523755291113,0.8784041804098204,45.07748041524305,0,75,-0.08649850622709745,-0.4879890279358194,-0.40149052170872196
ETH,actual,ema60,later,short,90,90,0,0.24444444444444444,-2.4353484856542735,34.799846134619834,-0.027059427618380816,2324.719744206733,25.830219380074812,0.972247981772941,1.4701316747168642,35.45012826482687,2,90,0.16172248814860227,-0.027059427618380816,-0.18878191576698305
ETH,actual,ema60,cross_split,both,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
ETH,actual,ema60,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
ETH,actual,ema60,cross_split,short,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
ETH,actual,sma120,full,both,339,339,0,0.26253687315634217,-61.80344534991557,66.04445215728222,-0.18231104822983943,-1515.7079702472138,-4.471114956481457,0.801500049160034,0.9266574709243867,90.65463685258182,4,339,-0.2942163405329066,-0.18231104822983943,0.11190529230306717
ETH,actual,sma120,full,long,170,170,0,0.23529411764705882,-77.3270279829643,-11.440863026243509,-0.45486487048802526,-3573.4213437080757,-21.020125551223977,0.5296941722966791,0.6657863838378377,80.25081312848657,0,170,-0.2813603531823861,-0.45486487048802526,-0.17350451730563923
ETH,actual,sma120,full,short,169,169,0,0.28994082840236685,15.523582633048733,77.48531518352573,0.0918555185387499,2057.713373460863,12.175818777874929,1.1056501513289716,1.2063051399166151,31.374215273945037,4,169,-0.30714839881449546,0.0918555185387499,0.39900391735324514
ETH,actual,sma120,earlier,both,198,198,0,0.2727272727272727,-33.448233596198364,32.55851096173846,-0.16893047270807254,-4013.5473878405837,-20.27044135273022,0.8057730187059519,0.6975369674710872,44.67709912977704,2,198,-0.4441691072743222,-0.16893047270807254,0.2752386345662496
ETH,actual,sma120,earlier,long,103,103,0,0.2524271844660194,-37.016213596571426,-2.895099378759478,-0.3593807145298197,-2898.6304875522724,-28.14204356846866,0.6084843049906433,0.6015573203192066,48.42357736485086,0,103,-0.24778799715182942,-0.3593807145298197,-0.11159271737799017
ETH,actual,sma120,earlier,short,95,95,0,0.29473684210526313,3.5679800003730477,35.45361034049795,0.03755768421445314,-1114.9169002883123,-11.735967371455917,1.045939955880532,0.8140145954089669,19.169266697303815,2,95,-0.6570875740387091,0.03755768421445314,0.6946452582531623
ETH,actual,sma120,later,both,141,141,0,0.24822695035460993,-28.3552117537172,33.48594119554375,-0.2011007925795546,2497.8394175933718,17.715173174421075,0.7962114542829095,1.3377007207456015,59.39970094385586,2,141,-0.08364437021517414,-0.2011007925795546,-0.1174564223643804
ETH,actual,sma120,later,long,67,67,0,0.208955223880597,-40.310814386392885,-8.545763647484028,-0.6016539460655654,-674.7908561558036,-10.071505315758262,0.4230818878591867,0.8025269248255389,43.23459953191514,0,67,-0.33297158708010743,-0.6016539460655654,-0.26868235898545795
ETH,actual,sma120,later,short,74,74,0,0.28378378378378377,11.95560263267568,42.03170484302778,0.16156219773886055,3172.6302737491746,42.87338207769155,1.1726000125964324,1.7972477888714058,28.796236456848717,2,74,0.1420978396490222,0.16156219773886055,0.019464358089838388
ETH,actual,sma120,cross_split,both,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
ETH,actual,sma120,cross_split,long,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
ETH,actual,sma120,cross_split,short,0,0,0,,0.0,0.0,,0.0,,,,0.0,0,0,,,
ETH,actual,ema120,full,both,339,339,0,0.2743362831858407,-41.84197337823769,84.4424442618434,-0.12342765008329702,-182.91605986009097,-0.5395753978173774,0.8616582411891727,0.9908574190924271,71.20906269069296,4,339,-0.3589478247256016,-0.12342765008329702,0.23552017464230454
ETH,actual,ema120,full,long,168,168,0,0.2619047619047619,-65.10409023716988,0.4585101144390755,-0.3875243466498207,-2469.0472236894666,-14.696709664818256,0.5829553297957925,0.7506242551461179,68.02787538269214,0,168,-0.2761357669743719,-0.3875243466498207,-0.11138857967544873
