event_id,mother_decision_time,baseline_net_bp,baseline_exit_time,baseline_exit_reason,baseline_mfe_r,baseline_hold_minutes,candidate_net_bp,candidate_exit_time,candidate_exit_reason,candidate_mfe_r,candidate_hold_minutes,delta_net_bp,exit_delay_minutes,outcome_transition,partial_fraction,partial_exit_time,realised_partial_gross_return,exit_remaining_fraction,partial_net_contribution_bp,partial_executed
2023-06-12T08:00:00+00:00_L::control0,2023-06-09 09:00:00+00:00,-38.42816393934799,2023-06-09 15:00:00+00:00,transition_colour_exit,1.0247493632773812,360.0,-38.42816393934799,2023-06-09 15:00:00+00:00,transition_colour_exit,1.0247493632773812,360.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-06-12T08:00:00+00:00_L::control1,2023-06-13 11:00:00+00:00,-71.72885522296333,2023-06-13 13:00:00+00:00,hard_stop,2.105732484836062,120.0,-71.72885522296333,2023-06-13 13:00:00+00:00,hard_stop,2.105732484836062,120.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-06-12T08:00:00+00:00_L::control2,2023-06-09 11:00:00+00:00,-34.49302570071476,2023-06-09 15:00:00+00:00,transition_colour_exit,1.1526249148420185,240.0,-34.49302570071476,2023-06-09 15:00:00+00:00,transition_colour_exit,1.1526249148420185,240.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-06-18T14:00:00+00:00_L::control0,2023-06-18 12:00:00+00:00,-10.868027909116655,2023-06-18 13:15:00+00:00,transition_colour_exit,0.902000040831046,75.0,-10.868027909116655,2023-06-18 13:15:00+00:00,transition_colour_exit,0.902000040831046,75.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-06-18T14:00:00+00:00_L::control1,2023-06-03 13:00:00+00:00,-22.576797776591146,2023-06-03 13:30:00+00:00,transition_colour_exit,0.06006652186713145,30.0,-22.576797776591146,2023-06-03 13:30:00+00:00,transition_colour_exit,0.06006652186713145,30.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-06-18T14:00:00+00:00_L::control2,2023-06-09 14:00:00+00:00,-37.11679585593262,2023-06-09 15:00:00+00:00,transition_colour_exit,0.6970232309326859,60.0,-37.11679585593262,2023-06-09 15:00:00+00:00,transition_colour_exit,0.6970232309326859,60.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-02T17:00:00+00:00_S::control0,2023-07-27 18:00:00+00:00,-25.098008355259864,2023-07-28 00:30:00+00:00,transition_colour_exit,1.226281715170498,390.0,-25.098008355259864,2023-07-28 00:30:00+00:00,transition_colour_exit,1.226281715170498,390.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-02T17:00:00+00:00_S::control1,2023-07-04 20:00:00+00:00,-64.69099046570557,2023-07-05 02:30:00+00:00,transition_colour_exit,0.15605584499931807,390.0,-64.69099046570557,2023-07-05 02:30:00+00:00,transition_colour_exit,0.15605584499931807,390.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-02T17:00:00+00:00_S::control2,2023-07-08 21:00:00+00:00,-43.84624313881645,2023-07-08 23:00:00+00:00,transition_colour_exit,0.08671636926612236,120.0,-43.84624313881645,2023-07-08 23:00:00+00:00,transition_colour_exit,0.08671636926612236,120.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-13T13:00:00+00:00_L::control0,2023-07-31 12:00:00+00:00,-19.353959041004103,2023-07-31 12:30:00+00:00,transition_colour_exit,0.05803236700630599,30.0,-19.353959041004103,2023-07-31 12:30:00+00:00,transition_colour_exit,0.05803236700630599,30.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-13T13:00:00+00:00_L::control1,2023-07-09 15:00:00+00:00,-36.97848842001193,2023-07-09 17:15:00+00:00,transition_colour_exit,0.472636783775361,135.0,-36.97848842001193,2023-07-09 17:15:00+00:00,transition_colour_exit,0.472636783775361,135.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-13T13:00:00+00:00_L::control2,2023-07-27 12:00:00+00:00,-35.07963402236579,2023-07-27 13:30:00+00:00,transition_colour_exit,0.0007610189055406395,90.0,-35.07963402236579,2023-07-27 13:30:00+00:00,transition_colour_exit,0.0007610189055406395,90.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-17T22:00:00+00:00_S::control0,2023-07-31 22:00:00+00:00,-17.742879811770678,2023-08-01 00:00:00+00:00,transition_colour_exit,0.5625886920427658,120.0,-17.742879811770678,2023-08-01 00:00:00+00:00,transition_colour_exit,0.5625886920427658,120.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-17T22:00:00+00:00_S::control1,2023-07-12 23:00:00+00:00,-19.242608850279492,2023-07-13 06:30:00+00:00,transition_colour_exit,0.7293900690851242,450.0,-19.242608850279492,2023-07-13 06:30:00+00:00,transition_colour_exit,0.7293900690851242,450.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-17T22:00:00+00:00_S::control2,2023-07-07 22:00:00+00:00,-14.28901543286341,2023-07-08 01:45:00+00:00,transition_colour_exit,0.20081339582154137,225.0,-14.28901543286341,2023-07-08 01:45:00+00:00,transition_colour_exit,0.20081339582154137,225.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-18T02:00:00+00:00_S::control0,2023-07-25 01:00:00+00:00,-36.69454816514593,2023-07-25 02:45:00+00:00,transition_colour_exit,0.6422630243648779,105.0,-36.69454816514593,2023-07-25 02:45:00+00:00,transition_colour_exit,0.6422630243648779,105.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-18T02:00:00+00:00_S::control1,2023-07-21 01:00:00+00:00,-56.28726056538634,2023-07-21 01:25:00+00:00,hard_stop,0.27291350660453445,25.0,-56.28726056538634,2023-07-21 01:25:00+00:00,hard_stop,0.27291350660453445,25.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-18T02:00:00+00:00_S::control2,2023-07-25 02:00:00+00:00,-45.75210589651045,2023-07-25 02:45:00+00:00,transition_colour_exit,0.19231914172887732,45.0,-45.75210589651045,2023-07-25 02:45:00+00:00,transition_colour_exit,0.19231914172887732,45.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-19T14:00:00+00:00_S::control0,2023-07-19 17:00:00+00:00,-41.80222837499857,2023-07-19 17:30:00+00:00,transition_colour_exit,0.09668372968542945,30.0,-41.80222837499857,2023-07-19 17:30:00+00:00,transition_colour_exit,0.09668372968542945,30.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-19T14:00:00+00:00_S::control1,2023-07-18 13:00:00+00:00,-97.7409389050976,2023-07-18 14:25:00+00:00,hard_stop,0.4378937011774513,85.0,-97.7409389050976,2023-07-18 14:25:00+00:00,hard_stop,0.4378937011774513,85.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-19T14:00:00+00:00_S::control2,2023-07-18 12:00:00+00:00,-12.538836526911883,2023-07-18 18:45:00+00:00,transition_colour_exit,1.7497957730506122,405.0,-12.538836526911883,2023-07-18 18:45:00+00:00,transition_colour_exit,1.7497957730506122,405.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-23T04:00:00+00:00_L::control0,2023-07-24 00:00:00+00:00,-44.56634908815203,2023-07-24 01:00:00+00:00,transition_colour_exit,0.22775769731462323,60.0,-44.56634908815203,2023-07-24 01:00:00+00:00,transition_colour_exit,0.22775769731462323,60.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-23T04:00:00+00:00_L::control1,2023-07-04 02:00:00+00:00,-59.62546681812063,2023-07-04 04:15:00+00:00,hard_stop,0.3372347883018936,135.0,-59.62546681812063,2023-07-04 04:15:00+00:00,hard_stop,0.3372347883018936,135.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-23T04:00:00+00:00_L::control2,2023-07-09 02:00:00+00:00,-43.61716478915144,2023-07-09 06:05:00+00:00,hard_stop,0.5123388660673435,245.0,-43.61716478915144,2023-07-09 06:05:00+00:00,hard_stop,0.5123388660673435,245.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-24T02:00:00+00:00_S::control0,2023-07-30 03:00:00+00:00,-19.42010001569126,2023-07-30 12:00:00+00:00,transition_colour_exit,2.20678882276154,540.0,-19.42010001569126,2023-07-30 12:00:00+00:00,transition_colour_exit,2.20678882276154,540.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-24T02:00:00+00:00_S::control1,2023-07-30 04:00:00+00:00,-17.885395243503172,2023-07-30 12:00:00+00:00,transition_colour_exit,2.425889448387157,480.0,-17.885395243503172,2023-07-30 12:00:00+00:00,transition_colour_exit,2.425889448387157,480.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-24T02:00:00+00:00_S::control2,2023-07-05 02:00:00+00:00,-34.74432879203791,2023-07-05 02:30:00+00:00,transition_colour_exit,0.0426459081970495,30.0,-34.74432879203791,2023-07-05 02:30:00+00:00,transition_colour_exit,0.0426459081970495,30.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-26T02:00:00+00:00_L::control0,2023-07-29 01:00:00+00:00,-18.124441595110934,2023-07-29 06:45:00+00:00,transition_colour_exit,0.6339190632337157,345.0,-18.124441595110934,2023-07-29 06:45:00+00:00,transition_colour_exit,0.6339190632337157,345.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-26T02:00:00+00:00_L::control1,2023-07-29 03:00:00+00:00,-35.59101167964317,2023-07-29 06:45:00+00:00,transition_colour_exit,0.26599408851646406,225.0,-35.59101167964317,2023-07-29 06:45:00+00:00,transition_colour_exit,0.26599408851646406,225.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-26T02:00:00+00:00_L::control2,2023-07-29 02:00:00+00:00,-35.28510638297953,2023-07-29 06:45:00+00:00,transition_colour_exit,0.26081328251448627,285.0,-35.28510638297953,2023-07-29 06:45:00+00:00,transition_colour_exit,0.26081328251448627,285.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-26T12:00:00+00:00_L::control0,2023-07-31 13:00:00+00:00,-39.471377607186426,2023-07-31 13:35:00+00:00,hard_stop,0.0,35.0,-39.471377607186426,2023-07-31 13:35:00+00:00,hard_stop,0.0,35.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-26T12:00:00+00:00_L::control1,2023-07-01 17:00:00+00:00,-20.45793087206314,2023-07-01 22:45:00+00:00,transition_colour_exit,0.6231927099012509,345.0,-20.45793087206314,2023-07-01 22:45:00+00:00,transition_colour_exit,0.6231927099012509,345.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-26T12:00:00+00:00_L::control2,2023-07-03 13:00:00+00:00,134.29783069646152,2023-07-04 04:30:00+00:00,transition_colour_exit,9.115082554546246,930.0,136.27140760071768,2023-07-04 04:30:00+00:00,transition_colour_exit,9.115082554546246,930.0,1.9735769042561628,0.0,win_to_win,0.5,2023-07-03 20:50:00+00:00,0.007912249225248691,0.5,69.12249225248691,True
2023-07-28T14:00:00+00:00_L::control0,2023-07-16 12:00:00+00:00,-17.72299772299755,2023-07-16 18:45:00+00:00,transition_colour_exit,0.8489302910004491,405.0,-7.773487773488057,2023-07-16 18:45:00+00:00,transition_colour_exit,0.8489302910004491,405.0,9.949509949509494,0.0,loss_to_loss,0.5,2023-07-16 17:45:00+00:00,0.0011088011088010719,0.5,1.0880110880107183,True
2023-07-28T14:00:00+00:00_L::control1,2023-07-23 13:00:00+00:00,-30.058513144572956,2023-07-23 13:15:00+00:00,transition_colour_exit,0.0007234365466576831,15.0,-30.058513144572956,2023-07-23 13:15:00+00:00,transition_colour_exit,0.0007234365466576831,15.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-28T14:00:00+00:00_L::control2,2023-07-23 17:00:00+00:00,-16.962190961349304,2023-07-23 21:45:00+00:00,transition_colour_exit,3.082864370580646,285.0,-4.176686985491989,2023-07-23 21:45:00+00:00,transition_colour_exit,3.082864370580646,285.0,12.785503975857315,0.0,loss_to_loss,0.5,2023-07-23 19:50:00+00:00,0.0014304408495182663,0.5,4.304408495182663,True
2023-07-30T13:00:00+00:00_S::control0,2023-07-15 17:00:00+00:00,-36.01590362718897,2023-07-15 18:45:00+00:00,transition_colour_exit,0.25679733010630734,105.0,-36.01590362718897,2023-07-15 18:45:00+00:00,transition_colour_exit,0.25679733010630734,105.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-30T13:00:00+00:00_S::control1,2023-07-21 12:00:00+00:00,-37.96326763589873,2023-07-21 12:30:00+00:00,transition_colour_exit,0.0009173504543056067,30.0,-37.96326763589873,2023-07-21 12:30:00+00:00,transition_colour_exit,0.0009173504543056067,30.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-07-30T13:00:00+00:00_S::control2,2023-07-25 17:00:00+00:00,-55.482339014127895,2023-07-25 18:40:00+00:00,hard_stop,0.42139791854871356,100.0,-55.482339014127895,2023-07-25 18:40:00+00:00,hard_stop,0.42139791854871356,100.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-08-06T12:00:00+00:00_S::control0,2023-08-13 13:00:00+00:00,-28.329607408150697,2023-08-13 17:25:00+00:00,hard_stop,2.6995057442626345,265.0,-28.329607408150697,2023-08-13 17:25:00+00:00,hard_stop,2.6995057442626345,265.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-08-06T12:00:00+00:00_S::control1,2023-08-13 12:00:00+00:00,-28.27547379893545,2023-08-13 17:25:00+00:00,hard_stop,2.2124756127457292,325.0,-28.27547379893545,2023-08-13 17:25:00+00:00,hard_stop,2.2124756127457292,325.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-08-06T12:00:00+00:00_S::control2,2023-08-06 15:00:00+00:00,-33.3761152061318,2023-08-06 16:50:00+00:00,hard_stop,1.068369507034702,110.0,-33.3761152061318,2023-08-06 16:50:00+00:00,hard_stop,1.068369507034702,110.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-08-11T15:00:00+00:00_S::control0,2023-08-13 15:00:00+00:00,-33.68088787387922,2023-08-13 17:25:00+00:00,hard_stop,1.0128913704605664,145.0,-33.68088787387922,2023-08-13 17:25:00+00:00,hard_stop,1.0128913704605664,145.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-08-11T15:00:00+00:00_S::control1,2023-08-13 14:00:00+00:00,-33.93228800179003,2023-08-13 17:25:00+00:00,hard_stop,1.1019751163943283,205.0,-33.93228800179003,2023-08-13 17:25:00+00:00,hard_stop,1.1019751163943283,205.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-08-11T15:00:00+00:00_S::control2,2023-08-05 17:00:00+00:00,-30.60934862732843,2023-08-05 17:30:00+00:00,transition_colour_exit,0.005250011621264969,30.0,-30.60934862732843,2023-08-05 17:30:00+00:00,transition_colour_exit,0.005250011621264969,30.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-08-12T01:00:00+00:00_S::control0,2023-08-28 04:00:00+00:00,-16.57889679031242,2023-08-28 12:00:00+00:00,transition_colour_exit,3.385790666572128,480.0,-4.681914280222892,2023-08-28 12:00:00+00:00,transition_colour_exit,3.385790666572128,480.0,11.89698251008953,0.0,loss_to_loss,0.5,2023-08-28 10:35:00+00:00,0.0013607534114933317,0.5,3.6075341149333173,True
2023-08-12T01:00:00+00:00_S::control1,2023-08-11 02:00:00+00:00,-22.78397381706652,2023-08-11 06:00:00+00:00,transition_colour_exit,1.3483160480565077,240.0,-22.78397381706652,2023-08-11 06:00:00+00:00,transition_colour_exit,1.3483160480565077,240.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-08-12T01:00:00+00:00_S::control2,2023-08-06 01:00:00+00:00,-23.956512764053954,2023-08-06 02:30:00+00:00,transition_colour_exit,0.7910738791213096,90.0,-23.956512764053954,2023-08-06 02:30:00+00:00,transition_colour_exit,0.7910738791213096,90.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-08-23T10:00:00+00:00_S::control0,2023-08-17 09:00:00+00:00,-43.26534783281931,2023-08-17 09:50:00+00:00,hard_stop,0.5869298666196461,50.0,-43.26534783281931,2023-08-17 09:50:00+00:00,hard_stop,0.5869298666196461,50.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-08-23T10:00:00+00:00_S::control1,2023-08-17 10:00:00+00:00,729.8951048951052,2023-08-18 07:30:00+00:00,transition_colour_exit,67.84748174535002,1290.0,380.94405594405634,2023-08-18 07:30:00+00:00,transition_colour_exit,67.84748174535002,1290.0,-348.95104895104885,0.0,win_to_win,0.5,2023-08-17 15:10:00+00:00,0.002599650349650373,0.5,15.996503496503731,True
2023-08-23T10:00:00+00:00_S::control2,2023-08-17 11:00:00+00:00,713.3057781763152,2023-08-18 07:30:00+00:00,transition_colour_exit,66.85851016273853,1230.0,363.72891329933265,2023-08-18 07:30:00+00:00,transition_colour_exit,66.85851016273853,1230.0,-349.5768648769826,0.0,win_to_win,0.5,2023-08-17 15:10:00+00:00,0.0017076024211175045,0.5,7.076024211175045,True
2023-08-29T06:00:00+00:00_S::control0,2023-08-29 09:00:00+00:00,-40.15434585035392,2023-08-29 11:10:00+00:00,hard_stop,0.7243928912889406,130.0,-40.15434585035392,2023-08-29 11:10:00+00:00,hard_stop,0.7243928912889406,130.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-08-29T06:00:00+00:00_S::control1,2023-08-21 09:00:00+00:00,-24.83471787886325,2023-08-21 12:15:00+00:00,transition_colour_exit,3.042218752520727,195.0,-24.83471787886325,2023-08-21 12:15:00+00:00,transition_colour_exit,3.042218752520727,195.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-08-29T06:00:00+00:00_S::control2,2023-08-31 11:00:00+00:00,-45.540108072650284,2023-08-31 11:25:00+00:00,hard_stop,0.011514346102731101,25.0,-45.540108072650284,2023-08-31 11:25:00+00:00,hard_stop,0.011514346102731101,25.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-08-29T14:00:00+00:00_L::control0,2023-08-08 17:00:00+00:00,-10.319099945208503,2023-08-09 01:00:00+00:00,transition_colour_exit,0.48584549713819913,480.0,16.18572537841258,2023-08-09 01:00:00+00:00,transition_colour_exit,0.48584549713819913,480.0,26.504825323621084,0.0,loss_to_win,0.5,2023-08-08 21:35:00+00:00,0.0031345275351016832,0.5,21.34527535101683,True
2023-08-29T14:00:00+00:00_L::control1,2023-08-23 17:00:00+00:00,-7.648052863302706,2023-08-24 01:30:00+00:00,transition_colour_exit,0.36880482629052563,510.0,12.812227669877236,2023-08-24 01:30:00+00:00,transition_colour_exit,0.36880482629052563,510.0,20.46028053317994,0.0,loss_to_win,0.5,2023-08-23 21:35:00+00:00,0.002663625410152859,0.5,16.63625410152859,True
2023-08-29T14:00:00+00:00_L::control2,2023-08-02 12:00:00+00:00,-156.2101973305907,2023-08-03 02:45:00+00:00,transition_colour_exit,0.04400510688152973,885.0,-156.2101973305907,2023-08-03 02:45:00+00:00,transition_colour_exit,0.04400510688152973,885.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-09-03T17:00:00+00:00_L::control0,2023-09-07 20:00:00+00:00,113.03298197891777,2023-09-08 06:15:00+00:00,transition_colour_exit,7.33444392872183,615.0,99.29693054310464,2023-09-08 06:15:00+00:00,transition_colour_exit,7.33444392872183,615.0,-13.736051435813138,0.0,win_to_win,0.5,2023-09-07 23:35:00+00:00,0.005278043955364575,0.5,42.78043955364575,True
2023-09-03T17:00:00+00:00_L::control1,2023-09-03 20:00:00+00:00,-43.589365011600364,2023-09-03 22:30:00+00:00,hard_stop,2.1171463427383914,150.0,-43.589365011600364,2023-09-03 22:30:00+00:00,hard_stop,2.1171463427383914,150.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-09-03T17:00:00+00:00_L::control2,2023-09-20 18:00:00+00:00,-59.42819393265462,2023-09-20 18:45:00+00:00,hard_stop,0.9474220047046711,45.0,-59.42819393265462,2023-09-20 18:45:00+00:00,hard_stop,0.9474220047046711,45.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-09-06T07:00:00+00:00_S::control0,2023-09-23 06:00:00+00:00,-33.2604510813672,2023-09-23 06:30:00+00:00,transition_colour_exit,0.0,30.0,-33.2604510813672,2023-09-23 06:30:00+00:00,transition_colour_exit,0.0,30.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-09-06T07:00:00+00:00_S::control1,2023-09-23 11:00:00+00:00,-20.60227358277487,2023-09-23 11:45:00+00:00,transition_colour_exit,0.2668469070895567,45.0,-20.60227358277487,2023-09-23 11:45:00+00:00,transition_colour_exit,0.2668469070895567,45.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-09-06T07:00:00+00:00_S::control2,2023-09-09 11:00:00+00:00,-39.850176948321696,2023-09-09 15:10:00+00:00,hard_stop,1.618204846668073,250.0,-39.850176948321696,2023-09-09 15:10:00+00:00,hard_stop,1.618204846668073,250.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-09-15T22:00:00+00:00_L::control0,2023-09-07 19:00:00+00:00,105.13030384927237,2023-09-08 06:15:00+00:00,transition_colour_exit,2.2858000125281612,675.0,91.40496505926411,2023-09-08 06:15:00+00:00,transition_colour_exit,2.2858000125281612,675.0,-13.725338790008252,0.0,win_to_win,0.5,2023-09-07 23:35:00+00:00,0.004883981313462793,0.5,38.83981313462793,True
2023-09-15T22:00:00+00:00_L::control1,2023-09-07 18:00:00+00:00,93.53337935342988,2023-09-08 06:15:00+00:00,transition_colour_exit,2.194889140180655,735.0,79.82376102457668,2023-09-08 06:15:00+00:00,transition_colour_exit,2.194889140180655,735.0,-13.709618328853196,0.0,win_to_win,0.5,2023-09-07 23:35:00+00:00,0.004305707134786174,0.5,33.05707134786174,True
2023-09-15T22:00:00+00:00_L::control2,2023-09-07 21:00:00+00:00,66.53812869950484,2023-09-08 06:15:00+00:00,transition_colour_exit,1.8277759833060516,555.0,52.865104364983054,2023-09-08 06:15:00+00:00,transition_colour_exit,1.8277759833060516,555.0,-13.673024334521784,0.0,win_to_win,0.5,2023-09-07 23:35:00+00:00,0.002959604001523064,0.5,19.59604001523064,True
2023-09-17T07:00:00+00:00_S::control0,2023-09-10 10:00:00+00:00,-33.28289260948079,2023-09-10 20:00:00+00:00,hard_stop,8.48988015950006,600.0,-11.988680087012243,2023-09-10 20:00:00+00:00,hard_stop,8.48988015950006,600.0,21.29421252246855,0.0,loss_to_loss,0.5,2023-09-10 18:25:00+00:00,0.0014652766217728153,0.5,4.652766217728153,True
2023-09-17T07:00:00+00:00_S::control1,2023-09-30 08:00:00+00:00,-41.98834668768024,2023-09-30 11:20:00+00:00,hard_stop,0.21447247639880695,200.0,-41.98834668768024,2023-09-30 11:20:00+00:00,hard_stop,0.21447247639880695,200.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-09-17T07:00:00+00:00_S::control2,2023-09-10 11:00:00+00:00,-33.05384590958969,2023-09-10 13:55:00+00:00,hard_stop,0.9055442343678037,175.0,-33.05384590958969,2023-09-10 13:55:00+00:00,hard_stop,0.9055442343678037,175.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-09-17T16:00:00+00:00_S::control0,2023-09-10 13:00:00+00:00,-32.51020968431549,2023-09-10 13:55:00+00:00,hard_stop,1.11195519769192,55.0,-32.51020968431549,2023-09-10 13:55:00+00:00,hard_stop,1.11195519769192,55.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-09-17T16:00:00+00:00_S::control1,2023-09-22 17:00:00+00:00,-25.075302450430197,2023-09-22 19:15:00+00:00,transition_colour_exit,1.2509832357389343,135.0,-25.075302450430197,2023-09-22 19:15:00+00:00,transition_colour_exit,1.2509832357389343,135.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-09-17T16:00:00+00:00_S::control2,2023-09-10 15:00:00+00:00,-33.770115972131514,2023-09-10 20:00:00+00:00,hard_stop,6.621122002985995,300.0,-33.770115972131514,2023-09-10 20:00:00+00:00,hard_stop,6.621122002985995,300.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-09-26T20:00:00+00:00_S::control0,2023-09-04 21:00:00+00:00,12.328629227403871,2023-09-05 08:15:00+00:00,transition_colour_exit,2.534049763687912,675.0,18.736279691038433,2023-09-05 08:15:00+00:00,transition_colour_exit,2.534049763687912,675.0,6.407650463634562,0.0,win_to_win,0.5,2023-09-05 04:20:00+00:00,0.0022571965077336498,0.5,12.571965077336497,True
2023-09-26T20:00:00+00:00_S::control1,2023-09-15 19:00:00+00:00,-45.123339658443825,2023-09-15 19:45:00+00:00,transition_colour_exit,0.06630462337606752,45.0,-45.123339658443825,2023-09-15 19:45:00+00:00,transition_colour_exit,0.06630462337606752,45.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-09-26T20:00:00+00:00_S::control2,2023-09-26 19:00:00+00:00,-44.44511498753022,2023-09-26 19:45:00+00:00,transition_colour_exit,0.09631732647092521,45.0,-44.44511498753022,2023-09-26 19:45:00+00:00,transition_colour_exit,0.09631732647092521,45.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-10-06T09:00:00+00:00_L::control0,2023-10-28 09:00:00+00:00,-62.97338973748399,2023-10-28 12:50:00+00:00,hard_stop,3.1773499165284713,230.0,-62.97338973748399,2023-10-28 12:50:00+00:00,hard_stop,3.1773499165284713,230.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-10-06T09:00:00+00:00_L::control1,2023-10-05 09:00:00+00:00,-58.53195675702747,2023-10-05 15:35:00+00:00,hard_stop,4.5221922889668384,395.0,-28.886269082705734,2023-10-05 15:35:00+00:00,hard_stop,4.5221922889668384,395.0,29.64568767432174,0.0,loss_to_loss,0.5,2023-10-05 12:20:00+00:00,0.0010379709295808004,0.5,0.3797092958080037,True
2023-10-06T09:00:00+00:00_L::control2,2023-10-05 11:00:00+00:00,-57.26552805780492,2023-10-05 15:35:00+00:00,hard_stop,3.7714485561646782,275.0,-57.26552805780492,2023-10-05 15:35:00+00:00,hard_stop,3.7714485561646782,275.0,0.0,0.0,loss_to_loss,0.0,,0.0,1.0,0.0,False
2023-10-06T12:00:00+00:00_S::control0,2023-10-27 17:00:00+00:00,-12.529998110354361,2023-10-27 23:30:00+00:00,transition_colour_exit,0.6813355809680253,390.0,10.63291288737835,2023-10-27 23:30:00+00:00,transition_colour_exit,0.6813355809680253,390.0,23.16291099773271,0.0,loss_to_win,0.5,2023-10-27 19:50:00+00:00,0.002689791194255553,0.5,16.89791194255553,True
