group,n,known,old_mean_net_bp,new_mean_net_bp,mean_delta_bp,sum_delta_event_bp
loss_to_loss,178,178,-69.7982798272342,-66.86287182070271,2.9354080065314934,522.5026251626058
loss_to_win,9,9,-9.86046581053808,22.044213079327236,31.90467888986532,287.1421100087879
win_to_win,64,64,130.16539840084346,123.27376449696247,-6.891633903881,-441.064569848384
