task_id,event_id,repeat_group,is_blind_repeat,candidate_time,future_end,source,source_score,v10_conf,v10_prebox_visible,review_image_rel,shape_label,outcome_label,outcome_return_1h,outcome_return_3h,outcome_max_drop_3h,outcome_max_rebound_3h
1,eth3m_0039,,False,2026-03-21T23:57:00+00:00,2026-03-22T02:57:00+00:00,v10,0.4178955554962158,0.4178955554962158,False,review_images/task_001.jpg,,,0.001334350895887182,0.008442889301673695,0.01764895051862081,0.012047556649915414
2,eth3m_0049,,False,2026-03-24T08:30:00+00:00,2026-03-24T11:30:00+00:00,random,,,False,review_images/task_002.jpg,,,-0.00033862453497113254,0.003135755967677456,0.004680440490217097,0.0048799042573917095
3,eth3m_0082,,False,2026-03-29T22:30:00+00:00,2026-03-30T01:30:00+00:00,downside,1.830318278602509,,False,review_images/task_003.jpg,,,-0.00655815027045481,0.007646993888426046,0.028570855118568605,0.0158258653045249
4,eth3m_0189,,False,2026-05-01T22:54:00+00:00,2026-05-02T01:54:00+00:00,numeric,56.225301365648505,,False,review_images/task_004.jpg,,,0.0005146702838974004,0.001727198579859035,0.0022811233769349792,0.0030749368656579623
5,eth3m_0199,,False,2026-05-02T15:12:00+00:00,2026-05-02T18:12:00+00:00,downside,0.4648475260496055,,False,review_images/task_005.jpg,,,0.001421926276590657,-0.0006892874328595644,0.002015840605532504,0.0026661117686075375
6,eth3m_0016,,False,2026-03-18T01:30:00+00:00,2026-03-18T04:30:00+00:00,random,,,False,review_images/task_006.jpg,,,0.0006138498257179936,-0.00021034015007115325,0.0032452480296708552,0.008344923504867818
7,eth3m_0040,eth3m_0040,True,2026-03-22T07:27:00+00:00,2026-03-22T10:27:00+00:00,downside,1.8139584856473199,,False,review_images/task_007.jpg,,,-0.01596382544068775,-0.013063035307166126,0.017693871843850295,4.2658678434115416e-05
8,eth3m_0097,,False,2026-04-04T12:57:00+00:00,2026-04-04T15:57:00+00:00,v10,0.08514927327632904,0.08514927327632904,True,review_images/task_008.jpg,,,0.001463914507392694,0.0028839115795635806,0.0030742204655248573,0.00605572634558138
9,eth3m_0002,,False,2026-03-14T04:48:00+00:00,2026-03-14T07:48:00+00:00,downside,1.8124731070979447,,False,review_images/task_009.jpg,,,-0.006534580008179969,-0.011632884061141602,0.016954714504484603,0.00035669104848135014
10,eth3m_0129,,False,2026-04-15T23:48:00+00:00,2026-04-16T02:48:00+00:00,random,,,False,review_images/task_010.jpg,,,0.0011366142466961993,0.00014419732980464062,0.0067136580317912475,0.004571903574397185
11,eth3m_0179,,False,2026-05-01T06:33:00+00:00,2026-05-01T09:33:00+00:00,downside,0.8349851690020356,,False,review_images/task_011.jpg,,,-0.004259174954475475,-0.0012650581313908837,0.0059269505532987266,0.0014970584115423513
12,eth3m_0184,,False,2026-05-01T15:45:00+00:00,2026-05-01T18:45:00+00:00,downside,0.4673069026979813,,False,review_images/task_012.jpg,,,-0.0057644988172614875,-0.0031741501364364044,0.0068326392582692685,0.0003935254256346443
13,eth3m_0157,,False,2026-04-24T16:39:00+00:00,2026-04-24T19:39:00+00:00,numeric,75.04999913543172,,False,review_images/task_013.jpg,,,0.001030454698960126,0.005230207043460888,0.0008919061680073836,0.006425188122927139
14,eth3m_0208,,False,2026-05-03T06:09:00+00:00,2026-05-03T09:09:00+00:00,numeric,63.18814532811275,,False,review_images/task_014.jpg,,,0.002672483845595597,0.0029636324921891166,0.001186322097313175,0.005353658695567143
15,eth3m_0188,,False,2026-05-01T21:54:00+00:00,2026-05-02T00:54:00+00:00,random,,,False,review_images/task_015.jpg,,,0.0008905613592411488,0.0025712776499655643,0.0013925934980290045,0.0033570670845901596
16,eth3m_0091,,False,2026-04-02T18:06:00+00:00,2026-04-02T21:06:00+00:00,v10,0.3986086845397949,0.3986086845397949,False,review_images/task_016.jpg,,,0.006518037150854417,0.009943432049952072,0.00017616316623925155,0.014406232261347851
17,eth3m_0037,,False,2026-03-21T19:48:00+00:00,2026-03-21T22:48:00+00:00,numeric,68.78579881458927,,False,review_images/task_017.jpg,,,0.0021681275938436606,-8.374741778804928e-05,0.0005210950440140971,0.0032289282191577673
18,eth3m_0061,eth3m_0061,True,2026-03-27T03:06:00+00:00,2026-03-27T06:06:00+00:00,numeric,66.69663889699623,,False,review_images/task_018.jpg,,,-0.007807796142715651,0.0003593140015925034,0.008487579388971933,0.003418338609746163
19,eth3m_0015,,False,2026-03-17T23:21:00+00:00,2026-03-18T02:21:00+00:00,numeric,77.78305296052335,,False,review_images/task_019.jpg,,,-0.007153100392432887,0.000832954067306213,0.00990099009900991,0.0025503851339168104
20,eth3m_0112,eth3m_0112,True,2026-04-08T14:51:00+00:00,2026-04-08T17:51:00+00:00,v10,0.8566962480545044,0.8566962480545044,True,review_images/task_020.jpg,,,0.00886876507576062,0.01739554692237877,0.003155365260887666,0.020883775859631637
21,eth3m_0167,,False,2026-04-27T12:21:00+00:00,2026-04-27T15:21:00+00:00,downside,3.035369803817969,,False,review_images/task_021.jpg,,,-0.00039295615300261044,-0.020135764191762662,0.02268350188705326,0.005708659717244213
22,eth3m_0170,,False,2026-04-27T22:54:00+00:00,2026-04-28T01:54:00+00:00,random,,,False,review_images/task_022.jpg,,,0.004400502416133101,0.0026123894422831473,0.0013912391186784445,0.007444655722833593
23,eth3m_0197,,False,2026-05-02T11:21:00+00:00,2026-05-02T14:21:00+00:00,downside,0.5494746853571368,,False,review_images/task_023.jpg,,,-0.0008333333333333526,4.340277777781232e-05,0.002213541666666652,0.003467881944444251
24,eth3m_0006,,False,2026-03-15T00:57:00+00:00,2026-03-15T03:57:00+00:00,random,,,False,review_images/task_024.jpg,,,0.0002156494402700826,0.004169222511884785,0.002137325563563719,0.01028887440576609
25,eth3m_0010,,False,2026-03-15T13:24:00+00:00,2026-03-15T16:24:00+00:00,v10,0.5834092497825623,0.5834092497825623,True,review_images/task_025.jpg,,,-0.0021514917327378758,-0.002571294997662399,0.005342950644493305,0.0012689507780674347
26,eth3m_0150,,False,2026-04-22T23:18:00+00:00,2026-04-23T02:18:00+00:00,numeric,74.89417506187763,,False,review_images/task_026.jpg,,,-0.012144294937649791,-0.014198969321873922,0.02173277539736229,0.0
27,eth3m_0079,,False,2026-03-29T18:00:00+00:00,2026-03-29T21:00:00+00:00,numeric,66.9528189204537,,False,review_images/task_027.jpg,,,0.0016508936904751081,0.004777054083076715,0.0011842276928635265,0.008068805636121112
28,eth3m_0051,,False,2026-03-25T03:24:00+00:00,2026-03-25T06:24:00+00:00,v10,0.06308876723051071,0.06308876723051071,True,review_images/task_028.jpg,,,0.004772270596115069,0.009377093101138545,0.0003348961821836305,0.013805164843342821
29,eth3m_0211,,False,2026-05-03T11:51:00+00:00,2026-05-03T14:51:00+00:00,random,,,False,review_images/task_029.jpg,,,0.0015640147353455092,0.0028565888967879705,0.0010556022318446434,0.004834227363795129
30,eth3m_0021,,False,2026-03-18T12:27:00+00:00,2026-03-18T15:27:00+00:00,downside,1.526647949084462,,False,review_images/task_030.jpg,,,-0.010867019325528915,-0.0357431688917762,0.04178874938682431,0.0
31,eth3m_0052,,False,2026-03-25T07:21:00+00:00,2026-03-25T10:21:00+00:00,random,,,False,review_images/task_031.jpg,,,-0.00017517332939964714,0.006333898805133353,0.005199881988493971,0.009408651718542549
32,eth3m_0026,,False,2026-03-20T03:03:00+00:00,2026-03-20T06:03:00+00:00,numeric,70.49658547670607,,False,review_images/task_032.jpg,,,0.0030285804810317174,-0.0032009766007212725,0.004761860387099137,0.00579157775065009
33,eth3m_0086,,False,2026-03-30T23:03:00+00:00,2026-03-31T02:03:00+00:00,v10,0.6599928140640259,0.6599928140640259,True,review_images/task_033.jpg,,,0.004793078099855075,0.029652514255061213,0.00036755210299410646,0.03902012596109916
34,eth3m_0186,,False,2026-05-01T19:06:00+00:00,2026-05-01T22:06:00+00:00,numeric,52.174087870856084,,False,review_images/task_034.jpg,,,-0.0014047562271021219,-0.005501961889483709,0.01259077803550912,0.0002991610483644713
35,eth3m_0099,,False,2026-04-04T20:51:00+00:00,2026-04-04T23:51:00+00:00,random,,,False,review_images/task_035.jpg,,,0.0038710052971651088,0.0012466771445758251,0.00025224595921380377,0.004841182063372029
36,eth3m_0152,eth3m_0152,True,2026-04-23T01:21:00+00:00,2026-04-23T04:21:00+00:00,random,,,False,review_images/task_036.jpg,,,-0.00033036988720824834,-0.007763692349395779,0.013070788101601338,0.003341818474453584
37,eth3m_0056,,False,2026-03-26T05:48:00+00:00,2026-03-26T08:48:00+00:00,v10,0.8180251121520996,0.8180251121520996,False,review_images/task_037.jpg,,,-0.0018208337254163043,-0.003105297826291431,0.006732850287004766,0.0004987296508891514
38,eth3m_0159,,False,2026-04-25T07:00:00+00:00,2026-04-25T10:00:00+00:00,numeric,76.82236898864882,,False,review_images/task_038.jpg,,,0.0008212345316152003,0.0025631161960415483,0.0001685691933317468,0.003574531356031141
39,eth3m_0062,,False,2026-03-27T05:30:00+00:00,2026-03-27T08:30:00+00:00,random,,,False,review_images/task_039.jpg,,,0.0035010770674588354,-5.348867741961083e-05,0.0016921872492717815,0.008013576398850253
40,eth3m_0192,eth3m_0192,True,2026-05-02T03:33:00+00:00,2026-05-02T06:33:00+00:00,downside,0.5526589525188464,,False,review_images/task_040.jpg,,,-0.0011103641213594528,-0.0032139836481535067,0.004463143284682558,0.00016048231441523342
41,eth3m_0164,,False,2026-04-26T14:30:00+00:00,2026-04-26T17:30:00+00:00,random,,,False,review_images/task_041.jpg,,,8.526203153835787e-05,-0.0006224128302305676,0.002843488751806511,0.0015176641613838804
42,eth3m_0107,eth3m_0107,True,2026-04-06T20:09:00+00:00,2026-04-06T23:09:00+00:00,random,,,False,review_images/task_042.jpg,,,0.0012740339742394191,-0.021261900317341986,0.02650737352996091,0.0054321448571961195
43,eth3m_0178,,False,2026-05-01T05:33:00+00:00,2026-05-01T08:33:00+00:00,downside,0.5532078317649035,,False,review_images/task_043.jpg,,,0.001253495323498166,0.0009949071273920307,0.004680884634601701,0.0027524302907584453
44,eth3m_0048,,False,2026-03-24T04:33:00+00:00,2026-03-24T07:33:00+00:00,v10,0.05580110475420952,0.05580110475420952,True,review_images/task_044.jpg,,,-0.0010307491203492836,0.008803534532438206,0.002984487225738741,0.014931806575242401
45,eth3m_0209,,False,2026-05-03T08:06:00+00:00,2026-05-03T11:06:00+00:00,random,,,False,review_images/task_045.jpg,,,-0.0014363527024628953,0.0002768872679448364,0.0022280772342421207,0.004447501741361437
46,eth3m_0058,,False,2026-03-26T08:09:00+00:00,2026-03-26T11:09:00+00:00,downside,2.0716497770324573,,False,review_images/task_046.jpg,,,3.773727310463215e-05,-0.023755613419374377,0.028293520510207948,0.0008396543265782874
47,eth3m_0011,,False,2026-03-16T05:09:00+00:00,2026-03-16T08:09:00+00:00,random,,,False,review_images/task_047.jpg,,,-0.000988569663268546,-0.0036321108610265496,0.009488503464407105,0.009753298909925379
48,eth3m_0124,,False,2026-04-14T10:42:00+00:00,2026-04-14T13:42:00+00:00,random,,,False,review_images/task_048.jpg,,,-0.0015369780064764527,0.0055625971138499875,0.0034234606007268464,0.008341790221451095
49,eth3m_0137,,False,2026-04-17T19:03:00+00:00,2026-04-17T22:03:00+00:00,random,,,False,review_images/task_049.jpg,,,0.0065210020096428956,0.0046354110670956405,0.0010957929819628287,0.006595433231059156
50,eth3m_0114,,False,2026-04-08T22:24:00+00:00,2026-04-09T01:24:00+00:00,v10,0.40048620104789734,0.40048620104789734,True,review_images/task_050.jpg,,,-0.007037259287545727,-0.013697197825177643,0.018056843598276084,0.0005273398432528165
51,eth3m_0110,,False,2026-04-07T19:51:00+00:00,2026-04-07T22:51:00+00:00,random,,,False,review_images/task_051.jpg,,,-0.00040719696969704344,0.03917613636363626,0.0016477272727273284,0.04046401515151521
52,eth3m_0005,,False,2026-03-14T23:18:00+00:00,2026-03-15T02:18:00+00:00,v10,0.06334088742733002,0.06334088742733002,True,review_images/task_052.jpg,,,-0.0014723034857262451,0.0009799422551102221,0.004636799938813274,0.003365265110231608
53,eth3m_0191,,False,2026-05-02T02:24:00+00:00,2026-05-02T05:24:00+00:00,random,,,False,review_images/task_053.jpg,,,0.004061373807625168,0.0014031785043513434,0.00023967334701657794,0.0057042256589927565
54,eth3m_0044,,False,2026-03-22T18:21:00+00:00,2026-03-22T21:21:00+00:00,v10,0.07961887121200562,0.07961887121200562,False,review_images/task_054.jpg,,,-0.007785492118212445,-0.021502787755062758,0.02548942193804349,0.001054435852744895
55,eth3m_0173,,False,2026-04-29T12:15:00+00:00,2026-04-29T15:15:00+00:00,v10,0.3744479715824127,0.3744479715824127,True,review_images/task_055.jpg,,,-0.0031874020089247557,-0.01399011043917231,0.017423028548784414,0.0003359694009408276
56,eth3m_0136,,False,2026-04-17T01:39:00+00:00,2026-04-17T04:39:00+00:00,v10,0.40506863594055176,0.40506863594055176,False,review_images/task_056.jpg,,,0.0016156130091222742,0.001985141516527733,0.0022472489461992096,0.005517146552427965
57,eth3m_0149,,False,2026-04-22T21:27:00+00:00,2026-04-23T00:27:00+00:00,numeric,73.85943795270475,,False,review_images/task_057.jpg,,,0.00014192627347520137,-0.009684381013604138,0.02216971877726348,0.003919669729212982
58,eth3m_0108,,False,2026-04-06T21:33:00+00:00,2026-04-07T00:33:00+00:00,downside,3.1979068589168125,,False,review_images/task_058.jpg,,,-0.006190145214182707,-0.015300434289766018,0.026929697303298417,0.0
59,eth3m_0163,eth3m_0163,True,2026-04-26T03:21:00+00:00,2026-04-26T06:21:00+00:00,numeric,79.14916587301468,,False,review_images/task_059.jpg,,,-0.0018704103671706163,0.005261339092872408,0.0040475161987040265,0.009827213822894088
60,eth3m_0198,,False,2026-05-02T12:21:00+00:00,2026-05-02T15:21:00+00:00,numeric,77.31832516811136,,False,review_images/task_060.jpg,,,0.0023630803447316495,0.0016246177370031756,0.00010425354462040293,0.004304802613288805
61,eth3m_0096,,False,2026-04-04T08:42:00+00:00,2026-04-04T11:42:00+00:00,numeric,77.62796327968822,,False,review_images/task_061.jpg,,,-0.001077675536765299,-2.438179947439334e-05,0.002009060276684682,0.0018286349605747265
