task_id,event_id,repeat_group,is_blind_repeat,candidate_time,future_end,source,source_score,v10_conf,v10_prebox_visible,review_image_rel,shape_label,outcome_label,outcome_return_1h,outcome_return_3h,outcome_max_drop_3h,outcome_max_rebound_3h
62,eth3m_0063,,False,2026-03-27T08:33:00+00:00,2026-03-27T11:33:00+00:00,v10,0.6578639149665833,0.6578639149665833,False,review_images/task_062.jpg,,,-0.001704759160027547,-0.02623082145944966,0.03428568637316154,0.002667044416547526
63,eth3m_0075,,False,2026-03-29T07:00:00+00:00,2026-03-29T10:00:00+00:00,numeric,63.43380031468539,,False,review_images/task_063.jpg,,,0.0017346530693860274,-0.0013997200559888734,0.004014197160567945,0.004269146170765792
64,eth3m_0142,,False,2026-04-19T04:42:00+00:00,2026-04-19T07:42:00+00:00,v10,0.5673863887786865,0.5673863887786865,False,review_images/task_064.jpg,,,0.0033302108130870423,-0.0056678039515637435,0.013754844919602216,0.004460333966431529
65,eth3m_0038,,False,2026-03-21T22:03:00+00:00,2026-03-22T01:03:00+00:00,numeric,76.23744354323017,,False,review_images/task_065.jpg,,,-0.0019759446177592954,-0.02953223579295816,0.048459460590365655,0.0006973922180326664
66,eth3m_0107,,False,2026-04-06T20:09:00+00:00,2026-04-06T23:09:00+00:00,random,,,False,review_images/task_066.jpg,,,0.0012740339742394191,-0.021261900317341986,0.02650737352996091,0.0054321448571961195
67,eth3m_0130,,False,2026-04-16T01:15:00+00:00,2026-04-16T04:15:00+00:00,v10,0.09256117790937424,0.09256117790937424,False,review_images/task_067.jpg,,,0.0007280375343794443,0.004057425557097538,0.0007280375343795553,0.008463968528342303
68,eth3m_0054,,False,2026-03-26T00:48:00+00:00,2026-03-26T03:48:00+00:00,numeric,77.24739399064742,,False,review_images/task_068.jpg,,,-0.003235500165923111,-0.009167250470115351,0.01254101987389844,0.0
69,eth3m_0029,,False,2026-03-20T12:33:00+00:00,2026-03-20T15:33:00+00:00,v10,0.196394145488739,0.196394145488739,True,review_images/task_069.jpg,,,-0.0058463941779268724,-0.003180438432792254,0.010790105094781843,0.006711660516260043
70,eth3m_0212,,False,2026-05-03T13:09:00+00:00,2026-05-03T16:09:00+00:00,downside,0.390970907631415,,False,review_images/task_070.jpg,,,-0.001143235356057537,-0.0009197457375801354,0.003266386731593185,0.002677577544450749
71,eth3m_0094,,False,2026-04-03T19:15:00+00:00,2026-04-03T22:15:00+00:00,random,,,False,review_images/task_071.jpg,,,0.0022952468855452768,0.00338426828017635,0.00021487417651910867,0.006797837584423538
72,eth3m_0174,,False,2026-04-30T02:33:00+00:00,2026-04-30T05:33:00+00:00,v10,0.784205973148346,0.784205973148346,False,review_images/task_072.jpg,,,0.0017190088533409753,0.0005744874147175505,0.006724620125763692,0.004684967133975704
73,eth3m_0147,,False,2026-04-21T22:18:00+00:00,2026-04-22T01:18:00+00:00,numeric,77.73212666677672,,False,review_images/task_073.jpg,,,0.0034394926531744474,0.004674071250346579,0.0036734128084280337,0.009183532021070029
74,eth3m_0213,,False,2026-05-03T15:06:00+00:00,2026-05-03T18:06:00+00:00,random,,,False,review_images/task_074.jpg,,,-0.0014819587628864817,0.000489690721649394,0.003148625429553187,0.0030025773195876404
75,eth3m_0125,,False,2026-04-14T14:54:00+00:00,2026-04-14T17:54:00+00:00,v10,0.8074383735656738,0.8074383735656738,True,review_images/task_075.jpg,,,0.002235914374642878,-0.010785746045861577,0.016697368142454816,0.004272798492451768
76,eth3m_0156,eth3m_0156,True,2026-04-24T02:39:00+00:00,2026-04-24T05:39:00+00:00,numeric,74.81449765501092,,False,review_images/task_076.jpg,,,-0.010297448416058175,-0.008178649555825701,0.012287314282767303,0.0010701438462432655
77,eth3m_0190,,False,2026-05-02T00:24:00+00:00,2026-05-02T03:24:00+00:00,random,,,False,review_images/task_077.jpg,,,0.0004051510821454496,0.003777053636775607,0.001006343010490296,0.005419440281601906
78,eth3m_0128,,False,2026-04-15T18:15:00+00:00,2026-04-15T21:15:00+00:00,random,,,False,review_images/task_078.jpg,,,0.005008354343195354,-0.0008800758480828064,0.002465913004289888,0.014047200976161411
79,eth3m_0043,,False,2026-03-22T15:39:00+00:00,2026-03-22T18:39:00+00:00,random,,,False,review_images/task_079.jpg,,,0.0006215579422095274,-0.005170012961169479,0.009694376587020437,0.003907623962263296
80,eth3m_0214,,False,2026-05-03T16:24:00+00:00,2026-05-03T19:24:00+00:00,numeric,48.358739266058215,,False,review_images/task_080.jpg,,,0.0027766554626182938,0.0006275413274647867,0.0015215728076886093,0.003632002888409369
81,eth3m_0138,,False,2026-04-17T23:21:00+00:00,2026-04-18T02:21:00+00:00,v10,0.2247038185596466,0.2247038185596466,False,review_images/task_081.jpg,,,-0.00047555640098895235,0.00180297905070681,0.0046356410913810375,0.0034570882715385665
82,eth3m_0040,,False,2026-03-22T07:27:00+00:00,2026-03-22T10:27:00+00:00,downside,1.8139584856473199,,False,review_images/task_082.jpg,,,-0.01596382544068775,-0.013063035307166126,0.017693871843850295,4.2658678434115416e-05
83,eth3m_0031,,False,2026-03-21T04:15:00+00:00,2026-03-21T07:15:00+00:00,random,,,False,review_images/task_083.jpg,,,-0.0005242646376543147,-0.0002783706040642153,0.003140948315857872,0.0008397513222604402
84,eth3m_0181,,False,2026-05-01T11:00:00+00:00,2026-05-01T14:00:00+00:00,numeric,64.14699772894417,,False,review_images/task_084.jpg,,,0.002142922876687825,0.0154605969508268,0.0006222802627599,0.018523793455539783
85,eth3m_0201,,False,2026-05-02T18:21:00+00:00,2026-05-02T21:21:00+00:00,numeric,74.66946373723916,,False,review_images/task_085.jpg,,,0.0007712839711591091,0.0015425679423184402,0.0003943080976152036,0.0017158901830283124
86,eth3m_0001,,False,2026-03-13T22:12:00+00:00,2026-03-14T01:12:00+00:00,v10,0.17077919840812683,0.17077919840812683,True,review_images/task_086.jpg,,,-0.0010425583808783,-0.002027728227029124,0.006733588074662622,0.0015494904376351926
87,eth3m_0143,,False,2026-04-19T18:36:00+00:00,2026-04-19T21:36:00+00:00,random,,,False,review_images/task_087.jpg,,,0.0018230824923020084,-0.002041154560759373,0.00937273750228984,0.005067994870944892
88,eth3m_0059,,False,2026-03-26T09:27:00+00:00,2026-03-26T12:27:00+00:00,downside,2.0834188081392715,,False,review_images/task_088.jpg,,,-0.016188937087125543,-0.021523820324534926,0.02661298706208126,0.0
89,eth3m_0160,,False,2026-04-25T20:30:00+00:00,2026-04-25T23:30:00+00:00,random,,,False,review_images/task_089.jpg,,,0.0016143691841592478,0.003380220731443284,0.000216403375892682,0.003968837913871592
90,eth3m_0030,,False,2026-03-20T17:36:00+00:00,2026-03-20T20:36:00+00:00,random,,,False,review_images/task_090.jpg,,,-0.0028795934691574487,0.0011527784312801437,0.004300569331388671,0.006446148778995742
91,eth3m_0158,,False,2026-04-25T04:51:00+00:00,2026-04-25T07:51:00+00:00,numeric,79.96942796842308,,False,review_images/task_091.jpg,,,-0.0006347205070854622,-0.00030656568709575005,0.0016753167125795887,0.0002763409010440032
92,eth3m_0151,,False,2026-04-23T00:21:00+00:00,2026-04-23T03:21:00+00:00,v10,0.7036247253417969,0.7036247253417969,True,review_images/task_092.jpg,,,-0.0019403275306690837,-0.011777238563058567,0.012741061388750308,0.007021533831026661
93,eth3m_0025,,False,2026-03-20T00:09:00+00:00,2026-03-20T03:09:00+00:00,numeric,70.14518922601052,,False,review_images/task_093.jpg,,,0.0023838625103798083,0.000625122458690619,0.005868686962931191,0.007473478946435463
94,eth3m_0182,,False,2026-05-01T13:09:00+00:00,2026-05-01T16:09:00+00:00,downside,0.3668294722585414,,False,review_images/task_094.jpg,,,0.003405481657132503,-0.0019731888635989847,0.006209486884352078,0.006066690321854695
95,eth3m_0122,,False,2026-04-12T10:33:00+00:00,2026-04-12T13:33:00+00:00,downside,2.1780563233636436,,False,review_images/task_095.jpg,,,-0.004812580492103091,-0.00847285297905509,0.012481077295013354,2.7113129533073987e-05
96,eth3m_0085,,False,2026-03-30T17:30:00+00:00,2026-03-30T20:30:00+00:00,v10,0.813788652420044,0.813788652420044,False,review_images/task_096.jpg,,,-0.0018069863592171664,-0.006049476072161553,0.01204984925412711,0.006506132950985455
97,eth3m_0146,,False,2026-04-21T02:39:00+00:00,2026-04-21T05:39:00+00:00,random,,,False,review_images/task_097.jpg,,,-0.002787987410764914,0.002052028001090944,0.005588962340523973,0.004316185479088075
98,eth3m_0039,eth3m_0039,True,2026-03-21T23:57:00+00:00,2026-03-22T02:57:00+00:00,v10,0.4178955554962158,0.4178955554962158,False,review_images/task_098.jpg,,,0.001334350895887182,0.008442889301673695,0.01764895051862081,0.012047556649915414
99,eth3m_0187,,False,2026-05-01T20:51:00+00:00,2026-05-01T23:51:00+00:00,v10,0.7922272682189941,0.7922272682189941,False,review_images/task_099.jpg,,,0.0044037405477481695,0.00562310297033175,0.0005395020790568417,0.008101303577381147
100,eth3m_0098,,False,2026-04-04T14:57:00+00:00,2026-04-04T17:57:00+00:00,numeric,79.2056887217832,,False,review_images/task_100.jpg,,,0.001559446591390845,0.0019054488038556805,0.0003996081890439429,0.004727072480153582
101,eth3m_0183,,False,2026-05-01T14:33:00+00:00,2026-05-01T17:33:00+00:00,v10,0.0956253781914711,0.0956253781914711,True,review_images/task_101.jpg,,,0.0004635968180795036,-0.002032027174572404,0.004943588499332741,0.0034488137120674
102,eth3m_0009,,False,2026-03-15T11:57:00+00:00,2026-03-15T14:57:00+00:00,downside,2.072960404216251,,False,review_images/task_102.jpg,,,-0.004870520607682227,-0.010661343074374385,0.015975496373066722,6.135345726732133e-05
103,eth3m_0127,,False,2026-04-15T05:42:00+00:00,2026-04-15T08:42:00+00:00,v10,0.2622849941253662,0.2622849941253662,True,review_images/task_103.jpg,,,0.0002848486417899032,0.003901563214818937,0.004574841822685971,0.006465200990928066
104,eth3m_0112,,False,2026-04-08T14:51:00+00:00,2026-04-08T17:51:00+00:00,v10,0.8566962480545044,0.8566962480545044,True,review_images/task_104.jpg,,,0.00886876507576062,0.01739554692237877,0.003155365260887666,0.020883775859631637
105,eth3m_0145,,False,2026-04-20T14:57:00+00:00,2026-04-20T17:57:00+00:00,v10,0.7766461372375488,0.7766461372375488,False,review_images/task_105.jpg,,,0.009979429709439103,0.011477436007179875,0.005450471893820641,0.013997405785012074
106,eth3m_0070,,False,2026-03-28T11:36:00+00:00,2026-03-28T14:36:00+00:00,numeric,74.7203880292033,,False,review_images/task_106.jpg,,,-0.0012775295084266336,0.013386505280455374,0.0028205847578204324,0.029042504158233395
107,eth3m_0018,,False,2026-03-18T05:21:00+00:00,2026-03-18T08:21:00+00:00,v10,0.06549421697854996,0.06549421697854996,True,review_images/task_107.jpg,,,-0.0007866400154749043,-0.0023986072603003894,0.006765963848947787,0.0020203322801815027
108,eth3m_0210,,False,2026-05-03T09:36:00+00:00,2026-05-03T12:36:00+00:00,downside,0.3894353330502701,,False,review_images/task_108.jpg,,,-0.0007171214916126267,0.00378000786241639,0.002440805076874608,0.007499535599034157
109,eth3m_0180,,False,2026-05-01T08:00:00+00:00,2026-05-01T11:00:00+00:00,numeric,55.576609921151324,,False,review_images/task_109.jpg,,,0.0020809827155507943,0.0018263476997237849,0.0009307348854361575,0.0044473322591833675
110,eth3m_0135,,False,2026-04-16T17:21:00+00:00,2026-04-16T20:21:00+00:00,random,,,False,review_images/task_110.jpg,,,0.0021865889212828726,0.014158918005072074,0.0007245501750995365,0.019519726741076937
111,eth3m_0071,,False,2026-03-28T12:48:00+00:00,2026-03-28T15:48:00+00:00,numeric,75.88396222706892,,False,review_images/task_111.jpg,,,0.011575810306721612,0.012495874711229815,0.0008850619543367966,0.02707689538267699
112,eth3m_0205,,False,2026-05-03T02:06:00+00:00,2026-05-03T05:06:00+00:00,downside,0.4435838936149669,,False,review_images/task_112.jpg,,,-0.001848637389342267,-0.0008462072556848499,0.0034889776080541113,0.0006118729387258881
113,eth3m_0190,eth3m_0190,True,2026-05-02T00:24:00+00:00,2026-05-02T03:24:00+00:00,random,,,False,review_images/task_113.jpg,,,0.0004051510821454496,0.003777053636775607,0.001006343010490296,0.005419440281601906
114,eth3m_0072,,False,2026-03-28T16:15:00+00:00,2026-03-28T19:15:00+00:00,random,,,False,review_images/task_114.jpg,,,-0.0031021591817006477,-0.004369655063572009,0.006076089208036928,0.0008680127440054974
115,eth3m_0088,,False,2026-04-01T13:39:00+00:00,2026-04-01T16:39:00+00:00,v10,0.14719359576702118,0.14719359576702118,False,review_images/task_115.jpg,,,-0.0019408785773170623,0.0111553409492402,0.007400777293604999,0.012610999882228136
116,eth3m_0064,,False,2026-03-27T11:00:00+00:00,2026-03-27T14:00:00+00:00,v10,0.556586503982544,0.556586503982544,True,review_images/task_116.jpg,,,-0.0004674353381114438,-0.004327546517355341,0.013590808110254371,0.0037294303320298816
117,eth3m_0095,,False,2026-04-04T01:06:00+00:00,2026-04-04T04:06:00+00:00,numeric,79.3147820183894,,False,review_images/task_117.jpg,,,-0.0006188842540251205,-0.0014960430392575441,0.0025388873728120487,0.00043857939261626733
118,eth3m_0141,,False,2026-04-18T08:24:00+00:00,2026-04-18T11:24:00+00:00,v10,0.5954740643501282,0.5954740643501282,False,review_images/task_118.jpg,,,-0.0025849660723203938,-0.01175404215676823,0.014137582301375184,0.0016659602771285087
119,eth3m_0046,,False,2026-03-23T06:36:00+00:00,2026-03-23T09:36:00+00:00,v10,0.4324527680873871,0.4324527680873871,False,review_images/task_119.jpg,,,0.0036309929784446027,-0.0031452249988960235,0.007855702376337703,0.009774240558191538
