setup_id,signal_time,direction,net_bp,expansion_floor,eth_atr_ratio96,eth_bb_width_ratio96,selected,runner_armed,outcome
353d575a68f41c69,2025-02-02 08:30:00+00:00,-1,1677.3002693825251,0.7500917807780879,1.0739319871962332,0.7500917807780879,False,True,timeout
d4b731b0600287ca,2025-05-10 02:30:00+00:00,1,807.235164201353,0.41914883497898947,0.6977771234426451,0.41914883497898947,False,True,timeout
7b60740c572ec191,2026-02-05 08:15:00+00:00,-1,792.884345087914,0.5559198585767448,0.9679746017464237,0.5559198585767448,False,True,sma60_runner_stop
edd10f10630a386e,2025-11-20 14:30:00+00:00,-1,731.4550321722841,0.721461982725284,1.1108741228930559,0.721461982725284,False,True,timeout
325e36e43fd0cca5,2025-10-12 14:30:00+00:00,1,706.146151466792,0.5919592904447655,0.813572152603765,0.5919592904447655,False,True,sma60_runner_stop
87415c3cc9464abd,2025-07-09 11:30:00+00:00,1,532.810533485667,0.7080570443505209,0.8622406590524428,0.7080570443505209,False,True,timeout
52d721db7748ae27,2025-08-04 00:00:00+00:00,1,528.03563550798,0.6334185895858461,0.9875222990214512,0.6334185895858461,False,True,timeout
5a40ad2ed765acf2,2025-11-03 13:30:00+00:00,-1,501.90716964597897,0.8966707995087476,1.278500485799887,0.8966707995087476,True,True,timeout
a8b5cb4ad54b1770,2025-07-02 13:30:00+00:00,1,454.163016802897,0.6863955765638784,0.8037900179910039,0.6863955765638784,False,True,sma60_runner_stop
1721a93a498e6cbe,2025-12-12 14:30:00+00:00,-1,397.75534290566696,0.529923321838788,0.6223895136979379,0.529923321838788,False,True,sma60_runner_stop
044997b633d208c3,2025-09-12 11:45:00+00:00,1,395.85450935465104,0.5514388178945272,0.7671855191345966,0.5514388178945272,False,True,timeout
f42ddc52762d2cd4,2025-06-10 07:45:00+00:00,1,395.82446201167903,0.5217451804735294,1.111772227863021,0.5217451804735294,False,True,timeout
