phase,selected,direction,events,mean_net_bp,win_rate,runner_arm_rate,mean_horizon_mfe_atr
selection,False,SHORT,59,-44.5573185640905,0.1864406779661017,0.3898305084745763,6.018507070070157
selection,False,LONG,69,-24.375572791394347,0.15942028985507245,0.42028985507246375,7.33795589569545
selection,True,SHORT,33,-30.598490100899216,0.18181818181818182,0.36363636363636365,6.867433205859576
selection,True,LONG,21,59.887908392226564,0.47619047619047616,0.6190476190476191,7.04159673216772
audit,False,SHORT,35,32.19737609195867,0.2571428571428571,0.3142857142857143,7.601635664384776
audit,False,LONG,42,25.110383300497958,0.2619047619047619,0.47619047619047616,6.637482316516417
audit,True,SHORT,22,-44.14938121236031,0.18181818181818182,0.3181818181818182,3.9657156241116946
audit,True,LONG,15,-41.236919048574464,0.26666666666666666,0.4666666666666667,5.711961037259675
