phase,selected,events,expansion_floor_median,atr_ratio96_median,bb_width_ratio96_median
selection,False,128,0.6133705935575452,0.8295435063423096,0.6283183651559731
selection,True,54,1.0034785193455913,1.1218071612589635,1.0763341074934534
audit,False,77,0.5781910836216498,0.8622406590524428,0.5841794228592107
audit,True,37,0.976209503334844,1.166321459241854,0.9870669713751868
