phase,selected,runner_armed,events,mean_net_bp,mean_horizon_mfe_atr,mean_giveback_atr
selection,False,False,76,-92.58583795572008,4.568081192266002,2.902931119103667
selection,False,True,52,52.41783397590724,9.889167371632869,5.641000097960305
selection,True,False,29,-102.95278337986896,5.029227750782804,2.9501840827131502
selection,True,True,25,129.3410648369314,9.146048895847475,4.339317631153891
audit,False,False,46,-119.75502463581047,3.262890019583424,3.1485289333554443
audit,False,True,31,248.0733998415081,12.733502085365137,5.819604933327059
audit,True,False,23,-124.1594005211592,3.448164851829661,2.7583202606704518
audit,True,True,14,90.41614568472265,6.686954835519303,4.085081057528524
