population,event_id,parent_event_id,matched_case,fold,signal_time,decision_time,direction,ma,signal_close,signal_atr,initial_stop,entry_open,raw_entry_segment_id,entry_distance_atr,entry_side,previous_hour_close_distance_atr,previous_hour_close_side,initial_R,entry_distance_r,geometry_bin
case,2023-01-30T09:00:00+00:00_S,,False,2023H1,2023-01-30 09:00:00+00:00,2023-01-30 10:00:00+00:00,-1.0,23426.26125,23193.4,160.64059752551796,23553.5,23193.3,0.0,1.4502015903109058,1,1.449579082666247,1,360.2000000000007,0.6467552748473065,inside
case,2023-02-05T11:00:00+00:00_S,,True,2023H1,2023-02-05 11:00:00+00:00,2023-02-05 12:00:00+00:00,-1.0,23375.825,23356.3,71.93191949053097,23403.0,23356.3,0.0,0.2714372164442477,1,0.2714372164442477,1,46.70000000000073,0.4180942184154422,inside
case,2023-02-07T09:00:00+00:00_L,,False,2023H1,2023-02-07 09:00:00+00:00,2023-02-07 10:00:00+00:00,1.0,22899.24625,23014.3,108.26599973549902,22878.6,23014.9,0.0,1.0682370299313824,1,1.0626951238716036,1,136.3000000000029,0.8485234776228822,inside
case,2023-02-11T21:00:00+00:00_L,,False,2023H1,2023-02-11 21:00:00+00:00,2023-02-11 22:00:00+00:00,1.0,21712.55125,21825.8,84.14263323648643,21664.1,21825.8,0.0,1.345914022938983,1,1.345914022938983,1,161.70000000000073,0.700363327149031,inside
case,2023-02-13T01:00:00+00:00_S,,False,2023H1,2023-02-13 01:00:00+00:00,2023-02-13 02:00:00+00:00,-1.0,21807.6475,21712.5,115.41043582143588,21836.1,21712.5,0.0,0.8244271787276867,1,0.8244271787276867,1,123.59999999999854,0.7698017799352771,inside
case,2023-02-13T08:00:00+00:00_S,,False,2023H1,2023-02-13 08:00:00+00:00,2023-02-13 09:00:00+00:00,-1.0,21823.77875,21723.2,106.90293782396954,21876.9,21723.1,0.0,0.9417772050921953,1,0.9408417771045487,1,153.8000000000029,0.6546082574772487,inside
case,2023-02-14T08:00:00+00:00_S,,True,2023H1,2023-02-14 08:00:00+00:00,2023-02-14 09:00:00+00:00,-1.0,21727.845,21696.4,101.0348128631119,21774.8,21696.3,0.0,0.3122191164221878,1,0.31122935856379824,1,78.5,0.40184713375798586,inside
case,2023-02-16T23:00:00+00:00_S,,False,2023H1,2023-02-16 23:00:00+00:00,2023-02-17 00:00:00+00:00,-1.0,23964.48125,23499.0,305.9907214243895,24098.6,23499.0,0.0,1.521226682407824,1,1.521226682407824,1,599.5999999999985,0.7763196297531719,inside
case,2023-02-19T17:00:00+00:00_S,,False,2023H1,2023-02-19 17:00:00+00:00,2023-02-19 18:00:00+00:00,-1.0,24647.59375,24360.8,181.12819500719976,24811.0,24360.7,0.0,1.5839265112126546,1,1.583374416051575,1,450.2999999999993,0.6371169220519648,inside
case,2023-02-20T09:00:00+00:00_L,,False,2023H1,2023-02-20 09:00:00+00:00,2023-02-20 10:00:00+00:00,1.0,24578.8425,24890.7,212.61970362294684,24370.0,24892.1,0.0,1.4733230018771957,1,1.4667384757202007,1,522.0999999999985,0.5999952116452798,inside
case,2023-02-23T02:00:00+00:00_L,,True,2023H1,2023-02-23 02:00:00+00:00,2023-02-23 03:00:00+00:00,1.0,24192.86,24529.8,207.56153115539976,24165.0,24529.9,0.0,1.6238076397097956,1,1.6233258548653422,1,364.90000000000146,0.9236503151548356,inside
case,2023-02-23T11:00:00+00:00_S,,True,2023H1,2023-02-23 11:00:00+00:00,2023-02-23 12:00:00+00:00,-1.0,24141.27125,23778.0,206.07445245193736,24271.9,23778.0,0.0,1.7628155536879428,1,1.7628155536879428,1,493.90000000000146,0.7355157926705822,inside
case,2023-02-28T19:00:00+00:00_S,,True,2023H1,2023-02-28 19:00:00+00:00,2023-02-28 20:00:00+00:00,-1.0,23422.10375,23263.1,148.2511119483343,23492.4,23263.4,0.0,1.0705063045685983,1,1.0725298981596363,1,229.0,0.6930294759825194,inside
case,2023-03-07T01:00:00+00:00_L,,True,2023H1,2023-03-07 01:00:00+00:00,2023-03-07 02:00:00+00:00,1.0,22420.05375,22481.7,85.08046149207307,22411.4,22481.6,0.0,0.7233887654186463,1,0.724564123406232,1,70.19999999999709,0.876727207977236,inside
case,2023-03-11T01:00:00+00:00_L,,False,2023H1,2023-03-11 01:00:00+00:00,2023-03-11 02:00:00+00:00,1.0,20411.49375,20580.0,250.17760269848264,20219.2,20580.0,0.0,0.6735465052924202,1,0.6735465052924202,1,360.7999999999993,0.46703506097560665,inside
case,2023-03-11T07:00:00+00:00_S,,True,2023H1,2023-03-11 07:00:00+00:00,2023-03-11 08:00:00+00:00,-1.0,20211.56875,19855.4,248.63173377529,20322.9,19855.4,0.0,1.4325152489259378,1,1.4325152489259378,1,467.5,0.7618582887700472,inside
case,2023-03-19T14:00:00+00:00_L,,True,2023H1,2023-03-19 14:00:00+00:00,2023-03-19 15:00:00+00:00,1.0,27238.722500000003,27329.7,234.507255804883,27170.0,27329.8,0.0,0.3883781748560265,1,0.38795174881792666,1,159.79999999999927,0.5699468085106145,inside
case,2023-03-20T18:00:00+00:00_L,,True,2023H1,2023-03-20 18:00:00+00:00,2023-03-20 19:00:00+00:00,1.0,27637.351249999996,27983.0,366.5207697445163,27567.3,27980.6,0.0,0.9365055907725621,1,0.9430536507956664,1,413.2999999999993,0.830507500604895,inside
case,2023-04-02T04:00:00+00:00_S,,True,2023H1,2023-04-02 04:00:00+00:00,2023-04-02 05:00:00+00:00,-1.0,28444.278750000005,28385.1,126.29432169963998,28491.1,28385.1,0.0,0.4685780738483914,1,0.4685780738483914,1,106.0,0.558290094339683,inside
case,2023-04-03T08:00:00+00:00_L,,True,2023H1,2023-04-03 08:00:00+00:00,2023-04-03 09:00:00+00:00,1.0,28205.53,28332.9,197.50027178579776,27955.4,28333.0,0.0,0.6454168333411252,1,0.6449105049239825,1,377.59999999999854,0.3375794491525468,inside
case,2023-04-03T14:00:00+00:00_S,,True,2023H1,2023-04-03 14:00:00+00:00,2023-04-03 15:00:00+00:00,-1.0,28181.7375,27994.9,209.4253642134304,28302.7,27995.0,0.0,0.8916661107471711,1,0.8921436078276901,1,307.7000000000007,0.6068817029574223,inside
