entry_month,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
2023-01,11,11.18012792648743,-31.843698020534976,122.98140719136171,1.3801673020484706,False,0.45454545454545453,6,0
2023-02,12,-44.75109676032835,-52.27710399709871,-537.0131611239402,0.2443603197249782,False,0.16666666666666666,10,0
2023-03,5,-50.37623492641785,-54.2380077625204,-251.88117463208926,0.4648433719100485,False,0.2,4,0
2023-04,12,-10.51468148890121,-60.34437622835008,-126.17617786681453,0.8231602568480305,False,0.25,9,0
2023-05,6,45.97245266200924,44.875466704321646,275.83471597205545,3.192532124264728,False,0.6666666666666666,2,0
2023-06,9,-23.113631709981014,-53.56298804765845,-208.02268538982912,0.5195688837325052,False,0.1111111111111111,8,0
2023-07,14,-1.8476771237337135,-28.098766205408836,-25.86747973227199,0.9443801114914322,False,0.35714285714285715,9,0
2023-08,10,-21.63633827871324,-27.64782748332582,-216.36338278713237,0.2091767426628336,False,0.1,9,0
2023-09,11,-33.579758539536066,-36.71761198535737,-369.3773439348967,0.16182962078587868,False,0.09090909090909091,10,0
2023-10,9,-54.6673202243729,-45.20472113467953,-492.0058820193561,0.0,False,0.0,9,0
2023-11,10,-11.516139545264853,-47.95022101932554,-115.16139545264853,0.7501132371560966,False,0.3,7,0
2023-12,12,1.7238371994552901,-23.456657741505165,20.686046393463485,1.0538216279821218,False,0.3333333333333333,8,0
2024-01,10,-6.733009295990282,-29.022000692899823,-67.33009295990283,0.849048805991673,False,0.3,7,0
2024-02,9,-55.144400163877755,-76.36401859335338,-496.2996014748998,0.30353131890063195,False,0.1111111111111111,8,0
2024-03,10,8.170417069938498,-2.04355796190046,81.70417069938499,1.1862565405041583,False,0.5,5,0
2024-04,9,-67.45039029743907,-80.95549139187861,-607.0535126769516,0.2601303407456674,False,0.2222222222222222,7,0
2024-05,11,-34.28238467296027,-40.50155861957226,-377.1062314025629,0.32844413961139535,False,0.18181818181818182,9,0
2024-06,6,-49.00713529686664,-44.00204170867504,-294.0428117811999,0.0,False,0.0,6,0
2024-07,10,-13.854753058753602,-50.76769646999822,-138.54753058753602,0.7746324324425775,False,0.3,7,0
2024-08,12,44.86836211528668,-2.3663943777546375,538.4203453834402,2.0745054626630663,False,0.5,6,0
2024-09,9,9.349215429707147,-34.419064825569315,84.14293886736432,1.2097683823809777,False,0.3333333333333333,6,0
2024-10,16,-40.991747335485854,-55.43875889804649,-655.8679573677737,0.2619798664498668,False,0.0625,15,0
2024-11,16,-25.65317724018383,-34.71293125971995,-410.4508358429413,0.4497758649511574,False,0.3125,11,0
2024-12,12,6.878760719760689,-62.308289407581576,82.54512863712827,1.1039435472714754,False,0.25,9,0
