outcome,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
hard_stop,63,-86.40803362888764,-73.76323246105486,-5443.706118619921,0.0,False,0.0,63,0
transition_colour_exit,188,6.709859652826448,-28.612579799832655,1261.453614731372,1.1784453360926468,False,0.3404255319148936,124,0
