primary_loss_reason,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
cost_flip,12,-9.97718944077832,-11.650435123199948,-119.72627328933984,0.0,False,0.0,12,0
early_reversal,15,-48.27286824310179,-40.36384627013943,-724.093023646527,0.0,False,0.0,15,0
giveback,29,-39.26068754197866,-32.89579339219582,-1138.559938717381,0.0,False,0.0,29,0
hard_stop,63,-86.40803362888764,-73.76323246105486,-5443.706118619921,0.0,False,0.0,63,0
other_loss,68,-74.80518598925532,-67.42660899917928,-5086.752647269362,0.0,False,0.0,68,0
