period,start,end_exclusive,consumed_final_diagnostic,trades,candidate_net_bp,control_net_bp,candidate_minus_control_bp,return_percent,maximum_drawdown_percent,positive_trades,mean_without_top1_bp,controls,minimum_controls_per_trade,duplicate_control_starts
2022H1,2022-02-01T00:00:00+00:00,2022-07-01T00:00:00+00:00,False,34,143.9894348610311,29.793116545222674,114.1963183158084,33.685765383492836,14.13898273912344,4,37.760682550935016,102,3,0
2022H2,2022-07-01T00:00:00+00:00,2023-01-01T00:00:00+00:00,False,47,73.97774351119193,18.95555839420786,55.02218511698408,9.32196762491948,13.651053960130588,5,1.622706083625427,141,3,0
2023H1,2023-01-01T00:00:00+00:00,2023-07-01T00:00:00+00:00,False,42,61.01980557981081,0.6370793406900969,60.382726239120736,39.80485694491054,16.684507711411722,7,2.010750300504944,126,3,0
2023H2,2023-07-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,False,42,41.4930219849321,35.49721842424897,5.995803560683133,21.82505772932737,16.735166363774734,5,-10.28118234379491,126,3,0
2024H1,2024-01-01T00:00:00+00:00,2024-07-01T00:00:00+00:00,False,38,199.75929700700925,45.57276736084866,154.18652964616058,60.32293782439451,9.512658645058835,8,137.30278882525462,114,3,0
2024H2,2024-07-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,False,45,92.03577071886176,-19.175296015050236,111.21106673391202,30.522145244460575,12.215369521910768,8,33.75078741315556,135,3,0
2025H1,2025-01-01T00:00:00+00:00,2025-07-01T00:00:00+00:00,True,51,-21.33319009711363,26.664915044295622,-47.99810514140925,-7.182759382852444,20.032112605053175,2,-98.64229698184755,153,3,0
2025H2,2025-07-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,True,38,155.57679138723617,120.21640589607534,35.36038549116084,40.06258891300156,12.637903451981469,7,88.30437460570255,114,3,0
2026M1M2,2026-01-01T00:00:00+00:00,2026-03-01T00:00:00+00:00,True,21,-61.776366469901674,-31.151212120618666,-30.625154349283008,-4.620306623626636,11.402570715309734,2,-100.58189701274856,63,3,0
