selected_on_periods,test_period,selected_feature,training_minimum_block_net_bp,training_weighted_net_bp,selected_test_trades,selected_test_net_bp,baseline_test_trades,baseline_test_net_bp,incremental_test_net_bp,selected_test_return_percent,selected_test_drawdown_percent
2023H1,2023H2,vol_ratio_mean8_ge1,121.16042158416208,121.16042158416208,31,68.25352782080246,42,41.4930219849321,26.76050583587036,29.39848150028226,11.879152308248496
"2023H1,2023H2",2024H1,vol_ratio_mean8_ge1,68.25352782080246,94.70697470248227,29,274.1248904318891,38,199.75929700700925,74.36559342487988,67.0275085395789,10.561414686309243
"2023H1,2023H2,2024H1",2024H2,vol_ratio_mean8_ge1,68.25352782080246,151.88411268218337,35,124.75032549304365,45,92.03577071886176,32.71455477418189,30.520609816245337,11.37110042352618
