window_contract,variant,period,risk_percent,trades,gross_bp_per_trade,project_net_bp_per_trade,pine_net_bp_per_trade,win_rate,monetary_profit_factor,unit_profit_factor,return_percent,max_drawdown_15m_percent,max_drawdown_daily_percent,median_holding_bars,mean_leverage,max_leverage,long_trades,short_trades,period_end_exits
10m_wallclock_rescaled_to_15m,wallclock_rescaled_from_10m,2023H1,1.0,64,-0.6493791103625614,-20.649379110362577,-20.664897491075752,0.125,0.7503204567076803,0.7420376344686739,-9.576469456912761,22.928263626604362,20.646529741872357,41.5,0.7879454591704478,1.9273101265822783,34,30,1
10m_wallclock_rescaled_to_15m,wallclock_rescaled_from_10m,2023H2,1.0,55,18.245488067381608,-1.7545119326184058,-1.786005059805696,0.12727272727272726,1.368240077388928,0.9779301726921453,16.148443001660695,21.965934480705272,16.892090207441,52.0,1.161450797269064,2.4309681697612735,23,32,0
10m_wallclock_rescaled_to_15m,wallclock_rescaled_from_10m,2024H1,1.0,78,22.567147046487126,2.567147046487113,2.515480461905952,0.10256410256410256,0.9370520388461465,1.0266768592388327,-3.308413365149543,18.66772286864393,18.212916713313653,34.0,0.7006627472332458,1.588786488740617,37,41,0
10m_wallclock_rescaled_to_15m,wallclock_rescaled_from_10m,2024H2,1.0,63,47.453165053251205,27.453165053251187,27.52446820480973,0.15873015873015872,1.3926087976830368,1.3162348074322947,14.839713599196557,16.511475314590495,13.877428316075068,41.0,0.6396963162030053,1.4305882352941177,38,25,0
