arm,symbol,direction,signal_i,entry_i,exit_i,signal_time,entry_time,exit_time,entry_price,exit_price,quantity,initial_stop_price,initial_stop_distance,take_profit_price,holding_bars,exit_reason,intrabar_barrier_collision,score,leverage,gross_return,net_return,project_net_return,commission_return,pnl,entry_equity,exit_equity,variant,period,trade_id
v9_frozen_baseline,ETH_USDT_SWAP,long,144936,144937,145048,2026-02-21 09:30:00+00:00,2026-02-21 09:45:00+00:00,2026-02-22 13:30:00+00:00,1971.88,1954.71,0.2911563329636574,1954.71,17.17,,111,stop,False,0.5161370400797932,1.1482506996887534,-0.008707426415400565,-0.010698718988985164,-0.010707426415400565,0.0019912925735845995,-6.142405782437784,500.0,493.8575942175622,v9_frozen_baseline,requested_half_year_safe_overlap,v9_frozen_baseline|requested_half_year_safe_overlap|144936|144937|long
v9_frozen_baseline,ETH_USDT_SWAP,short,145160,145161,145192,2026-02-23 17:30:00+00:00,2026-02-23 17:45:00+00:00,2026-02-24 01:30:00+00:00,1847.53,1848.86,0.09536987316303358,1899.31,51.78,,31,stop,False,1.1709986240875379,0.3567803833087914,-0.0007198800560748175,-0.002720599936130892,-0.0027198800560748176,0.0020007198800560747,-0.4793661767679315,493.8575942175622,493.3782280407943,v9_frozen_baseline,requested_half_year_safe_overlap,v9_frozen_baseline|requested_half_year_safe_overlap|145160|145161|short
v9_frozen_baseline,ETH_USDT_SWAP,long,145490,145491,145513,2026-02-27 04:00:00+00:00,2026-02-27 04:15:00+00:00,2026-02-27 09:45:00+00:00,2051.78,2007.5900000000001,0.11165822798348403,2007.5900000000001,44.19,,22,stop,False,0.21681754290811336,0.4643458223150662,-0.021537396796927566,-0.023515859400130637,-0.023537396796927568,0.0019784626032030724,-5.38743915551948,493.3782280407943,487.9907888852748,v9_frozen_baseline,requested_half_year_safe_overlap,v9_frozen_baseline|requested_half_year_safe_overlap|145490|145491|long
v12f_ma6_w8_full_gate,ETH_USDT_SWAP,long,144936,144937,145048,2026-02-21 09:30:00+00:00,2026-02-21 09:45:00+00:00,2026-02-22 13:30:00+00:00,1971.88,1954.71,0.2911563329636574,1954.71,17.17,,111,stop,False,0.5161370400797932,1.1482506996887534,-0.008707426415400565,-0.010698718988985164,-0.010707426415400565,0.0019912925735845995,-6.142405782437784,500.0,493.8575942175622,v12f_ma6_w8_full_gate,requested_half_year_safe_overlap,v12f_ma6_w8_full_gate|requested_half_year_safe_overlap|144936|144937|long
v12f_ma6_w8_full_gate,ETH_USDT_SWAP,short,145160,145161,145192,2026-02-23 17:30:00+00:00,2026-02-23 17:45:00+00:00,2026-02-24 01:30:00+00:00,1847.53,1848.86,0.09536987316303358,1899.31,51.78,,31,stop,False,1.1709986240875379,0.3567803833087914,-0.0007198800560748175,-0.002720599936130892,-0.0027198800560748176,0.0020007198800560747,-0.4793661767679315,493.8575942175622,493.3782280407943,v12f_ma6_w8_full_gate,requested_half_year_safe_overlap,v12f_ma6_w8_full_gate|requested_half_year_safe_overlap|145160|145161|short
v12f_ma6_w8_full_gate,ETH_USDT_SWAP,long,145490,145491,145513,2026-02-27 04:00:00+00:00,2026-02-27 04:15:00+00:00,2026-02-27 09:45:00+00:00,2051.78,2007.5900000000001,0.11165822798348403,2007.5900000000001,44.19,,22,stop,False,0.21681754290811336,0.4643458223150662,-0.021537396796927566,-0.023515859400130637,-0.023537396796927568,0.0019784626032030724,-5.38743915551948,493.3782280407943,487.9907888852748,v12f_ma6_w8_full_gate,requested_half_year_safe_overlap,v12f_ma6_w8_full_gate|requested_half_year_safe_overlap|145490|145491|long
v12e_ma6_w8_entry_only,ETH_USDT_SWAP,long,144936,144937,145048,2026-02-21 09:30:00+00:00,2026-02-21 09:45:00+00:00,2026-02-22 13:30:00+00:00,1971.88,1954.71,0.2911563329636574,1954.71,17.17,,111,stop,False,0.5161370400797932,1.1482506996887534,-0.008707426415400565,-0.010698718988985164,-0.010707426415400565,0.0019912925735845995,-6.142405782437784,500.0,493.8575942175622,v12e_ma6_w8_entry_only,requested_half_year_safe_overlap,v12e_ma6_w8_entry_only|requested_half_year_safe_overlap|144936|144937|long
v12e_ma6_w8_entry_only,ETH_USDT_SWAP,short,145160,145161,145192,2026-02-23 17:30:00+00:00,2026-02-23 17:45:00+00:00,2026-02-24 01:30:00+00:00,1847.53,1848.86,0.09536987316303358,1899.31,51.78,,31,stop,False,1.1709986240875379,0.3567803833087914,-0.0007198800560748175,-0.002720599936130892,-0.0027198800560748176,0.0020007198800560747,-0.4793661767679315,493.8575942175622,493.3782280407943,v12e_ma6_w8_entry_only,requested_half_year_safe_overlap,v12e_ma6_w8_entry_only|requested_half_year_safe_overlap|145160|145161|short
v12e_ma6_w8_entry_only,ETH_USDT_SWAP,long,145490,145491,145513,2026-02-27 04:00:00+00:00,2026-02-27 04:15:00+00:00,2026-02-27 09:45:00+00:00,2051.78,2007.5900000000001,0.11165822798348403,2007.5900000000001,44.19,,22,stop,False,0.21681754290811336,0.4643458223150662,-0.021537396796927566,-0.023515859400130637,-0.023537396796927568,0.0019784626032030724,-5.38743915551948,493.3782280407943,487.9907888852748,v12e_ma6_w8_entry_only,requested_half_year_safe_overlap,v12e_ma6_w8_entry_only|requested_half_year_safe_overlap|145490|145491|long
v12t_tbsl_signal_close_ticks,ETH_USDT_SWAP,long,144936,144937,145048,2026-02-21 09:30:00+00:00,2026-02-21 09:45:00+00:00,2026-02-22 13:30:00+00:00,1971.88,1959.0,0.3882084439515432,1959.0,12.88,2563.44,111,stop,False,0.5161370400797932,1.531000932918338,-0.0065318376371787945,-0.008525305799541616,-0.008531837637178795,0.001993468162362821,-6.526125566256166,500.0,493.47387443374384,v12t_tbsl_signal_close_ticks,requested_half_year_safe_overlap,v12t_tbsl_signal_close_ticks|requested_half_year_safe_overlap|144936|144937|long
v12t_tbsl_signal_close_ticks,ETH_USDT_SWAP,short,145160,145161,145192,2026-02-23 17:30:00+00:00,2026-02-23 17:45:00+00:00,2026-02-24 01:30:00+00:00,1847.53,1848.86,0.12706102964379146,1886.37,38.84,1293.27,31,stop,False,1.1709986240875379,0.47570717774505517,-0.0007198800560748175,-0.002720599936130892,-0.0027198800560748176,0.0020007198800560747,-0.6386582887912451,493.47387443374384,492.8352161449526,v12t_tbsl_signal_close_ticks,requested_half_year_safe_overlap,v12t_tbsl_signal_close_ticks|requested_half_year_safe_overlap|145160|145161|short
v12t_tbsl_signal_close_ticks,ETH_USDT_SWAP,long,145490,145491,145512,2026-02-27 04:00:00+00:00,2026-02-27 04:15:00+00:00,2026-02-27 09:30:00+00:00,2051.78,2018.64,0.14871378263858787,2018.64,33.14,2667.32,21,stop,False,0.21681754290811336,0.6191277630867549,-0.01615182914347546,-0.018135677314331983,-0.018151829143475462,0.0019838481708565245,-5.533702311770575,492.8352161449526,487.301513833182,v12t_tbsl_signal_close_ticks,requested_half_year_safe_overlap,v12t_tbsl_signal_close_ticks|requested_half_year_safe_overlap|145490|145491|long
