trade_id,arm,period,direction,entry_time,exit_time,entry_price,exit_price,initial_stop_price,take_profit_price,holding_bars,exit_reason,intrabar_barrier_collision,leverage,project_net_return,pnl,entry_equity,exit_equity
baseline_v9|2023|35073|35074|long,baseline_v9,2023,long,2023-01-04 00:00:00+00:00,2023-01-19 11:30:00+00:00,1214.610000,1518.310000,1207.420000,,1486,reverse,False,1.689796,0.248039,209.356480,500.000000,709.356480
baseline_v9|2023|36559|36560|short,baseline_v9,2023,short,2023-01-19 11:30:00+00:00,2023-01-19 14:30:00+00:00,1518.310000,1535.420000,1535.420000,,12,stop,False,0.888880,-0.013269,-8.373715,709.356480,700.982765
baseline_v9|2023|38598|38599|short,baseline_v9,2023,short,2023-02-09 17:15:00+00:00,2023-02-15 11:30:00+00:00,1627.270000,1557.080000,1654.360000,,553,reverse,False,0.600641,0.041134,17.337012,700.982765,718.319777
baseline_v9|2023|39151|39152|long,baseline_v9,2023,long,2023-02-15 11:30:00+00:00,2023-02-23 12:30:00+00:00,1557.080000,1643.340000,1543.280000,,772,reverse,False,1.128556,0.053399,43.243391,718.319777,761.563167
baseline_v9|2023|39923|39924|short,baseline_v9,2023,short,2023-02-23 12:30:00+00:00,2023-02-23 13:15:00+00:00,1643.340000,1670.830000,1670.830000,,3,stop,False,0.598500,-0.018728,-8.543826,761.563167,753.019341
baseline_v9|2023|40305|40306|long,baseline_v9,2023,long,2023-02-27 12:00:00+00:00,2023-02-27 16:30:00+00:00,1640.820000,1626.120000,1626.120000,,18,stop,False,1.116390,-0.010959,-9.205241,753.019341,743.814100
baseline_v9|2023|40404|40405|long,baseline_v9,2023,long,2023-02-28 12:45:00+00:00,2023-02-28 21:00:00+00:00,1636.260000,1620.760000,1620.760000,,33,stop,False,1.055847,-0.011473,-9.002785,743.814100,734.811315
baseline_v9|2023|40648|40649|short,baseline_v9,2023,short,2023-03-03 01:45:00+00:00,2023-03-07 02:45:00+00:00,1557.000000,1573.720000,1603.710000,,388,reverse,False,0.333333,-0.012739,-3.122786,734.811315,731.688529
baseline_v9|2023|41036|41037|long,baseline_v9,2023,long,2023-03-07 02:45:00+00:00,2023-03-07 14:30:00+00:00,1573.720000,1559.800000,1559.800000,,47,stop,False,1.131001,-0.010845,-8.967593,731.688529,722.720936
baseline_v9|2023|41147|41148|short,baseline_v9,2023,short,2023-03-08 06:30:00+00:00,2023-03-12 17:30:00+00:00,1554.070000,1511.190000,1570.980000,,428,reverse,False,0.918855,0.025592,17.013389,722.720936,739.734325
baseline_v9|2023|41575|41576|long,baseline_v9,2023,long,2023-03-12 17:30:00+00:00,2023-03-25 06:15:00+00:00,1511.190000,1747.390000,1468.320000,,1203,reverse,False,0.352806,0.154301,40.228978,739.734325,779.963303
baseline_v9|2023|42778|42779|short,baseline_v9,2023,short,2023-03-25 06:15:00+00:00,2023-03-26 00:00:00+00:00,1747.390000,1745.642610,1768.020000,,71,stop,False,0.847441,-0.001000,-0.660312,779.963303,779.302991
baseline_v9|2023|42944|42945|long,baseline_v9,2023,long,2023-03-26 23:45:00+00:00,2023-03-27 05:45:00+00:00,1777.610000,1752.790000,1752.790000,,24,stop,False,0.716061,-0.015963,-8.899780,779.302991,770.403211
baseline_v9|2023|43265|43266|long,baseline_v9,2023,long,2023-03-30 08:00:00+00:00,2023-03-30 17:30:00+00:00,1805.950000,1775.790000,1775.790000,,38,stop,False,0.598791,-0.018700,-8.618965,770.403211,761.784246
baseline_v9|2023|44027|44028|short,baseline_v9,2023,short,2023-04-07 06:30:00+00:00,2023-04-07 22:30:00+00:00,1869.730000,1867.860270,1885.840000,,64,stop,False,1.160689,-0.001000,-0.883311,761.784246,760.900935
baseline_v9|2023|44760|44761|long,baseline_v9,2023,long,2023-04-14 21:45:00+00:00,2023-04-16 20:00:00+00:00,2103.610000,2105.713610,2060.460000,,185,stop,False,0.487555,-0.001000,-0.371352,760.900935,760.529583
baseline_v9|2023|45298|45299|short,baseline_v9,2023,short,2023-04-20 12:15:00+00:00,2023-04-20 12:30:00+00:00,1945.430000,1972.570000,1972.570000,,1,stop,False,0.716831,-0.015951,-8.703432,760.529583,751.826152
baseline_v9|2023|45369|45370|short,baseline_v9,2023,short,2023-04-21 06:00:00+00:00,2023-04-21 07:45:00+00:00,1927.760000,1925.832240,1951.770000,,7,stop,False,0.802929,-0.001000,-0.603060,751.826152,751.223092
baseline_v9|2023|45475|45476|short,baseline_v9,2023,short,2023-04-22 08:30:00+00:00,2023-04-22 14:45:00+00:00,1849.850000,1866.900000,1866.900000,,25,stop,False,1.084931,-0.011217,-9.149623,751.223092,742.073469
baseline_v9|2023|45661|45662|short,baseline_v9,2023,short,2023-04-24 07:00:00+00:00,2023-04-24 14:15:00+00:00,1847.870000,1873.360000,1873.360000,,29,stop,False,0.724890,-0.015794,-8.503497,742.073469,733.569972
baseline_v9|2023|45697|45698|short,baseline_v9,2023,short,2023-04-24 16:00:00+00:00,2023-04-24 17:15:00+00:00,1834.570000,1832.735430,1871.770000,,5,stop,False,0.493161,-0.001000,-0.361406,733.569972,733.208566
baseline_v9|2023|45738|45739|short,baseline_v9,2023,short,2023-04-25 02:15:00+00:00,2023-04-25 17:30:00+00:00,1833.210000,1831.376790,1857.040000,,61,stop,False,0.769377,-0.001000,-0.563549,733.208566,732.645017
baseline_v9|2023|45944|45945|long,baseline_v9,2023,long,2023-04-27 05:45:00+00:00,2023-04-27 12:30:00+00:00,1910.100000,1863.500000,1863.500000,,27,stop,False,0.409869,-0.026397,-7.919286,732.645017,724.725731
baseline_v9|2023|46039|46040|long,baseline_v9,2023,long,2023-04-28 05:30:00+00:00,2023-04-28 13:30:00+00:00,1914.130000,1892.500000,1892.500000,,32,stop,False,0.885054,-0.013300,-8.523770,724.725731,716.201961
baseline_v9|2023|46533|46534|long,baseline_v9,2023,long,2023-05-03 09:00:00+00:00,2023-05-03 12:30:00+00:00,1868.510000,1852.020000,1852.020000,,14,stop,False,1.132802,-0.010825,-8.775499,716.201961,707.426461
baseline_v9|2023|46569|46570|long,baseline_v9,2023,long,2023-05-03 18:00:00+00:00,2023-05-04 18:15:00+00:00,1875.090000,1876.965090,1840.430000,,97,stop,False,0.540986,-0.001000,-0.383090,707.426461,707.043371
baseline_v9|2023|46698|46699|long,baseline_v9,2023,long,2023-05-05 02:15:00+00:00,2023-05-06 13:30:00+00:00,1896.990000,1898.886990,1871.980000,,141,stop,False,0.758532,-0.001000,-0.536851,707.043371,706.506520
baseline_v9|2023|46976|46977|short,baseline_v9,2023,short,2023-05-07 23:45:00+00:00,2023-05-15 02:30:00+00:00,1903.340000,1823.390000,1929.700000,,683,reverse,False,0.722056,0.040005,20.429520,706.506520,726.936040
baseline_v9|2023|47659|47660|long,baseline_v9,2023,long,2023-05-15 02:30:00+00:00,2023-05-17 11:15:00+00:00,1823.390000,1794.150000,1794.150000,,227,stop,False,0.623967,-0.018036,-8.173604,726.936040,718.762436
baseline_v9|2023|47973|47974|long,baseline_v9,2023,long,2023-05-18 09:00:00+00:00,2023-05-18 14:45:00+00:00,1826.380000,1811.390000,1811.390000,,23,stop,False,1.218427,-0.010207,-8.932122,718.762436,709.830314
baseline_v9|2023|48813|48814|long,baseline_v9,2023,long,2023-05-27 03:00:00+00:00,2023-05-27 13:45:00+00:00,1833.790000,1822.640000,1822.640000,,43,stop,False,1.644617,-0.008080,-9.425842,709.830314,700.404471
baseline_v9|2023|49165|49166|long,baseline_v9,2023,long,2023-05-30 19:00:00+00:00,2023-05-31 02:00:00+00:00,1907.860000,1884.490000,1884.490000,,28,stop,False,0.816436,-0.014249,-8.141266,700.404471,692.263206
baseline_v9|2023|49377|49378|short,baseline_v9,2023,short,2023-06-02 00:00:00+00:00,2023-06-02 02:15:00+00:00,1861.770000,1880.810000,1880.810000,,9,stop,False,0.977992,-0.012227,-8.284828,692.263206,683.978378
baseline_v9|2023|49443|49444|long,baseline_v9,2023,long,2023-06-02 16:30:00+00:00,2023-06-05 03:15:00+00:00,1888.850000,1867.770000,1867.770000,,235,stop,False,0.896120,-0.013160,-8.059415,683.978378,675.918964
baseline_v9|2023|50053|50054|short,baseline_v9,2023,short,2023-06-09 01:00:00+00:00,2023-06-19 18:30:00+00:00,1844.020000,1739.600000,1855.900000,,1030,reverse,False,1.551897,0.054626,57.360013,675.918964,733.278977
baseline_v9|2023|51083|51084|long,baseline_v9,2023,long,2023-06-19 18:30:00+00:00,2023-06-19 18:45:00+00:00,1739.600000,1711.140000,1711.140000,,1,stop,False,0.611989,-0.018360,-8.231903,733.278977,725.047074
baseline_v9|2023|51414|51415|long,baseline_v9,2023,long,2023-06-23 05:15:00+00:00,2023-06-23 13:45:00+00:00,1881.810000,1865.070000,1865.070000,,34,stop,False,1.123814,-0.010896,-8.870755,725.047074,716.176319
baseline_v9|2023|51456|51457|long,baseline_v9,2023,long,2023-06-23 15:45:00+00:00,2023-06-23 16:15:00+00:00,1900.630000,1902.530630,1865.580000,,2,stop,False,0.542313,-0.001000,-0.388780,716.176319,715.787539
baseline_v9|2023|51723|51724|short,baseline_v9,2023,short,2023-06-26 10:30:00+00:00,2023-06-26 13:45:00+00:00,1879.850000,1904.540000,1904.540000,,13,stop,False,0.761308,-0.015134,-8.254216,715.787539,707.533322
baseline_v9|2023|51749|51750|short,baseline_v9,2023,short,2023-06-26 17:00:00+00:00,2023-06-27 14:00:00+00:00,1853.000000,1892.270000,1892.270000,,84,stop,False,0.471845,-0.023193,-7.749848,707.533322,699.783474
baseline_v9|2023|52080|52081|long,baseline_v9,2023,long,2023-06-30 03:45:00+00:00,2023-06-30 06:00:00+00:00,1873.820000,1875.693820,1847.580000,,9,stop,False,0.714206,-0.001000,-0.500289,699.783474,699.283185
baseline_v9|2023|52137|52138|long,baseline_v9,2023,long,2023-06-30 18:00:00+00:00,2023-07-02 22:30:00+00:00,1932.190000,1934.122190,1874.220000,,210,stop,False,0.333333,-0.001000,-0.233327,699.283185,699.049857
baseline_v9|2023|52495|52496|long,baseline_v9,2023,long,2023-07-04 11:30:00+00:00,2023-07-04 19:00:00+00:00,1958.970000,1944.940000,1944.940000,,30,stop,False,1.396619,-0.009162,-8.937855,699.049857,690.112003
baseline_v9|2023|52646|52647|short,baseline_v9,2023,short,2023-07-06 01:15:00+00:00,2023-07-06 05:30:00+00:00,1904.060000,1921.650000,1921.650000,,17,stop,False,1.082277,-0.011238,-8.400593,690.112003,681.711409
baseline_v9|2023|52849|52850|short,baseline_v9,2023,short,2023-07-08 04:00:00+00:00,2023-07-09 12:30:00+00:00,1864.240000,1876.800000,1876.800000,,130,stop,False,1.484150,-0.008737,-8.846918,681.711409,672.864492
baseline_v9|2023|53016|53017|long,baseline_v9,2023,long,2023-07-09 21:45:00+00:00,2023-07-09 22:30:00+00:00,1868.990000,1862.990000,1855.290000,,3,reverse,False,1.364050,-0.005210,-4.779166,672.864492,668.085326
baseline_v9|2023|53019|53020|short,baseline_v9,2023,short,2023-07-09 22:30:00+00:00,2023-07-10 18:30:00+00:00,1862.990000,1879.710000,1879.710000,,80,stop,False,1.115983,-0.010975,-8.189210,668.085326,659.896116
baseline_v9|2023|53150|53151|long,baseline_v9,2023,long,2023-07-11 07:15:00+00:00,2023-07-11 09:15:00+00:00,1884.490000,1869.940000,1869.940000,,8,stop,False,1.295384,-0.009721,-8.303030,659.896116,651.593086
baseline_v9|2023|53683|53684|short,baseline_v9,2023,short,2023-07-16 20:30:00+00:00,2023-07-20 10:00:00+00:00,1929.350000,1927.420650,1943.930000,,342,stop,False,1.323023,-0.001000,-0.861210,651.593086,650.731875
baseline_v9|2023|54048|54049|short,baseline_v9,2023,short,2023-07-20 15:45:00+00:00,2023-07-23 17:45:00+00:00,1890.330000,1888.439670,1915.450000,,296,stop,False,0.752619,-0.001000,-0.489263,650.731875,650.242612
baseline_v9|2023|54380|54381|short,baseline_v9,2023,short,2023-07-24 02:45:00+00:00,2023-07-26 18:00:00+00:00,1876.660000,1874.783340,1893.110000,,253,stop,False,1.140532,-0.001000,-0.740881,650.242612,649.501731
baseline_v9|2023|55026|55027|short,baseline_v9,2023,short,2023-07-30 20:15:00+00:00,2023-07-31 00:30:00+00:00,1854.170000,1870.750000,1870.750000,,17,stop,False,1.118516,-0.010942,-7.955627,649.501731,641.546104
baseline_v9|2023|55060|55061|short,baseline_v9,2023,short,2023-07-31 04:45:00+00:00,2023-08-01 23:00:00+00:00,1864.830000,1862.965170,1878.420000,,169,stop,False,1.372539,-0.001000,-0.879666,641.546104,640.666438
baseline_v9|2023|55348|55349|short,baseline_v9,2023,short,2023-08-03 04:45:00+00:00,2023-08-03 14:45:00+00:00,1838.200000,1849.860000,1849.860000,,40,stop,False,1.576737,-0.008343,-8.434359,640.666438,632.232079
baseline_v9|2023|55422|55423|short,baseline_v9,2023,short,2023-08-03 23:15:00+00:00,2023-08-08 05:15:00+00:00,1837.520000,1835.682480,1854.230000,,408,stop,False,1.099815,-0.001000,-0.694643,632.232079,631.537436
baseline_v9|2023|55938|55939|long,baseline_v9,2023,long,2023-08-09 08:15:00+00:00,2023-08-09 15:00:00+00:00,1863.140000,1853.260000,1853.260000,,27,stop,False,1.886215,-0.007303,-8.692979,631.537436,622.844457
baseline_v9|2023|56164|56165|short,baseline_v9,2023,short,2023-08-11 16:45:00+00:00,2023-08-13 18:45:00+00:00,1841.820000,1855.340000,1855.340000,,200,stop,False,1.362657,-0.009341,-7.933786,622.844457,614.910671
baseline_v9|2023|57076|57077|short,baseline_v9,2023,short,2023-08-21 04:45:00+00:00,2023-08-21 05:30:00+00:00,1675.860000,1687.880000,1687.880000,,3,stop,False,1.393984,-0.009172,-7.868536,614.910671,607.042135
baseline_v9|2023|57156|57157|short,baseline_v9,2023,short,2023-08-22 00:45:00+00:00,2023-08-23 16:15:00+00:00,1667.000000,1665.333000,1679.100000,,158,stop,False,1.377359,-0.001000,-0.835279,607.042135,606.206856
baseline_v9|2023|57505|57506|short,baseline_v9,2023,short,2023-08-25 16:00:00+00:00,2023-08-28 12:00:00+00:00,1646.210000,1644.563790,1676.460000,,272,stop,False,0.544142,-0.001000,-0.329533,606.206856,605.877323
baseline_v9|2023|58372|58373|short,baseline_v9,2023,short,2023-09-03 16:45:00+00:00,2023-09-03 18:15:00+00:00,1628.520000,1640.090000,1640.090000,,6,stop,False,1.407497,-0.009105,-7.770200,605.877323,598.107123
