variant,period,risk_percent,trades,gross_bp_per_trade,project_net_bp_per_trade,pine_net_bp_per_trade,win_rate,monetary_profit_factor,unit_profit_factor,return_percent,max_drawdown_15m_percent,max_drawdown_daily_percent,median_holding_bars,mean_leverage,max_leverage,long_trades,short_trades,period_end_exits,matched_control_net_bp,candidate_minus_control_bp,week_signflip_p,absolute_ci95_low_bp,absolute_ci95_high_bp
V9,backcast_2022,1.0,80,128.65738635867143,108.65738635867139,108.7072983321136,0.1125,1.9152863964639204,2.1614414075109463,47.72510198681752,14.13898273912344,13.223824300451714,26.0,0.581456368431357,2.121030183721441,37,43,0,22.975617685862815,85.68176867280859,0.0491950804919508,-0.4414931864197085,480.11334952453933
V10,backcast_2022,1.0,70,69.68512926458601,49.685129264585996,49.686216122988554,0.08571428571428572,1.5589001626904548,1.5842706142634126,19.23886258864509,14.441328955497756,13.173604182713161,26.5,0.560050690250843,2.121030183721441,35,35,0,6.959785171012579,42.72534409357344,0.12248775122487751,-54.76862884478729,396.6579116100272
V11,backcast_2022,1.0,42,62.94579468742477,42.94579468742475,42.882848892737364,0.09523809523809523,1.2215920538275447,1.4223407069221674,4.969516596424728,12.038006975084482,11.15912397984139,24.5,0.5695578146560741,2.119507495130025,42,0,0,-35.845880469330325,78.79167515675509,0.22137786221377861,-99.9124105959026,411.981972403773
