variant,period,risk_percent,trades,gross_bp_per_trade,project_net_bp_per_trade,pine_net_bp_per_trade,win_rate,monetary_profit_factor,unit_profit_factor,return_percent,max_drawdown_15m_percent,max_drawdown_daily_percent,median_holding_bars,mean_leverage,max_leverage,long_trades,short_trades,period_end_exits,raw_candidates,accepted_candidates,acceptance_rate,intrabar_barrier_collisions,largest_trade_share_of_unit_net,without_largest_trade_net_bp,exit_reasons,stage,config_id,take_profit_percent,atr_mult,max_sl_percent
tp_none,2023H1,1.0,42,81.01980557981084,61.01980557981081,60.964550455408336,0.16666666666666666,1.9663976867616242,1.7102952243021816,39.80485694491054,16.684507711411722,14.863316527703297,33.5,0.8322577495833685,1.6897959314817335,24,18,1,77,77,1.0,0,0.9678321608091209,2.010750300504944,"{'stop': 33, 'reverse': 8, 'period_end': 1}",take_profit,tp_none,,4.0,3.0
tp_none,2023H2,1.0,42,61.493021984932106,41.4930219849321,41.41539833402185,0.11904761904761904,1.8598677564263415,1.762599844336993,21.82505772932737,16.735166363774734,15.183961339312123,82.0,1.1318334237518197,2.1379219001159657,15,27,1,90,90,1.0,0,1.2418814491659567,-10.28118234379491,"{'stop': 36, 'reverse': 5, 'period_end': 1}",take_profit,tp_none,,4.0,3.0
tp_none,2024H1,1.0,38,219.75929700700925,199.75929700700925,199.64779026505497,0.21052631578947367,3.5490143171909856,4.160123396397319,60.32293782439451,9.512658645058835,8.015346320105365,38.5,0.7086666646016909,1.440865863747012,17,21,0,81,81,1.0,0,0.330746756003609,137.30278882525462,"{'stop': 30, 'reverse': 8}",take_profit,tp_none,,4.0,3.0
tp_none,2024H2,1.0,45,112.03577071886177,92.03577071886176,92.03379837277885,0.17777777777777778,2.2595847485292326,2.1827247827717957,30.522145244460575,12.215369521910768,10.184706574944824,47.0,0.6365777497864092,1.5284396601381303,24,21,0,87,87,1.0,0,0.6414353934635735,33.75078741315556,"{'stop': 37, 'reverse': 8}",take_profit,tp_none,,4.0,3.0
tp_2.5,2023H1,1.0,55,-26.86508680097471,-46.86508680097473,-46.8642083442849,0.2,0.592285304733082,0.4953427868789668,-14.115225358391614,19.24697587965185,18.552265118649437,33.0,0.776686610646776,1.6897959314817335,30,25,1,77,77,1.0,0,-0.08924616398636928,-51.99294224549532,"{'stop': 42, 'take_profit': 11, 'reverse': 1, 'period_end': 1}",take_profit,tp_2.5,2.5,4.0,3.0
tp_2.5,2023H2,1.0,60,21.135575971046055,1.1355759710460485,1.1540124152080427,0.31666666666666665,1.0483975119310862,1.0166003411427804,1.8699257504633193,9.144052711407479,7.392052169219776,33.5,1.066652408981566,2.1379219001159657,28,32,1,90,90,1.0,0,3.3761133830806394,-2.743990436244699,"{'stop': 40, 'take_profit': 18, 'reverse': 1, 'period_end': 1}",take_profit,tp_2.5,2.5,4.0,3.0
tp_2.5,2024H1,1.0,59,29.968393123803896,9.96839312380388,9.958433861501,0.3559322033898305,1.0639934057652023,1.1386503747475423,1.9464956868498806,7.783992183644628,7.471643098072478,27.0,0.70494478772406,1.575601185082212,26,33,0,81,81,1.0,0,0.39108440660173316,6.174563635142866,"{'stop': 38, 'take_profit': 21}",take_profit,tp_2.5,2.5,4.0,3.0
tp_2.5,2024H2,1.0,61,8.153927202362208,-11.846072797637808,-11.845515815306063,0.32786885245901637,1.0741703035775083,0.8642360369934866,2.223769756142646,5.99341542348053,5.99341542348053,27.0,0.6088848672899662,1.5284396601381303,32,29,0,87,87,1.0,0,-0.3183166267118181,-15.877155975870583,"{'stop': 41, 'take_profit': 20}",take_profit,tp_2.5,2.5,4.0,3.0
tp_5,2023H1,1.0,54,17.911655037421692,-2.0883449625783213,-2.1045783671187723,0.18518518518518517,1.1854227278844627,0.9770447223299739,7.067553319212139,15.500008593062041,13.770357526899824,38.0,0.7777589030458978,1.6897959314817335,29,25,1,77,77,1.0,0,-4.25645281719626,-11.184405379970048,"{'stop': 42, 'take_profit': 10, 'reverse': 1, 'period_end': 1}",take_profit,tp_5,5.0,4.0,3.0
tp_5,2023H2,1.0,63,-1.5862488042565264,-21.586248804256538,-21.578759258679966,0.12698412698412698,0.8951433701666021,0.7138455058119382,-4.493089743079848,15.443570841018717,13.68848229164521,43.0,1.0350258511788732,2.1379219001159657,31,32,1,90,90,1.0,0,-0.352974159227679,-29.67669548531556,"{'stop': 54, 'take_profit': 7, 'reverse': 1, 'period_end': 1}",take_profit,tp_5,5.0,4.0,3.0
tp_5,2024H1,1.0,59,42.92119537709187,22.921195377091852,22.924194322553607,0.2033898305084746,1.268654657954736,1.3068235928869636,8.50153860002023,7.382117819442469,5.88527094460829,38.0,0.6834278551941952,1.4408658637470122,26,33,0,81,81,1.0,0,0.3549407466895352,15.040452091739288,"{'stop': 47, 'take_profit': 12}",take_profit,tp_5,5.0,4.0,3.0
tp_5,2024H2,1.0,62,25.62527776670442,5.625277766704403,5.6205287504347154,0.1935483870967742,1.2344075822505145,1.0644520651361153,7.427213228136398,9.79987935555946,6.749140610120374,38.0,0.6164934930595126,1.5284396601381303,31,31,0,87,87,1.0,0,1.37633096213846,-2.1516705580799544,"{'stop': 50, 'take_profit': 12}",take_profit,tp_5,5.0,4.0,3.0
tp_8,2023H1,1.0,54,49.15265218580265,29.15265218580263,29.16156361207179,0.14814814814814814,1.703230611527036,1.3373987186341263,29.02667911248109,14.207997212883539,11.18975057713495,37.5,0.7941915435374199,1.6897959314817335,31,23,1,77,77,1.0,0,0.4954941547897735,14.985186892082607,"{'stop': 44, 'take_profit': 8, 'reverse': 1, 'period_end': 1}",take_profit,tp_8,8.0,4.0,3.0
tp_8,2023H2,1.0,59,6.520622146364794,-13.47937785363522,-13.485068307938047,0.1016949152542373,0.877692367451115,0.8170273288335188,-4.717512408958502,16.735166363774734,15.183961339312123,40.0,1.0229643643321786,2.1379219001159657,29,30,1,90,90,1.0,0,-0.9808044872857136,-27.160357175167558,"{'stop': 52, 'take_profit': 4, 'reverse': 2, 'period_end': 1}",take_profit,tp_8,8.0,4.0,3.0
tp_8,2024H1,1.0,57,88.0513521229068,68.05135212290678,68.06697383789631,0.19298245614035087,1.8561228635839355,1.94895365752774,29.159336361683707,6.46801192015678,4.841445004052403,38.0,0.692151271097736,1.4408658637470122,26,31,0,81,81,1.0,0,0.20109046428739077,55.337711167146864,"{'stop': 46, 'take_profit': 10, 'reverse': 1}",take_profit,tp_8,8.0,4.0,3.0
tp_8,2024H2,1.0,61,45.5627539979721,25.562753997972084,25.559841644168195,0.14754098360655737,1.6055776400518473,1.285557585989153,20.928581200167827,13.055548552405549,9.380802480935625,43.0,0.6184576715870606,1.5284396601381305,31,30,0,87,87,1.0,0,0.5002194196908375,12.988697494530298,"{'stop': 52, 'take_profit': 9}",take_profit,tp_8,8.0,4.0,3.0
tp_12,2023H1,1.0,51,36.09777770313441,16.09777770313439,16.09953740482616,0.13725490196078433,1.5441705174444176,1.1780634437751933,23.779489479074467,16.420236186926495,13.479818283739897,37.0,0.8050181792646811,1.6897959314817335,30,21,1,77,77,1.0,0,1.437307509279193,-7.180472653733583,"{'stop': 42, 'reverse': 5, 'take_profit': 3, 'period_end': 1}",take_profit,tp_12,12.0,4.0,3.0
tp_12,2023H2,1.0,57,3.6557351340332485,-16.34426486596676,-16.36856464624278,0.08771929824561403,0.8820283766664491,0.7687217892710294,-4.306050072497047,16.735166363774734,15.183961339312123,40.0,1.0390345616867536,2.1379219001159657,28,29,1,90,90,1.0,0,-1.266621008517953,-37.70779436601752,"{'stop': 51, 'reverse': 3, 'take_profit': 2, 'period_end': 1}",take_profit,tp_12,12.0,4.0,3.0
tp_12,2024H1,1.0,53,139.39538975121027,119.39538975121025,119.42079865434089,0.18867924528301888,2.5144517388260383,2.8229948129827163,48.78237261625951,6.468011920156802,4.841445004052403,38.0,0.6976788544800917,1.4408658637470122,22,31,0,81,81,1.0,0,0.18647630667816362,98.99888186746632,"{'stop': 43, 'take_profit': 8, 'reverse': 2}",take_profit,tp_12,12.0,4.0,3.0
tp_12,2024H2,1.0,54,70.60473753636244,50.604737536362414,50.60136172522199,0.12962962962962962,1.8483218231075327,1.570177812610934,27.51185922950672,8.991812492072459,8.224829991002524,44.0,0.6000122984157018,1.52843966013813,28,26,0,87,87,1.0,0,0.43181850636097713,29.29517866727435,"{'stop': 47, 'take_profit': 6, 'reverse': 1}",take_profit,tp_12,12.0,4.0,3.0
tp_20,2023H1,1.0,49,50.95738029743101,30.957380297430987,30.908107654933513,0.14285714285714285,1.5816434288406804,1.3304356722249033,25.876617499943034,15.46740726241561,13.619611511579144,38.0,0.812037970672311,1.6897959314817335,28,21,1,77,77,1.0,0,1.3052924042995377,-9.647950000605718,"{'stop': 40, 'reverse': 6, 'take_profit': 2, 'period_end': 1}",take_profit,tp_20,20.0,4.0,3.0
tp_20,2023H2,1.0,49,33.719655512406796,13.719655512406783,13.661921355402676,0.10204081632653061,1.3414604853899503,1.2119758309952884,11.13633102550089,16.735166363774734,15.183961339312123,43.0,1.0882841204755835,2.1379219001159657,20,29,1,90,90,1.0,0,2.945256855840367,-27.244259235803987,"{'stop': 43, 'reverse': 4, 'take_profit': 1, 'period_end': 1}",take_profit,tp_20,20.0,4.0,3.0
tp_20,2024H1,1.0,48,202.77406029328031,182.7740602932803,182.74933212849896,0.1875,3.2373315357181176,3.7922756926976517,74.90446730441205,6.7130357033185595,4.980016416504207,39.0,0.7094287345981254,1.4408658637470122,22,26,0,81,81,1.0,0,0.22568946390685996,144.5350270055589,"{'stop': 39, 'take_profit': 5, 'reverse': 4}",take_profit,tp_20,20.0,4.0,3.0
tp_20,2024H2,1.0,51,76.66326686830539,56.663266868305364,56.66469030916564,0.1568627450980392,1.9062775000876717,1.7088174644541543,24.322920131996597,12.215369521910768,10.184706574944824,41.0,0.6078601561490049,1.5284396601381303,27,24,0,87,87,1.0,0,0.6851649729742041,18.19637277896986,"{'stop': 43, 'reverse': 7, 'take_profit': 1}",take_profit,tp_20,20.0,4.0,3.0
tp_30,2023H1,1.0,45,78.34055374612576,58.34055374612576,58.26905617728031,0.15555555555555556,1.970757124621519,1.6489954463587808,44.72889434740639,16.684507711411722,14.863316527703308,38.0,0.8231563041320963,1.6897959314817335,25,20,1,77,77,1.0,0,1.135088186467435,-8.060235957685265,"{'stop': 36, 'reverse': 7, 'take_profit': 1, 'period_end': 1}",take_profit,tp_30,30.0,4.0,3.0
tp_30,2023H2,1.0,44,69.7292502469826,49.72925024698258,49.63786836089942,0.11363636363636363,1.9263200810898695,1.8239473784779385,28.114703861706623,16.735166363774734,15.183961339312123,60.0,1.1325813390541135,2.1379219001159657,17,27,1,90,90,1.0,0,1.3619259297153674,-18.416870365261442,"{'stop': 38, 'reverse': 4, 'take_profit': 1, 'period_end': 1}",take_profit,tp_30,30.0,4.0,3.0
tp_30,2024H1,1.0,38,204.62126018388173,184.62126018388173,184.48222404010423,0.18421052631578946,3.241058278676431,3.6414359620148096,55.18893821842621,8.147480871880564,6.244400597774957,38.0,0.7056136124525069,1.440865863747012,18,20,0,81,81,1.0,0,0.42476627765571023,109.07065511729135,"{'stop': 31, 'reverse': 6, 'take_profit': 1}",take_profit,tp_30,30.0,4.0,3.0
tp_30,2024H2,1.0,46,116.84883919959704,96.84883919959702,96.83966110188912,0.17391304347826086,2.3142119052413435,2.2686105783149846,32.03010409903499,12.215369521910768,10.184706574944824,44.0,0.6313874934801074,1.5284396601381303,25,21,0,87,87,1.0,0,0.6689070221789637,32.778547692863185,"{'stop': 38, 'reverse': 7, 'take_profit': 1}",take_profit,tp_30,30.0,4.0,3.0
tp_40,2023H1,1.0,42,81.01980557981084,61.01980557981081,60.964550455408336,0.16666666666666666,1.9663976867616242,1.7102952243021816,39.80485694491054,16.684507711411722,14.863316527703297,33.5,0.8322577495833685,1.6897959314817335,24,18,1,77,77,1.0,0,0.9678321608091209,2.010750300504944,"{'stop': 33, 'reverse': 8, 'period_end': 1}",take_profit,tp_40,40.0,4.0,3.0
tp_40,2023H2,1.0,42,61.493021984932106,41.4930219849321,41.41539833402185,0.11904761904761904,1.8598677564263415,1.762599844336993,21.82505772932737,16.735166363774734,15.183961339312123,82.0,1.1318334237518197,2.1379219001159657,15,27,1,90,90,1.0,0,1.2418814491659567,-10.28118234379491,"{'stop': 36, 'reverse': 5, 'period_end': 1}",take_profit,tp_40,40.0,4.0,3.0
tp_40,2024H1,1.0,38,219.75929700700925,199.75929700700925,199.64779026505497,0.21052631578947367,3.5490143171909856,4.160123396397319,60.32293782439451,9.512658645058835,8.015346320105365,38.5,0.7086666646016909,1.440865863747012,17,21,0,81,81,1.0,0,0.330746756003609,137.30278882525462,"{'stop': 30, 'reverse': 8}",take_profit,tp_40,40.0,4.0,3.0
tp_40,2024H2,1.0,45,112.03577071886177,92.03577071886176,92.03379837277885,0.17777777777777778,2.2595847485292326,2.1827247827717957,30.522145244460575,12.215369521910768,10.184706574944824,47.0,0.6365777497864092,1.5284396601381303,24,21,0,87,87,1.0,0,0.6414353934635735,33.75078741315556,"{'stop': 37, 'reverse': 8}",take_profit,tp_40,40.0,4.0,3.0
