variant,period,risk_percent,trades,gross_bp_per_trade,project_net_bp_per_trade,pine_net_bp_per_trade,win_rate,monetary_profit_factor,unit_profit_factor,return_percent,max_drawdown_15m_percent,max_drawdown_daily_percent,median_holding_bars,mean_leverage,max_leverage,long_trades,short_trades,period_end_exits,raw_candidates,accepted_candidates,acceptance_rate,intrabar_barrier_collisions,largest_trade_share_of_unit_net,without_largest_trade_net_bp,exit_reasons,stage,config_id,take_profit_percent,atr_mult,max_sl_percent
cap_3,2024H2,1.0,49,95.0117407965608,75.01174079656077,74.9940366465735,0.16326530612244897,1.8965371737284467,2.0785676734145038,30.611526171357095,14.230345720315075,11.455343981837295,33.0,0.8217957954312388,2.0379195468508406,26,23,0,87,87,1.0,0,0.8107606876637404,14.490902958934559,"{'stop': 41, 'reverse': 7, 'take_profit': 1}",max_sl_percent,cap_3,30.0,3.0,3.0
cap_4,2023H1,1.0,47,89.04954036878974,69.04954036878972,68.95187439359454,0.14893617021276595,1.9173118565822678,1.9012277108212698,57.26443028898631,22.104990558486637,21.200234631027172,26.0,1.1120440306231723,2.2530612419756446,26,21,1,77,77,1.0,0,0.9182353635344384,5.768545578680574,"{'stop': 38, 'reverse': 7, 'take_profit': 1, 'period_end': 1}",max_sl_percent,cap_4,30.0,3.0,4.0
cap_4,2023H2,1.0,47,68.31864152875357,48.31864152875355,48.232014617223456,0.10638297872340426,1.995760433040549,1.8753882714950347,39.14700843337615,22.690509171024743,20.86048814446151,35.0,1.5494163011023117,2.8505625334879547,18,29,1,90,90,1.0,0,1.312216525983338,-15.413832276566485,"{'stop': 42, 'reverse': 3, 'take_profit': 1, 'period_end': 1}",max_sl_percent,cap_4,30.0,3.0,4.0
cap_4,2024H1,1.0,40,201.54078778504453,181.54078778504453,181.41431111294216,0.175,3.2622478021718764,4.013176432276657,79.09639524030827,11.159593144398084,8.240449070493316,26.0,0.9404344950325442,1.9211544849960165,19,21,0,81,81,1.0,0,0.41037522256103426,109.78558625010399,"{'stop': 33, 'reverse': 6, 'take_profit': 1}",max_sl_percent,cap_4,30.0,3.0,4.0
cap_4,2024H2,1.0,49,95.0117407965608,75.01174079656077,74.9940366465735,0.16326530612244897,1.8965371737284467,2.0785676734145038,30.611526171357095,14.230345720315075,11.455343981837295,33.0,0.8217957954312388,2.0379195468508406,26,23,0,87,87,1.0,0,0.8107606876637404,14.490902958934559,"{'stop': 41, 'reverse': 7, 'take_profit': 1}",max_sl_percent,cap_4,30.0,3.0,4.0
cap_5,2023H1,1.0,47,89.04954036878974,69.04954036878972,68.95187439359454,0.14893617021276595,1.9173118565822678,1.9012277108212698,57.26443028898631,22.104990558486637,21.200234631027172,26.0,1.1120440306231723,2.2530612419756446,26,21,1,77,77,1.0,0,0.9182353635344384,5.768545578680574,"{'stop': 38, 'reverse': 7, 'take_profit': 1, 'period_end': 1}",max_sl_percent,cap_5,30.0,3.0,5.0
cap_5,2023H2,1.0,47,68.31864152875357,48.31864152875355,48.232014617223456,0.10638297872340426,1.995760433040549,1.8753882714950347,39.14700843337615,22.690509171024743,20.86048814446151,35.0,1.5494163011023117,2.8505625334879547,18,29,1,90,90,1.0,0,1.312216525983338,-15.413832276566485,"{'stop': 42, 'reverse': 3, 'take_profit': 1, 'period_end': 1}",max_sl_percent,cap_5,30.0,3.0,5.0
cap_5,2024H1,1.0,40,201.54078778504453,181.54078778504453,181.41431111294216,0.175,3.2622478021718764,4.013176432276657,79.09639524030827,11.159593144398084,8.240449070493316,26.0,0.9404344950325442,1.9211544849960165,19,21,0,81,81,1.0,0,0.41037522256103426,109.78558625010399,"{'stop': 33, 'reverse': 6, 'take_profit': 1}",max_sl_percent,cap_5,30.0,3.0,5.0
cap_5,2024H2,1.0,49,95.0117407965608,75.01174079656077,74.9940366465735,0.16326530612244897,1.8965371737284467,2.0785676734145038,30.611526171357095,14.230345720315075,11.455343981837295,33.0,0.8217957954312388,2.0379195468508406,26,23,0,87,87,1.0,0,0.8107606876637404,14.490902958934559,"{'stop': 41, 'reverse': 7, 'take_profit': 1}",max_sl_percent,cap_5,30.0,3.0,5.0
cap_6,2023H1,1.0,47,89.04954036878974,69.04954036878972,68.95187439359454,0.14893617021276595,1.9173118565822678,1.9012277108212698,57.26443028898631,22.104990558486637,21.200234631027172,26.0,1.1120440306231723,2.2530612419756446,26,21,1,77,77,1.0,0,0.9182353635344384,5.768545578680574,"{'stop': 38, 'reverse': 7, 'take_profit': 1, 'period_end': 1}",max_sl_percent,cap_6,30.0,3.0,6.0
cap_6,2023H2,1.0,47,68.31864152875357,48.31864152875355,48.232014617223456,0.10638297872340426,1.995760433040549,1.8753882714950347,39.14700843337615,22.690509171024743,20.86048814446151,35.0,1.5494163011023117,2.8505625334879547,18,29,1,90,90,1.0,0,1.312216525983338,-15.413832276566485,"{'stop': 42, 'reverse': 3, 'take_profit': 1, 'period_end': 1}",max_sl_percent,cap_6,30.0,3.0,6.0
cap_6,2024H1,1.0,40,201.54078778504453,181.54078778504453,181.41431111294216,0.175,3.2622478021718764,4.013176432276657,79.09639524030827,11.159593144398084,8.240449070493316,26.0,0.9404344950325442,1.9211544849960165,19,21,0,81,81,1.0,0,0.41037522256103426,109.78558625010399,"{'stop': 33, 'reverse': 6, 'take_profit': 1}",max_sl_percent,cap_6,30.0,3.0,6.0
cap_6,2024H2,1.0,49,95.0117407965608,75.01174079656077,74.9940366465735,0.16326530612244897,1.8965371737284467,2.0785676734145038,30.611526171357095,14.230345720315075,11.455343981837295,33.0,0.8217957954312388,2.0379195468508406,26,23,0,87,87,1.0,0,0.8107606876637404,14.490902958934559,"{'stop': 41, 'reverse': 7, 'take_profit': 1}",max_sl_percent,cap_6,30.0,3.0,6.0
