arm,symbol,direction,signal_i,entry_i,exit_i,signal_time,entry_time,exit_time,entry_price,exit_price,quantity,initial_stop_price,initial_stop_distance,holding_bars,exit_reason,score,leverage,gross_return,net_return,project_net_return,commission_return,pnl,entry_equity,exit_equity,variant,split,trade_id
v8_eth_baseline,ETH_USDT_SWAP,short,34888,34889,34897,2023-01-02 01:30:00+00:00,2023-01-02 01:45:00+00:00,2023-01-02 03:45:00+00:00,1195.85,1202.9399999999998,0.7051105342935712,1202.9399999999998,7.09,8,stop,1.065343565689508,1.6864128648699341,-0.005928837228749373,-0.007934766065978122,-0.007928837228749373,0.0020059288372287496,-6.69064578669945,500.0,493.30935421330054,v8_eth_baseline,discovery_2023,v8_eth_baseline|discovery_2023|34888|34889|short
v8_eth_baseline,ETH_USDT_SWAP,long,35073,35074,35760,2023-01-03 23:45:00+00:00,2023-01-04 00:00:00+00:00,2023-01-11 03:30:00+00:00,1214.61,1331.19,0.6863043608331206,1207.4199999999998,7.19,686,reverse,0.29693677808375746,1.6897959314817335,0.09598142613678484,0.09388544471064805,0.09398142613678484,0.0020959814261367845,78.2621687441164,493.30935421330054,571.571522957417,v8_eth_baseline,discovery_2023,v8_eth_baseline|discovery_2023|35073|35074|long
v8_eth_baseline,ETH_USDT_SWAP,short,35759,35760,35834,2023-01-11 03:15:00+00:00,2023-01-11 03:30:00+00:00,2023-01-11 22:00:00+00:00,1331.19,1345.69,0.39475643061394894,1345.69,14.5,74,stop,0.2149964096800314,0.9193876737419843,-0.010892509709357734,-0.012903402219067092,-0.012892509709357734,0.0020108925097093574,-6.780683837884097,571.571522957417,564.7908391195328,v8_eth_baseline,discovery_2023,v8_eth_baseline|discovery_2023|35759|35760|short
v8_eth_baseline,ETH_USDT_SWAP,long,36000,36001,36262,2023-01-13 15:30:00+00:00,2023-01-13 15:45:00+00:00,2023-01-16 09:00:00+00:00,1418.41,1538.26,0.2540851476758964,1396.18,22.23,261,reverse,0.23756746983181196,0.6381068695745851,0.08449602019162294,0.08241152417143133,0.08249602019162294,0.002084496020191623,29.70085901537727,564.7908391195328,594.4916981349102,v8_eth_baseline,discovery_2023,v8_eth_baseline|discovery_2023|36000|36001|long
v8_eth_baseline,ETH_USDT_SWAP,short,36261,36262,36301,2023-01-16 08:45:00+00:00,2023-01-16 09:00:00+00:00,2023-01-16 18:45:00+00:00,1538.26,1571.76,0.17759232881590825,1571.76,33.5,39,stop,1.0769477987795033,0.45952395396169954,-0.0217778528987298,-0.02379963075162853,-0.0237778528987298,0.0020217778528987297,-6.501658709796996,594.4916981349102,587.9900394251132,v8_eth_baseline,discovery_2023,v8_eth_baseline|discovery_2023|36261|36262|short
v8_eth_baseline,ETH_USDT_SWAP,long,36430,36431,36481,2023-01-18 03:00:00+00:00,2023-01-18 03:15:00+00:00,2023-01-18 15:45:00+00:00,1589.99,1560.13,0.19692581057173228,1560.13,29.86,50,stop,0.45716227557248307,0.5325091388573199,-0.018779992326995676,-0.02076121233466868,-0.020779992326995678,0.0019812200076730043,-6.500544638070122,587.9900394251132,581.4894947870431,v8_eth_baseline,discovery_2023,v8_eth_baseline|discovery_2023|36430|36431|long
v8_eth_baseline,ETH_USDT_SWAP,short,36483,36484,36486,2023-01-18 16:15:00+00:00,2023-01-18 16:30:00+00:00,2023-01-18 17:00:00+00:00,1514.72,1560.16,0.12797089182623,1560.16,45.44,2,stop,1.1416777286316855,0.3333509392770999,-0.029998943699165448,-0.03202894264286461,-0.03199894369916545,0.0020299989436991656,-6.208492460442515,581.4894947870431,575.2810023266006,v8_eth_baseline,discovery_2023,v8_eth_baseline|discovery_2023|36483|36484|short
v8_eth_baseline,ETH_USDT_SWAP,short,36559,36560,36572,2023-01-19 11:15:00+00:00,2023-01-19 11:30:00+00:00,2023-01-19 14:30:00+00:00,1518.31,1535.4199999999998,0.33629208319681825,1535.4199999999998,17.11,12,stop,0.3847145956042339,0.8875586552894439,-0.011269108416594786,-0.013280377525011381,-0.013269108416594786,0.0020112691084165947,-6.78090276671819,575.2810023266006,568.5000995598824,v8_eth_baseline,discovery_2023,v8_eth_baseline|discovery_2023|36559|36560|short
v8_eth_baseline,ETH_USDT_SWAP,long,36574,36575,36887,2023-01-19 15:00:00+00:00,2023-01-19 15:15:00+00:00,2023-01-22 21:15:00+00:00,1537.59,1613.43,0.21294741445848628,1510.8899999999999,26.7,312,reverse,0.6766529022375437,0.5759468032647808,0.0493239420131506,0.04727461807113745,0.0473239420131506,0.0020493239420131502,15.478930350624667,568.5000995598824,583.979029910507,v8_eth_baseline,discovery_2023,v8_eth_baseline|discovery_2023|36574|36575|long
v8_eth_baseline,ETH_USDT_SWAP,short,36886,36887,36957,2023-01-22 21:00:00+00:00,2023-01-22 21:15:00+00:00,2023-01-23 14:45:00+00:00,1613.43,1649.71,0.16105364858097568,1649.71,36.28,70,stop,0.7974831219211898,0.44496253276393266,-0.022486255988793946,-0.02450874224478274,-0.024486255988793948,0.002022486255988794,-6.368566973348293,583.979029910507,577.6104629371588,v8_eth_baseline,discovery_2023,v8_eth_baseline|discovery_2023|36886|36887|short
v8_eth_baseline,ETH_USDT_SWAP,long,36987,36988,37034,2023-01-23 22:15:00+00:00,2023-01-23 22:30:00+00:00,2023-01-24 10:00:00+00:00,1633.73,1618.16,0.2021257172322725,1605.15,28.580000000000002,46,reverse,0.6426159776044366,0.5716981758514418,-0.009530338550433615,-0.011520808211883182,-0.011530338550433615,0.0019904696614495665,-3.8043880159169188,577.6104629371588,573.8060749212418,v8_eth_baseline,discovery_2023,v8_eth_baseline|discovery_2023|36987|36988|long
v8_eth_baseline,ETH_USDT_SWAP,short,37033,37034,37177,2023-01-24 09:45:00+00:00,2023-01-24 10:00:00+00:00,2023-01-25 21:45:00+00:00,1618.16,1616.54184,0.29668602810169664,1637.51,19.35,143,stop,0.5971112911014387,0.8366684917006777,0.0010000000000000009,-0.0009989999999999995,-0.0009999999999999992,0.0019990000000000003,-0.47960537776980816,573.8060749212418,573.3264695434721,v8_eth_baseline,discovery_2023,v8_eth_baseline|discovery_2023|37033|37034|short
v8_eth_baseline,ETH_USDT_SWAP,short,37756,37757,37840,2023-01-31 22:30:00+00:00,2023-01-31 22:45:00+00:00,2023-02-01 19:30:00+00:00,1578.19,1604.39,0.21878564583748877,1604.39,26.2,83,stop,0.9572785821716888,0.6022490443868918,-0.016601296421850487,-0.01861789771827234,-0.01860129642185049,0.0020166012964218504,-6.42848674167173,573.3264695434721,566.8979828018004,v8_eth_baseline,discovery_2023,v8_eth_baseline|discovery_2023|37756|37757|short
v8_eth_baseline,ETH_USDT_SWAP,long,37841,37842,38216,2023-02-01 19:45:00+00:00,2023-02-01 20:00:00+00:00,2023-02-05 17:30:00+00:00,1617.52,1619.1375199999998,0.11682668471969952,1569.0,48.52,374,stop,0.8164464975813316,0.33333951575177173,0.0009999999999998899,-0.0010010000000001099,-0.0010000000000001102,0.0020009999999999997,-0.18915846856689691,566.8979828018004,566.7088243332335,v8_eth_baseline,discovery_2023,v8_eth_baseline|discovery_2023|37841|37842|long
v8_eth_baseline,ETH_USDT_SWAP,short,38304,38305,38306,2023-02-06 15:30:00+00:00,2023-02-06 15:45:00+00:00,2023-02-06 16:00:00+00:00,1627.07,1652.21,0.22544452068885815,1652.21,25.14,1,stop,0.4074485653590787,0.647270697979335,-0.015451086923119473,-0.017466538010042592,-0.017451086923119474,0.0020154510869231194,-6.406970957922452,566.7088243332335,560.301853375311,v8_eth_baseline,discovery_2023,v8_eth_baseline|discovery_2023|38304|38305|short
v8_eth_baseline,ETH_USDT_SWAP,short,38335,38336,38374,2023-02-06 23:15:00+00:00,2023-02-06 23:30:00+00:00,2023-02-07 09:00:00+00:00,1611.64,1640.5300000000002,0.1939544713976645,1640.5300000000002,28.89,38,stop,1.61007190180759,0.55788640069686,-0.017925839517510145,-0.019943765357027656,-0.019925839517510147,0.00201792583951751,-6.234117591923881,560.301853375311,554.0677357833871,v8_eth_baseline,discovery_2023,v8_eth_baseline|discovery_2023|38335|38336|short
v8_eth_baseline,ETH_USDT_SWAP,long,38409,38410,38411,2023-02-07 17:45:00+00:00,2023-02-07 18:00:00+00:00,2023-02-07 18:15:00+00:00,1671.82,1637.7,0.1624083597412273,1637.7,34.12,1,stop,0.40114539457448467,0.4900439539196133,-0.02040889569451254,-0.022388486798818028,-0.022408895694512543,0.0019795911043054876,-6.078866949101455,554.0677357833871,547.9888688342857,v8_eth_baseline,discovery_2023,v8_eth_baseline|discovery_2023|38409|38410|long
