variant,period,risk_percent,trades,gross_bp_per_trade,project_net_bp_per_trade,pine_net_bp_per_trade,win_rate,monetary_profit_factor,unit_profit_factor,return_percent,max_drawdown_15m_percent,max_drawdown_daily_percent,median_holding_bars,mean_leverage,max_leverage,long_trades,short_trades,period_end_exits
v9_locked,discovery_2023,0.5,83,72.00767399572547,52.00767399572545,51.94054138431507,0.14457831325301204,2.059696956505565,1.733842136415333,34.36133727817141,14.188238640809182,13.436502973658705,46.0,0.49060013600055374,1.0689609500579829,38,45,1
v9_locked,confirmation_2024,0.5,83,161.35497552548352,141.35497552548352,141.30285490177272,0.1927710843373494,2.917111462578975,2.9872638012198887,46.7074982265482,6.426629493027236,5.30512279110964,39.0,0.3347700413852125,0.7642198300690652,41,42,0
v9_locked,final_preholdout_2025_202602,0.5,110,50.22342085518964,30.223420855189616,30.181549405393042,0.1,1.403963153568716,1.3008579530973567,12.138699837757683,10.609505950640862,9.983244980424477,38.0,0.2866572090797251,0.5741253498443767,53,57,0
v9_locked,discovery_2023,0.75,83,72.00767399572547,52.00767399572545,51.94054138431507,0.14457831325301204,1.9859730816090615,1.733842136415333,52.298069678281124,20.55616086752501,19.53152228793843,46.0,0.7359248685298304,1.603441425086974,38,45,1
v9_locked,confirmation_2024,0.75,83,161.35497552548352,141.35497552548352,141.30285490177272,0.1927710843373494,2.829128205752146,2.9872638012198887,75.79767425555089,9.39348513207835,7.793967478111973,39.0,0.5021711853198186,1.1463297451035976,41,42,0
v9_locked,final_preholdout_2025_202602,0.75,110,50.22342085518964,30.223420855189616,30.181549405393042,0.1,1.3848239559774271,1.3008579530973567,17.68324548058755,15.459588367475396,14.582677030596003,38.0,0.429991324840955,0.8611880247665652,53,57,0
v9_locked,discovery_2023,1.0,83,72.00767399572547,52.00767399572545,51.94054138431507,0.14457831325301204,1.9208668114845022,1.733842136415333,70.50224835236978,26.482608251140917,25.24098503841473,46.0,0.9812647279706652,2.1379219001159657,38,45,1
v9_locked,confirmation_2024,1.0,83,161.35497552548352,141.35497552548352,141.30285490177272,0.1927710843373494,2.7477051759224977,2.9872638012198887,109.2569377673425,12.215369521910757,10.184706574944812,39.0,0.6695823131958153,1.5284396601381303,41,42,0
v9_locked,final_preholdout_2025_202602,1.0,110,50.22342085518964,30.223420855189616,30.181549405393042,0.1,1.3660031726121795,1.3008579530973567,22.81944823926716,20.032112605053175,18.94024102585169,38.0,0.5733288800960354,1.1482506996887534,53,57,0
v9_locked,discovery_2023,1.25,83,72.00767399572547,52.00767399572545,51.94054138431507,0.14457831325301204,1.8626551458256808,1.733842136415333,88.79885930762623,31.996718733653772,30.586040656551837,46.0,1.2266189517031933,2.672402375144957,38,45,1
v9_locked,confirmation_2024,1.25,83,161.35497552548352,141.35497552548352,141.30285490177272,0.1927710843373494,2.672298335527322,2.9872638012198887,147.51249079984922,14.904509451455406,12.484450692450377,39.0,0.8370029185023175,1.910549575172663,41,42,0
v9_locked,final_preholdout_2025_202602,1.25,110,50.22342085518964,30.223420855189616,30.181549405393042,0.1,1.3475368547724433,1.3008579530973567,27.511193409786138,24.34451128701224,23.069483841773895,38.0,0.7166697192456026,1.4353133746109419,53,57,0
v9_locked,discovery_2023,1.5,83,72.00767399572547,52.00767399572545,51.94054138431507,0.14457831325301204,1.8100634635254158,1.733842136415333,107.0175612771044,37.12561421044936,35.58686405881007,46.0,1.4719868972411192,3.2068828501739484,38,45,1
v9_locked,confirmation_2024,1.5,83,161.35497552548352,141.35497552548352,141.30285490177272,0.1927710843373494,2.6023859996491847,2.9872638012198887,191.00298528768366,17.471650522535608,14.699533659995478,39.0,1.004432539899136,2.2926594902071953,41,42,0
v9_locked,final_preholdout_2025_202602,1.5,110,50.22342085518964,30.223420855189616,30.181549405393042,0.1,1.3294516432545738,1.3008579530973567,31.728745545179393,28.412970239775102,26.983113123311774,38.0,0.860013700364517,1.72237604953313,53,57,0
v9_locked,discovery_2023,2.0,83,72.00767399572547,52.00767399572545,51.94054138431507,0.14457831325301204,1.7181121735364935,1.733842136415333,142.57499601890999,46.32725063215569,44.63191053577666,46.0,1.9627618136504643,4.2758438002319314,38,45,1
v9_locked,confirmation_2024,2.0,83,161.35497552548352,141.35497552548352,141.30285490177272,0.1927710843373494,2.4771160735912074,2.9872638012198887,295.4807497517676,22.276808323951837,18.897788766342927,39.0,1.3393171780543696,3.05687932027626,41,42,0
v9_locked,final_preholdout_2025_202602,2.0,110,50.22342085518964,30.223420855189616,30.181549405393042,0.1,1.2944920688738464,1.3008579530973567,38.65421672729666,35.877190068214794,34.21051601441564,38.0,1.1467105789015206,2.2965013993775067,53,57,0
