variant,assignment_seed,candidate_trades,controls,candidate_net_bp,control_net_bp,candidate_minus_control_bp,week_equal_weight_excess_bp,week_signflip_p,week_blocks,unique_control_starts,exact_three_controls_each
v9_locked,pine-eth15m-control-sensitivity-000,110,330,30.223420855189616,31.738488557545903,-1.515067702356277,34.1626946827679,0.31384307846076964,52,True,True
v9_locked,pine-eth15m-control-sensitivity-001,110,330,30.223420855189616,57.008165293802755,-26.784744438613124,30.2331792794489,0.35282358820589704,52,True,True
v9_locked,pine-eth15m-control-sensitivity-002,110,330,30.223420855189616,22.0649459618938,8.158474893295827,39.3313753872924,0.29985007496251875,52,True,True
v9_locked,pine-eth15m-control-sensitivity-003,110,330,30.223420855189616,24.933847400653505,5.289573454536111,41.474110744789954,0.3003498250874563,52,True,True
v9_locked,pine-eth15m-control-sensitivity-004,110,330,30.223420855189616,23.435982550465535,6.787438304724085,32.6767420593348,0.351824087956022,52,True,True
v9_locked,pine-eth15m-control-sensitivity-005,110,330,30.223420855189616,45.86726988093321,-15.643849025743586,30.06276308783962,0.3563218390804598,52,True,True
v9_locked,pine-eth15m-control-sensitivity-006,110,330,30.223420855189616,43.68479800562768,-13.46137715043805,4.204625065324912,0.46976511744127936,52,True,True
v9_locked,pine-eth15m-control-sensitivity-007,110,330,30.223420855189616,40.19021013808246,-9.966789282892842,29.141548570950267,0.34332833583208394,52,True,True
v9_locked,pine-eth15m-control-sensitivity-008,110,330,30.223420855189616,57.43052480996659,-27.20710395477697,2.609022432531801,0.4927536231884058,52,True,True
v9_locked,pine-eth15m-control-sensitivity-009,110,330,30.223420855189616,26.448611173127357,3.7748096820622616,43.337326065293475,0.3103448275862069,52,True,True
v9_locked,pine-eth15m-control-sensitivity-010,110,330,30.223420855189616,47.82439364186312,-17.600972786673488,13.899641300094263,0.4497751124437781,52,True,True
v9_locked,pine-eth15m-control-sensitivity-011,110,330,30.223420855189616,64.92346756202754,-34.70004670683792,-4.881266565540691,0.5227386306846576,52,True,True
v9_locked,pine-eth15m-control-sensitivity-012,110,330,30.223420855189616,13.643512841889923,16.5799080132997,46.59471951453738,0.2843578210894553,52,True,True
v9_locked,pine-eth15m-control-sensitivity-013,110,330,30.223420855189616,47.40988495354147,-17.186464098351838,0.6602506354032154,0.46776611694152925,52,True,True
v9_locked,pine-eth15m-control-sensitivity-014,110,330,30.223420855189616,68.41333715673363,-38.18991630154401,-10.94441745695243,0.5677161419290355,52,True,True
v9_locked,pine-eth15m-control-sensitivity-015,110,330,30.223420855189616,16.31918943399978,13.904231421189836,64.90448001715703,0.21489255372313842,52,True,True
v9_locked,pine-eth15m-control-sensitivity-016,110,330,30.223420855189616,7.941938519066495,22.28148233612314,48.17407269880148,0.18990504747626186,52,True,True
v9_locked,pine-eth15m-control-sensitivity-017,110,330,30.223420855189616,22.707808540621787,7.51561231456783,25.016490149440923,0.31984007996002,52,True,True
v9_locked,pine-eth15m-control-sensitivity-018,110,330,30.223420855189616,69.00046489359725,-38.777044038407624,-12.146052919255656,0.5167416291854073,52,True,True
v9_locked,pine-eth15m-control-sensitivity-019,110,330,30.223420855189616,45.83393032346119,-15.610509468271564,4.634621667829697,0.4867566216891554,52,True,True
v9_locked,pine-eth15m-control-sensitivity-020,110,330,30.223420855189616,32.671848493163125,-2.44842763797351,30.596571192039725,0.3563218390804598,52,True,True
v9_locked,pine-eth15m-control-sensitivity-021,110,330,30.223420855189616,38.93846526372607,-8.715044408536455,24.02622221066297,0.41529235382308843,52,True,True
v9_locked,pine-eth15m-control-sensitivity-022,110,330,30.223420855189616,61.80845255610511,-31.585031700915494,23.09684916692002,0.36731634182908546,52,True,True
v9_locked,pine-eth15m-control-sensitivity-023,110,330,30.223420855189616,45.563961556738825,-15.340540701549191,11.24516525902262,0.4097951024487756,52,True,True
v9_locked,pine-eth15m-control-sensitivity-024,110,330,30.223420855189616,18.245111975466976,11.978308879722652,53.90990894306267,0.23088455772113944,52,True,True
v9_locked,pine-eth15m-control-sensitivity-025,110,330,30.223420855189616,61.40860200883942,-31.185181153649797,17.1304875531127,0.3663168415792104,52,True,True
v9_locked,pine-eth15m-control-sensitivity-026,110,330,30.223420855189616,21.390951605042833,8.832469250146788,43.474658879757996,0.2928535732133933,52,True,True
v9_locked,pine-eth15m-control-sensitivity-027,110,330,30.223420855189616,25.68711395805079,4.536306897138843,31.256766123993255,0.3658170914542729,52,True,True
v9_locked,pine-eth15m-control-sensitivity-028,110,330,30.223420855189616,36.52521837824567,-6.301797523056038,31.325798962764587,0.3498250874562719,52,True,True
v9_locked,pine-eth15m-control-sensitivity-029,110,330,30.223420855189616,27.47508331958381,2.74833753560581,15.610315349451028,0.4237881059470265,52,True,True
v9_locked,pine-eth15m-control-sensitivity-030,110,330,30.223420855189616,38.73870995435026,-8.515289099160643,15.081114887424734,0.4542728635682159,52,True,True
v9_locked,pine-eth15m-control-sensitivity-031,110,330,30.223420855189616,31.97980960739887,-1.7563887522092467,33.40558966473084,0.3758120939530235,52,True,True
v9_locked,pine-eth15m-control-sensitivity-032,110,330,30.223420855189616,28.17142744248886,2.051993412700778,43.31057215068692,0.2843578210894553,52,True,True
v9_locked,pine-eth15m-control-sensitivity-033,110,330,30.223420855189616,19.691726557679136,10.531694297510484,44.13379319975163,0.29185407296351823,52,True,True
v9_locked,pine-eth15m-control-sensitivity-034,110,330,30.223420855189616,28.462136955650507,1.7612838995391167,41.1393580044471,0.29735132433783107,52,True,True
v9_locked,pine-eth15m-control-sensitivity-035,110,330,30.223420855189616,44.485661246972825,-14.262240391783203,8.297660211326377,0.45827086456771615,52,True,True
v9_locked,pine-eth15m-control-sensitivity-036,110,330,30.223420855189616,18.64427946082893,11.579141394360704,60.290335477313114,0.1904047976011994,52,True,True
v9_locked,pine-eth15m-control-sensitivity-037,110,330,30.223420855189616,51.94124740099178,-21.717826545802147,-9.63191546827187,0.5567216391804098,52,True,True
v9_locked,pine-eth15m-control-sensitivity-038,110,330,30.223420855189616,-6.290176328520051,36.51359718370968,79.72210082000184,0.1359320339830085,52,True,True
v9_locked,pine-eth15m-control-sensitivity-039,110,330,30.223420855189616,52.72949773850034,-22.506076883310712,21.135478161656177,0.4007996001999001,52,True,True
v9_locked,pine-eth15m-control-sensitivity-040,110,330,30.223420855189616,58.29136676008625,-28.067945904896614,8.921107962006918,0.45577211394302847,52,True,True
v9_locked,pine-eth15m-control-sensitivity-041,110,330,30.223420855189616,49.64304538700388,-19.419624531814264,17.504532798384616,0.3798100949525237,52,True,True
v9_locked,pine-eth15m-control-sensitivity-042,110,330,30.223420855189616,35.43909014644092,-5.215669291251299,34.64797478977891,0.3268365817091454,52,True,True
v9_locked,pine-eth15m-control-sensitivity-043,110,330,30.223420855189616,9.143155277467539,21.080265577722084,64.40572528478273,0.2063968015992004,52,True,True
v9_locked,pine-eth15m-control-sensitivity-044,110,330,30.223420855189616,25.330389248987597,4.893031606202034,43.66180515399908,0.2813593203398301,52,True,True
v9_locked,pine-eth15m-control-sensitivity-045,110,330,30.223420855189616,23.455355692212486,6.768065162977135,36.39869951632395,0.2703648175912044,52,True,True
v9_locked,pine-eth15m-control-sensitivity-046,110,330,30.223420855189616,28.82057603380398,1.4028448213856466,58.910973185084195,0.22938530734632684,52,True,True
v9_locked,pine-eth15m-control-sensitivity-047,110,330,30.223420855189616,34.939972844287404,-4.71655198909777,29.500392636580525,0.31084457771114443,52,True,True
v9_locked,pine-eth15m-control-sensitivity-048,110,330,30.223420855189616,30.242841055719534,-0.019420200529908362,37.04708170997426,0.3218390804597701,52,True,True
v9_locked,pine-eth15m-control-sensitivity-049,110,330,30.223420855189616,15.989487220965215,14.233933634224403,40.914103342576105,0.3073463268365817,52,True,True
v9_locked,pine-eth15m-control-sensitivity-050,110,330,30.223420855189616,38.125495061647555,-7.902074206457915,32.68374150987453,0.25987006496751625,52,True,True
v9_locked,pine-eth15m-control-sensitivity-051,110,330,30.223420855189616,19.288021173552387,10.935399681637243,47.570792840902165,0.26936531734132935,52,True,True
v9_locked,pine-eth15m-control-sensitivity-052,110,330,30.223420855189616,31.998533462129956,-1.775112606940326,20.883009110105178,0.42278860569715143,52,True,True
v9_locked,pine-eth15m-control-sensitivity-053,110,330,30.223420855189616,14.690566420673441,15.532854434516183,39.54530340127606,0.3058470764617691,52,True,True
v9_locked,pine-eth15m-control-sensitivity-054,110,330,30.223420855189616,46.11312694582119,-15.889706090631572,14.230439570176989,0.4622688655672164,52,True,True
v9_locked,pine-eth15m-control-sensitivity-055,110,330,30.223420855189616,90.07635826698454,-59.85293741179491,-13.491942157781187,0.5477261369315343,52,True,True
v9_locked,pine-eth15m-control-sensitivity-056,110,330,30.223420855189616,18.920414011459563,11.303006843730069,58.31986660385535,0.23138430784607697,52,True,True
v9_locked,pine-eth15m-control-sensitivity-057,110,330,30.223420855189616,52.02938387605055,-21.805963020860943,8.38073713872247,0.463768115942029,52,True,True
v9_locked,pine-eth15m-control-sensitivity-058,110,330,30.223420855189616,49.872408124274216,-19.64898726908459,16.80233174206653,0.4257871064467766,52,True,True
v9_locked,pine-eth15m-control-sensitivity-059,110,330,30.223420855189616,37.97303442007572,-7.7496135648861,15.389884954476646,0.42328835582208896,52,True,True
v9_locked,pine-eth15m-control-sensitivity-060,110,330,30.223420855189616,21.458202086287805,8.765218768901825,49.00897519887477,0.26036981509245377,52,True,True
v9_locked,pine-eth15m-control-sensitivity-061,110,330,30.223420855189616,28.006357288143192,2.217063567046436,43.31333342297854,0.2993503248375812,52,True,True
v9_locked,pine-eth15m-control-sensitivity-062,110,330,30.223420855189616,22.93323223096249,7.29018862422714,42.49976484534717,0.29735132433783107,52,True,True
v9_locked,pine-eth15m-control-sensitivity-063,110,330,30.223420855189616,64.0997248920254,-33.876304036835776,-12.291160437685917,0.5407296351824088,52,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-000,77,231,41.218181621490125,76.13679924270551,-34.91861762121538,-14.98976183124792,0.5972013993003499,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-001,77,231,41.218181621490125,58.50477950007927,-17.286597878589156,16.516157458377325,0.42278860569715143,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-002,77,231,41.218181621490125,44.20935328809438,-2.9911716666042563,31.914073644917664,0.3793103448275862,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-003,77,231,41.218181621490125,14.164955996568523,27.05322562492161,55.237467209295836,0.2708645677161419,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-004,77,231,41.218181621490125,18.75199312012534,22.466188501364783,48.152752134138574,0.30834582708645675,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-005,77,231,41.218181621490125,2.5166398377036736,38.701541783786475,64.77333592525767,0.2098950524737631,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-006,77,231,41.218181621490125,107.41040803360963,-66.1922264121195,-37.41700000484583,0.7371314342828585,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-007,77,231,41.218181621490125,58.66305176075347,-17.44487013926334,21.728633180066186,0.3988005997001499,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-008,77,231,41.218181621490125,30.137197213535973,11.080984407954158,27.481195369826057,0.4102948525737131,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-009,77,231,41.218181621490125,65.01655306879498,-23.798371447304852,21.04976016328226,0.4237881059470265,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-010,77,231,41.218181621490125,6.904880579724111,34.31330104176602,54.28916196726627,0.2723638180909545,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-011,77,231,41.218181621490125,43.05269994394409,-1.8345183224539494,48.1854083398637,0.3023488255872064,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-012,77,231,41.218181621490125,-9.739777226707332,50.957958848197464,75.46939990160413,0.19140429785107446,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-013,77,231,41.218181621490125,22.262035074097387,18.95614654739274,51.21828767121028,0.2748625687156422,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-014,77,231,41.218181621490125,11.100910219476212,30.117271402013927,32.737912496676856,0.2673663168415792,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-015,77,231,41.218181621490125,14.481673225895628,26.736508395594498,48.08062314197969,0.30484757621189407,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-016,77,231,41.218181621490125,12.17225879148134,29.04592283000878,65.5757218288457,0.23438280859570215,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-017,77,231,41.218181621490125,68.80565714126617,-27.587475519776046,6.640895042255363,0.48375812093953025,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-018,77,231,41.218181621490125,37.56283148406928,3.6553501374208577,27.398141275329973,0.40879560219890054,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-019,77,231,41.218181621490125,36.210124041743235,5.008057579746887,26.25407352333971,0.33033483258370816,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-020,77,231,41.218181621490125,9.935697917848714,31.28248370364142,54.0989861542955,0.27136431784107945,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-021,77,231,41.218181621490125,36.546443827261164,4.671737794228984,35.83559380359545,0.37381309345327335,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-022,77,231,41.218181621490125,28.531822659345245,12.686358962144881,40.088052167118505,0.3588205897051474,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-023,77,231,41.218181621490125,58.559568610325215,-17.34138698883509,8.722865017294765,0.4767616191904048,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-024,77,231,41.218181621490125,39.56806923285951,1.650112388630635,39.04735638928181,0.37631184407796103,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-025,77,231,41.218181621490125,33.109062434563484,8.109119186926646,43.81491768980048,0.33683158420789605,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-026,77,231,41.218181621490125,25.291192538350586,15.92698908313954,54.214264732187495,0.255872063968016,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-027,77,231,41.218181621490125,3.7287089862853255,37.48947263520482,71.15361420337965,0.19640179910044978,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-028,77,231,41.218181621490125,46.82274053001654,-5.604558908526411,24.025858569229797,0.41579210394802596,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-029,77,231,41.218181621490125,4.645066917117209,36.573114704372934,56.50833604551454,0.25837081459270367,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-030,77,231,41.218181621490125,59.14922493060922,-17.931043309119097,17.179528967746986,0.45377311344327836,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-031,77,231,41.218181621490125,25.50906231056516,15.709119310924972,59.529149709573765,0.26686656671664166,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-032,77,231,41.218181621490125,23.39139401117405,17.826787610316078,55.455444565585154,0.26186906546726635,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-033,77,231,41.218181621490125,6.499551633935342,34.71862998755479,64.87799590587257,0.2273863068465767,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-034,77,231,41.218181621490125,-1.4992032804533812,42.717384901943525,66.70725037427131,0.22488755622188905,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-035,77,231,41.218181621490125,23.195442761551362,18.022738859938766,46.91646585011111,0.2978510744627686,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-036,77,231,41.218181621490125,17.80884170646142,23.409339915028706,49.68323225363745,0.23488255872063968,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-037,77,231,41.218181621490125,87.95876118256369,-46.74057956107358,-4.383243357807633,0.5137431284357821,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-038,77,231,41.218181621490125,48.41954282939275,-7.201361207902617,21.677735612840536,0.42978510744627685,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-039,77,231,41.218181621490125,53.82925357599505,-12.611071954504933,-0.8717073946309882,0.5027486256871564,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-040,77,231,41.218181621490125,52.51840045570187,-11.300218834211725,28.815861996944427,0.3778110944527736,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-041,77,231,41.218181621490125,9.602185122740117,31.61599649875001,51.69872899354929,0.2848575712143928,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-042,77,231,41.218181621490125,29.911848526043492,11.306333095446657,47.791020113153934,0.3148425787106447,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-043,77,231,41.218181621490125,59.2913010832312,-18.07311946174108,5.683461845817253,0.4817591204397801,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-044,77,231,41.218181621490125,8.679681860519889,32.53849976097025,45.60582982074278,0.3008495752123938,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-045,77,231,41.218181621490125,31.71460920769417,9.503572413795956,33.028585019115305,0.3633183408295852,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-046,77,231,41.218181621490125,80.89697535408656,-39.67879373259645,-3.5488583258197055,0.5197401299350325,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-047,77,231,41.218181621490125,85.87187769644942,-44.653696074959285,-18.76454585262512,0.6061969015492253,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-048,77,231,41.218181621490125,28.149703858556986,13.068477762933142,45.191063673075064,0.3238380809595202,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-049,77,231,41.218181621490125,-0.23652057848453076,41.454702199974655,76.00156744745978,0.20339830084957522,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-050,77,231,41.218181621490125,54.69524816805856,-13.47706654656844,15.827635423787928,0.4357821089455272,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-051,77,231,41.218181621490125,78.44160972624388,-37.22342810475374,0.490995240406031,0.5007496251874063,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-052,77,231,41.218181621490125,48.694176716451935,-7.475995094961796,17.687265846325843,0.38580709645177413,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-053,77,231,41.218181621490125,46.0171152075222,-4.798933586032058,38.144194641217574,0.3408295852073963,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-054,77,231,41.218181621490125,45.87989309942999,-4.661711477939845,23.815599003644316,0.4432783608195902,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-055,77,231,41.218181621490125,20.20661759592578,21.01156402556435,59.798515009428485,0.26686656671664166,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-056,77,231,41.218181621490125,-10.266248634851754,51.48443025634187,73.45635492518844,0.20739630184907545,44,True,True
v10_volume_hypothesis,pine-eth15m-control-sensitivity-057,77,231,41.218181621490125,56.65795837747151,-15.439776755981367,22.99276978111378,0.41579210394802596,44,True,True
