candidate_id,candidate_signal_i,candidate_signal_time,candidate_side,candidate_start_label,control_rank,control_signal_i,control_signal_time,copied_horizon_bars,match_month,match_hk_6h_block,match_causal_atr_quintile,control_status,control_start_label,control_outcome,control_event_time,control_resolution,control_entry_price,control_target_price,control_initial_stop_price
pine-v9|long|35073|2023-01-03T23:45:00+00:00,35073,2023-01-03 23:45:00+00:00,long,1,0,34891,2023-01-02 02:15:00+00:00,1486,2023-01,1,0,resolved,1,target,2023-01-02 07:15:00+00:00,15m_single_touch,1196.0,1213.9399999999998,1189.23
pine-v9|long|35073|2023-01-03T23:45:00+00:00,35073,2023-01-03 23:45:00+00:00,long,1,1,35272,2023-01-06 01:30:00+00:00,1486,2023-01,1,0,resolved,0,initial_stop,2023-01-06 06:30:00+00:00,15m_single_touch,1255.03,1273.8554499999998,1246.56
pine-v9|long|35073|2023-01-03T23:45:00+00:00,35073,2023-01-03 23:45:00+00:00,long,1,2,34896,2023-01-02 03:30:00+00:00,1486,2023-01,1,0,resolved,1,target,2023-01-02 07:15:00+00:00,15m_single_touch,1197.58,1215.5436999999997,1191.86
pine-v9|long|35167|2023-01-04T23:15:00+00:00,35167,2023-01-04 23:15:00+00:00,long,0,0,35743,2023-01-10 23:15:00+00:00,1392,2023-01,1,2,resolved,1,target,2023-01-11 22:00:00+00:00,15m_single_touch,1336.1,1356.1414999999997,1320.86
pine-v9|long|35167|2023-01-04T23:15:00+00:00,35167,2023-01-04 23:15:00+00:00,long,0,1,35756,2023-01-11 02:30:00+00:00,1392,2023-01,1,2,resolved,1,target,2023-01-11 22:00:00+00:00,15m_single_touch,1333.26,1353.2588999999998,1319.36
pine-v9|long|35167|2023-01-04T23:15:00+00:00,35167,2023-01-04 23:15:00+00:00,long,0,2,35742,2023-01-10 23:00:00+00:00,1392,2023-01,1,2,resolved,0,initial_stop,2023-01-11 15:30:00+00:00,15m_single_touch,1336.67,1356.72005,1321.0900000000001
pine-v9|long|35249|2023-01-05T19:45:00+00:00,35249,2023-01-05 19:45:00+00:00,long,0,0,34949,2023-01-02 16:45:00+00:00,1310,2023-01,0,0,resolved,0,initial_stop,2023-01-03 14:45:00+00:00,15m_single_touch,1215.96,1234.1994,1207.72
pine-v9|long|35249|2023-01-05T19:45:00+00:00,35249,2023-01-05 19:45:00+00:00,long,0,1,34856,2023-01-01 17:30:00+00:00,1310,2023-01,0,0,resolved,0,initial_stop,2023-01-02 01:15:00+00:00,15m_single_touch,1200.92,1218.9338,1194.4
pine-v9|long|35249|2023-01-05T19:45:00+00:00,35249,2023-01-05 19:45:00+00:00,long,0,2,34854,2023-01-01 17:00:00+00:00,1310,2023-01,0,0,resolved,0,initial_stop,2023-01-02 01:15:00+00:00,15m_single_touch,1198.27,1216.2440499999998,1193.04
pine-v9|long|35328|2023-01-06T15:30:00+00:00,35328,2023-01-06 15:30:00+00:00,long,1,0,37711,2023-01-31 11:15:00+00:00,1231,2023-01,3,3,resolved,1,target,2023-01-31 15:30:00+00:00,15m_single_touch,1568.66,1592.1898999999999,1550.98
