variant_label,trade_id,candidate_signal_i,candidate_entry_time,candidate_project_net_return,direction,holding_bars,control_rank,control_signal_i,control_signal_time,stratum_month,stratum_hk_6h,stratum_atr_quintile,control_entry_i,control_exit_i,control_entry_price,control_exit_price,control_exit_reason,control_gross_return,control_project_net_return,control_pine_net_return
V9,v9_backcast|backcast_2022|2869|2870|long,2869,2022-02-02 13:00:00+00:00,-0.022651611175578013,long,6,0,4684,2022-02-21 10:30:00+00:00,2022-02,3,1,4685,4689,2680.07,2613.2200000000003,stop,-0.02494337834459548,-0.02694337834459548,-0.026918434966250883
V9,v9_backcast|backcast_2022|2869|2870|long,2869,2022-02-02 13:00:00+00:00,-0.022651611175578013,long,6,1,4111,2022-02-15 11:15:00+00:00,2022-02,3,1,4112,4118,3090.75,3117.64,copied_horizon,0.008700153684380707,0.006700153684380707,0.006691453530696325
V9,v9_backcast|backcast_2022|2869|2870|long,2869,2022-02-02 13:00:00+00:00,-0.022651611175578013,long,6,2,4212,2022-02-16 12:30:00+00:00,2022-02,3,1,4213,4219,3114.99,3057.24,stop,-0.018539385359182536,-0.020539385359182538,-0.020520845973823355
V9,v9_backcast|backcast_2022|3296|3297|long,3296,2022-02-06 23:45:00+00:00,-0.024219253863120183,long,3,0,4174,2022-02-16 03:00:00+00:00,2022-02,1,1,4175,4178,3169.31,3134.64,copied_horizon,-0.010939289624555482,-0.012939289624555482,-0.012928350334930927
V9,v9_backcast|backcast_2022|3296|3297|long,3296,2022-02-06 23:45:00+00:00,-0.024219253863120183,long,3,1,3585,2022-02-09 23:45:00+00:00,2022-02,1,1,3586,3589,3243.55,3218.94,copied_horizon,-0.007587365694994741,-0.009587365694994741,-0.009579778329299746
V9,v9_backcast|backcast_2022|3296|3297|long,3296,2022-02-06 23:45:00+00:00,-0.024219253863120183,long,3,2,3494,2022-02-09 01:00:00+00:00,2022-02,1,1,3495,3498,3125.92,3068.84,copied_horizon,-0.018260224189998397,-0.0202602241899984,-0.0202419639658084
V9,v9_backcast|backcast_2022|3481|3482|long,3481,2022-02-08 22:00:00+00:00,-0.0010000000000001102,long,160,0,4913,2022-02-23 19:45:00+00:00,2022-02,0,2,4914,4935,2633.58,2554.5699999999997,stop,-0.030000987249295674,-0.032000987249295676,-0.03197098626204638
V9,v9_backcast|backcast_2022|3481|3482|long,3481,2022-02-08 22:00:00+00:00,-0.0010000000000001102,long,160,1,3474,2022-02-08 20:00:00+00:00,2022-02,0,2,3475,3498,3067.82,3070.88782,stop,0.0009999999999998899,-0.0010000000000001102,-0.0010010000000001099
V9,v9_backcast|backcast_2022|3481|3482|long,3481,2022-02-08 22:00:00+00:00,-0.0010000000000001102,long,160,2,4054,2022-02-14 21:00:00+00:00,2022-02,0,2,4055,4215,2899.18,3114.23,copied_horizon,0.07417614635862568,0.07217614635862568,0.07210197021226705
V9,v9_backcast|backcast_2022|3654|3655|long,3654,2022-02-10 17:15:00+00:00,-0.03199907324457085,long,7,0,5011,2022-02-24 20:15:00+00:00,2022-02,0,4,5012,5019,2637.55,2602.88,copied_horizon,-0.013144774506644419,-0.015144774506644419,-0.015131629732137775
