trailing_enabled,trigger_percent,distance_percent,variant,period,risk_percent,trades,gross_bp_per_trade,project_net_bp_per_trade,pine_net_bp_per_trade,win_rate,monetary_profit_factor,unit_profit_factor,return_percent,max_drawdown_15m_percent,max_drawdown_daily_percent,median_holding_bars,mean_leverage,max_leverage,long_trades,short_trades,period_end_exits,min_block_net_bp,weighted_net_bp,selected
False,,,trailing_off,2023H1,1.0,42,81.01980557981084,61.01980557981081,60.964550455408336,0.16666666666666666,1.9663976867616242,1.7102952243021816,39.80485694491054,16.684507711411722,14.863316527703297,33.5,0.8322577495833685,1.6897959314817335,24,18,1,41.4930219849321,96.03593848104391,True
False,,,trailing_off,2023H2,1.0,42,61.493021984932106,41.4930219849321,41.41539833402185,0.11904761904761904,1.8598677564263415,1.762599844336993,21.82505772932737,16.735166363774734,15.183961339312123,82.0,1.1318334237518197,2.1379219001159657,15,27,1,41.4930219849321,96.03593848104391,True
False,,,trailing_off,2024H1,1.0,38,219.75929700700925,199.75929700700925,199.64779026505497,0.21052631578947367,3.5490143171909856,4.160123396397319,60.32293782439451,9.512658645058835,8.015346320105365,38.5,0.7086666646016909,1.440865863747012,17,21,0,41.4930219849321,96.03593848104391,True
False,,,trailing_off,2024H2,1.0,45,112.03577071886177,92.03577071886176,92.03379837277885,0.17777777777777778,2.2595847485292326,2.1827247827717957,30.522145244460575,12.215369521910768,10.184706574944824,47.0,0.6365777497864092,1.5284396601381303,24,21,0,41.4930219849321,96.03593848104391,True
True,2.5,1.0,trailing_2.5_1,2023H1,1.0,58,-4.661448925145448,-24.661448925145468,-24.66466837220382,0.20689655172413793,0.8909158953040734,0.7203227116981528,-4.201515488858654,15.387968458513711,13.656024015335145,35.5,0.7809762596254399,1.6897959314817335,33,25,1,-24.661448925145468,-5.570609499010965,False
True,2.5,1.0,trailing_2.5_1,2023H2,1.0,68,8.956499357247672,-11.043500642752337,-11.030220898850262,0.3088235294117647,0.8837589131626801,0.8455242525273856,-4.959222936736873,12.332534323252586,10.851777814804775,37.0,1.0322616526764226,2.1379219001159657,31,37,1,-24.661448925145468,-5.570609499010965,False
True,2.5,1.0,trailing_2.5_1,2024H1,1.0,65,42.925863549391735,22.925863549391718,22.917428329282853,0.36923076923076925,1.2570145979065914,1.3328449125301431,8.509175136885961,8.541142406696034,8.03109562135914,28.0,0.6903087059857382,1.5756011850822118,29,36,0,-24.661448925145468,-5.570609499010965,False
True,2.5,1.0,trailing_2.5_1,2024H2,1.0,64,8.603680131364678,-11.396319868635336,-11.410925767279467,0.328125,1.1283464789384527,0.8767841596908256,4.473244506636531,8.432338588767585,6.721119871997194,27.0,0.6276501669086536,1.5284396601381303,31,33,0,-24.661448925145468,-5.570609499010965,False
True,2.5,2.0,trailing_2.5_2,2023H1,1.0,56,29.339893846829106,9.339893846829087,9.318626322426638,0.21428571428571427,1.2310944108331887,1.1047035452084257,9.092455038516079,15.579478921055678,13.851454552544606,44.5,0.7865153341858784,1.6897959314817335,31,25,1,-10.35809201964172,1.9656602488662869,False
True,2.5,2.0,trailing_2.5_2,2023H2,1.0,66,9.641907980358289,-10.35809201964172,-10.353847096285033,0.2878787878787879,0.8906126083383205,0.8564479241239782,-4.845479603453451,14.55824086302453,13.115077883934745,35.0,1.0546689095686643,2.1379219001159657,30,36,1,-10.35809201964172,1.9656602488662869,False
True,2.5,2.0,trailing_2.5_2,2024H1,1.0,65,31.60042555693327,11.600425556933253,11.593974474052551,0.35384615384615387,1.2389382358964733,1.1594977763171537,8.080881111937366,7.077150341599592,5.926000723015356,30.0,0.6761221253150427,1.5756011850822118,28,37,0,-10.35809201964172,1.9656602488662869,False
