candidate_id,side,signal_i,signal_time,ema7_adjacent_directional_cross_count_8,ema7_adjacent_opposite_cross_count_8,ema7_adjacent_cross_imbalance_8,ema7_adjacent_cross_churn_8,ema7_adjacent_directional_cross_breadth_8,ema7_adjacent_opposite_cross_breadth_8,ema7_adjacent_current_alignment_8,ema7_adjacent_directional_cross_count_16,ema7_adjacent_opposite_cross_count_16,ema7_adjacent_cross_imbalance_16,ema7_adjacent_cross_churn_16,ema7_adjacent_directional_cross_breadth_16,ema7_adjacent_opposite_cross_breadth_16,ema7_adjacent_current_alignment_16,ema7_adjacent_directional_cross_count_32,ema7_adjacent_opposite_cross_count_32,ema7_adjacent_cross_imbalance_32,ema7_adjacent_cross_churn_32,ema7_adjacent_directional_cross_breadth_32,ema7_adjacent_opposite_cross_breadth_32,ema7_adjacent_current_alignment_32,ma6_directional_pairs_directional_cross_count_8,ma6_directional_pairs_opposite_cross_count_8,ma6_directional_pairs_cross_imbalance_8,ma6_directional_pairs_cross_churn_8,ma6_directional_pairs_directional_cross_breadth_8,ma6_directional_pairs_opposite_cross_breadth_8,ma6_directional_pairs_current_alignment_8,ma6_directional_pairs_directional_cross_count_16,ma6_directional_pairs_opposite_cross_count_16,ma6_directional_pairs_cross_imbalance_16,ma6_directional_pairs_cross_churn_16,ma6_directional_pairs_directional_cross_breadth_16,ma6_directional_pairs_opposite_cross_breadth_16,ma6_directional_pairs_current_alignment_16,ma6_directional_pairs_directional_cross_count_32,ma6_directional_pairs_opposite_cross_count_32,ma6_directional_pairs_cross_imbalance_32,ma6_directional_pairs_cross_churn_32,ma6_directional_pairs_directional_cross_breadth_32,ma6_directional_pairs_opposite_cross_breadth_32,ma6_directional_pairs_current_alignment_32,ma6_bandwidth,ma6_bandwidth_change_4,start_label
pine-v9|long|41575|2023-03-12T17:15:00+00:00,long,41575,2023-03-12 17:15:00+00:00,3.0,0.0,3.0,3.0,3.0,0.0,5.0,3.0,1.0,2.0,4.0,3.0,1.0,5.0,7.0,6.0,1.0,13.0,3.0,3.0,5.0,3.0,2.0,1.0,5.0,3.0,2.0,11.0,3.0,2.0,1.0,5.0,3.0,2.0,11.0,3.0,4.0,-1.0,7.0,3.0,4.0,11.0,0.006693727576725933,0.0009203663350795437,1
pine-v9|long|41744|2023-03-14T11:30:00+00:00,long,41744,2023-03-14 11:30:00+00:00,3.0,0.0,3.0,3.0,3.0,0.0,6.0,3.0,1.0,2.0,4.0,3.0,1.0,6.0,3.0,3.0,0.0,6.0,3.0,3.0,6.0,1.0,0.0,1.0,1.0,1.0,0.0,11.0,1.0,2.0,-1.0,3.0,1.0,2.0,11.0,1.0,2.0,-1.0,3.0,1.0,2.0,11.0,0.01811047517192352,-0.0005307908877972174,1
pine-v9|long|42062|2023-03-17T19:00:00+00:00,long,42062,2023-03-17 19:00:00+00:00,2.0,0.0,2.0,2.0,2.0,0.0,6.0,2.0,0.0,2.0,2.0,2.0,0.0,6.0,2.0,2.0,0.0,4.0,2.0,2.0,6.0,0.0,1.0,-1.0,1.0,0.0,1.0,11.0,0.0,1.0,-1.0,1.0,0.0,1.0,11.0,0.0,1.0,-1.0,1.0,0.0,1.0,11.0,0.015666179474469702,-0.00025122160856962117,1
pine-v9|short|42778|2023-03-25T06:00:00+00:00,short,42778,2023-03-25 06:00:00+00:00,2.0,0.0,2.0,2.0,2.0,0.0,6.0,2.0,0.0,2.0,2.0,2.0,0.0,6.0,2.0,2.0,0.0,4.0,2.0,2.0,6.0,1.0,2.0,-1.0,3.0,1.0,2.0,11.0,1.0,2.0,-1.0,3.0,1.0,2.0,11.0,1.0,2.0,-1.0,3.0,1.0,2.0,11.0,0.012751256007172463,-0.0004033186048331156,1
pine-v9|long|42944|2023-03-26T23:30:00+00:00,long,42944,2023-03-26 23:30:00+00:00,4.0,0.0,4.0,4.0,4.0,0.0,6.0,4.0,0.0,4.0,4.0,4.0,0.0,6.0,4.0,2.0,2.0,6.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,-1.0,1.0,0.0,1.0,10.0,0.0,2.0,-2.0,2.0,0.0,2.0,10.0,0.00729926117611758,0.00016018085236575892,0
pine-v9|long|43265|2023-03-30T07:45:00+00:00,long,43265,2023-03-30 07:45:00+00:00,2.0,0.0,2.0,2.0,2.0,0.0,5.0,3.0,0.0,3.0,3.0,3.0,0.0,5.0,7.0,5.0,2.0,12.0,4.0,4.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,2.0,-1.0,3.0,1.0,2.0,5.0,3.0,7.0,-4.0,10.0,2.0,6.0,5.0,0.004232171181368063,7.856761966423646e-06,0
pine-v9|short|44027|2023-04-07T06:15:00+00:00,short,44027,2023-04-07 06:15:00+00:00,3.0,0.0,3.0,3.0,3.0,0.0,5.0,3.0,0.0,3.0,3.0,3.0,0.0,5.0,3.0,3.0,0.0,6.0,3.0,3.0,5.0,3.0,0.0,3.0,3.0,3.0,0.0,11.0,3.0,2.0,1.0,5.0,3.0,2.0,11.0,3.0,4.0,-1.0,7.0,3.0,4.0,11.0,0.0024304326626452748,-0.0004476893559516057,1
pine-v9|long|44760|2023-04-14T21:30:00+00:00,long,44760,2023-04-14 21:30:00+00:00,3.0,0.0,3.0,3.0,3.0,0.0,6.0,4.0,1.0,3.0,5.0,4.0,1.0,6.0,4.0,2.0,2.0,6.0,4.0,2.0,6.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,1.0,4.0,-3.0,5.0,1.0,4.0,9.0,0.014446033602136789,-0.0015773901976765675,1
pine-v9|long|44803|2023-04-15T08:15:00+00:00,long,44803,2023-04-15 08:15:00+00:00,4.0,0.0,4.0,4.0,4.0,0.0,6.0,5.0,2.0,3.0,7.0,4.0,2.0,6.0,5.0,5.0,0.0,10.0,4.0,4.0,6.0,1.0,1.0,0.0,2.0,1.0,1.0,5.0,1.0,2.0,-1.0,3.0,1.0,2.0,5.0,3.0,10.0,-7.0,13.0,2.0,8.0,5.0,0.008735119145493395,-0.0009294889242203383,1
pine-v9|long|44933|2023-04-16T16:45:00+00:00,long,44933,2023-04-16 16:45:00+00:00,3.0,0.0,3.0,3.0,3.0,0.0,5.0,3.0,0.0,3.0,3.0,3.0,0.0,5.0,3.0,4.0,-1.0,7.0,3.0,4.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,8.0,-7.0,9.0,1.0,8.0,3.0,0.0019280969426581944,-0.0007024368446641276,1
pine-v9|short|45298|2023-04-20T12:00:00+00:00,short,45298,2023-04-20 12:00:00+00:00,2.0,0.0,2.0,2.0,2.0,0.0,6.0,4.0,2.0,2.0,6.0,2.0,2.0,6.0,6.0,6.0,0.0,12.0,2.0,2.0,6.0,0.0,1.0,-1.0,1.0,0.0,1.0,11.0,0.0,1.0,-1.0,1.0,0.0,1.0,11.0,0.0,1.0,-1.0,1.0,0.0,1.0,11.0,0.014731033475147166,0.0001852793436676846,0
pine-v9|short|45369|2023-04-21T05:45:00+00:00,short,45369,2023-04-21 05:45:00+00:00,3.0,0.0,3.0,3.0,3.0,0.0,6.0,4.0,2.0,2.0,6.0,3.0,2.0,6.0,4.0,3.0,1.0,7.0,3.0,3.0,6.0,0.0,1.0,-1.0,1.0,0.0,1.0,11.0,0.0,1.0,-1.0,1.0,0.0,1.0,11.0,0.0,1.0,-1.0,1.0,0.0,1.0,11.0,0.007194818725818414,0.0008747875723851637,1
pine-v9|short|45475|2023-04-22T08:15:00+00:00,short,45475,2023-04-22 08:15:00+00:00,2.0,0.0,2.0,2.0,2.0,0.0,6.0,2.0,0.0,2.0,2.0,2.0,0.0,6.0,2.0,2.0,0.0,4.0,2.0,2.0,6.0,0.0,2.0,-2.0,2.0,0.0,2.0,10.0,0.0,2.0,-2.0,2.0,0.0,2.0,10.0,0.0,2.0,-2.0,2.0,0.0,2.0,10.0,0.0176687353140452,-0.00038677038960572077,0
pine-v9|short|45661|2023-04-24T06:45:00+00:00,short,45661,2023-04-24 06:45:00+00:00,3.0,0.0,3.0,3.0,3.0,0.0,6.0,4.0,0.0,4.0,4.0,4.0,0.0,6.0,4.0,3.0,1.0,7.0,4.0,3.0,6.0,5.0,0.0,5.0,5.0,5.0,0.0,9.0,5.0,0.0,5.0,5.0,5.0,0.0,9.0,5.0,8.0,-3.0,13.0,5.0,8.0,9.0,0.0020583516846880315,-0.0018072986506474016,0
pine-v9|short|45697|2023-04-24T15:45:00+00:00,short,45697,2023-04-24 15:45:00+00:00,3.0,1.0,2.0,4.0,3.0,1.0,6.0,4.0,3.0,1.0,7.0,3.0,2.0,6.0,4.0,4.0,0.0,8.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.004697963519403108,0.0009668099980991566,1
