variant,period,risk_percent,trades,gross_bp_per_trade,project_net_bp_per_trade,pine_net_bp_per_trade,win_rate,monetary_profit_factor,unit_profit_factor,return_percent,max_drawdown_15m_percent,max_drawdown_daily_percent,median_holding_bars,mean_leverage,max_leverage,long_trades,short_trades,period_end_exits,raw_candidates,accepted_candidates,acceptance_rate,intrabar_barrier_collisions,largest_trade_share_of_unit_net,without_largest_trade_net_bp,exit_reasons,gate_id,family,window,threshold
ma6_directional_pairs_cross_imbalance_w8_gte_0,2023H2,1.0,31,108.8564579648583,88.85645796485828,88.75653579031518,0.16129032258064516,3.5553816801091016,3.387156803532596,34.830625833400155,13.42220635931083,11.809281639025372,130.0,1.1704225931090801,1.95338486243476,10.0,21.0,1.0,90,73,0.8111111111111111,0,0.7856946669151498,19.677159914928918,"{'stop': 25, 'reverse': 5, 'period_end': 1}",ma6_directional_pairs_cross_imbalance_w8_gte_0,ma6_directional_pairs,8.0,0.0
ma6_directional_pairs_cross_imbalance_w8_gte_0,2024H1,1.0,26,345.29842459003373,325.29842459003373,325.1382770917216,0.19230769230769232,5.717597039463437,7.3099909756746015,64.80656770105459,7.973648325076965,6.680837892483005,39.0,0.7130971948452327,1.299453164339446,13.0,13.0,0.0,81,67,0.8271604938271605,0,0.2968457824411593,237.8843575843579,"{'stop': 21, 'reverse': 5}",ma6_directional_pairs_cross_imbalance_w8_gte_0,ma6_directional_pairs,8.0,0.0
ma6_directional_pairs_cross_imbalance_w8_gte_0,2024H2,1.0,44,112.79254765170533,92.79254765170532,92.79231997015857,0.18181818181818182,2.2227056216545384,2.21781211794567,27.794367742580327,10.489998879373674,9.184780332452991,47.5,0.6207104660634649,1.5284396601381305,23.0,21.0,0.0,87,80,0.9195402298850575,0,0.6506633010456947,33.16969908151394,"{'stop': 36, 'reverse': 8}",ma6_directional_pairs_cross_imbalance_w8_gte_0,ma6_directional_pairs,8.0,0.0
ma6_directional_pairs_cross_imbalance_w8_gte_1,2023H1,1.0,18,205.4408439610841,185.44084396108408,185.17623776685295,0.2777777777777778,2.530318875048178,3.2677402659895174,15.567558304286312,7.749399566630844,6.028739214811674,93.0,0.6754352354357186,1.161154817413438,8.0,10.0,1.0,77,37,0.4805194805194805,0,0.7047971813930275,57.962816282295314,"{'stop': 12, 'reverse': 5, 'period_end': 1}",ma6_directional_pairs_cross_imbalance_w8_gte_1,ma6_directional_pairs,8.0,1.0
ma6_directional_pairs_cross_imbalance_w8_gte_1,2023H2,1.0,28,22.611325309732884,2.611325309732872,2.587056651914463,0.14285714285714285,1.1584027141089217,1.0437538311399976,2.236877890604516,13.64480721931921,11.04553090537549,98.0,0.9737652269138718,1.674377357754765,11.0,17.0,1.0,90,43,0.4777777777777778,0,15.416118445499595,-39.03944070427854,"{'stop': 24, 'reverse': 3, 'period_end': 1}",ma6_directional_pairs_cross_imbalance_w8_gte_1,ma6_directional_pairs,8.0,1.0
ma6_directional_pairs_cross_imbalance_w8_gte_1,2024H1,1.0,22,410.9601697273197,390.9601697273197,390.76465396787904,0.22727272727272727,6.795272195719431,8.185500519480557,67.03573874421387,7.9736483250769545,6.680837892482982,69.5,0.7298431248002821,1.299453164339446,10.0,12.0,0.0,81,52,0.6419753086419753,0,0.29189791675791144,290.02255401281445,"{'stop': 17, 'reverse': 5}",ma6_directional_pairs_cross_imbalance_w8_gte_1,ma6_directional_pairs,8.0,1.0
ma6_directional_pairs_cross_imbalance_w8_gte_1,2024H2,1.0,37,68.73408400461854,48.73408400461852,48.64176645343696,0.13513513513513514,1.6548848040424833,1.6371498115410508,11.15076479890047,12.689954749575637,10.72901121884745,47.0,0.6115550384289751,1.5284396601381303,19.0,18.0,0.0,87,58,0.6666666666666666,0,1.4732876747018722,-23.705942444418028,"{'stop': 32, 'reverse': 5}",ma6_directional_pairs_cross_imbalance_w8_gte_1,ma6_directional_pairs,8.0,1.0
ma6_directional_pairs_cross_imbalance_w8_gte_2,2023H1,1.0,14,98.73641994367989,78.73641994367988,78.58274252401075,0.14285714285714285,1.9744884638705547,1.8672997513345904,7.824292219532714,13.776600709056797,11.241133302124096,99.5,0.7016056500150588,1.1606894589796268,7.0,7.0,1.0,77,21,0.2727272727272727,0,1.2177156945613048,-18.460781613409523,"{'stop': 11, 'reverse': 2, 'period_end': 1}",ma6_directional_pairs_cross_imbalance_w8_gte_2,ma6_directional_pairs,8.0,2.0
ma6_directional_pairs_cross_imbalance_w8_gte_2,2023H2,1.0,21,41.02033004506263,21.02033004506262,20.988229516917006,0.09523809523809523,1.9365169289072457,1.4143310230090962,8.990615420394876,10.700728409704007,7.691379922104269,151.0,1.0286647191852363,1.8292843920521773,9.0,12.0,0.0,90,28,0.3111111111111111,0,2.5103466909431984,-33.33538522239891,"{'stop': 19, 'reverse': 2}",ma6_directional_pairs_cross_imbalance_w8_gte_2,ma6_directional_pairs,8.0,2.0
ma6_directional_pairs_cross_imbalance_w8_gte_2,2024H1,1.0,16,495.0117562196754,475.0117562196754,474.93850882443866,0.3125,15.824991085972657,15.835768429517655,61.566322876079724,7.973648325076976,6.680837892483016,115.5,0.6931839754066463,0.9761537947896515,7.0,9.0,1.0,81,33,0.4074074074074074,0,0.3303405214263328,339.30253331885837,"{'stop': 11, 'reverse': 4, 'period_end': 1}",ma6_directional_pairs_cross_imbalance_w8_gte_2,ma6_directional_pairs,8.0,2.0
ma6_directional_pairs_cross_imbalance_w8_gte_2,2024H2,1.0,18,245.6170400222468,225.6170400222468,225.65113030296664,0.1111111111111111,2.7204785269540652,3.328565395091417,18.205520205376292,8.28975502097762,6.054247395363809,77.5,0.5423246861092803,1.5284396601381303,9.0,9.0,0.0,87,33,0.3793103448275862,0,0.7752984545415492,53.67864449092234,"{'stop': 16, 'reverse': 2}",ma6_directional_pairs_cross_imbalance_w8_gte_2,ma6_directional_pairs,8.0,2.0
ma6_directional_pairs_cross_imbalance_w8_gte_3,2023H1,1.0,11,146.02510579084017,126.02510579084014,125.80551941267149,0.18181818181818182,2.3562142596996662,2.404533255174311,9.177797650567964,9.968420325018979,8.381354213960968,97.0,0.7095390221834665,1.1606894589796268,6.0,5.0,1.0,77,16,0.2077922077922078,0,0.968277515934451,4.397612351339952,"{'stop': 8, 'reverse': 2, 'period_end': 1}",ma6_directional_pairs_cross_imbalance_w8_gte_3,ma6_directional_pairs,8.0,3.0
ma6_directional_pairs_cross_imbalance_w8_gte_3,2023H2,1.0,11,-27.78955928865204,-47.78955928865205,-47.779907017407034,0.0,0.0,0.0,-5.5399090078352975,9.486872729170216,7.980714425512159,76.0,1.0528658509723465,1.9875606841603366,5.0,6.0,0.0,90,14,0.15555555555555556,0,0.019022793317675084,-51.56851521751736,{'stop': 11},ma6_directional_pairs_cross_imbalance_w8_gte_3,ma6_directional_pairs,8.0,3.0
ma6_directional_pairs_cross_imbalance_w8_gte_3,2024H1,1.0,10,669.0193563309551,649.0193563309551,648.4004606331007,0.2,18.961407508874206,12.565307357779762,68.73775760102296,28.87291451203304,27.73539348610513,70.0,0.7422452128983005,1.5756011850822118,4.0,6.0,0.0,81,20,0.24691358024691357,0,0.9844968734135561,11.179810264723521,"{'stop': 8, 'reverse': 2}",ma6_directional_pairs_cross_imbalance_w8_gte_3,ma6_directional_pairs,8.0,3.0
ma6_directional_pairs_cross_imbalance_w8_gte_3,2024H2,1.0,12,423.02824966168663,403.0282496616866,403.07031187267876,0.16666666666666666,5.625942686090048,5.9920623664226165,23.926018848582366,8.28975502097764,5.758332315522619,100.0,0.4931072252366075,0.6838195102467586,5.0,7.0,0.0,87,20,0.22988505747126436,0,0.6510233808460826,153.43356653504333,"{'stop': 10, 'reverse': 2}",ma6_directional_pairs_cross_imbalance_w8_gte_3,ma6_directional_pairs,8.0,3.0
ma6_directional_pairs_cross_imbalance_w8_gte_4,2023H1,1.0,8,50.23727991928517,30.237279919285154,30.12821048864015,0.125,1.3617141921541962,1.3065576192448345,1.8305162746939718,7.585695150819993,6.346102803007325,162.0,0.6760512871742081,1.1310011834346705,5.0,3.0,1.0,77,10,0.12987012987012986,0,4.262029508395102,-112.7255992574981,"{'stop': 6, 'reverse': 1, 'period_end': 1}",ma6_directional_pairs_cross_imbalance_w8_gte_4,ma6_directional_pairs,8.0,4.0
ma6_directional_pairs_cross_imbalance_w8_gte_4,2023H2,1.0,7,-65.45011862595152,-85.45011862595153,-85.40450281131525,0.0,0.0,0.0,-3.7346988578412565,9.486872729170237,7.797540239705247,68.0,0.818842115389319,1.3431513706171958,4.0,3.0,0.0,90,7,0.07777777777777778,0,0.01671819128566319,-98.02513839694363,{'stop': 7},ma6_directional_pairs_cross_imbalance_w8_gte_4,ma6_directional_pairs,8.0,4.0
ma6_directional_pairs_cross_imbalance_w8_gte_4,2024H1,1.0,9,742.2437292566169,722.2437292566169,721.557178481223,0.2222222222222222,19.128182736014537,12.793279306301853,68.79407855856867,28.872914512033066,27.73539348610513,80.0,0.7876798661832969,1.575601185082212,3.0,6.0,0.0,81,13,0.16049382716049382,0,0.9829823079412743,13.827286547814094,"{'stop': 7, 'reverse': 2}",ma6_directional_pairs_cross_imbalance_w8_gte_4,ma6_directional_pairs,8.0,4.0
ma6_directional_pairs_cross_imbalance_w8_gte_4,2024H2,1.0,6,950.3235704365966,930.3235704365966,930.410285413592,0.3333333333333333,18.227236961375645,39.29824989657664,27.67900661269296,8.28975502097763,5.758332315522619,187.5,0.600260218522689,1.0447877682002882,3.0,3.0,0.0,87,12,0.13793103448275862,0,0.5501877231907796,502.16515606484234,"{'stop': 4, 'reverse': 2}",ma6_directional_pairs_cross_imbalance_w8_gte_4,ma6_directional_pairs,8.0,4.0
ma6_directional_pairs_cross_imbalance_w8_gte_6,2023H1,1.0,3,300.2055957432966,280.20559574329656,279.91205681421997,0.3333333333333333,6.203381920957131,5.415916844161544,6.018009858040063,3.968008951188129,2.671539660380895,438.0,0.5538799668352362,0.7047606277987868,2.0,1.0,1.0,77,4,0.05194805194805195,0,1.226453539613668,-95.18032346343908,"{'stop': 2, 'period_end': 1}",ma6_directional_pairs_cross_imbalance_w8_gte_6,ma6_directional_pairs,8.0,6.0
ma6_directional_pairs_cross_imbalance_w8_gte_6,2023H2,1.0,2,-167.7611926240713,-187.76119262407133,-187.68285149541117,0.0,0.0,0.0,-2.291874368813085,2.291874368813085,2.291874368813085,42.5,0.762417700735672,1.1185164229401088,1.0,1.0,0.0,90,2,0.022222222222222223,0,0.2913809356308432,-266.10232128421285,{'stop': 2},ma6_directional_pairs_cross_imbalance_w8_gte_6,ma6_directional_pairs,8.0,6.0
ma6_directional_pairs_cross_imbalance_w8_gte_6,2024H1,1.0,1,-114.64576609804934,-134.64576609804934,-134.7604118641474,0.0,0.0,0.0,-1.1752726118624879,1.1752726118624879,1.1752726118624879,5.0,0.8721200800775849,0.8721200800775849,0.0,1.0,0.0,81,1,0.012345679012345678,0,1.0,,{'stop': 1},ma6_directional_pairs_cross_imbalance_w8_gte_6,ma6_directional_pairs,8.0,6.0
ma6_directional_pairs_cross_imbalance_w8_gte_6,2024H2,1.0,1,10.000000000000009,-9.999999999999991,-9.989999999999995,0.0,0.0,0.0,-0.05438465946371318,16.697688994969596,16.081336181652738,10682.0,0.544390985622734,0.544390985622734,0.0,1.0,0.0,87,1,0.011494252873563218,0,1.0,,{'stop': 1},ma6_directional_pairs_cross_imbalance_w8_gte_6,ma6_directional_pairs,8.0,6.0
ma6_directional_pairs_cross_imbalance_w16_gte_0,2023H1,1.0,19,307.8713382282319,287.8713382282319,287.5441020012336,0.2631578947368421,4.21172233977941,4.888546469633701,64.78107020264218,12.617515106451782,10.152390172393332,83.0,0.8903091072674949,1.6897959314817335,10.0,9.0,0.0,77,47,0.6103896103896104,0,0.5436253210049163,138.67592233000528,"{'stop': 14, 'reverse': 5}",ma6_directional_pairs_cross_imbalance_w16_gte_0,ma6_directional_pairs,16.0,0.0
ma6_directional_pairs_cross_imbalance_w16_gte_0,2023H2,1.0,26,137.55368802665825,117.55368802665824,117.43666339862473,0.19230769230769232,5.3461352119921335,4.739620818856747,40.805226105685335,11.18949242648981,10.35537334639207,156.5,1.112794673996507,1.95338486243476,7.0,19.0,1.0,90,50,0.5555555555555556,0,0.7081004811808413,35.686419569215,"{'stop': 21, 'reverse': 4, 'period_end': 1}",ma6_directional_pairs_cross_imbalance_w16_gte_0,ma6_directional_pairs,16.0,0.0
ma6_directional_pairs_cross_imbalance_w16_gte_0,2024H1,1.0,25,269.72896816351556,249.72896816351553,249.65311274530242,0.16,4.42885362438649,5.580295632535266,46.12791058280506,8.516333814671428,7.374514277566613,40.0,0.7275036104405638,1.2994531643394462,12.0,13.0,0.0,81,50,0.6172839506172839,0,0.40213998691381725,155.5239210148316,"{'stop': 21, 'reverse': 4}",ma6_directional_pairs_cross_imbalance_w16_gte_0,ma6_directional_pairs,16.0,0.0
ma6_directional_pairs_cross_imbalance_w16_gte_0,2024H2,1.0,40,-2.475067438490297,-22.475067438490314,-22.440230793201913,0.1,0.9071551847072116,0.7071302733394954,-1.772835547906193,17.026935574074642,15.623355957444552,44.0,0.5963448497004222,1.5284396601381303,21.0,19.0,0.0,87,56,0.6436781609195402,0,-1.3835088879161603,-54.9431005088787,"{'stop': 36, 'reverse': 4}",ma6_directional_pairs_cross_imbalance_w16_gte_0,ma6_directional_pairs,16.0,0.0
ma6_directional_pairs_cross_imbalance_w16_gte_1,2023H1,1.0,9,572.3731309303577,552.3731309303577,551.7730887173759,0.4444444444444444,10.308048225290756,13.809091343296018,26.181254168437775,7.640905999512437,3.9896395841532595,258.0,0.7118032005902348,1.1611544401062317,5.0,4.0,1.0,77,23,0.2987012987012987,0,0.4732242638912664,327.34885798409067,"{'stop': 5, 'reverse': 3, 'period_end': 1}",ma6_directional_pairs_cross_imbalance_w16_gte_1,ma6_directional_pairs,16.0,1.0
ma6_directional_pairs_cross_imbalance_w16_gte_1,2023H2,1.0,24,11.209917671419952,-8.790082328580048,-8.841067627326835,0.125,0.7141659109315281,0.864463170267017,-4.232747547887861,13.501739887564357,12.26774524297628,98.0,1.0849771996719697,2.032513307240131,8.0,16.0,1.0,90,31,0.34444444444444444,0,-5.3430576906312774,-58.180173198867934,"{'stop': 21, 'reverse': 2, 'period_end': 1}",ma6_directional_pairs_cross_imbalance_w16_gte_1,ma6_directional_pairs,16.0,1.0
ma6_directional_pairs_cross_imbalance_w16_gte_1,2024H1,1.0,24,125.7605209634217,105.76052096342167,105.77891042767675,0.16666666666666666,3.714164302894614,2.3383871692813893,34.27693758417265,9.591410485809448,7.953220910384628,42.5,0.7016923617883034,1.575601185082212,12.0,12.0,0.0,81,35,0.43209876543209874,0,0.7664419160532707,25.775190921834437,"{'stop': 20, 'reverse': 4}",ma6_directional_pairs_cross_imbalance_w16_gte_1,ma6_directional_pairs,16.0,1.0
ma6_directional_pairs_cross_imbalance_w16_gte_1,2024H2,1.0,30,-71.96058478463408,-91.9605847846341,-91.97029414723579,0.0,0.0,0.0,-14.555031385665028,21.435675848077974,21.255598060544536,30.5,0.5992615306692357,1.5284396601381305,16.0,14.0,0.0,87,34,0.39080459770114945,0,0.003624741340150694,-94.78681184617322,{'stop': 30},ma6_directional_pairs_cross_imbalance_w16_gte_1,ma6_directional_pairs,16.0,1.0
ma6_directional_pairs_cross_imbalance_w16_gte_2,2023H1,1.0,8,83.84651367607687,63.84651367607685,63.688366912560134,0.125,1.714259950444838,1.6142573093500268,3.5651815827761,8.303729070216825,6.78300593409813,70.0,0.6419869701823298,0.7781953168053859,4.0,4.0,0.0,77,10,0.12987012987012986,0,2.627982255609046,-118.78970439674674,"{'stop': 7, 'reverse': 1}",ma6_directional_pairs_cross_imbalance_w16_gte_2,ma6_directional_pairs,16.0,2.0
ma6_directional_pairs_cross_imbalance_w16_gte_2,2023H2,1.0,13,-37.709584380230915,-57.70958438023092,-57.714073954159595,0.07692307692307693,0.0316304307866319,0.041533901587768304,-7.478337219237319,10.003069134075005,9.11752777490198,84.0,1.0608596084290691,2.0325133072401314,4.0,9.0,1.0,90,13,0.14444444444444443,0,-0.04333372005183304,-65.22788496691078,"{'stop': 12, 'period_end': 1}",ma6_directional_pairs_cross_imbalance_w16_gte_2,ma6_directional_pairs,16.0,2.0
ma6_directional_pairs_cross_imbalance_w16_gte_2,2024H1,1.0,20,150.33203064963507,130.33203064963504,130.3409343963522,0.2,4.16840840694825,2.5237535276569147,33.888709733538455,9.59141048580947,7.953220910384628,42.5,0.6948234914956443,1.575601185082212,10.0,10.0,0.0,81,29,0.35802469135802467,0,0.7463334616299004,34.8009211090933,"{'stop': 16, 'reverse': 4}",ma6_directional_pairs_cross_imbalance_w16_gte_2,ma6_directional_pairs,16.0,2.0
ma6_directional_pairs_cross_imbalance_w16_gte_2,2024H2,1.0,19,-58.925423549133214,-78.92542354913323,-78.92111926568269,0.0,0.0,0.0,-9.401127844512825,16.69680175143644,16.505861960418155,52.0,0.6365107318534124,1.5284396601381303,11.0,8.0,0.0,87,21,0.2413793103448276,0,0.006668520304436983,-82.7546137463073,{'stop': 19},ma6_directional_pairs_cross_imbalance_w16_gte_2,ma6_directional_pairs,16.0,2.0
ma6_directional_pairs_cross_imbalance_w16_gte_3,2023H1,1.0,7,-125.20929112685002,-145.20929112685005,-145.17471069268393,0.0,0.0,0.0,-5.631664529902536,6.357503376399787,5.631664529902536,38.0,0.6815397137478109,1.1686821950399753,5.0,2.0,0.0,77,7,0.09090909090909091,0,0.009838016682580133,-167.74417298132488,{'stop': 7},ma6_directional_pairs_cross_imbalance_w16_gte_3,ma6_directional_pairs,16.0,3.0
ma6_directional_pairs_cross_imbalance_w16_gte_3,2023H2,1.0,6,-16.43853816874578,-36.43853816874579,-36.46164337358119,0.0,0.0,0.0,-2.9512443265570565,8.459817197812214,6.936568464693583,99.0,1.100795976933475,2.0325133072401314,2.0,4.0,0.0,90,6,0.06666666666666667,0,0.0457391199105792,-41.726245802495164,{'stop': 6},ma6_directional_pairs_cross_imbalance_w16_gte_3,ma6_directional_pairs,16.0,3.0
ma6_directional_pairs_cross_imbalance_w16_gte_3,2024H1,1.0,6,529.5943234923054,509.5943234923054,509.2571126058338,0.3333333333333333,23.93556278954479,19.57057131449697,34.532355819469785,28.872914512033056,27.07511613944694,91.5,0.8498292494498233,1.5756011850822118,3.0,3.0,0.0,81,11,0.13580246913580246,0,0.8374032414467397,99.43006221238848,"{'stop': 4, 'reverse': 2}",ma6_directional_pairs_cross_imbalance_w16_gte_3,ma6_directional_pairs,16.0,3.0
ma6_directional_pairs_cross_imbalance_w16_gte_3,2024H2,1.0,11,-81.42683061713436,-101.42683061713437,-101.39961984021599,0.0,0.0,0.0,-6.886039585494263,7.2643054523495065,6.886039585494263,23.0,0.6111032782320355,1.0444597641970925,6.0,5.0,0.0,87,11,0.12643678160919541,0,0.008963021949512958,-110.56951367884783,{'stop': 11},ma6_directional_pairs_cross_imbalance_w16_gte_3,ma6_directional_pairs,16.0,3.0
ma6_directional_pairs_cross_imbalance_w16_gte_4,2023H1,1.0,6,-116.20110711880812,-136.20110711880815,-136.1308868797518,0.0,0.0,0.0,-4.569875036885196,5.3038806912104715,4.569875036885196,39.0,0.7021485992563026,1.1686821950399753,5.0,1.0,0.0,77,6,0.07792207792207792,0,0.012236807041612504,-161.44132854256955,{'stop': 6},ma6_directional_pairs_cross_imbalance_w16_gte_4,ma6_directional_pairs,16.0,4.0
ma6_directional_pairs_cross_imbalance_w16_gte_4,2023H2,1.0,4,-14.85501599098299,-34.85501599098299,-34.87987100697397,0.0,0.0,0.0,-1.505006622514382,8.459817197812203,6.87932224599418,397.5,0.9892235392741159,1.3431513706171958,2.0,2.0,0.0,90,4,0.044444444444444446,0,0.07172568793675921,-43.140021321310655,{'stop': 4},ma6_directional_pairs_cross_imbalance_w16_gte_4,ma6_directional_pairs,16.0,4.0
ma6_directional_pairs_cross_imbalance_w16_gte_4,2024H1,1.0,2,2714.354684066962,2694.354684066962,2692.2429797314117,1.0,inf,inf,57.377928428912696,28.895862413709917,27.757522962396553,7742.5,1.2473963154279495,1.575601185082212,1.0,1.0,1.0,81,6,0.07407407407407407,0,0.8918757148117369,582.6503485167777,"{'reverse': 1, 'period_end': 1}",ma6_directional_pairs_cross_imbalance_w16_gte_4,ma6_directional_pairs,16.0,4.0
ma6_directional_pairs_cross_imbalance_w16_gte_4,2024H2,1.0,5,-97.30561199958697,-117.305611999587,-117.2083063875874,0.0,0.0,0.0,-3.461590052468322,4.548988945268439,3.461590052468322,31.0,0.5998311722734191,1.0444597641970925,5.0,0.0,0.0,87,5,0.05747126436781609,0,0.0170494826795436,-144.13201499948346,{'stop': 5},ma6_directional_pairs_cross_imbalance_w16_gte_4,ma6_directional_pairs,16.0,4.0
ma6_directional_pairs_cross_imbalance_w16_gte_6,2023H1,1.0,2,-75.1803234634396,-95.18032346343963,-95.10514313997618,0.0,0.0,0.0,-1.194320247467684,1.8070562055786499,1.194320247467684,118.0,0.6688757976306624,0.714205655887736,2.0,0.0,0.0,77,2,0.025974025974025976,0,0.05253186602082872,-180.36064692687813,{'stop': 2},ma6_directional_pairs_cross_imbalance_w16_gte_6,ma6_directional_pairs,16.0,6.0
ma6_directional_pairs_cross_imbalance_w16_gte_6,2023H2,1.0,1,-89.42006396392976,-109.42006396392976,-109.50948402789369,0.0,0.0,0.0,-1.2248815635289678,1.2248815635289678,1.2248815635289678,17.0,1.1185164229401088,1.1185164229401088,0.0,1.0,0.0,90,1,0.011111111111111112,0,1.0,,{'stop': 1},ma6_directional_pairs_cross_imbalance_w16_gte_6,ma6_directional_pairs,16.0,6.0
ma6_directional_pairs_cross_imbalance_w16_gte_6,2024H1,1.0,1,-114.64576609804934,-134.64576609804934,-134.7604118641474,0.0,0.0,0.0,-1.1752726118624879,1.1752726118624879,1.1752726118624879,5.0,0.8721200800775849,0.8721200800775849,0.0,1.0,0.0,81,1,0.012345679012345678,0,1.0,,{'stop': 1},ma6_directional_pairs_cross_imbalance_w16_gte_6,ma6_directional_pairs,16.0,6.0
ma6_directional_pairs_cross_imbalance_w16_gte_6,2024H2,1.0,0,,,,,,,0.0,,,,,,,,,87,0,0.0,0,,,{},ma6_directional_pairs_cross_imbalance_w16_gte_6,ma6_directional_pairs,16.0,6.0
ma6_directional_pairs_cross_imbalance_w32_gte_0,2023H1,1.0,19,24.048246694670212,4.048246694670194,3.991382616056435,0.10526315789473684,0.8592873986242638,1.0432032084639766,-2.0568709254458306,15.585080572213961,14.807934567120295,46.0,0.8302467805540082,1.6446173825357708,11.0,8.0,0.0,77,28,0.36363636363636365,0,14.758851288726406,-58.793625599381386,"{'stop': 17, 'reverse': 2}",ma6_directional_pairs_cross_imbalance_w32_gte_0,ma6_directional_pairs,32.0,0.0
ma6_directional_pairs_cross_imbalance_w32_gte_0,2023H2,1.0,24,-8.43212766774154,-28.43212766774154,-28.44007955523746,0.125,0.6416630054930877,0.5251331824628005,-4.981362550143665,13.751501466214144,11.723863421530833,46.0,1.0712453588310409,1.829284392052177,11.0,13.0,1.0,90,32,0.35555555555555557,0,-0.5333338583219253,-45.49141984390925,"{'stop': 21, 'reverse': 2, 'period_end': 1}",ma6_directional_pairs_cross_imbalance_w32_gte_0,ma6_directional_pairs,32.0,0.0
ma6_directional_pairs_cross_imbalance_w32_gte_0,2024H1,1.0,23,150.34419304382357,130.34419304382354,130.29178540589083,0.17391304347826086,2.7909363547477586,2.638822958684417,24.519005161393824,9.805484138949062,8.758925270375029,34.0,0.7012150751473981,1.575601185082212,10.0,13.0,0.0,81,34,0.41975308641975306,0,0.7080764360108186,39.780111441312606,"{'stop': 19, 'reverse': 4}",ma6_directional_pairs_cross_imbalance_w32_gte_0,ma6_directional_pairs,32.0,0.0
ma6_directional_pairs_cross_imbalance_w32_gte_0,2024H2,1.0,26,18.717709973537072,-1.2822900264629398,-1.2112423118830484,0.07692307692307693,1.1445013930581032,0.9830085345388377,1.6675517008923224,11.543293719423552,10.253434126177297,55.0,0.5882538565044783,1.5284396601381303,16.0,10.0,0.0,87,35,0.40229885057471265,0,-37.30639944757772,-51.08471051978774,"{'stop': 24, 'reverse': 2}",ma6_directional_pairs_cross_imbalance_w32_gte_0,ma6_directional_pairs,32.0,0.0
ma6_directional_pairs_cross_imbalance_w32_gte_1,2023H1,1.0,11,77.05641569543403,57.05641569543401,56.93363476789115,0.18181818181818182,1.21234933530236,1.5296150091733471,2.0928816151438268,12.005506112940134,11.24698317197872,27.0,0.8642698776914632,1.6001631166483208,8.0,3.0,0.0,77,14,0.18181818181818182,0,1.7376896405261844,-46.29891946248499,"{'stop': 9, 'reverse': 2}",ma6_directional_pairs_cross_imbalance_w32_gte_1,ma6_directional_pairs,32.0,1.0
ma6_directional_pairs_cross_imbalance_w32_gte_1,2023H2,1.0,16,58.93920672171093,38.939206721710924,38.893217486376294,0.1875,2.2679434410799995,1.8558255163547432,10.18482138201966,13.88056021269608,9.348097572005177,78.0,1.145667220548154,1.829284392052177,8.0,8.0,1.0,90,20,0.2222222222222222,0,1.4974742393617158,-20.662669061580534,"{'stop': 13, 'reverse': 2, 'period_end': 1}",ma6_directional_pairs_cross_imbalance_w32_gte_1,ma6_directional_pairs,32.0,1.0
ma6_directional_pairs_cross_imbalance_w32_gte_1,2024H1,1.0,8,1147.6049071357268,1127.6049071357265,1127.0946110858322,0.5,31.4041248871644,30.63671078891459,78.17613503949991,11.422902022497794,8.865000677558276,468.0,0.7970911400815027,1.5756011850822118,3.0,5.0,1.0,81,22,0.2716049382716049,0,0.6172587868270637,493.23528015643916,"{'stop': 4, 'reverse': 3, 'period_end': 1}",ma6_directional_pairs_cross_imbalance_w32_gte_1,ma6_directional_pairs,32.0,1.0
ma6_directional_pairs_cross_imbalance_w32_gte_1,2024H2,1.0,15,-85.3848389330806,-105.38483893308063,-105.40770002029012,0.0,0.0,0.0,-7.95227490968985,9.637159638976057,9.351296962202948,58.0,0.5583547262972571,1.017419348528613,8.0,7.0,0.0,87,19,0.21839080459770116,0,0.0063260206441073125,-112.19804171401503,{'stop': 15},ma6_directional_pairs_cross_imbalance_w32_gte_1,ma6_directional_pairs,32.0,1.0
ma6_directional_pairs_cross_imbalance_w32_gte_2,2023H1,1.0,6,369.7798773120233,349.7798773120233,349.4134307680446,0.3333333333333333,4.584419333525255,4.886182049290618,14.047585429445398,9.487303148691273,6.658708094304389,142.5,0.790463333491748,1.6001631166483206,5.0,1.0,1.0,77,9,0.11688311688311688,0,0.766071371071195,98.18823255178467,"{'stop': 4, 'reverse': 1, 'period_end': 1}",ma6_directional_pairs_cross_imbalance_w32_gte_2,ma6_directional_pairs,32.0,2.0
ma6_directional_pairs_cross_imbalance_w32_gte_2,2023H2,1.0,10,47.31785840862623,27.31785840862623,27.197651705814554,0.1,1.6274624059185154,1.4535780478661287,3.966679080580171,13.880560212696091,9.348097572005187,78.0,1.0563473526386622,1.407496680367273,5.0,5.0,1.0,90,11,0.12222222222222222,0,3.204692234786339,-66.91941144943435,"{'stop': 9, 'period_end': 1}",ma6_directional_pairs_cross_imbalance_w32_gte_2,ma6_directional_pairs,32.0,2.0
ma6_directional_pairs_cross_imbalance_w32_gte_2,2024H1,1.0,7,1327.926431883409,1307.926431883409,1307.3596143644008,0.5714285714285714,63.246287306965336,54.93993573739805,80.2950938986222,11.422902022497794,8.865000677558289,771.0,0.7863727200820623,1.5756011850822118,3.0,4.0,1.0,81,17,0.20987654320987653,0,0.6081810283006038,597.8821211988538,"{'stop': 3, 'reverse': 3, 'period_end': 1}",ma6_directional_pairs_cross_imbalance_w32_gte_2,ma6_directional_pairs,32.0,2.0
