slope_lag,variant,period,risk_percent,trades,gross_bp_per_trade,project_net_bp_per_trade,pine_net_bp_per_trade,win_rate,monetary_profit_factor,unit_profit_factor,return_percent,max_drawdown_15m_percent,max_drawdown_daily_percent,median_holding_bars,mean_leverage,max_leverage,long_trades,short_trades,period_end_exits,min_block_net_bp,weighted_net_bp,development_selected,final_status
1,slope_1,2023H1,1.0,59,76.55099460672302,56.550994606723,56.46255592868283,0.1864406779661017,2.298912639081077,1.6642862235429137,61.01034395092206,11.902667308374436,10.069472552457393,46.0,0.7769887914547563,1.6897959314817335,27,32,1,-12.90628575478174,50.955074297509256,False,not_final_evaluated
1,slope_1,2023H2,1.0,65,7.093714245218267,-12.90628575478174,-12.901036649921547,0.12307692307692308,1.1285773062973163,0.8245516827980471,5.937989558872636,24.047509896106302,21.125465743899408,43.0,0.9488774107659749,1.8862145916978934,34,31,1,-12.90628575478174,50.955074297509256,False,not_final_evaluated
1,slope_1,2024H1,1.0,62,129.04790360889552,109.0479036088955,109.00535153300964,0.1774193548387097,2.52997365881393,2.594946216519442,67.2228402383408,14.137289294599642,12.0920178344069,46.5,0.6938849708531936,1.576275758517197,32,30,0,-12.90628575478174,50.955074297509256,False,not_final_evaluated
1,slope_1,2024H2,1.0,63,74.43243442210223,54.43243442210221,54.39369977073225,0.15873015873015872,1.470229256293815,1.6179638338095192,16.54883662885791,13.813844819570075,11.50691990669237,42.0,0.5997025267009447,1.1240179699225417,33,30,0,-12.90628575478174,50.955074297509256,False,not_final_evaluated
2,slope_2,2023H1,1.0,62,66.71301905348807,46.713019053488054,46.62554036917504,0.16129032258064516,2.1396788681561008,1.5562058116730475,54.802539221148635,14.536785632770533,12.595056807888827,42.0,0.777598738282143,1.6897959314817335,28,34,1,-16.158473935195136,48.62822894749556,False,not_final_evaluated
2,slope_2,2023H2,1.0,64,3.841526064804878,-16.158473935195136,-16.15313314250257,0.09375,1.0811963403632685,0.7818715725444012,3.62526241328216,22.617066551973043,19.63999038431715,36.0,0.9637403200395906,1.8862145916978934,32,32,1,-16.158473935195136,48.62822894749556,False,not_final_evaluated
2,slope_2,2024H1,1.0,64,96.26535059267083,76.26535059267081,76.25218467150543,0.171875,2.187835863976349,2.1285664693225246,49.220919216831916,14.13728929459962,12.092017834406876,48.5,0.6765054193749507,1.576275758517197,32,32,0,-16.158473935195136,48.62822894749556,False,not_final_evaluated
2,slope_2,2024H2,1.0,61,109.55144554797843,89.55144554797842,89.5210395117887,0.18032786885245902,2.040557033760546,2.253624813940672,31.327190680436303,10.304751736793605,9.312525385885417,48.0,0.6044775050318293,1.1240179699225412,32,29,0,-16.158473935195136,48.62822894749556,False,not_final_evaluated
4,slope_4,2023H1,1.0,56,71.87284626994149,51.87284626994147,51.77692679670313,0.17857142857142858,2.1959677954406223,1.566587766472866,55.67718335730716,14.431338489904011,12.486325215627247,37.0,0.7576946769673116,1.6897959314817335,25,31,1,-11.713218167332391,51.59949155976048,False,not_final_evaluated
4,slope_4,2023H2,1.0,60,8.286781832667621,-11.713218167332391,-11.709760482174552,0.1,1.1833735129094005,0.8406231133162767,7.486671570066816,19.813664791693363,16.728736153253344,36.0,0.955444715871804,1.8862145916978934,29,31,1,-11.713218167332391,51.59949155976048,False,not_final_evaluated
4,slope_4,2024H1,1.0,56,79.16710081038588,59.16710081038586,59.14198839742832,0.14285714285714285,1.6851185914526658,1.777216251279611,25.194305849981944,13.30162722912318,11.236450087420458,39.5,0.6783528655595416,1.4408658637470122,28,28,0,-11.713218167332391,51.59949155976048,False,not_final_evaluated
4,slope_4,2024H2,1.0,54,133.8155767786571,113.81557677865709,113.77012849071478,0.18518518518518517,2.1209559361431713,2.39017715393742,34.44108145977509,10.235213551916743,9.242217956028842,48.0,0.6107751744873009,1.1240179699225412,27,27,0,-11.713218167332391,51.59949155976048,False,not_final_evaluated
8,slope_8,2023H1,1.0,42,72.50403951021889,52.50403951021887,52.40862287839145,0.16666666666666666,1.9845503075601687,1.5286813215470254,39.6611667345607,12.550084635916214,10.92238997148125,29.0,0.8118977714319794,1.6897959314817335,20,22,1,52.50403951021887,89.1912064313398,False,not_final_evaluated
8,slope_8,2023H2,1.0,40,74.13864623173902,54.138646231739,54.10948123422471,0.125,2.505482979438769,1.885396078891824,43.795570521000805,17.505083841438307,14.786718402970811,33.0,1.0630828500321587,1.8862145916978934,17,23,1,52.50403951021887,89.1912064313398,False,not_final_evaluated
8,slope_8,2024H1,1.0,35,222.7937616001339,202.7937616001339,202.76797207875626,0.22857142857142856,4.564744418288086,4.34899936577632,65.42686496100512,8.147480871880564,6.436618839775276,43.0,0.6775612978877813,1.4408658637470122,15,20,0,52.50403951021887,89.1912064313398,False,not_final_evaluated
8,slope_8,2024H2,1.0,49,88.10700209997894,68.10700209997891,68.10517296653738,0.16326530612244897,1.818647471514069,1.8189354719299209,22.232320053629206,13.296082830344124,10.271171868282991,41.0,0.6122982052887612,1.1240179699225412,26,23,0,52.50403951021887,89.1912064313398,False,not_final_evaluated
12,slope_12,2023H1,1.0,31,157.00377504734263,137.0037750473426,136.87769650189992,0.1935483870967742,3.0446155710135003,2.8290285942013775,55.89833839132148,12.192809198388389,10.922389971481273,61.0,0.8369902147970507,1.6897959314817335,17,14,1,25.48834800963286,109.66644116307822,False,not_final_evaluated
12,slope_12,2023H2,1.0,37,45.488348009632865,25.48834800963286,25.44212455630512,0.10810810810810811,1.8213467530181546,1.513038346227805,16.16624621395171,16.085711043285777,15.404354196523562,84.0,1.0933549778206173,1.95338486243476,14,23,1,25.48834800963286,109.66644116307822,False,not_final_evaluated
12,slope_12,2024H1,1.0,32,195.42418947783872,175.4241894778387,175.3427101502699,0.21875,3.650821796454304,3.6690557915944386,49.940701393517585,8.147480871880553,7.036915341470806,38.5,0.6909335601542208,1.4408658637470122,12,20,0,25.48834800963286,109.66644116307822,False,not_final_evaluated
12,slope_12,2024H2,1.0,40,133.7385449179019,113.73854491790186,113.72790196011827,0.2,2.7327422805890578,2.4705254214046892,35.49130957169897,10.016503389640995,7.984117025385196,47.5,0.6128816587596917,1.1240179699225412,20,20,0,25.48834800963286,109.66644116307822,False,not_final_evaluated
16,slope_16,2023H1,1.0,26,192.7088433752316,172.7088433752316,172.53090534002126,0.19230769230769232,3.2624610596110295,3.6098629886353844,47.3557615521659,12.734700340389516,11.107025934927318,80.5,0.84749010440164,1.6897959314817335,14,12,1,31.47281389721836,98.21881039118749,False,not_final_evaluated
