slope_lag,variant,period,risk_percent,trades,gross_bp_per_trade,project_net_bp_per_trade,pine_net_bp_per_trade,win_rate,monetary_profit_factor,unit_profit_factor,return_percent,max_drawdown_15m_percent,max_drawdown_daily_percent,median_holding_bars,mean_leverage,max_leverage,long_trades,short_trades,period_end_exits,min_block_net_bp,weighted_net_bp,development_selected,final_status
16,slope_16,2023H2,1.0,34,51.472813897218366,31.47281389721836,31.420170831848345,0.11764705882352941,1.966968659603916,1.6253376242555353,17.886826877785467,16.096963650471928,15.41569817123537,65.0,1.0837484495770016,1.8862145916978934,13,21,1,31.47281389721836,98.21881039118749,False,not_final_evaluated
16,slope_16,2024H1,1.0,32,167.41055166119358,147.41055166119358,147.32734296910778,0.1875,2.9262359031889003,3.0011071193475876,40.305695507596575,9.470550264485777,7.036915341470817,37.5,0.7236728188341868,1.4408658637470122,12,20,0,31.47281389721836,98.21881039118749,False,not_final_evaluated
16,slope_16,2024H2,1.0,42,88.65898426189253,68.6589842618925,68.68393565024209,0.19047619047619047,2.224903722880606,1.8987270790746256,25.86029646706556,11.956155141949697,9.96757816409577,42.5,0.6053343843380982,1.0782556421240326,21,21,0,31.47281389721836,98.21881039118749,False,not_final_evaluated
24,slope_24,2023H1,1.0,23,214.2857483880989,194.2857483880989,194.0893157511221,0.21739130434782608,3.126444731532777,3.564579194403136,46.659065899980035,11.94956695173116,10.25462868583784,43.0,0.867780318904746,1.6897959314817335,12,11,1,42.60165787229679,95.53241714708989,False,not_final_evaluated
24,slope_24,2023H2,1.0,31,62.6016578722968,42.60165787229679,42.542896587903606,0.12903225806451613,2.3092436768798317,1.9041711867218891,20.910332576171232,15.095978554727928,14.406585400729755,84.0,1.0867333697723545,1.8862145916978934,12,19,1,42.60165787229679,95.53241714708989,False,not_final_evaluated
24,slope_24,2024H1,1.0,34,128.06159082992505,108.06159082992502,108.00270560884475,0.14705882352941177,2.201244224161854,2.4877762123610085,25.480006821616886,9.573215206673858,8.09133919545123,38.0,0.7104392116046175,1.440865863747012,15,19,0,42.60165787229679,95.53241714708989,False,not_final_evaluated
24,slope_24,2024H2,1.0,40,89.1207924910645,69.12079249106448,69.160391039401,0.2,2.217579765369614,2.037816562821143,20.24567392444716,8.277106437993453,6.9396198962043965,55.0,0.597068601951311,1.0444597641970925,20,20,0,42.60165787229679,95.53241714708989,False,not_final_evaluated
32,slope_32,2023H1,1.0,36,37.25688714310153,17.256887143101512,17.19585634307495,0.16666666666666666,1.0848694770696843,1.1881289078762534,1.9820869673008001,13.15868619962447,11.74315147782724,32.5,0.7589565672049173,1.6001631166483208,18,18,1,17.256887143101512,64.34798104049294,False,not_final_evaluated
32,slope_32,2023H2,1.0,31,62.6016578722968,42.60165787229679,42.542896587903606,0.12903225806451613,2.3092436768798317,1.9041711867218891,20.910332576171232,15.095978554727928,14.406585400729755,84.0,1.0867333697723545,1.8862145916978934,12,19,1,17.256887143101512,64.34798104049294,False,not_final_evaluated
32,slope_32,2024H1,1.0,35,146.59092219755894,126.59092219755892,126.56891669748765,0.17142857142857143,2.456299387164568,2.71256806744647,32.97883245697795,10.621076266560292,9.156372160446214,37.0,0.7340249488996836,1.4408658637470122,17,18,0,17.256887143101512,64.34798104049294,False,not_final_evaluated
32,slope_32,2024H2,1.0,40,89.1207924910645,69.12079249106448,69.160391039401,0.2,2.217579765369614,2.037816562821143,20.24567392444716,8.277106437993453,6.9396198962043965,55.0,0.597068601951311,1.0444597641970925,20,20,0,17.256887143101512,64.34798104049294,False,not_final_evaluated
48,slope_48,2023H1,1.0,29,159.36007175627466,139.36007175627466,139.16456156034894,0.1724137931034483,2.8829139478840706,2.9604377345704056,45.116410306373254,13.790919537662516,12.182945757313224,64.0,0.8534788741405165,1.6897959314817335,15,14,1,-37.595280329016546,78.83167829495109,False,not_final_evaluated
48,slope_48,2023H2,1.0,47,-17.59528032901654,-37.595280329016546,-37.59552743955249,0.0851063829787234,0.7213374467603515,0.4833967660650272,-8.139666420150904,22.017660896234613,19.017524394562603,43.0,0.9888147076079882,1.95338486243476,22,25,1,-37.595280329016546,78.83167829495109,False,not_final_evaluated
48,slope_48,2024H1,1.0,34,154.19249129884753,134.19249129884753,134.17009166590162,0.17647058823529413,2.5858378885105124,2.8999941967473046,34.069423840035526,9.647318247428505,7.939026669606852,38.0,0.7281886629978495,1.4408658637470122,16,18,0,-37.595280329016546,78.83167829495109,False,not_final_evaluated
48,slope_48,2024H2,1.0,38,147.10736257957257,127.10736257957255,127.10286681048358,0.21052631578947367,2.9070429858456066,2.7168839697420797,37.041704798087906,8.995076426764436,7.138118459688602,47.5,0.6208442277118903,1.1240179699225414,19,19,0,-37.595280329016546,78.83167829495109,False,not_final_evaluated
72,slope_72,2023H1,1.0,34,146.02169255183207,126.02169255183205,125.88909831090014,0.20588235294117646,2.988149331374755,2.7285485174443593,58.602649182968094,12.148954826532886,10.840726655379296,46.0,0.8356818704313417,1.6897959314817335,17,17,1,72.22197457005028,113.18839226312473,True,failed_single_final_evaluation
72,slope_72,2023H2,1.0,31,105.85648908566412,85.85648908566411,85.84750880394058,0.16129032258064516,3.831979223670216,2.8707598023758574,47.83779496017462,17.505083841438285,15.478385960074647,84.0,1.0587381054006306,1.8862145916978934,14,17,1,72.22197457005028,113.18839226312473,True,failed_single_final_evaluation
72,slope_72,2024H1,1.0,31,201.94795135326527,181.94795135326524,181.89119556913784,0.1935483870967742,3.2969429147821625,3.7686086129133654,46.234463094950364,9.470550264485745,6.848917202498517,38.0,0.7369823551958379,1.440865863747012,12,19,0,72.22197457005028,113.18839226312473,True,failed_single_final_evaluation
72,slope_72,2024H2,1.0,42,92.22197457005029,72.22197457005028,72.25048894870802,0.19047619047619047,2.352661607045101,1.9944444365240679,27.16334643471592,10.016503389641008,7.984117025385185,44.0,0.6057456945839738,1.1240179699225414,21,21,0,72.22197457005028,113.18839226312473,True,failed_single_final_evaluation
96,slope_96,2023H1,1.0,32,147.95645298142205,127.95645298142203,127.81402102633166,0.21875,3.0080973591192586,2.6277452091744724,57.08282441062798,11.043484672724679,9.7187944640993,72.5,0.8607487482633893,1.6897959314817335,14,18,0,52.522670135609914,91.38537195939585,False,not_final_evaluated
96,slope_96,2023H2,1.0,35,87.4080959727618,67.40809597276177,67.37101801161884,0.14285714285714285,2.7357641861113775,2.137714617059636,44.0002226680587,17.505083841438285,14.855671807394078,43.0,1.0574862871457273,1.8862145916978934,16,19,1,52.522670135609914,91.38537195939585,False,not_final_evaluated
96,slope_96,2024H1,1.0,34,150.79790858440035,130.79790858440032,130.72635948482807,0.17647058823529413,2.717513908596422,2.6926788335084835,38.691273446907346,9.470550264485777,7.259114018831713,32.5,0.7136604308851247,1.4408658637470122,14,20,0,52.522670135609914,91.38537195939585,False,not_final_evaluated
96,slope_96,2024H2,1.0,43,72.52267013560993,52.522670135609914,52.56279847087631,0.16279069767441862,1.5965635976027217,1.5678181607986146,14.909803285307198,17.177288518305055,14.788023069986256,38.0,0.59224312003699,1.0444597641970925,23,20,0,52.522670135609914,91.38537195939585,False,not_final_evaluated
