selection_status,variant,period,risk_percent,trades,gross_bp_per_trade,project_net_bp_per_trade,pine_net_bp_per_trade,win_rate,monetary_profit_factor,unit_profit_factor,return_percent,max_drawdown_15m_percent,max_drawdown_daily_percent,median_holding_bars,mean_leverage,max_leverage,long_trades,short_trades,period_end_exits
rejected_absolute_net,v8_eth_baseline,2023H1,1.0,88,17.16546554889086,-2.8345344511091572,-2.900992380401016,0.1590909090909091,1.1146273840040377,0.9660332690424905,6.752847479021229,19.347364711191574,17.47180290181245,43.5,0.7984652931985107,2.031062537657313,39,49,1
rejected_absolute_net,v8_eth_baseline,2023H2,1.0,94,-6.076581861544243,-26.076581861544252,-26.082290267938614,0.13829787234042554,0.8213826703507892,0.6407176286530459,-10.619550054800753,25.98604066324518,20.968484662008258,44.0,0.998512857076927,2.370425599110814,48,46,1
rejected_absolute_net,v8_eth_baseline,2024H1,1.0,99,39.244015787720514,19.244015787720496,19.22499696448199,0.15151515151515152,1.5368485692986646,1.23418405597158,34.493588625968144,17.23150662733961,15.429131866985013,46.0,0.6629382670092754,1.5762757585171965,52,47,0
rejected_absolute_net,v8_eth_baseline,2024H2,1.0,96,48.20640789716076,28.206407897160744,28.180438648518418,0.13541666666666666,1.1655405916267902,1.3525488383855422,7.734209600934738,20.718004498899546,19.223998784810703,39.0,0.5852046255160472,1.559138500976199,48,48,0
intermediate,v8_plus_slope12,2023H1,1.0,31,157.00377504734263,137.0037750473426,136.87769650189992,0.1935483870967742,3.0446155710135003,2.8290285942013775,55.89833839132148,12.192809198388389,10.922389971481273,61.0,0.8369902147970507,1.6897959314817335,17,14,1
intermediate,v8_plus_slope12,2023H2,1.0,37,45.488348009632865,25.48834800963286,25.44212455630512,0.10810810810810811,1.8213467530181546,1.513038346227805,16.16624621395171,16.085711043285777,15.404354196523562,84.0,1.0933549778206173,1.95338486243476,14,23,1
intermediate,v8_plus_slope12,2024H1,1.0,32,195.42418947783872,175.4241894778387,175.3427101502699,0.21875,3.650821796454304,3.6690557915944386,49.940701393517585,8.147480871880553,7.036915341470806,38.5,0.6909335601542208,1.4408658637470122,12,20,0
intermediate,v8_plus_slope12,2024H2,1.0,40,133.7385449179019,113.73854491790186,113.72790196011827,0.2,2.7327422805890578,2.4705254214046892,35.49130957169897,10.016503389640995,7.984117025385196,47.5,0.6128816587596917,1.1240179699225412,20,20,0
rejected_final_sign_flip,v8_slope72,2023H1,1.0,34,146.02169255183207,126.02169255183205,125.88909831090014,0.20588235294117646,2.988149331374755,2.7285485174443593,58.602649182968094,12.148954826532886,10.840726655379296,46.0,0.8356818704313417,1.6897959314817335,17,17,1
rejected_final_sign_flip,v8_slope72,2023H2,1.0,31,105.85648908566412,85.85648908566411,85.84750880394058,0.16129032258064516,3.831979223670216,2.8707598023758574,47.83779496017462,17.505083841438285,15.478385960074647,84.0,1.0587381054006306,1.8862145916978934,14,17,1
rejected_final_sign_flip,v8_slope72,2024H1,1.0,31,201.94795135326527,181.94795135326524,181.89119556913784,0.1935483870967742,3.2969429147821625,3.7686086129133654,46.234463094950364,9.470550264485745,6.848917202498517,38.0,0.7369823551958379,1.440865863747012,12,19,0
rejected_final_sign_flip,v8_slope72,2024H2,1.0,42,92.22197457005029,72.22197457005028,72.25048894870802,0.19047619047619047,2.352661607045101,1.9944444365240679,27.16334643471592,10.016503389641008,7.984117025385185,44.0,0.6057456945839738,1.1240179699225414,21,21,0
research_candidate_not_production,v9_locked,2023H1,1.0,42,81.01980557981084,61.01980557981081,60.964550455408336,0.16666666666666666,1.9663976867616242,1.7102952243021816,39.80485694491054,16.684507711411722,14.863316527703297,33.5,0.8322577495833685,1.6897959314817335,24,18,1
research_candidate_not_production,v9_locked,2023H2,1.0,42,61.493021984932106,41.4930219849321,41.41539833402185,0.11904761904761904,1.8598677564263415,1.762599844336993,21.82505772932737,16.735166363774734,15.183961339312123,82.0,1.1318334237518197,2.1379219001159657,15,27,1
research_candidate_not_production,v9_locked,2024H1,1.0,38,219.75929700700925,199.75929700700925,199.64779026505497,0.21052631578947367,3.5490143171909856,4.160123396397319,60.32293782439451,9.512658645058835,8.015346320105365,38.5,0.7086666646016909,1.440865863747012,17,21,0
research_candidate_not_production,v9_locked,2024H2,1.0,45,112.03577071886177,92.03577071886176,92.03379837277885,0.17777777777777778,2.2595847485292326,2.1827247827717957,30.522145244460575,12.215369521910768,10.184706574944824,47.0,0.6365777497864092,1.5284396601381303,24,21,0
development_ablation,v9_density_gate,2023H1,1.0,22,85.74091441655935,65.74091441655933,65.65593659142945,0.09090909090909091,2.107762238422534,1.7640633254668034,28.202198115789056,21.908032072599624,20.669700275958892,36.0,1.0379951773140779,1.6897959314817335,13,9,0
development_ablation,v9_density_gate,2023H2,1.0,34,63.683493610039115,43.68349361003911,43.60689389362277,0.11764705882352941,1.8955519067010957,1.8655467249686704,18.689813002204737,17.089680655831252,15.378672177624031,101.5,1.2892864205311525,2.137921900115966,11,23,1
development_ablation,v9_density_gate,2024H1,1.0,15,303.61794633571367,283.61794633571367,283.4859610227784,0.2,4.747370970894024,6.938264094246673,40.3972322525155,13.702664762637474,13.107345544278882,84.0,1.0127716894899734,1.5756011850822118,7,8,0
development_ablation,v9_density_gate,2024H2,1.0,21,19.19017557972815,-0.8098244202718596,-0.7286356399699103,0.047619047619047616,0.9866565177588688,0.9858389547053739,-0.12354500906675003,12.578346811064389,12.12973308033063,66.0,0.7715410837193944,1.5284396601381303,15,6,0
development_ablation,v9_confirm_1bar,2023H1,1.0,44,59.48681885991877,39.48681885991875,39.423880883363196,0.1590909090909091,1.8233771298675103,1.4481042368559114,33.21025338221229,18.389979240880415,17.07702713009942,32.0,0.7996120664817348,1.729394791412523,24,20,1
development_ablation,v9_confirm_1bar,2023H2,1.0,42,63.04894156625242,43.04894156625242,42.96908796752026,0.11904761904761904,1.9733494874555393,1.7966341412748645,24.357876896368168,16.395472464505456,14.73341814440422,81.0,1.124047481614516,1.961911196805395,15,27,1
development_ablation,v9_confirm_1bar,2024H1,1.0,44,88.07709552727256,68.07709552727256,68.02628787434169,0.13636363636363635,2.112020270756513,1.8226288390153471,28.681593075294764,12.541721430069575,10.52239736955043,37.5,0.6411785778022552,1.4810959193318116,21,23,0
development_ablation,v9_confirm_1bar,2024H2,1.0,50,88.43407303036493,68.43407303036491,68.42259195382167,0.14,1.950902098855588,1.9763908578325244,21.834275737836784,12.305161223861083,10.186505043674632,38.0,0.6107450978754977,1.4940717410510223,28,22,0
development_ablation,v9_no_cooldown,2023H1,1.0,47,75.93895298580283,55.93895298580281,55.86519599350209,0.1702127659574468,1.9485483869823619,1.616604607218228,41.98172326604435,16.749278601602047,14.929503243101339,43.0,0.8153188652023957,1.6897959314817335,25,22,1
development_ablation,v9_no_cooldown,2023H2,1.0,46,46.528536426214494,26.52853642621448,26.456427225155814,0.10869565217391304,1.528788678632058,1.434644298967781,16.134177515080506,16.735166363774734,15.561628379628079,44.5,1.1155462568831245,2.1379219001159657,17,29,1
development_ablation,v9_no_cooldown,2024H1,1.0,45,195.79478831464996,175.79478831464994,175.72035434174904,0.2,3.0063567261978883,3.580526157818065,63.51688461310514,9.05261191275325,7.547687101544554,39.0,0.7243781451242521,1.4408658637470124,20,25,0
development_ablation,v9_no_cooldown,2024H2,1.0,54,78.87984331687468,58.87984331687466,58.86579675176095,0.14814814814814814,1.8263916023689628,1.7122799713207761,24.446895761761557,12.214757384011754,10.184080276870588,44.0,0.624777749490884,1.5284396601381303,29,25,0
development_ablation,v9_no_break_even,2023H1,1.0,37,76.35837665784663,56.35837665784661,56.303228977248814,0.21621621621621623,1.764902166912559,1.4945647969547629,35.45977090659696,17.530684024161147,15.727989386512908,43.0,0.8411975169124899,1.6897959314817335,23,14,1
development_ablation,v9_no_break_even,2023H2,1.0,33,72.7933575899076,52.79335758990759,52.70977053091993,0.24242424242424243,1.811959431615012,1.575906307092711,25.063398728120447,16.678848418823844,15.692281725318614,134.0,1.1437001654225414,2.140730421028465,13,20,1
development_ablation,v9_no_break_even,2024H1,1.0,33,223.04715028162866,203.04715028162866,202.88043345522343,0.30303030303030304,2.456909061455541,2.6454867345589843,51.16774905327939,10.296662538403156,8.015346320105365,113.0,0.6994363967903007,1.4408658637470122,15,18,0
development_ablation,v9_no_break_even,2024H2,1.0,35,139.84413274001236,119.84413274001234,119.80586699722497,0.2857142857142857,1.7894879778515371,1.8548263306077282,24.88337702702934,9.777182359244529,8.44182375121526,156.0,0.635655968614997,1.52843966013813,17,18,0
development_ablation,v9_trailing_default,2023H1,1.0,58,-4.661448925145448,-24.661448925145468,-24.66466837220382,0.20689655172413793,0.8909158953040734,0.7203227116981528,-4.201515488858654,15.387968458513711,13.656024015335145,35.5,0.7809762596254399,1.6897959314817335,33,25,1
development_ablation,v9_trailing_default,2023H2,1.0,68,8.956499357247672,-11.043500642752337,-11.030220898850262,0.3088235294117647,0.8837589131626801,0.8455242525273856,-4.959222936736873,12.332534323252586,10.851777814804775,37.0,1.0322616526764226,2.1379219001159657,31,37,1
development_ablation,v9_trailing_default,2024H1,1.0,65,42.925863549391735,22.925863549391718,22.917428329282853,0.36923076923076925,1.2570145979065914,1.3328449125301431,8.509175136885961,8.541142406696034,8.03109562135914,28.0,0.6903087059857382,1.5756011850822118,29,36,0
development_ablation,v9_trailing_default,2024H2,1.0,64,8.603680131364678,-11.396319868635336,-11.410925767279467,0.328125,1.1283464789384527,0.8767841596908256,4.473244506636531,8.432338588767585,6.721119871997194,27.0,0.6276501669086536,1.5284396601381303,31,33,0
development_ablation,v9_close_only,2023H1,1.0,40,42.31832288699183,22.31832288699181,22.3091920335493,0.125,1.8770514878730824,1.2788719641565098,29.35240607138896,19.996231878796312,17.648528164238876,33.5,0.814885934565907,1.6897959314817335,22,18,1
development_ablation,v9_close_only,2023H2,1.0,40,57.217508356643044,37.21750835664304,37.13798335983503,0.125,1.7927497667717784,1.586281463967471,20.96176484497616,15.701862539994139,14.131407298924515,61.5,1.1152843236519816,2.137921900115966,15,25,1
development_ablation,v9_close_only,2024H1,1.0,33,217.344763822073,197.344763822073,197.2017291922946,0.18181818181818182,3.148133760004236,3.5808158058626605,51.66666804932007,8.658454277034199,6.190459915507207,38.0,0.7021125006341711,1.4408658637470124,15,18,0
development_ablation,v9_close_only,2024H2,1.0,39,123.96810436899278,103.96810436899277,103.95411217526265,0.1794871794871795,2.244357170396301,2.2502800648243775,28.051693909776375,12.18187404226322,10.150436266844487,50.0,0.6405485428555976,1.5284396601381303,20,19,0
post_final_selection_forward_hypothesis,v10_volume_hypothesis,2023H1,1.0,31,141.1604215841621,121.16042158416208,121.04140518116957,0.1935483870967742,3.360178336451037,2.87457026189622,55.13417210056035,10.068142049212925,8.766982538139455,61.0,0.838813520332572,1.6897959314817335,15,16,1
post_final_selection_forward_hypothesis,v10_volume_hypothesis,2023H2,1.0,31,88.25352782080247,68.25352782080246,68.1358136777606,0.12903225806451613,2.6629489959987747,2.4159258898606506,29.39848150028226,11.879152308248496,11.552045088852115,103.0,1.1690007700682636,2.1379219001159657,10,21,1
post_final_selection_forward_hypothesis,v10_volume_hypothesis,2024H1,1.0,29,294.1248904318891,274.1248904318891,273.9727270355754,0.2413793103448276,5.711230270954009,5.579831563499149,67.0275085395789,10.561414686309245,9.058044755490624,43.0,0.6505862955444236,0.9956248530196067,11,18,0
post_final_selection_forward_hypothesis,v10_volume_hypothesis,2024H2,1.0,35,144.75032549304368,124.75032549304365,124.72806804349445,0.22857142857142856,2.622298435634852,2.6050419685618507,30.520609816245337,11.371100423526181,10.07872993897564,47.0,0.6279277284123421,1.5284396601381303,17,18,0
