trade_id,candidate_entry_time,direction,project_net_return,score,control_count,control_mean_project_net,excess_return,arm,period
baseline_v9|2023|35073|35074|long,2023-01-04 00:00:00+00:00,long,0.24803910720313516,1.0,3,0.09489631156181229,0.15314279564132288,baseline_v9,2023
baseline_v9|2023|36559|36560|short,2023-01-19 11:30:00+00:00,short,-0.013269108416594786,1.0,3,-0.005212600589348543,-0.008056507827246245,baseline_v9,2023
baseline_v9|2023|38598|38599|short,2023-02-09 17:15:00+00:00,short,0.041133591844008666,1.0,3,0.012270474500817271,0.028863117343191393,baseline_v9,2023
baseline_v9|2023|39151|39152|long,2023-02-15 11:30:00+00:00,long,0.053398566547640414,1.0,3,-0.007684937051672093,0.06108350359931251,baseline_v9,2023
baseline_v9|2023|39923|39924|short,2023-02-23 12:30:00+00:00,short,-0.018728126863582606,1.0,3,-0.00016567417300661184,-0.018562452690575992,baseline_v9,2023
baseline_v9|2023|40305|40306|long,2023-02-27 12:00:00+00:00,long,-0.010958935166563098,1.0,3,-0.0060034175950407845,-0.004955517571522313,baseline_v9,2023
baseline_v9|2023|40404|40405|long,2023-02-28 12:45:00+00:00,long,-0.011472822167626127,1.0,3,-0.00976849241302339,-0.0017043297546027372,baseline_v9,2023
baseline_v9|2023|40648|40649|short,2023-03-03 01:45:00+00:00,short,-0.012738599871547905,1.0,3,-0.029020035451073085,0.01628143557952518,baseline_v9,2023
baseline_v9|2023|41036|41037|long,2023-03-07 02:45:00+00:00,long,-0.010845283786188207,1.0,3,-0.006583052514358198,-0.004262231271830009,baseline_v9,2023
baseline_v9|2023|41147|41148|short,2023-03-08 06:30:00+00:00,short,0.025592064707509854,1.0,3,-0.00668446271990001,0.032276527427409864,baseline_v9,2023
baseline_v9|2023|41575|41576|long,2023-03-12 17:30:00+00:00,long,0.15430066371535012,1.0,3,-0.018594961750834416,0.17289562546618453,baseline_v9,2023
baseline_v9|2023|42778|42779|short,2023-03-25 06:15:00+00:00,short,-0.0009999999999999992,1.0,3,0.003962951232703147,-0.004962951232703146,baseline_v9,2023
baseline_v9|2023|42944|42945|long,2023-03-26 23:45:00+00:00,long,-0.01596256771732829,1.0,3,-0.0022181035207917317,-0.01374446419653656,baseline_v9,2023
baseline_v9|2023|43265|43266|long,2023-03-30 08:00:00+00:00,long,-0.018700351615493327,1.0,3,0.01897926384334007,-0.0376796154588334,baseline_v9,2023
baseline_v9|2023|44027|44028|short,2023-04-07 06:30:00+00:00,short,-0.0010000000000001102,1.0,3,-0.005137028651139813,0.004137028651139703,baseline_v9,2023
baseline_v9|2023|44760|44761|long,2023-04-14 21:45:00+00:00,long,-0.0010000000000001102,1.0,3,-0.006969550910487565,0.005969550910487455,baseline_v9,2023
baseline_v9|2023|45298|45299|short,2023-04-20 12:15:00+00:00,short,-0.01595064330250895,1.0,3,-0.001672363107381316,-0.014278280195127634,baseline_v9,2023
