variant,period,risk_percent,trades,gross_bp_per_trade,project_net_bp_per_trade,pine_net_bp_per_trade,win_rate,monetary_profit_factor,unit_profit_factor,return_percent,max_drawdown_15m_percent,max_drawdown_daily_percent,median_holding_bars,mean_leverage,max_leverage,long_trades,short_trades,period_end_exits
v8_eth_baseline,discovery_2023,1.0,181,5.140665509631201,-14.859334490368813,-14.894560933256546,0.14917127071823205,0.9633768031334232,0.8099938750455499,-4.480238464394559,25.98604066324517,23.811761484460657,46.0,0.9009850691060077,2.370425599110814,86,95,1
v8_eth_baseline,confirmation_2024,1.0,195,43.656270364675706,23.656270364675695,23.63382979354608,0.14358974358974358,1.3532621422573812,1.2916652916402411,44.8956046701195,21.771437701615383,19.223998784810703,42.0,0.6246693973510707,1.5762757585171965,100,95,0
v8_eth_baseline,final_preholdout_2025_202602,1.0,212,-8.287249277999772,-28.287249277999788,-28.27574001180071,0.1179245283018868,0.8256833257365951,0.7108108900044251,-16.06003344186322,28.71853509894634,28.356939694532347,45.0,0.527588592016918,1.5368266247515456,106,106,0
v8_plus_slope12,discovery_2023,1.0,67,97.63110577238876,77.63110577238876,77.54737740125779,0.14925373134328357,2.404393909579459,2.2535731233477176,81.29785555500506,23.013198744478615,21.83002998003175,84.0,0.9754324474561002,1.95338486243476,30,37,1
v8_plus_slope12,confirmation_2024,1.0,72,161.15438694454045,141.15438694454045,141.11226115574124,0.20833333333333334,3.081799088583598,2.9555635884182956,103.15661989906756,10.016503389641029,7.984117025385206,39.0,0.6475713927128157,1.4408658637470122,32,40,0
v8_plus_slope12,final_preholdout_2025_202602,1.0,103,18.800869702489802,-1.1991302975102154,-1.1988884993357702,0.08737864077669903,1.1081600773529088,0.988469014283785,5.809870978076481,27.457686242291313,26.183999738472142,40.0,0.5651378634888923,1.1482506996887534,51,52,0
v8_slope72,discovery_2023,1.0,64,128.70917019287327,108.70917019287324,108.63451876929449,0.1875,3.4005614152110706,2.7883383478623354,134.72921071520236,17.505083841438307,15.478385960074636,72.5,0.94042512505582,1.8862145916978934,30,34,1
v8_slope72,confirmation_2024,1.0,73,138.8179373136074,118.81793731360732,118.8102410751919,0.1917808219178082,2.7366860980155314,2.7048950258740465,85.95663691237854,10.016503389641008,7.984117025385196,39.0,0.6614763312821628,1.440865863747012,33,40,0
v8_slope72,final_preholdout_2025_202602,1.0,105,10.627022922075778,-9.37297707792424,-9.364730527841996,0.08571428571428572,0.9825125836130723,0.9101134078888279,-0.9404839470956827,28.33398740418933,27.075686857963387,40.0,0.5695751355591422,1.206571405464028,53,52,0
v9_locked,discovery_2023,1.0,83,72.00767399572547,52.00767399572545,51.94054138431507,0.14457831325301204,1.9208668114845022,1.733842136415333,70.50224835236978,26.482608251140917,25.24098503841473,46.0,0.9812647279706652,2.1379219001159657,38,45,1
v9_locked,confirmation_2024,1.0,83,161.35497552548352,141.35497552548352,141.30285490177272,0.1927710843373494,2.7477051759224977,2.9872638012198887,109.2569377673425,12.215369521910757,10.184706574944812,39.0,0.6695823131958153,1.5284396601381303,41,42,0
v9_locked,final_preholdout_2025_202602,1.0,110,50.22342085518964,30.223420855189616,30.181549405393042,0.1,1.3660031726121795,1.3008579530973567,22.81944823926716,20.032112605053175,18.94024102585169,38.0,0.5733288800960354,1.1482506996887534,53,57,0
v9_density_gate,discovery_2023,1.0,56,72.34890892688635,52.34890892688633,52.269017810618266,0.10714285714285714,1.9990222658667811,1.8123170307818304,52.162949208346056,34.27308516958158,32.869647008045746,45.0,1.1905648606958732,2.1379219001159657,24,32,1
v9_density_gate,confirmation_2024,1.0,36,137.70174672805544,117.70174672805544,117.69411296950854,0.1111111111111111,2.691546554443798,3.2099712765000166,40.22377847919976,15.442575598631425,14.998014029996886,75.0,0.8720538361238024,1.5756011850822118,22,14,0
v9_confirm_1bar,discovery_2023,1.0,85,61.696212139201236,41.69621213920122,41.624425967772886,0.12941176470588237,1.893767667635427,1.5765810548888919,65.77517562577052,28.16166026497736,27.34198900330991,45.0,0.9565633899309979,1.9619111968053948,38,47,1
v9_confirm_1bar,confirmation_2024,1.0,94,88.2669771778536,68.26697717785359,68.23708791661828,0.13829787234042554,2.025994844671558,1.8980379696649567,56.77828693119569,12.541721430069575,10.52239736955043,37.5,0.6249905565646184,1.494071741051022,49,45,0
v9_no_cooldown,discovery_2023,1.0,92,61.962409237658804,41.96240923765878,41.888771193411394,0.14130434782608695,1.7438701972753088,1.5467880636808373,65.06831439359834,21.80740810608649,20.48682620227845,46.5,0.96291584372417,2.1379219001159657,41,51,1
v9_no_cooldown,confirmation_2024,1.0,99,132.02300013404525,112.02300013404526,111.98150474721008,0.1717171717171717,2.2931525314108265,2.472927015084245,103.49168694735083,12.214757384011754,10.184080276870578,39.0,0.6700506565969605,1.5284396601381305,49,50,0
v9_no_break_even,discovery_2023,1.0,69,74.90571101111287,54.90571101111286,54.8370169465959,0.2318840579710145,1.8067205613966533,1.5203681193990324,70.59984716799012,27.507250060121503,26.347439069432177,105.0,0.9828973073116911,2.140730421028465,35,34,1
v9_no_break_even,confirmation_2024,1.0,68,180.22206772344379,160.22206772344373,160.12146542537127,0.29411764705882354,2.0726988140774063,2.213400929710742,88.78338999348048,10.296662538403156,8.44182375121525,127.5,0.6666082352294824,1.52843966013813,32,36,0
v9_trailing_default,discovery_2023,1.0,125,2.63820882048333,-17.361791179516686,-17.355989607740444,0.264,0.888392524399536,0.7822060154291005,-8.853532382197049,23.79975571442894,22.75032352674452,38.0,0.9155484686540764,2.1379219001159657,63,62,1
v9_trailing_default,confirmation_2024,1.0,129,25.89780355905273,5.897803559052714,5.886306917034879,0.3488372093023256,1.1884075640521068,1.0731800153118196,13.363055852893279,8.541142406696034,8.03109562135914,28.0,0.6592222990017582,1.5756011850822118,60,69,0
v9_close_only,discovery_2023,1.0,79,50.28520802115703,30.28520802115702,30.24043166427162,0.12658227848101267,1.8382318790455832,1.4175917536482188,56.636817597881596,27.717334629877943,25.958092629817187,40.0,0.9640500439266184,2.1379219001159657,36,43,1
v9_close_only,confirmation_2024,1.0,72,166.76573995165452,146.76573995165452,146.69260330806895,0.18055555555555555,2.6175831013470994,2.8325173103905548,94.21173753367206,12.18187404226322,10.150436266844498,40.0,0.6687653568374438,1.5284396601381305,35,37,0
v10_volume_hypothesis,discovery_2023,1.0,62,114.72468734645018,94.72468734645017,94.60630436078898,0.16129032258064516,2.983985070205909,2.6794793042678338,100.7486067176572,20.52472264263665,19.303309826654246,84.0,1.0039071452004178,2.1379219001159657,25,37,1
v10_volume_hypothesis,confirmation_2024,1.0,64,212.435675230958,192.435675230958,192.3545541492811,0.234375,3.5849800174070534,3.763806937758765,118.00532270673965,11.371100423526181,10.078729938975616,45.0,0.6381948916440665,1.5284396601381303,28,36,0
v10_volume_hypothesis,final_preholdout_2025_202602,1.0,77,61.21818162149014,41.218181621490125,41.172561508928766,0.09090909090909091,1.404952936913294,1.401838385149294,18.242941189519502,13.561647154976574,12.619218320758707,33.0,0.5722578953564134,1.1482506996887534,31,46,0
