trade_id,candidate_signal_i,candidate_entry_time,candidate_project_net_return,direction,holding_bars,control_rank,control_signal_i,control_signal_time,stratum_month,stratum_hk_6h,stratum_atr_quintile,control_entry_i,control_exit_i,control_entry_price,control_exit_price,control_exit_reason,control_take_profit_price,control_intrabar_barrier_collision,control_gross_return,control_project_net_return,control_pine_net_return,arm,period
baseline_v9|2023|41575|41576|long,41575,2023-03-12 17:30:00+00:00,0.15430066371535012,long,1203,0,42543,2023-03-22 19:15:00+00:00,2023-03,0,4,42544,42705,1752.66,1754.41266,stop,,False,0.0009999999999998899,-0.0010000000000001102,-0.0010010000000001099,baseline_v9,2023
baseline_v9|2023|41575|41576|long,41575,2023-03-12 17:30:00+00:00,0.15430066371535012,long,1203,1,42723,2023-03-24 16:15:00+00:00,2023-03,0,4,42724,42833,1766.63,1719.22,stop,,False,-0.026836406038615923,-0.028836406038615925,-0.028809569632577307,baseline_v9,2023
baseline_v9|2023|41575|41576|long,41575,2023-03-12 17:30:00+00:00,0.15430066371535012,long,1203,2,41299,2023-03-09 20:15:00+00:00,2023-03,0,4,41300,41301,1473.58,1438.29,stop,,False,-0.023948479213887208,-0.02594847921388721,-0.02592453073467332,baseline_v9,2023
baseline_v9|2023|42778|42779|short,42778,2023-03-25 06:15:00+00:00,-0.0009999999999999992,short,71,0,42962,2023-03-27 04:00:00+00:00,2023-03,2,1,42963,43034,1767.61,1713.11,copied_horizon,,False,0.03083259316251885,0.02883259316251885,0.02886342575568137,baseline_v9,2023
baseline_v9|2023|42778|42779|short,42778,2023-03-25 06:15:00+00:00,-0.0009999999999999992,short,71,1,42504,2023-03-22 09:30:00+00:00,2023-03,2,1,42505,42525,1788.31,1810.5,stop,,False,-0.012408363203247896,-0.014408363203247896,-0.014420771566451144,baseline_v9,2023
baseline_v9|2023|42778|42779|short,42778,2023-03-25 06:15:00+00:00,-0.0009999999999999992,short,71,2,40679,2023-03-03 09:15:00+00:00,2023-03,2,1,40680,40751,1568.99,1569.83,copied_horizon,,False,-0.0005353762611615132,-0.002535376261161513,-0.0025359116374226746,baseline_v9,2023
baseline_v9|2023|42944|42945|long,42944,2023-03-26 23:45:00+00:00,-0.01596256771732829,long,24,0,43042,2023-03-28 00:00:00+00:00,2023-03,1,2,43043,43067,1714.93,1731.74,copied_horizon,,False,0.00980214935886603,0.00780214935886603,0.007792347209507164,baseline_v9,2023
baseline_v9|2023|42944|42945|long,42944,2023-03-26 23:45:00+00:00,-0.01596256771732829,long,24,1,42945,2023-03-26 23:45:00+00:00,2023-03,1,2,42946,42969,1773.89,1749.21,stop,,False,-0.01391292582967385,-0.015912925829673852,-0.015899012903844177,baseline_v9,2023
baseline_v9|2023|42944|42945|long,42944,2023-03-26 23:45:00+00:00,-0.01596256771732829,long,24,2,41117,2023-03-07 22:45:00+00:00,2023-03,1,2,41118,41142,1553.61,1558.98,copied_horizon,,False,0.0034564659084326266,0.0014564659084326265,0.0014530094425241938,baseline_v9,2023
baseline_v9|2023|43265|43266|long,43265,2023-03-30 08:00:00+00:00,-0.018700351615493327,long,38,0,41735,2023-03-14 09:15:00+00:00,2023-03,2,3,41736,41774,1663.82,1707.17,copied_horizon,,False,0.026054501087858117,0.024054501087858116,0.02402844658677026,baseline_v9,2023
baseline_v9|2023|43265|43266|long,43265,2023-03-30 08:00:00+00:00,-0.018700351615493327,long,38,1,41434,2023-03-11 06:00:00+00:00,2023-03,2,3,41435,41440,1459.5,1428.47,stop,,False,-0.021260705721137363,-0.023260705721137365,-0.023239445015416225,baseline_v9,2023
baseline_v9|2023|43265|43266|long,43265,2023-03-30 08:00:00+00:00,-0.018700351615493327,long,38,2,41727,2023-03-14 07:15:00+00:00,2023-03,2,3,41728,41766,1668.1,1765.09,copied_horizon,,False,0.05814399616329946,0.05614399616329946,0.05608585216713616,baseline_v9,2023
baseline_v9|2023|44027|44028|short,44027,2023-04-07 06:30:00+00:00,-0.0010000000000001102,short,64,0,44306,2023-04-10 04:00:00+00:00,2023-04,2,0,44307,44357,1859.34,1876.26,stop,,False,-0.00910000322695148,-0.01110000322695148,-0.011109103230178432,baseline_v9,2023
baseline_v9|2023|44027|44028|short,44027,2023-04-07 06:30:00+00:00,-0.0010000000000001102,short,64,1,44130,2023-04-08 08:00:00+00:00,2023-04,2,0,44131,44195,1873.99,1854.73,copied_horizon,,False,0.010277536166148127,0.008277536166148127,0.008287813702314274,baseline_v9,2023
baseline_v9|2023|44027|44028|short,44027,2023-04-07 06:30:00+00:00,-0.0010000000000001102,short,64,2,43738,2023-04-04 06:00:00+00:00,2023-04,2,0,43739,43750,1809.49,1828.65,stop,,False,-0.010588618892616086,-0.012588618892616086,-0.012599207511508703,baseline_v9,2023
baseline_v9|2023|44760|44761|long,44760,2023-04-14 21:45:00+00:00,-0.0010000000000001102,long,185,0,45913,2023-04-26 21:45:00+00:00,2023-04,0,4,45914,45949,1878.29,1880.1682899999998,stop,,False,0.0009999999999998899,-0.0010000000000001102,-0.0010010000000001099,baseline_v9,2023
baseline_v9|2023|44760|44761|long,44760,2023-04-14 21:45:00+00:00,-0.0010000000000001102,long,185,1,46000,2023-04-27 19:30:00+00:00,2023-04,0,4,46001,46078,1924.55,1878.0,stop,,False,-0.024187472396144494,-0.026187472396144496,-0.02616328492374835,baseline_v9,2023
baseline_v9|2023|44760|44761|long,44760,2023-04-14 21:45:00+00:00,-0.0010000000000001102,long,185,2,44756,2023-04-14 20:30:00+00:00,2023-04,0,4,44757,44942,2112.62,2130.11,copied_horizon,,False,0.008278819664681913,0.006278819664681913,0.006270540845017231,baseline_v9,2023
baseline_v9|2023|45298|45299|short,45298,2023-04-20 12:15:00+00:00,-0.01595064330250895,short,1,0,44718,2023-04-14 11:00:00+00:00,2023-04,3,2,44719,44720,2114.87,2112.32,copied_horizon,,False,0.0012057478710274516,-0.0007942521289725484,-0.0007930463811015209,baseline_v9,2023
baseline_v9|2023|45298|45299|short,45298,2023-04-20 12:15:00+00:00,-0.01595064330250895,short,1,1,44715,2023-04-14 10:15:00+00:00,2023-04,3,2,44716,44717,2114.45,2113.33,copied_horizon,,False,0.0005296885714960453,-0.0014703114285039547,-0.0014697817399324585,baseline_v9,2023
baseline_v9|2023|45298|45299|short,45298,2023-04-20 12:15:00+00:00,-0.01595064330250895,short,1,2,43967,2023-04-06 15:15:00+00:00,2023-04,3,2,43968,43969,1873.69,1875.1,copied_horizon,,False,-0.0007525257646674444,-0.0027525257646674444,-0.002753278290432112,baseline_v9,2023
baseline_v9|2023|45369|45370|short,45369,2023-04-21 06:00:00+00:00,-0.0009999999999999992,short,7,0,45174,2023-04-19 05:00:00+00:00,2023-04,2,1,45175,45182,2088.38,2067.66,copied_horizon,,False,0.009921565998525339,0.007921565998525339,0.007931487564523864,baseline_v9,2023
baseline_v9|2023|45369|45370|short,45369,2023-04-21 06:00:00+00:00,-0.0009999999999999992,short,7,1,45658,2023-04-24 06:00:00+00:00,2023-04,2,1,45659,45666,1859.71,1850.98,copied_horizon,,False,0.004694280291013153,0.002694280291013153,0.0026989745713041666,baseline_v9,2023
baseline_v9|2023|45369|45370|short,45369,2023-04-21 06:00:00+00:00,-0.0009999999999999992,short,7,2,45082,2023-04-18 06:00:00+00:00,2023-04,2,1,45083,45090,2092.0,2100.7,copied_horizon,,False,-0.004158699808795241,-0.006158699808795241,-0.006162858508604036,baseline_v9,2023
baseline_v9|2023|45475|45476|short,45475,2023-04-22 08:30:00+00:00,-0.011216963537584055,short,25,0,45468,2023-04-22 06:30:00+00:00,2023-04,2,0,45469,45494,1856.97,1858.51,copied_horizon,,False,-0.0008293079586638719,-0.002829307958663872,-0.0028301372666225356,baseline_v9,2023
baseline_v9|2023|45475|45476|short,45475,2023-04-22 08:30:00+00:00,-0.011216963537584055,short,25,1,45478,2023-04-22 09:00:00+00:00,2023-04,2,0,45479,45502,1852.48,1870.25,stop,,False,-0.00959254620832617,-0.01159254620832617,-0.011602138754534495,baseline_v9,2023
baseline_v9|2023|45475|45476|short,45475,2023-04-22 08:30:00+00:00,-0.011216963537584055,short,25,2,46149,2023-04-29 08:45:00+00:00,2023-04,2,0,46150,46169,1900.25,1913.53,stop,,False,-0.006988554137613567,-0.008988554137613567,-0.008995542691751181,baseline_v9,2023
baseline_v9|2023|45661|45662|short,45661,2023-04-24 07:00:00+00:00,-0.015794260418752426,short,29,0,45289,2023-04-20 09:45:00+00:00,2023-04,2,2,45290,45306,1955.75,1981.65,stop,,False,-0.013243001406110233,-0.015243001406110233,-0.015256244407516342,baseline_v9,2023
baseline_v9|2023|45661|45662|short,45661,2023-04-24 07:00:00+00:00,-0.015794260418752426,short,29,1,45666,2023-04-24 08:00:00+00:00,2023-04,2,2,45667,45696,1850.99,1839.49,copied_horizon,,False,0.0062128914796946155,0.0042128914796946155,0.00421910437117431,baseline_v9,2023
baseline_v9|2023|45661|45662|short,45661,2023-04-24 07:00:00+00:00,-0.015794260418752426,short,29,2,45767,2023-04-25 09:15:00+00:00,2023-04,2,2,45768,45797,1818.32,1824.33,copied_horizon,,False,-0.0033052488010911762,-0.005305248801091176,-0.0053085540498922675,baseline_v9,2023
baseline_v9|2023|45697|45698|short,45697,2023-04-24 16:00:00+00:00,-0.0009999999999999992,short,5,0,43761,2023-04-04 11:45:00+00:00,2023-04,3,3,43762,43767,1864.31,1875.24,copied_horizon,,False,-0.005862758875938123,-0.007862758875938123,-0.007868621634814062,baseline_v9,2023
baseline_v9|2023|45697|45698|short,45697,2023-04-24 16:00:00+00:00,-0.0009999999999999992,short,5,1,45313,2023-04-20 15:45:00+00:00,2023-04,3,3,45314,45315,1946.49,1944.54351,stop,,False,0.0010000000000000009,-0.0009999999999999992,-0.0009989999999999995,baseline_v9,2023
baseline_v9|2023|45697|45698|short,45697,2023-04-24 16:00:00+00:00,-0.0009999999999999992,short,5,2,44640,2023-04-13 15:30:00+00:00,2023-04,3,3,44641,44646,1995.1,2008.52,copied_horizon,,False,-0.0067264798756954125,-0.008726479875695413,-0.008733206355571108,baseline_v9,2023
baseline_v9|2023|45738|45739|short,45738,2023-04-25 02:15:00+00:00,-0.0009999999999999992,short,61,0,43901,2023-04-05 22:45:00+00:00,2023-04,1,1,43902,43963,1910.15,1869.55,copied_horizon,,False,0.021254875271575546,0.019254875271575544,0.01927613014684712,baseline_v9,2023
baseline_v9|2023|45738|45739|short,45738,2023-04-25 02:15:00+00:00,-0.0009999999999999992,short,61,1,43616,2023-04-02 23:30:00+00:00,2023-04,1,1,43617,43647,1793.2,1791.4068,stop,,False,0.0010000000000000009,-0.0009999999999999992,-0.0009989999999999995,baseline_v9,2023
baseline_v9|2023|45738|45739|short,45738,2023-04-25 02:15:00+00:00,-0.0009999999999999992,short,61,2,44291,2023-04-10 00:15:00+00:00,2023-04,1,1,44292,44353,1862.29,1861.11,copied_horizon,,False,0.0006336284896552025,-0.0013663715103447976,-0.0013657378818551424,baseline_v9,2023
baseline_v9|2023|45944|45945|long,45944,2023-04-27 05:45:00+00:00,-0.02639662844877222,long,27,0,45191,2023-04-19 09:15:00+00:00,2023-04,2,4,45192,45219,1982.38,1984.9,copied_horizon,,False,0.0012711992655292104,-0.0007288007344707897,-0.0007300719337363193,baseline_v9,2023
baseline_v9|2023|45944|45945|long,45944,2023-04-27 05:45:00+00:00,-0.02639662844877222,long,27,1,45939,2023-04-27 04:15:00+00:00,2023-04,2,4,45940,45967,1903.24,1887.09,copied_horizon,,False,-0.008485529938420888,-0.010485529938420888,-0.010477044408482468,baseline_v9,2023
baseline_v9|2023|45944|45945|long,45944,2023-04-27 05:45:00+00:00,-0.02639662844877222,long,27,2,45938,2023-04-27 04:00:00+00:00,2023-04,2,4,45939,45966,1903.65,1889.33,copied_horizon,,False,-0.007522391195860623,-0.009522391195860623,-0.009514868804664761,baseline_v9,2023
baseline_v9|2023|46039|46040|long,46039,2023-04-28 05:30:00+00:00,-0.013300172924514018,long,32,0,44506,2023-04-12 06:00:00+00:00,2023-04,2,1,44507,44539,1862.99,1920.49,copied_horizon,,False,0.03086436320109076,0.02886436320109076,0.02883349883788967,baseline_v9,2023
baseline_v9|2023|46039|46040|long,46039,2023-04-28 05:30:00+00:00,-0.013300172924514018,long,32,1,46043,2023-04-28 06:15:00+00:00,2023-04,2,1,46044,46072,1911.59,1888.5,stop,,False,-0.012078949984044685,-0.014078949984044685,-0.01406687103406064,baseline_v9,2023
baseline_v9|2023|46039|46040|long,46039,2023-04-28 05:30:00+00:00,-0.013300172924514018,long,32,2,44417,2023-04-11 07:45:00+00:00,2023-04,2,1,44418,44450,1921.64,1912.88,copied_horizon,,False,-0.0045586061905456,-0.0065586061905456,-0.006554047584355054,baseline_v9,2023
baseline_v9|2023|46533|46534|long,46533,2023-05-03 09:00:00+00:00,-0.010825213672926546,long,14,0,48072,2023-05-19 09:30:00+00:00,2023-05,2,0,48073,48087,1807.06,1816.73,copied_horizon,,False,0.005351233495290764,0.0033512334952907636,0.003345882261795473,baseline_v9,2023
baseline_v9|2023|46533|46534|long,46533,2023-05-03 09:00:00+00:00,-0.010825213672926546,long,14,1,49124,2023-05-30 08:30:00+00:00,2023-05,2,0,49125,49139,1903.54,1909.57,copied_horizon,,False,0.003167782132237784,0.0011677821322377841,0.0011646143501055466,baseline_v9,2023
baseline_v9|2023|46533|46534|long,46533,2023-05-03 09:00:00+00:00,-0.010825213672926546,long,14,2,48828,2023-05-27 06:30:00+00:00,2023-05,2,0,48829,48843,1831.91,1826.92,copied_horizon,,False,-0.002723932944304064,-0.004723932944304064,-0.00472120901135976,baseline_v9,2023
baseline_v9|2023|46569|46570|long,46569,2023-05-03 18:00:00+00:00,-0.0010000000000001102,long,97,0,46483,2023-05-02 20:15:00+00:00,2023-05,0,3,46484,46581,1871.07,1873.39,copied_horizon,,False,0.0012399322312901528,-0.0007600677687098472,-0.0007613077009411377,baseline_v9,2023
baseline_v9|2023|46569|46570|long,46569,2023-05-03 18:00:00+00:00,-0.0010000000000001102,long,97,1,47330,2023-05-11 16:00:00+00:00,2023-05,0,3,47331,47335,1805.93,1770.0,stop,,False,-0.019895566273332888,-0.02189556627333289,-0.021875670707059557,baseline_v9,2023
baseline_v9|2023|46569|46570|long,46569,2023-05-03 18:00:00+00:00,-0.0010000000000001102,long,97,2,48014,2023-05-18 19:00:00+00:00,2023-05,0,3,48015,48112,1788.15,1809.25,copied_horizon,,False,0.011799904929675975,0.009799904929675975,0.009788105024746299,baseline_v9,2023
baseline_v9|2023|46698|46699|long,46698,2023-05-05 02:15:00+00:00,-0.0010000000000001102,long,141,0,48624,2023-05-25 03:30:00+00:00,2023-05,1,2,48625,48766,1781.0,1835.0,copied_horizon,,False,0.030320044918584976,0.028320044918584975,0.02828972487366639,baseline_v9,2023
baseline_v9|2023|46698|46699|long,46698,2023-05-05 02:15:00+00:00,-0.0010000000000001102,long,141,1,47075,2023-05-09 00:15:00+00:00,2023-05,1,2,47076,47217,1843.94,1850.06,copied_horizon,,False,0.0033189800101955935,0.0013189800101955935,0.0013156610301853977,baseline_v9,2023
baseline_v9|2023|46698|46699|long,46698,2023-05-05 02:15:00+00:00,-0.0010000000000001102,long,141,2,47275,2023-05-11 02:15:00+00:00,2023-05,1,2,47276,47298,1833.18,1804.21,stop,,False,-0.015803139898973417,-0.01780313989897342,-0.017787336759074443,baseline_v9,2023
baseline_v9|2023|46976|46977|short,46976,2023-05-07 23:45:00+00:00,0.040005106812235236,short,683,0,48027,2023-05-18 22:15:00+00:00,2023-05,1,2,48028,48424,1809.55,1836.21,stop,,False,-0.014732944654748392,-0.016732944654748394,-0.01674767759940314,baseline_v9,2023
baseline_v9|2023|46976|46977|short,46976,2023-05-07 23:45:00+00:00,0.040005106812235236,short,683,1,46972,2023-05-07 22:30:00+00:00,2023-05,1,2,46973,47656,1909.15,1819.33,copied_horizon,,False,0.04704711520833882,0.04504711520833882,0.045094162323547154,baseline_v9,2023
baseline_v9|2023|46976|46977|short,46976,2023-05-07 23:45:00+00:00,0.040005106812235236,short,683,2,49008,2023-05-29 03:30:00+00:00,2023-05,1,2,49009,49103,1908.5,1906.5915,stop,,False,0.0010000000000000009,-0.0009999999999999992,-0.0009989999999999995,baseline_v9,2023
baseline_v9|2023|47659|47660|long,47659,2023-05-15 02:30:00+00:00,-0.018036064692687814,long,227,0,46601,2023-05-04 01:45:00+00:00,2023-05,1,3,46602,46667,1902.23,1870.77,stop,,False,-0.016538483779564017,-0.01853848377956402,-0.018521945295784454,baseline_v9,2023
baseline_v9|2023|47659|47660|long,47659,2023-05-15 02:30:00+00:00,-0.018036064692687814,long,227,1,48620,2023-05-25 02:30:00+00:00,2023-05,1,3,48621,48848,1778.39,1827.66,copied_horizon,,False,0.027704834147740387,0.025704834147740385,0.02567712931359265,baseline_v9,2023
baseline_v9|2023|47659|47660|long,47659,2023-05-15 02:30:00+00:00,-0.018036064692687814,long,227,2,46800,2023-05-06 03:30:00+00:00,2023-05,1,3,46801,46818,1969.62,1938.2399999999998,stop,,False,-0.015932007189204067,-0.01793200718920407,-0.01791607518201486,baseline_v9,2023
baseline_v9|2023|47973|47974|long,47973,2023-05-18 09:00:00+00:00,-0.010207492416693163,long,23,0,47197,2023-05-10 06:45:00+00:00,2023-05,2,0,47198,47221,1842.19,1876.33,copied_horizon,,False,0.01853229037178572,0.01653229037178572,0.016513758081413935,baseline_v9,2023
baseline_v9|2023|47973|47974|long,47973,2023-05-18 09:00:00+00:00,-0.010207492416693163,long,23,1,48152,2023-05-20 05:30:00+00:00,2023-05,2,0,48153,48176,1810.0,1812.68,copied_horizon,,False,0.0014806629834254181,-0.0005193370165745819,-0.0005208176795580073,baseline_v9,2023
baseline_v9|2023|47973|47974|long,47973,2023-05-18 09:00:00+00:00,-0.010207492416693163,long,23,2,48745,2023-05-26 09:45:00+00:00,2023-05,2,0,48746,48769,1813.57,1830.54,copied_horizon,,False,0.009357234625627875,0.007357234625627875,0.007347877391002247,baseline_v9,2023
baseline_v9|2023|48813|48814|long,48813,2023-05-27 03:00:00+00:00,-0.008080303633458573,long,43,0,49187,2023-05-31 00:15:00+00:00,2023-05,1,0,49188,49194,1901.33,1885.47,stop,,False,-0.008341529350507249,-0.010341529350507249,-0.01033318782115674,baseline_v9,2023
baseline_v9|2023|48813|48814|long,48813,2023-05-27 03:00:00+00:00,-0.008080303633458573,long,43,1,48521,2023-05-24 01:45:00+00:00,2023-05,1,0,48522,48527,1845.5,1831.37,stop,,False,-0.007656461663505865,-0.009656461663505865,-0.009648805201842359,baseline_v9,2023
