feature_filter,variant,period,risk_percent,trades,gross_bp_per_trade,project_net_bp_per_trade,pine_net_bp_per_trade,win_rate,monetary_profit_factor,unit_profit_factor,return_percent,max_drawdown_15m_percent,max_drawdown_daily_percent,median_holding_bars,mean_leverage,max_leverage,long_trades,short_trades,period_end_exits,min_block_net_bp,weighted_net_bp,development_selected,selection_note
ema55_price_side,feature_ema55_price_side,2024H1,1.0,37,225.4284671963879,205.42846719638788,205.31421702897538,0.21621621621621623,3.556960176402555,4.177514671600071,60.39188550732861,9.476749657471428,8.056911620344554,39.0,0.7158164757496939,1.4408510638297873,16,21,0,41.4930219849321,97.92096142328867,False,development diagnostic only
ema55_price_side,feature_ema55_price_side,2024H2,1.0,45,112.03577071886177,92.03577071886176,92.03379837277885,0.17777777777777778,2.259705455541635,2.1827247827717957,30.522272456029786,12.192178930474462,10.16256226519201,47.0,0.636496012243711,1.5282016179215931,24,21,0,41.4930219849321,97.92096142328867,False,development diagnostic only
order_ge3,feature_order_ge3,2023H1,1.0,42,73.34411486714919,53.344114867149166,53.27694800877171,0.14285714285714285,1.9800974833347216,1.6366432827272757,37.91268645576058,16.638250217944726,14.950385911972152,35.5,0.8254956868193497,1.6893045897079273,23,19,1,53.344114867149166,100.30942651318216,False,development diagnostic only
order_ge3,feature_order_ge3,2023H2,1.0,38,74.1128982464008,54.11289824640079,54.029481176220436,0.13157894736842105,2.2229392153355128,2.0429366024717415,26.791543168499853,14.363757849831426,12.679085399720957,82.0,1.098439637505727,2.1374869791666664,14,24,1,53.344114867149166,100.30942651318216,False,development diagnostic only
order_ge3,feature_order_ge3,2024H1,1.0,38,219.75929700700925,199.75929700700925,199.64779026505497,0.21052631578947367,3.549017414552155,4.160123396397319,60.321152845902006,9.476749657471428,8.056911620344554,38.5,0.7085728433217361,1.4408510638297873,17,21,0,53.344114867149166,100.30942651318216,False,development diagnostic only
order_ge3,feature_order_ge3,2024H2,1.0,44,119.14842843376505,99.14842843376502,99.14471004972752,0.18181818181818182,2.3782868453590926,2.329702799721738,31.98633505707602,12.19217893047444,10.162562265191987,47.5,0.636403804218423,1.5282016179215931,23,21,0,53.344114867149166,100.30942651318216,False,development diagnostic only
order_eq4,feature_order_eq4,2023H1,1.0,37,49.56656143433433,29.566561434334307,29.49913861124892,0.16216216216216217,0.9849641772341357,1.3585965572007281,-0.37085745617079224,17.790563722234666,17.024240275113534,43.0,0.7942208156394935,1.6446547085201793,21,16,1,29.566561434334307,91.7480541817903,False,development diagnostic only
order_eq4,feature_order_eq4,2023H2,1.0,29,57.43128782984514,37.43128782984513,37.349690970275404,0.10344827586206896,1.8259271987113146,1.6089032177422447,16.384984051826645,15.1138430600105,14.518935561754741,40.0,1.139988389142806,1.9866883821932682,10,19,0,29.566561434334307,91.7480541817903,False,development diagnostic only
order_eq4,feature_order_eq4,2024H1,1.0,32,197.6809301104009,177.68093011040088,177.54939708665222,0.15625,2.643307214598416,3.183426414393279,37.41248501024159,10.700494345496347,9.771766268255256,38.5,0.7125685082089639,1.4408510638297873,15,17,0,29.566561434334307,91.7480541817903,False,development diagnostic only
order_eq4,feature_order_eq4,2024H2,1.0,37,142.18182245602657,122.18182245602655,122.18843275242081,0.21621621621621623,2.378208038296677,2.5509703703656514,29.49251863732112,11.494796641653494,10.20503188516475,41.0,0.6527726478758198,1.5282016179215931,20,17,0,29.566561434334307,91.7480541817903,False,development diagnostic only
ret4_aligned,feature_ret4_aligned,2023H1,1.0,40,67.17166108095802,47.171661080957996,47.11883960262302,0.125,1.8842284924192358,1.5651389001194445,31.47731373914717,19.604319107437963,17.976510184428417,36.0,0.8411829106979335,1.6893045897079273,23,17,1,38.19317537497027,89.82829386300287,False,development diagnostic only
ret4_aligned,feature_ret4_aligned,2023H2,1.0,42,58.19317537497027,38.19317537497027,38.11315889517832,0.11904761904761904,1.8289888368319833,1.6670563988322082,22.879139105911683,18.905665740161936,17.31034362703101,63.0,1.197064707319247,2.1374869791666664,15,27,1,38.19317537497027,89.82829386300287,False,development diagnostic only
ret4_aligned,feature_ret4_aligned,2024H1,1.0,36,211.93316984640597,191.93316984640597,191.80579388612833,0.19444444444444445,3.5427970456915174,3.545245327750673,62.36101254287265,9.476749657471405,8.056911620344554,41.0,0.7263544241714073,1.5757343550446998,16,20,0,38.19317537497027,89.82829386300287,False,development diagnostic only
ret4_aligned,feature_ret4_aligned,2024H2,1.0,44,114.35476550792683,94.3547655079268,94.35252106306929,0.18181818181818182,2.2683133684547143,2.1889758692042793,30.624736246625094,12.138810940235544,10.107960711005571,47.5,0.6331241755442384,1.5282016179215931,24,20,0,38.19317537497027,89.82829386300287,False,development diagnostic only
ret12_aligned,feature_ret12_aligned,2023H1,1.0,42,82.18964221220946,62.18964221220945,62.13321725117457,0.16666666666666666,1.9573637613820511,1.733906473228799,39.596775755862666,16.75714965617434,15.071692762693868,32.5,0.8489182671943448,1.6893045897079273,24,18,1,41.4930219849321,94.92877595898845,False,development diagnostic only
ret12_aligned,feature_ret12_aligned,2023H2,1.0,42,61.493021984932106,41.4930219849321,41.41539833402185,0.11904761904761904,1.8603279624406746,1.762599844336993,21.83506503945354,16.71851143585299,15.080162696283361,82.0,1.1316964135240708,2.137486979166666,15,27,1,41.4930219849321,94.92877595898845,False,development diagnostic only
ret12_aligned,feature_ret12_aligned,2024H1,1.0,38,213.6006317505881,193.6006317505881,193.48296634337737,0.21052631578947367,3.333075084683163,3.790794040292775,58.64884783294046,9.476749657471428,8.056911620344554,38.5,0.7077609718708311,1.4408510638297873,17,21,0,41.4930219849321,94.92877595898845,False,development diagnostic only
ret12_aligned,feature_ret12_aligned,2024H2,1.0,45,112.03577071886177,92.03577071886176,92.03379837277885,0.17777777777777778,2.259705455541635,2.1827247827717957,30.522272456029786,12.192178930474462,10.16256226519201,47.0,0.636496012243711,1.5282016179215931,24,21,0,41.4930219849321,94.92877595898845,False,development diagnostic only
ret24_aligned,feature_ret24_aligned,2023H1,1.0,38,90.39092036022399,70.39092036022397,70.31374326369505,0.15789473684210525,2.2542675754437327,1.8671184829228549,42.96397646197485,13.968209692240862,12.616002341440847,33.5,0.8264260509786344,1.6893045897079273,21,17,1,60.86100841374955,115.7467320794784,False,development diagnostic only
ret24_aligned,feature_ret24_aligned,2023H2,1.0,37,80.86100841374959,60.86100841374955,60.76665070483004,0.13513513513513514,2.262958706017625,2.2678893766956167,26.419423300186228,16.521379495754307,14.879152693110175,84.0,1.1614426891228136,2.1374869791666664,13,24,1,60.86100841374955,115.7467320794784,False,development diagnostic only
ret24_aligned,feature_ret24_aligned,2024H1,1.0,33,245.5950299986942,225.59502999869417,225.46037928685865,0.21212121212121213,3.8236622703830156,4.160349605818796,60.70292112527345,9.45052076037296,8.006455301652672,43.0,0.7158527877561397,1.4408510638297873,15,18,0,60.86100841374955,115.7467320794784,False,development diagnostic only
ret24_aligned,feature_ret24_aligned,2024H2,1.0,41,138.90036109483245,118.90036109483243,118.89754769798708,0.1951219512195122,2.724052081947622,2.760883923894107,34.98765038637253,12.138810940235556,10.107960711005582,47.0,0.646700235182861,1.5282016179215931,22,19,0,60.86100841374955,115.7467320794784,False,development diagnostic only
ret48_aligned,feature_ret48_aligned,2023H1,1.0,32,36.446586427697525,16.446586427697508,16.387194541461795,0.125,0.8845625526169366,1.1610151875701413,-2.6103605444894096,12.279786554629357,11.041597632124688,46.5,0.7590677851202232,1.6446547085201793,18,14,1,8.006126260574684,58.60141105820741,False,development diagnostic only
ret48_aligned,feature_ret48_aligned,2023H2,1.0,39,28.006126260574693,8.006126260574684,7.964550312263762,0.07692307692307693,1.4867726292132946,1.136755225893187,10.728919502321466,16.90454045519566,15.509806563295891,68.0,1.0972188169469566,1.9866883821932682,15,24,1,8.006126260574684,58.60141105820741,False,development diagnostic only
ret48_aligned,feature_ret48_aligned,2024H1,1.0,33,204.81025750888577,184.81025750888574,184.68469307363716,0.15151515151515152,3.261401468579397,3.93737185257613,40.6314501488376,7.856761189918471,6.832668577875046,37.0,0.6603843620303492,1.4408510638297873,16,17,0,8.006126260574684,58.60141105820741,False,development diagnostic only
ret48_aligned,feature_ret48_aligned,2024H2,1.0,47,60.67116770526293,40.67116770526291,40.63515701328365,0.14893617021276595,1.3663454361603506,1.4997954137810112,8.263671328560186,14.353134342380514,13.673027634117052,38.0,0.6409853953591831,1.5282016179215931,24,23,0,8.006126260574684,58.60141105820741,False,development diagnostic only
cluster_breakout,feature_cluster_breakout,2023H1,1.0,41,85.16557909415494,65.16557909415492,65.10680660309608,0.17073170731707318,2.052810066222728,1.7635503508038912,41.52823003998576,16.638250217944673,14.95038591197211,33.0,0.8250164980653805,1.6893045897079273,23,18,1,41.4930219849321,99.9227229961196,False,development diagnostic only
cluster_breakout,feature_cluster_breakout,2023H2,1.0,42,61.493021984932106,41.4930219849321,41.41539833402185,0.11904761904761904,1.8603279624406746,1.762599844336993,21.83506503945354,16.71851143585299,15.080162696283361,82.0,1.1316964135240708,2.137486979166666,15,27,1,41.4930219849321,99.9227229961196,False,development diagnostic only
cluster_breakout,feature_cluster_breakout,2024H1,1.0,36,234.48051388308937,214.48051388308937,214.36588024473548,0.2222222222222222,3.820520494756815,4.399012759937522,62.340151614726814,8.377171708025744,6.940087023308317,39.0,0.7080456112315539,1.4408510638297873,16,20,0,41.4930219849321,99.9227229961196,False,development diagnostic only
cluster_breakout,feature_cluster_breakout,2024H2,1.0,44,114.35476550792683,94.3547655079268,94.35252106306929,0.18181818181818182,2.2661999626233995,2.1889758692042793,30.601601509837884,12.138810940235544,10.107960711005571,47.5,0.6371431810241005,1.5282016179215931,24,20,0,41.4930219849321,99.9227229961196,False,development diagnostic only
volume_ratio_ge1,feature_volume_ratio_ge1,2023H1,1.0,35,24.878346081783285,4.878346081783269,4.830258723977738,0.11428571428571428,0.8356512614101739,1.0588529204136066,-3.3603432295667313,11.78702924675541,10.7391277252461,33.0,0.7794998286716331,1.6446547085201795,16,19,0,4.878346081783269,68.52855434176102,False,development diagnostic only
volume_ratio_ge1,feature_volume_ratio_ge1,2023H2,1.0,31,46.45099100138654,26.45099100138653,26.37810967480772,0.12903225806451613,1.5916238406539025,1.3965843906565265,13.813531387777612,16.033995714899408,15.421568537824015,40.0,1.2300748554544487,2.137486979166666,11,20,1,4.878346081783269,68.52855434176102,False,development diagnostic only
volume_ratio_ge1,feature_volume_ratio_ge1,2024H1,1.0,32,196.74564642862453,176.7456464286245,176.54942508729926,0.125,2.9039340680869077,3.427470886774207,36.6280180795699,9.816672759817058,8.878752807258461,35.5,0.66361918832717,1.4408510638297873,12,20,0,4.878346081783269,68.52855434176102,False,development diagnostic only
volume_ratio_ge1,feature_volume_ratio_ge1,2024H2,1.0,33,90.62597270149435,70.62597270149432,70.54538783942894,0.18181818181818182,1.6758698195212491,1.900364849309626,10.195954945744369,11.31922825451782,10.492541422235623,38.0,0.6363932877906054,1.5282016179215931,14,19,0,4.878346081783269,68.52855434176102,False,development diagnostic only
vol_ratio_mean8_ge1,feature_vol_ratio_mean8_ge1,2023H1,1.0,31,141.1604215841621,121.16042158416208,121.04140518116957,0.1935483870967742,3.3609595857134313,2.87457026189622,55.1291781511767,10.156800680343437,8.888645373935589,61.0,0.8386755691424113,1.6893045897079273,15,16,1,68.25352782080246,144.346949574089,True,selected only as a post-V9 forward hypothesis; final-preholdout was already consumed
vol_ratio_mean8_ge1,feature_vol_ratio_mean8_ge1,2023H2,1.0,31,88.25352782080247,68.25352782080246,68.1358136777606,0.12903225806451613,2.663877481813987,2.4159258898606506,29.411147237909475,11.89384620334849,11.443780721513697,103.0,1.1688715187655705,2.1374869791666664,10,21,1,68.25352782080246,144.346949574089,True,selected only as a post-V9 forward hypothesis; final-preholdout was already consumed
vol_ratio_mean8_ge1,feature_vol_ratio_mean8_ge1,2024H1,1.0,29,294.1248904318891,274.1248904318891,273.9727270355754,0.2413793103448276,5.711242630510753,5.579831563499149,67.0253050469777,10.526021319734802,9.099107734461464,43.0,0.6505151902163323,0.9955675984027382,11,18,0,68.25352782080246,144.346949574089,True,selected only as a post-V9 forward hypothesis; final-preholdout was already consumed
vol_ratio_mean8_ge1,feature_vol_ratio_mean8_ge1,2024H2,1.0,35,144.75032549304368,124.75032549304365,124.72806804349445,0.22857142857142856,2.6224220646008414,2.6050419685618507,30.518062395911816,11.432495169717338,10.141822509063292,47.0,0.6278217259163856,1.528201617921593,17,18,0,68.25352782080246,144.346949574089,True,selected only as a post-V9 forward hypothesis; final-preholdout was already consumed
atr_ratio96_ge1,feature_atr_ratio96_ge1,2023H1,1.0,19,124.78471163754463,104.7847116375446,104.59991306233933,0.21052631578947367,1.3156614961764468,1.948746082577511,4.094845315760587,11.210038724480553,10.887903013114574,131.0,0.586656702685423,0.8960388994307399,11,8,1,-34.92415498989261,100.26896902647397,False,development diagnostic only
atr_ratio96_ge1,feature_atr_ratio96_ge1,2023H2,1.0,29,-14.924154989892596,-34.92415498989261,-34.892156416902985,0.06896551724137931,0.45926140115955955,0.29861441012770673,-6.18467504428315,11.771439659519533,9.11083469477404,121.0,0.9420594205192868,1.6729215896885068,13,16,1,-34.92415498989261,100.26896902647397,False,development diagnostic only
atr_ratio96_ge1,feature_atr_ratio96_ge1,2024H1,1.0,17,560.2134268122596,540.2134268122596,539.8369548841672,0.17647058823529413,10.981401703794134,8.606688418780937,78.07148448164682,10.45177346733287,6.674100961532481,74.0,0.5963009837741825,0.8722520107238605,7,10,0,-34.92415498989261,100.26896902647397,False,development diagnostic only
atr_ratio96_ge1,feature_atr_ratio96_ge1,2024H2,1.0,27,-14.703412288121118,-34.703412288121136,-34.821504860922104,0.037037037037037035,0.5937568162055896,0.710509196722979,-5.805811477424616,15.6618140082321,13.111521734761277,41.0,0.4934799165131108,0.9507558812186657,12,15,0,-34.92415498989261,100.26896902647397,False,development diagnostic only
spread_expanding8,feature_spread_expanding8,2023H1,1.0,34,71.22017174087192,51.220171740871905,51.1079073203812,0.11764705882352941,1.8062909133175507,1.5606006011132088,25.676435301817023,22.27072938620841,21.196276833341454,40.5,0.8282821399509284,1.6893045897079273,21,13,1,51.220171740871905,108.02327059151621,False,development diagnostic only
spread_expanding8,feature_spread_expanding8,2023H2,1.0,33,87.14005218143829,67.14005218143826,67.03414729452926,0.15151515151515152,2.659547637507531,2.235530164594694,33.561800277610445,13.590422664704349,13.281394854172868,80.0,1.109134498686062,1.986688382193268,11,22,1,51.220171740871905,108.02327059151621,False,development diagnostic only
spread_expanding8,feature_spread_expanding8,2024H1,1.0,30,309.3887428498917,289.3887428498917,289.2564471560802,0.23333333333333334,4.9472863024289415,6.2116850967225306,70.90847766477233,8.142127731154492,6.063627795156201,57.5,0.7279739095137326,1.4408510638297873,13,17,0,51.220171740871905,108.02327059151621,False,development diagnostic only
spread_expanding8,feature_spread_expanding8,2024H2,1.0,39,72.62551163518836,52.62551163518834,52.5840232308374,0.1794871794871795,1.3715299324972192,1.5347915301737671,8.499732260823478,16.933154097244064,16.27353487243095,33.0,0.6176677433491972,1.5282016179215931,20,19,0,51.220171740871905,108.02327059151621,False,development diagnostic only
spread_converging8,feature_spread_converging8,2023H1,1.0,16,9.38125257910677,-10.618747420893245,-10.70673600923023,0.0625,0.6950213998058109,0.8713881108094109,-3.4529783181145857,17.131477766131177,16.146876313810754,107.0,0.8753291627458147,1.5522053872053871,7,9,0,-51.810885813069454,23.299292617863873,False,development diagnostic only
spread_converging8,feature_spread_converging8,2023H2,1.0,18,-31.810885813069454,-51.810885813069454,-51.786752445918516,0.0,0.0,0.0,-9.702236886667869,13.412208751014843,12.242229948061322,110.5,1.2582816030384294,2.137486979166666,9,9,0,-51.810885813069454,23.299292617863873,False,development diagnostic only
spread_converging8,feature_spread_converging8,2024H1,1.0,9,346.34673223889024,326.34673223889024,325.96146889839207,0.1111111111111111,4.907581248132822,5.401797973267314,22.93686168380229,13.818009310910695,13.512901582162574,38.0,0.7549151151051129,1.1750527950310556,4,5,0,-51.810885813069454,23.299292617863873,False,development diagnostic only
spread_converging8,feature_spread_converging8,2024H2,1.0,15,-12.217714329624338,-32.21771432962435,-32.19393878932274,0.06666666666666667,0.721874431690894,0.4929428718141923,-1.4169983005563491,12.617058865282814,12.169061233111877,110.0,0.6408280859791249,0.9507558812186657,9,6,0,-51.810885813069454,23.299292617863873,False,development diagnostic only
strict_dense,feature_strict_dense,2023H1,1.0,22,85.74091441655935,65.74091441655933,65.65593659142945,0.09090909090909091,2.1077693937647646,1.7640633254668034,28.194528737643964,21.98411599105675,20.748505058024303,36.0,1.0378499635486516,1.6893045897079273,13,9,0,-0.8098244202718596,77.92175850125686,False,development diagnostic only
strict_dense,feature_strict_dense,2023H2,1.0,34,63.683493610039115,43.68349361003911,43.60689389362277,0.11764705882352941,1.8962407172593099,1.8655467249686704,18.701166079945587,17.060347808126686,15.275506371823766,101.5,1.2891253195629546,2.1374869791666664,11,23,1,-0.8098244202718596,77.92175850125686,False,development diagnostic only
strict_dense,feature_strict_dense,2024H1,1.0,15,303.61794633571367,283.61794633571367,283.4859610227784,0.2,4.748283349869829,6.938264094246673,40.40400735533191,13.696261910786834,13.157425982008553,84.0,1.0125985996909426,1.5757343550446998,7,8,0,-0.8098244202718596,77.92175850125686,False,development diagnostic only
strict_dense,feature_strict_dense,2024H2,1.0,21,19.19017557972815,-0.8098244202718596,-0.7286356399699103,0.047619047619047616,0.9868340029080122,0.9858389547053739,-0.12189122491587101,12.652248027111511,12.204430803850741,66.0,0.771503163355833,1.528201617921593,15,6,0,-0.8098244202718596,77.92175850125686,False,development diagnostic only
not_strict_dense,feature_not_strict_dense,2023H1,1.0,26,69.54848051526942,49.5484805152694,49.39982002122149,0.19230769230769232,1.269889047855678,1.53481021536345,4.3735017496138395,11.515687987845435,10.543508429800596,70.5,0.6396091750364918,1.12831884057971,11,15,1,-101.84409351865162,83.66951213307445,False,development diagnostic only
not_strict_dense,feature_not_strict_dense,2023H2,1.0,25,-81.8440935186516,-101.84409351865162,-101.79399332064307,0.0,0.0,0.0,-15.533612860453594,16.65996406271114,16.565612922786055,43.0,0.72682993313848,1.3425323624595469,15,10,0,-101.84409351865162,83.66951213307445,False,development diagnostic only
not_strict_dense,feature_not_strict_dense,2024H1,1.0,29,225.58691424133983,205.58691424133983,205.37627012116823,0.20689655172413793,3.4088595387534797,3.375697810061012,45.455685879779686,14.576417457459556,13.687999554310991,34.0,0.5966741956919591,0.9955675984027381,11,18,0,-101.84409351865162,83.66951213307445,False,development diagnostic only
not_strict_dense,feature_not_strict_dense,2024H2,1.0,31,167.84313478521597,147.84313478521594,147.8561099094808,0.22580645161290322,2.261597357010836,2.4509791750245973,25.28594816386567,14.382378191127609,12.602794196760481,38.0,0.5811750457199739,1.0443945398502863,16,15,0,-101.84409351865162,83.66951213307445,False,development diagnostic only
pre_range48_le0032,feature_pre_range48_le0032,2023H1,1.0,35,73.80940888664853,53.809408886648505,53.729763781447346,0.14285714285714285,2.1305398435073153,1.6865750879173413,37.1739983669126,22.39290392750959,20.821556784564432,37.0,0.9182249111813442,1.6893045897079273,18,17,0,45.93959599996986,70.2996237183722,False,development diagnostic only
pre_range48_le0032,feature_pre_range48_le0032,2023H2,1.0,40,68.88404491314509,48.88404491314509,48.79822370786036,0.125,1.9709738899546998,1.9434510009627246,23.261691280337192,16.71851143585299,15.080162696283361,87.5,1.162244493562369,2.137486979166666,13,27,1,45.93959599996986,70.2996237183722,False,development diagnostic only
pre_range48_le0032,feature_pre_range48_le0032,2024H1,1.0,32,163.2715517465066,143.27155174650656,143.24272170050384,0.15625,2.692859285818681,2.84398048144533,38.127540709067496,8.911811330874597,7.008862278730055,38.5,0.7876490359330309,1.4408510638297871,16,16,0,45.93959599996986,70.2996237183722,False,development diagnostic only
pre_range48_le0032,feature_pre_range48_le0032,2024H2,1.0,37,65.93959599996988,45.93959599996986,46.01228633326448,0.16216216216216217,1.8141924662502282,1.7298601014450223,14.086405642502653,12.424218872831993,10.399965649305454,47.0,0.7110371541882764,1.5282016179215931,22,15,0,45.93959599996986,70.2996237183722,False,development diagnostic only
