variant,feed,period,risk_percent,trades,gross_bp_per_trade,project_net_bp_per_trade,pine_net_bp_per_trade,win_rate,monetary_profit_factor,unit_profit_factor,return_percent,max_drawdown_15m_percent,max_drawdown_daily_percent,median_holding_bars,mean_leverage,max_leverage,long_trades,short_trades,period_end_exits
V9,swap,swap,1.0,59,98.21380299740747,78.21380299740746,78.18802751273385,0.15254237288135594,1.8336785276613319,1.848289726537903,33.589406566638736,12.690242238149496,12.295098291291884,40.0,0.5998431697878422,1.148444962143273,25,34,0
V9,spot,spot,1.0,57,102.9737105500791,82.97371055007909,82.94731640706415,0.15789473684210525,1.8726104555387622,1.8904607091026735,35.51350986753423,12.800157062280082,12.425318401417195,45.0,0.6181931978602673,1.1986634264884568,24,33,0
V10,swap,swap,1.0,47,82.8246053283365,62.82460532833649,62.818857482887054,0.1276595744680851,1.6229465067635622,1.6597929792458435,18.448443216655864,11.59633446200018,10.532144177295722,40.0,0.5944802095374095,1.148444962143273,16,31,0
V10,spot,spot,1.0,42,91.0941766410592,71.0941766410592,71.09813487503983,0.14285714285714285,1.700582164803431,1.7430083067759352,18.37484988816922,12.538286838205359,11.48126930847414,46.0,0.6049830737935311,1.1986634264884568,15,27,0
V11,swap,swap,1.0,28,116.51661419698061,96.5166141969806,96.40009758278363,0.14285714285714285,1.8128596250528513,2.017183363145232,15.475374281010911,15.641522060492786,14.88465997435543,41.0,0.6297974250285419,1.148444962143273,28,0,0
V11,spot,spot,1.0,27,122.24696963832939,102.24696963832938,102.12472266869109,0.14814814814814814,1.8442370714559124,2.068459566130321,16.188833835139516,15.761562683671437,14.9892213718117,45.0,0.652521392741071,1.1986634264884568,27,0,0
