code,version,timeframe,rows,cycle_bars,ready_bars,signals,first_ready,control_unmatched,status,skips,control_skips
sh.603867,v1,1W,1752,370,30,0,2026-02-13,0,evaluated,{},{}
sh.603867,v8,1W,1752,370,0,0,,0,warmup_insufficient,{},{}
sh.603868,v1,1D,2530,2530,726,0,2023-09-13,0,evaluated,{},{}
sh.603868,v8,1D,2530,2530,726,1,2023-09-13,0,evaluated,{},{}
sh.603868,v1,1W,2530,532,154,0,2023-09-15,0,evaluated,{},{}
sh.603868,v8,1W,2530,532,0,0,,0,warmup_insufficient,{},{}
sh.603869,v1,1D,2790,2693,725,0,2023-09-13,0,evaluated,{},{}
sh.603869,v8,1D,2790,2693,725,0,2023-09-13,0,evaluated,{},{}
sh.603869,v1,1W,2790,570,154,0,2023-09-15,0,evaluated,{},{}
sh.603869,v8,1W,2790,570,0,0,,0,warmup_insufficient,{},{}
sh.603871,v1,1D,2086,2086,726,0,2023-09-13,0,evaluated,{},{}
sh.603871,v8,1D,2086,2086,726,1,2023-09-13,0,evaluated,{},{}
sh.603871,v1,1W,2086,440,100,0,2024-10-11,0,evaluated,{},{}
sh.603871,v8,1W,2086,440,0,0,,0,warmup_insufficient,{},{}
sh.603876,v1,1D,2042,2042,726,0,2023-09-13,0,evaluated,{},{}
sh.603876,v8,1D,2042,2042,726,3,2023-09-13,0,evaluated,{},{}
sh.603876,v1,1W,2042,430,90,0,2024-12-20,0,evaluated,{},{}
sh.603876,v8,1W,2042,430,0,0,,0,warmup_insufficient,{},{}
sh.603877,v1,1D,2351,2348,726,0,2023-09-13,0,evaluated,{},{}
sh.603877,v8,1D,2351,2348,726,0,2023-09-13,0,evaluated,{},{}
sh.603877,v1,1W,2351,495,154,0,2023-09-15,0,evaluated,{},{}
sh.603877,v8,1W,2351,495,0,0,,0,warmup_insufficient,{},{}
sh.603878,v1,1D,2365,2365,726,0,2023-09-13,0,evaluated,{},{}
sh.603878,v8,1D,2365,2365,726,0,2023-09-13,0,evaluated,{},{}
sh.603878,v1,1W,2365,498,154,0,2023-09-15,0,evaluated,{},{}
sh.603878,v8,1W,2365,498,0,0,,0,warmup_insufficient,{},{}
sh.603879,v1,1D,2249,2247,724,0,2023-09-13,0,evaluated,{},{}
sh.603879,v8,1D,2249,2247,724,1,2023-09-13,0,evaluated,{},{}
sh.603879,v1,1W,2249,473,133,0,2024-02-23,0,evaluated,{},{}
sh.603879,v8,1W,2249,473,0,0,,0,warmup_insufficient,{},{}
sh.603880,v1,1D,2211,2115,725,0,2023-09-13,0,evaluated,{},{}
sh.603880,v8,1D,2211,2115,725,1,2023-09-13,0,evaluated,{},{}
sh.603880,v1,1W,2211,447,107,0,2024-08-23,0,evaluated,{},{}
sh.603880,v8,1W,2211,447,0,0,,0,warmup_insufficient,{},{}
sh.603881,v1,1D,2334,2332,726,0,2023-09-13,0,evaluated,{},{}
sh.603881,v8,1D,2334,2332,726,1,2023-09-13,0,evaluated,{},{}
sh.603881,v1,1W,2334,491,151,0,2023-10-13,0,evaluated,{},{}
sh.603881,v8,1W,2334,491,0,0,,0,warmup_insufficient,{},{}
sh.603882,v1,1D,2187,2187,726,0,2023-09-13,0,evaluated,{},{}
sh.603882,v8,1D,2187,2187,726,0,2023-09-13,0,evaluated,{},{}
sh.603882,v1,1W,2187,461,121,0,2024-05-17,0,evaluated,{},{}
sh.603882,v8,1W,2187,461,0,0,,0,warmup_insufficient,{},{}
sh.603883,v1,1D,2771,2678,726,0,2023-09-13,0,evaluated,{},{}
sh.603883,v8,1D,2771,2678,726,0,2023-09-13,0,evaluated,{},{}
sh.603883,v1,1W,2771,564,154,0,2023-09-15,0,evaluated,{},{}
sh.603883,v8,1W,2771,564,0,0,,0,warmup_insufficient,{},{}
sh.603885,v1,1D,2748,2736,726,0,2023-09-13,0,evaluated,{},{}
sh.603885,v8,1D,2748,2736,726,3,2023-09-13,0,evaluated,{},{'signal_while_in_position': 1}
sh.603885,v1,1W,2748,576,154,0,2023-09-15,0,evaluated,{},{}
sh.603885,v8,1W,2748,576,0,0,,0,warmup_insufficient,{},{}
sh.603886,v1,1D,2358,2358,726,0,2023-09-13,0,evaluated,{},{}
sh.603886,v8,1D,2358,2358,726,2,2023-09-13,0,evaluated,{},{}
sh.603886,v1,1W,2358,497,154,0,2023-09-15,0,evaluated,{},{}
sh.603886,v8,1W,2358,497,0,0,,0,warmup_insufficient,{},{}
sh.603887,v1,1D,2415,2333,721,0,2023-09-13,0,evaluated,{},{}
sh.603887,v8,1D,2415,2333,721,1,2023-09-13,0,evaluated,{},{}
sh.603887,v1,1W,2415,491,151,0,2023-09-28,0,evaluated,{},{}
sh.603887,v8,1W,2415,491,0,0,,0,warmup_insufficient,{},{}
sh.603888,v1,1D,2401,2399,726,0,2023-09-13,0,evaluated,{},{}
sh.603888,v8,1D,2401,2399,726,3,2023-09-13,0,evaluated,{},{'entry_limit_up': 1}
sh.603888,v1,1W,2401,506,154,0,2023-09-15,0,evaluated,{},{}
sh.603888,v8,1W,2401,506,0,0,,0,warmup_insufficient,{},{}
sh.603889,v1,1D,2844,2728,726,0,2023-09-13,0,evaluated,{},{}
sh.603889,v8,1D,2844,2728,726,1,2023-09-13,0,evaluated,{},{'entry_limit_up': 1}
sh.603889,v1,1W,2844,577,154,0,2023-09-15,0,evaluated,{},{}
sh.603889,v8,1W,2844,577,0,0,,0,warmup_insufficient,{},{}
sh.603890,v1,1D,2125,2125,726,0,2023-09-13,0,evaluated,{},{}
sh.603890,v8,1D,2125,2125,726,1,2023-09-13,0,evaluated,{},{}
sh.603890,v1,1W,2125,448,108,0,2024-08-16,0,evaluated,{},{}
sh.603890,v8,1W,2125,448,0,0,,0,warmup_insufficient,{},{}
sh.603893,v1,1D,1604,1604,726,0,2023-09-13,0,evaluated,{},{}
sh.603893,v8,1D,1604,1604,726,1,2023-09-13,0,evaluated,{},{}
sh.603893,v1,1W,1604,339,0,0,,0,warmup_insufficient,{},{}
sh.603893,v8,1W,1604,339,0,0,,0,warmup_insufficient,{},{}
sh.603895,v1,1D,2097,2097,726,1,2023-09-13,0,evaluated,{},{}
sh.603895,v8,1D,2097,2097,726,2,2023-09-13,0,evaluated,{'entry_limit_up': 1},{}
sh.603895,v1,1W,2097,442,102,0,2024-09-27,0,evaluated,{},{}
sh.603895,v8,1W,2097,442,0,0,,0,warmup_insufficient,{},{}
sh.603896,v1,1D,2272,2272,726,0,2023-09-13,0,evaluated,{},{}
sh.603896,v8,1D,2272,2272,726,2,2023-09-13,0,evaluated,{'signal_while_in_position': 1},{'signal_while_in_position': 1}
sh.603896,v1,1W,2272,478,138,0,2024-01-12,0,evaluated,{},{}
sh.603896,v8,1W,2272,478,0,0,,0,warmup_insufficient,{},{}
sh.603897,v1,1D,2048,2043,721,0,2023-09-13,0,evaluated,{},{}
sh.603897,v8,1D,2048,2043,721,2,2023-09-13,0,evaluated,{'signal_while_in_position': 1},{'signal_while_in_position': 1}
sh.603897,v1,1W,2048,430,90,0,2024-12-13,0,evaluated,{},{}
sh.603897,v8,1W,2048,430,0,0,,0,warmup_insufficient,{},{}
sh.603898,v1,1D,2812,2735,726,0,2023-09-13,0,evaluated,{},{}
sh.603898,v8,1D,2812,2735,726,0,2023-09-13,0,evaluated,{},{}
sh.603898,v1,1W,2812,576,154,0,2023-09-15,0,evaluated,{},{}
sh.603898,v8,1W,2812,576,0,0,,0,warmup_insufficient,{},{}
sh.603899,v1,1D,2827,2827,726,0,2023-09-13,0,evaluated,{},{}
sh.603899,v8,1D,2827,2827,726,0,2023-09-13,0,evaluated,{},{}
sh.603899,v1,1W,2827,595,154,0,2023-09-15,0,evaluated,{},{}
sh.603899,v8,1W,2827,595,0,0,,0,warmup_insufficient,{},{}
sh.603900,v1,1D,2383,2381,726,0,2023-09-13,0,evaluated,{},{}
sh.603900,v8,1D,2383,2381,726,0,2023-09-13,0,evaluated,{},{}
sh.603900,v1,1W,2383,501,154,0,2023-09-15,0,evaluated,{},{}
sh.603900,v8,1W,2383,501,0,0,,0,warmup_insufficient,{},{}
sh.603901,v1,1D,2746,2727,726,0,2023-09-13,0,evaluated,{},{}
sh.603901,v8,1D,2746,2727,726,1,2023-09-13,0,evaluated,{},{}
sh.603901,v1,1W,2746,575,154,0,2023-09-15,0,evaluated,{},{}
sh.603901,v8,1W,2746,575,0,0,,0,warmup_insufficient,{},{}
sh.603903,v1,1D,2310,2308,726,0,2023-09-13,0,evaluated,{},{}
sh.603903,v8,1D,2310,2308,726,0,2023-09-13,0,evaluated,{},{}
sh.603903,v1,1W,2310,486,146,0,2023-11-17,0,evaluated,{},{}
sh.603903,v8,1W,2310,486,0,0,,0,warmup_insufficient,{},{}
sh.603906,v1,1D,2293,2293,726,0,2023-09-13,0,evaluated,{},{}
sh.603906,v8,1D,2293,2293,726,1,2023-09-13,0,evaluated,{},{}
sh.603906,v1,1W,2293,482,142,0,2023-12-15,0,evaluated,{},{}
sh.603906,v8,1W,2293,482,0,0,,0,warmup_insufficient,{},{}
sh.603908,v1,1D,2315,2315,726,0,2023-09-13,0,evaluated,{},{}
sh.603908,v8,1D,2315,2315,726,4,2023-09-13,0,evaluated,"{'entry_limit_up': 1, 'signal_while_in_position': 1}",{'signal_while_in_position': 1}
sh.603908,v1,1W,2315,487,147,0,2023-11-10,0,evaluated,{},{}
sh.603908,v8,1W,2315,487,0,0,,0,warmup_insufficient,{},{}
sh.603909,v1,1D,2482,2435,726,0,2023-09-13,0,evaluated,{},{}
sh.603909,v8,1D,2482,2435,726,0,2023-09-13,0,evaluated,{},{}
sh.603909,v1,1W,2482,513,154,0,2023-09-15,0,evaluated,{},{}
sh.603909,v8,1W,2482,513,0,0,,0,warmup_insufficient,{},{}
sh.603912,v1,1D,2154,2154,726,0,2023-09-13,0,evaluated,{},{}
sh.603912,v8,1D,2154,2154,726,0,2023-09-13,0,evaluated,{},{}
sh.603912,v1,1W,2154,454,114,0,2024-07-05,0,evaluated,{},{}
sh.603912,v8,1W,2154,454,0,0,,0,warmup_insufficient,{},{}
sh.603915,v1,1D,1761,1761,726,0,2023-09-13,0,evaluated,{},{}
sh.603915,v8,1D,1761,1761,726,1,2023-09-13,0,evaluated,{},{}
sh.603915,v1,1W,1761,372,32,0,2026-01-30,0,evaluated,{},{}
sh.603915,v8,1W,1761,372,0,0,,0,warmup_insufficient,{},{}
sh.603916,v1,1D,2147,2147,726,0,2023-09-13,0,evaluated,{},{}
sh.603916,v8,1D,2147,2147,726,2,2023-09-13,0,evaluated,{'signal_while_in_position': 1},{'signal_while_in_position': 1}
sh.603916,v1,1W,2147,453,113,0,2024-07-12,0,evaluated,{},{}
sh.603916,v8,1W,2147,453,0,0,,0,warmup_insufficient,{},{}
sh.603917,v1,1D,2131,2131,726,0,2023-09-13,0,evaluated,{},{}
sh.603917,v8,1D,2131,2131,726,1,2023-09-13,0,evaluated,{},{}
sh.603917,v1,1W,2131,449,109,0,2024-08-09,0,evaluated,{},{}
sh.603917,v8,1W,2131,449,0,0,,0,warmup_insufficient,{},{}
sh.603918,v1,1D,2747,2651,726,0,2023-09-13,0,evaluated,{},{}
sh.603918,v8,1D,2747,2651,726,0,2023-09-13,0,evaluated,{},{}
sh.603918,v1,1W,2747,558,154,0,2023-09-15,0,evaluated,{},{}
sh.603918,v8,1W,2747,558,0,0,,0,warmup_insufficient,{},{}
sh.603919,v1,1D,2556,2531,726,1,2023-09-13,0,evaluated,{},{}
sh.603919,v8,1D,2556,2531,726,2,2023-09-13,0,evaluated,{'signal_while_in_position': 1},{'signal_while_in_position': 1}
sh.603919,v1,1W,2556,534,154,0,2023-09-15,0,evaluated,{},{}
sh.603919,v8,1W,2556,534,0,0,,0,warmup_insufficient,{},{}
sh.603920,v1,1D,2281,2278,723,0,2023-09-13,0,evaluated,{},{}
sh.603920,v8,1D,2281,2278,723,1,2023-09-13,0,evaluated,{},{}
sh.603920,v1,1W,2281,480,140,0,2023-12-29,0,evaluated,{},{}
sh.603920,v8,1W,2281,480,0,0,,0,warmup_insufficient,{},{}
sh.603922,v1,1D,2161,2137,715,0,2023-09-13,0,evaluated,{},{}
sh.603922,v8,1D,2161,2137,715,0,2023-09-13,0,evaluated,{},{}
sh.603922,v1,1W,2161,453,113,0,2024-07-05,0,evaluated,{},{}
sh.603922,v8,1W,2161,453,0,0,,0,warmup_insufficient,{},{}
sh.603926,v1,1D,2272,2272,726,0,2023-09-13,0,evaluated,{},{}
sh.603926,v8,1D,2272,2272,726,0,2023-09-13,0,evaluated,{},{}
sh.603926,v1,1W,2272,478,138,0,2024-01-12,0,evaluated,{},{}
sh.603926,v8,1W,2272,478,0,0,,0,warmup_insufficient,{},{}
sh.603927,v1,1D,1700,1700,726,0,2023-09-13,0,evaluated,{},{}
sh.603927,v8,1D,1700,1700,726,2,2023-09-13,0,evaluated,{},{}
sh.603927,v1,1W,1700,359,19,0,2026-05-08,0,evaluated,{},{}
sh.603927,v8,1W,1700,359,0,0,,0,warmup_insufficient,{},{}
sh.603928,v1,1D,2370,2370,726,2,2023-09-13,0,evaluated,{},{}
sh.603928,v8,1D,2370,2370,726,3,2023-09-13,0,evaluated,{},{}
sh.603928,v1,1W,2370,499,154,0,2023-09-15,0,evaluated,{},{}
sh.603928,v8,1W,2370,499,0,0,,0,warmup_insufficient,{},{}
sh.603929,v1,1D,2356,2356,726,1,2023-09-13,0,evaluated,{},{}
sh.603929,v8,1D,2356,2356,726,0,2023-09-13,0,evaluated,{},{}
sh.603929,v1,1W,2356,497,154,0,2023-09-15,0,evaluated,{},{}
sh.603929,v8,1W,2356,497,0,0,,0,warmup_insufficient,{},{}
sh.603931,v1,1D,1472,1472,726,0,2023-09-13,0,evaluated,{},{}
sh.603931,v8,1D,1472,1472,726,1,2023-09-13,0,evaluated,{},{}
sh.603931,v1,1W,1472,311,0,0,,0,warmup_insufficient,{},{}
sh.603931,v8,1W,1472,311,0,0,,0,warmup_insufficient,{},{}
sh.603933,v1,1D,2233,2223,716,0,2023-09-13,0,evaluated,{},{}
sh.603933,v8,1D,2233,2223,716,1,2023-09-13,0,evaluated,{},{}
sh.603933,v1,1W,2233,469,129,0,2024-03-15,0,evaluated,{},{}
sh.603933,v8,1W,2233,469,0,0,,0,warmup_insufficient,{},{}
sh.603936,v1,1D,2616,2518,726,0,2023-09-13,0,evaluated,{},{}
sh.603936,v8,1D,2616,2518,726,0,2023-09-13,0,evaluated,{},{}
sh.603936,v1,1W,2616,533,154,0,2023-09-15,0,evaluated,{},{}
sh.603936,v8,1W,2616,533,0,0,,0,warmup_insufficient,{},{}
sh.603937,v1,1D,2153,2153,726,0,2023-09-13,0,evaluated,{},{}
sh.603937,v8,1D,2153,2153,726,1,2023-09-13,0,evaluated,{},{}
sh.603937,v1,1W,2153,454,114,0,2024-07-05,0,evaluated,{},{}
sh.603937,v8,1W,2153,454,0,0,,0,warmup_insufficient,{},{}
sh.603938,v1,1D,2239,2239,726,0,2023-09-13,0,evaluated,{},{}
sh.603938,v8,1D,2239,2239,726,1,2023-09-13,0,evaluated,{},{}
sh.603938,v1,1W,2239,471,131,0,2024-03-08,0,evaluated,{},{}
sh.603938,v8,1W,2239,471,0,0,,0,warmup_insufficient,{},{}
sh.603939,v1,1D,2812,2696,726,0,2023-09-13,0,evaluated,{},{}
sh.603939,v8,1D,2812,2696,726,3,2023-09-13,0,evaluated,{'signal_while_in_position': 1},{}
sh.603939,v1,1W,2812,570,154,0,2023-09-15,0,evaluated,{},{}
sh.603939,v8,1W,2812,570,0,0,,0,warmup_insufficient,{},{}
sh.603948,v1,1D,1588,1588,726,0,2023-09-13,0,evaluated,{},{}
sh.603948,v8,1D,1588,1588,726,0,2023-09-13,0,evaluated,{},{}
sh.603948,v1,1W,1588,335,0,0,,0,warmup_insufficient,{},{}
sh.603948,v8,1W,1588,335,0,0,,0,warmup_insufficient,{},{}
sh.603949,v1,1D,1582,1582,726,0,2023-09-13,0,evaluated,{},{}
sh.603949,v8,1D,1582,1582,726,2,2023-09-13,0,evaluated,{},{}
sh.603949,v1,1W,1582,334,0,0,,0,warmup_insufficient,{},{}
sh.603949,v8,1W,1582,334,0,0,,0,warmup_insufficient,{},{}
sh.603950,v1,1D,1531,1521,716,0,2023-09-13,0,evaluated,{},{}
sh.603950,v8,1D,1531,1521,716,0,2023-09-13,0,evaluated,{},{}
sh.603950,v1,1W,1531,322,0,0,,0,warmup_insufficient,{},{}
sh.603950,v8,1W,1531,322,0,0,,0,warmup_insufficient,{},{}
sh.603955,v1,1D,2312,2266,722,0,2023-09-13,0,evaluated,{},{}
sh.603955,v8,1D,2312,2266,722,0,2023-09-13,0,evaluated,{},{}
sh.603955,v1,1W,2312,479,139,0,2024-01-05,0,evaluated,{},{}
sh.603955,v8,1W,2312,479,0,0,,0,warmup_insufficient,{},{}
sh.603956,v1,1D,1836,1836,726,1,2023-09-13,0,evaluated,{},{'stop_limit_down': 1}
sh.603956,v8,1D,1836,1836,726,1,2023-09-13,0,evaluated,{},{}
sh.603956,v1,1W,1836,388,48,0,2025-10-10,0,evaluated,{},{}
sh.603956,v8,1W,1836,388,0,0,,0,warmup_insufficient,{},{}
sh.603958,v1,1D,2481,2456,701,0,2023-09-13,0,evaluated,{},{}
sh.603958,v8,1D,2481,2456,701,0,2023-09-13,0,evaluated,{},{}
sh.603958,v1,1W,2481,519,151,0,2023-09-15,0,evaluated,{},{}
sh.603958,v8,1W,2481,519,0,0,,0,warmup_insufficient,{},{}
sh.603959,v1,1D,2510,2501,723,0,2023-09-13,0,evaluated,{},{}
sh.603959,v8,1D,2510,2501,723,1,2023-09-13,0,evaluated,{},{}
sh.603959,v1,1W,2510,528,154,0,2023-09-15,0,evaluated,{},{}
sh.603959,v8,1W,2510,528,0,0,,0,warmup_insufficient,{},{}
sh.603960,v1,1D,2310,2253,726,0,2023-09-13,0,evaluated,{},{}
sh.603960,v8,1D,2310,2253,726,0,2023-09-13,0,evaluated,{},{}
sh.603960,v1,1W,2310,476,136,0,2024-01-26,0,evaluated,{},{}
sh.603960,v8,1W,2310,476,0,0,,0,warmup_insufficient,{},{}
sh.603963,v1,1D,1816,1783,332,0,2023-09-13,0,evaluated,{},{}
sh.603963,v8,1D,1816,1783,332,0,2023-09-13,0,evaluated,{},{}
sh.603963,v1,1W,1816,377,37,0,2024-05-31,0,evaluated,{},{}
sh.603963,v8,1W,1816,377,0,0,,0,warmup_insufficient,{},{}
sh.603966,v1,1D,2339,2336,723,0,2023-09-13,0,evaluated,{},{}
sh.603966,v8,1D,2339,2336,723,0,2023-09-13,0,evaluated,{},{}
sh.603966,v1,1W,2339,493,153,0,2023-09-22,0,evaluated,{},{}
sh.603966,v8,1W,2339,493,0,0,,0,warmup_insufficient,{},{}
sh.603967,v1,1D,1791,1791,726,0,2023-09-13,0,evaluated,{},{}
sh.603967,v8,1D,1791,1791,726,0,2023-09-13,0,evaluated,{},{}
sh.603967,v1,1W,1791,378,38,0,2025-12-19,0,evaluated,{},{}
sh.603967,v8,1W,1791,378,0,0,,0,warmup_insufficient,{},{}
sh.603968,v1,1D,2755,2755,726,0,2023-09-13,0,evaluated,{},{}
sh.603968,v8,1D,2755,2755,726,0,2023-09-13,0,evaluated,{},{}
sh.603968,v1,1W,2755,579,154,0,2023-09-15,0,evaluated,{},{}
sh.603968,v8,1W,2755,579,0,0,,0,warmup_insufficient,{},{}
sh.603969,v1,1D,2809,2809,726,1,2023-09-13,0,evaluated,{},{}
sh.603969,v8,1D,2809,2809,726,2,2023-09-13,0,evaluated,{'signal_while_in_position': 1},{'signal_while_in_position': 1}
sh.603969,v1,1W,2809,591,154,0,2023-09-15,0,evaluated,{},{}
sh.603969,v8,1W,2809,591,0,0,,0,warmup_insufficient,{},{}
sh.603970,v1,1D,2143,2143,726,0,2023-09-13,0,evaluated,{},{}
sh.603970,v8,1D,2143,2143,726,1,2023-09-13,0,evaluated,{},{}
sh.603970,v1,1W,2143,452,112,0,2024-07-19,0,evaluated,{},{}
sh.603970,v8,1W,2143,452,0,0,,0,warmup_insufficient,{},{}
sh.603976,v1,1D,2200,2200,726,0,2023-09-13,0,evaluated,{},{}
sh.603976,v8,1D,2200,2200,726,1,2023-09-13,0,evaluated,{},{}
sh.603976,v1,1W,2200,463,123,0,2024-04-30,0,evaluated,{},{}
sh.603976,v8,1W,2200,463,0,0,,0,warmup_insufficient,{},{}
sh.603977,v1,1D,2391,2302,726,0,2023-09-13,0,evaluated,{},{}
sh.603977,v8,1D,2391,2302,726,2,2023-09-13,0,evaluated,{'entry_limit_up': 1},{}
sh.603977,v1,1W,2391,489,149,0,2023-10-27,0,evaluated,{},{}
sh.603977,v8,1W,2391,489,0,0,,0,warmup_insufficient,{},{}
sh.603978,v1,1D,2211,2208,726,0,2023-09-13,0,evaluated,{},{}
sh.603978,v8,1D,2211,2208,726,0,2023-09-13,0,evaluated,{},{}
sh.603978,v1,1W,2211,465,125,0,2024-04-19,0,evaluated,{},{}
sh.603978,v8,1W,2211,465,0,0,,0,warmup_insufficient,{},{}
sh.603979,v1,1D,2725,2725,726,0,2023-09-13,0,evaluated,{},{}
sh.603979,v8,1D,2725,2725,726,2,2023-09-13,0,evaluated,{'signal_while_in_position': 1},{'signal_while_in_position': 1}
sh.603979,v1,1W,2725,573,154,0,2023-09-15,0,evaluated,{},{}
sh.603979,v8,1W,2725,573,0,0,,0,warmup_insufficient,{},{}
sh.603980,v1,1D,2248,2242,721,0,2023-09-13,0,evaluated,{},{}
sh.603980,v8,1D,2248,2242,721,1,2023-09-13,0,evaluated,{},{}
sh.603980,v1,1W,2248,472,132,0,2024-02-23,0,evaluated,{},{}
sh.603980,v8,1W,2248,472,0,0,,0,warmup_insufficient,{},{}
sh.603982,v1,1D,1777,1777,726,0,2023-09-13,0,evaluated,{},{}
sh.603982,v8,1D,1777,1777,726,0,2023-09-13,0,evaluated,{},{}
sh.603982,v1,1W,1777,375,35,0,2026-01-09,0,evaluated,{},{}
sh.603982,v8,1W,1777,375,0,0,,0,warmup_insufficient,{},{}
sh.603983,v1,1D,1732,1732,726,0,2023-09-13,0,evaluated,{},{}
sh.603983,v8,1D,1732,1732,726,0,2023-09-13,0,evaluated,{},{}
sh.603983,v1,1W,1732,366,26,0,2026-03-20,0,evaluated,{},{}
sh.603983,v8,1W,1732,366,0,0,,0,warmup_insufficient,{},{}
sh.603985,v1,1D,2275,2270,726,0,2023-09-13,0,evaluated,{},{}
sh.603985,v8,1D,2275,2270,726,2,2023-09-13,0,evaluated,{'signal_while_in_position': 1},{'signal_while_in_position': 1}
sh.603985,v1,1W,2275,479,139,1,2024-01-05,0,evaluated,{},{}
sh.603985,v8,1W,2275,479,0,0,,0,warmup_insufficient,{},{}
sh.603986,v1,1D,2445,2239,726,0,2023-09-13,0,evaluated,{},{}
sh.603986,v8,1D,2445,2239,726,1,2023-09-13,0,evaluated,{},{}
sh.603986,v1,1W,2445,475,135,0,2024-02-02,0,evaluated,{},{}
sh.603986,v8,1W,2445,475,0,0,,0,warmup_insufficient,{},{}
sh.603987,v1,1D,2385,2385,726,0,2023-09-13,0,evaluated,{},{}
sh.603987,v8,1D,2385,2385,726,0,2023-09-13,0,evaluated,{},{}
sh.603987,v1,1W,2385,502,154,0,2023-09-15,0,evaluated,{},{}
sh.603987,v8,1W,2385,502,0,0,,0,warmup_insufficient,{},{}
sh.603988,v1,1D,2885,2859,724,0,2023-09-13,0,evaluated,{},{}
sh.603988,v8,1D,2885,2859,724,1,2023-09-13,0,evaluated,{},{}
sh.603988,v1,1W,2885,603,154,0,2023-09-15,0,evaluated,{},{}
sh.603988,v8,1W,2885,603,0,0,,0,warmup_insufficient,{},{}
sh.603989,v1,1D,2756,2753,726,0,2023-09-13,0,evaluated,{},{}
sh.603989,v8,1D,2756,2753,726,3,2023-09-13,0,evaluated,{'signal_while_in_position': 1},{'signal_while_in_position': 1}
sh.603989,v1,1W,2756,580,154,0,2023-09-15,0,evaluated,{},{}
sh.603989,v8,1W,2756,580,0,0,,0,warmup_insufficient,{},{}
sh.603990,v1,1D,2372,2367,726,0,2023-09-13,0,evaluated,{},{}
sh.603990,v8,1D,2372,2367,726,0,2023-09-13,0,evaluated,{},{}
sh.603990,v1,1W,2372,500,154,0,2023-09-15,0,evaluated,{},{}
sh.603990,v8,1W,2372,500,0,0,,0,warmup_insufficient,{},{}
sh.603991,v1,1D,2314,2305,717,1,2023-09-13,0,evaluated,{},{}
sh.603991,v8,1D,2314,2305,717,0,2023-09-13,0,evaluated,{},{}
sh.603991,v1,1W,2314,486,146,0,2023-11-10,0,evaluated,{},{}
sh.603991,v8,1W,2314,486,0,0,,0,warmup_insufficient,{},{}
sh.603992,v1,1D,1710,1710,726,0,2023-09-13,0,evaluated,{},{}
sh.603992,v8,1D,1710,1710,726,1,2023-09-13,0,evaluated,{},{'entry_day_stop_T1': 1}
sh.603992,v1,1W,1710,361,21,0,2026-04-24,0,evaluated,{},{}
sh.603992,v8,1W,1710,361,0,0,,0,warmup_insufficient,{},{}
sh.603993,v1,1D,3386,3364,726,0,2023-09-13,0,evaluated,{},{}
sh.603993,v8,1D,3386,3364,726,1,2023-09-13,0,evaluated,{'stop_limit_down': 1},{'stop_limit_down': 1}
sh.603993,v1,1W,3386,711,154,0,2023-09-15,0,evaluated,{},{}
sh.603993,v8,1W,3386,711,0,0,,0,warmup_insufficient,{},{}
sh.603995,v1,1D,1630,1630,726,0,2023-09-13,0,evaluated,{},{}
sh.603995,v8,1D,1630,1630,726,5,2023-09-13,0,evaluated,{'signal_while_in_position': 2},{'signal_while_in_position': 2}
sh.603995,v1,1W,1630,344,4,0,2026-08-21,0,evaluated,{},{}
sh.603995,v8,1W,1630,344,0,0,,0,warmup_insufficient,{},{}
sh.603997,v1,1D,2808,2712,726,0,2023-09-13,0,evaluated,{},{}
sh.603997,v8,1D,2808,2712,726,0,2023-09-13,0,evaluated,{},{}
sh.603997,v1,1W,2808,573,154,0,2023-09-15,0,evaluated,{},{}
sh.603997,v8,1W,2808,573,0,0,,0,warmup_insufficient,{},{}
sh.603998,v1,1D,2862,2786,726,0,2023-09-13,0,evaluated,{},{}
sh.603998,v8,1D,2862,2786,726,2,2023-09-13,0,evaluated,{},{}
sh.603998,v1,1W,2862,587,154,0,2023-09-15,0,evaluated,{},{}
sh.603998,v8,1W,2862,587,0,0,,0,warmup_insufficient,{},{}
sh.603999,v1,1D,2615,2612,726,0,2023-09-13,0,evaluated,{},{}
sh.603999,v8,1D,2615,2612,726,2,2023-09-13,0,evaluated,{},{}
sh.603999,v1,1W,2615,550,154,0,2023-09-15,0,evaluated,{},{}
sh.603999,v8,1W,2615,550,0,0,,0,warmup_insufficient,{},{}
sh.605001,v1,1D,1533,1533,726,0,2023-09-13,0,evaluated,{},{}
sh.605001,v8,1D,1533,1533,726,2,2023-09-13,0,evaluated,{},{}
sh.605001,v1,1W,1533,324,0,0,,0,warmup_insufficient,{},{}
sh.605001,v8,1W,1533,324,0,0,,0,warmup_insufficient,{},{}
sh.605003,v1,1D,1458,1458,726,0,2023-09-13,0,evaluated,{},{}
sh.605003,v8,1D,1458,1458,726,0,2023-09-13,0,evaluated,{},{}
sh.605003,v1,1W,1458,308,0,0,,0,warmup_insufficient,{},{}
sh.605003,v8,1W,1458,308,0,0,,0,warmup_insufficient,{},{}
sh.605005,v1,1D,1370,1370,726,0,2023-09-13,0,evaluated,{},{}
sh.605005,v8,1D,1370,1370,659,3,2023-12-25,0,evaluated,{'signal_while_in_position': 1},{'signal_while_in_position': 1}
sh.605005,v1,1W,1370,289,0,0,,0,warmup_insufficient,{},{}
sh.605005,v8,1W,1370,289,0,0,,0,warmup_insufficient,{},{}
sh.605006,v1,1D,1461,1461,726,0,2023-09-13,0,evaluated,{},{}
