code,version,timeframe,rows,cycle_bars,ready_bars,signals,first_ready,control_unmatched,status,skips,control_skips
sh.600000,v1,1D,4545,4495,726,0,2023-09-13,0,evaluated,{},{}
sh.600000,v8,1D,4545,4495,726,0,2023-09-13,0,evaluated,{},{}
sh.600000,v1,1W,4545,952,154,0,2023-09-15,0,evaluated,{},{}
sh.600000,v8,1W,4545,952,154,0,2023-09-15,0,evaluated,{},{}
sh.600004,v1,1D,4545,4540,726,0,2023-09-13,0,evaluated,{},{}
sh.600004,v8,1D,4545,4540,726,2,2023-09-13,0,evaluated,{'signal_while_in_position': 1},{'signal_while_in_position': 1}
sh.600004,v1,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600004,v8,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600006,v1,1D,4545,4480,726,1,2023-09-13,0,evaluated,{},{}
sh.600006,v8,1D,4545,4480,726,1,2023-09-13,0,evaluated,{},{}
sh.600006,v1,1W,4545,948,154,0,2023-09-15,0,evaluated,{},{}
sh.600006,v8,1W,4545,948,154,2,2023-09-15,0,evaluated,{'signal_while_in_position': 1},{}
sh.600008,v1,1D,4545,4507,726,0,2023-09-13,0,evaluated,{},{}
sh.600008,v8,1D,4545,4507,726,0,2023-09-13,0,evaluated,{},{}
sh.600008,v1,1W,4545,955,154,0,2023-09-15,0,evaluated,{},{}
sh.600008,v8,1W,4545,955,154,1,2023-09-15,0,evaluated,{},{}
sh.600009,v1,1D,4545,4528,726,0,2023-09-13,0,evaluated,{},{}
sh.600009,v8,1D,4545,4528,726,4,2023-09-13,0,evaluated,{},{}
sh.600009,v1,1W,4545,956,154,0,2023-09-15,0,evaluated,{},{}
sh.600009,v8,1W,4545,956,154,0,2023-09-15,0,evaluated,{},{}
sh.600010,v1,1D,4545,4465,726,1,2023-09-13,0,evaluated,{},{}
sh.600010,v8,1D,4545,4465,726,0,2023-09-13,0,evaluated,{},{}
sh.600010,v1,1W,4545,945,154,0,2023-09-15,0,evaluated,{},{}
sh.600010,v8,1W,4545,945,154,1,2023-09-15,0,evaluated,{},{}
sh.600011,v1,1D,4545,4524,726,0,2023-09-13,0,evaluated,{},{}
sh.600011,v8,1D,4545,4524,726,4,2023-09-13,0,evaluated,{'signal_while_in_position': 1},{'signal_while_in_position': 1}
sh.600011,v1,1W,4545,956,154,0,2023-09-15,0,evaluated,{},{}
sh.600011,v8,1W,4545,956,154,1,2023-09-15,0,evaluated,{},{}
sh.600012,v1,1D,4545,4527,726,0,2023-09-13,0,evaluated,{},{}
sh.600012,v8,1D,4545,4527,726,0,2023-09-13,0,evaluated,{},{}
sh.600012,v1,1W,4545,955,154,0,2023-09-15,0,evaluated,{},{}
sh.600012,v8,1W,4545,955,154,0,2023-09-15,0,evaluated,{},{}
sh.600016,v1,1D,4545,4528,726,0,2023-09-13,0,evaluated,{},{}
sh.600016,v8,1D,4545,4528,726,0,2023-09-13,0,evaluated,{},{}
sh.600016,v1,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600016,v8,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600017,v1,1D,4545,4511,726,0,2023-09-13,0,evaluated,{},{}
sh.600017,v8,1D,4545,4511,726,3,2023-09-13,0,evaluated,{'signal_while_in_position': 1},"{'signal_while_in_position': 1, 'entry_limit_up': 1}"
sh.600017,v1,1W,4545,955,154,0,2023-09-15,0,evaluated,{},{}
sh.600017,v8,1W,4545,955,154,1,2023-09-15,0,evaluated,{},{}
sh.600018,v1,1D,4545,4478,726,0,2023-09-13,0,evaluated,{},{}
sh.600018,v8,1D,4545,4478,726,2,2023-09-13,0,evaluated,{},{}
sh.600018,v1,1W,4545,947,154,0,2023-09-15,0,evaluated,{},{}
sh.600018,v8,1W,4545,947,154,1,2023-09-15,0,evaluated,{},{}
sh.600020,v1,1D,4545,4523,726,0,2023-09-13,0,evaluated,{},{}
sh.600020,v8,1D,4545,4523,726,0,2023-09-13,0,evaluated,{},{}
sh.600020,v1,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600020,v8,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600021,v1,1D,4545,4412,726,0,2023-09-13,0,evaluated,{},{}
sh.600021,v8,1D,4545,4412,726,1,2023-09-13,0,evaluated,{},{}
sh.600021,v1,1W,4545,936,154,1,2023-09-15,0,evaluated,{},{}
sh.600021,v8,1W,4545,936,154,0,2023-09-15,0,evaluated,{},{}
sh.600022,v1,1D,4545,4244,726,0,2023-09-13,0,evaluated,{},{}
sh.600022,v8,1D,4545,4244,726,0,2023-09-13,0,evaluated,{},{}
sh.600022,v1,1W,4545,902,154,0,2023-09-15,0,evaluated,{},{}
sh.600022,v8,1W,4545,902,154,2,2023-09-15,0,evaluated,{},{'signal_while_in_position': 1}
sh.600023,v1,1D,3097,3097,726,0,2023-09-13,0,evaluated,{},{}
sh.600023,v8,1D,3097,3097,726,1,2023-09-13,0,evaluated,{},{}
sh.600023,v1,1W,3097,653,154,0,2023-09-15,0,evaluated,{},{}
sh.600023,v8,1W,3097,653,0,0,,0,warmup_insufficient,{},{}
sh.600025,v1,1D,2122,2122,726,0,2023-09-13,0,evaluated,{},{}
sh.600025,v8,1D,2122,2122,726,1,2023-09-13,0,evaluated,{},{}
sh.600025,v1,1W,2122,448,108,0,2024-08-16,0,evaluated,{},{}
sh.600025,v8,1W,2122,448,0,0,,0,warmup_insufficient,{},{}
sh.600026,v1,1D,4545,4430,726,0,2023-09-13,0,evaluated,{},{}
sh.600026,v8,1D,4545,4430,726,0,2023-09-13,0,evaluated,{},{}
sh.600026,v1,1W,4545,938,154,0,2023-09-15,0,evaluated,{},{}
sh.600026,v8,1W,4545,938,154,0,2023-09-15,0,evaluated,{},{}
sh.600027,v1,1D,4545,4515,716,0,2023-09-13,0,evaluated,{},{}
sh.600027,v8,1D,4545,4515,716,1,2023-09-13,0,evaluated,{},{}
sh.600027,v1,1W,4545,956,153,0,2023-09-15,0,evaluated,{},{}
sh.600027,v8,1W,4545,956,153,0,2023-09-15,0,evaluated,{},{}
sh.600028,v1,1D,4545,4535,726,0,2023-09-13,0,evaluated,{},{}
sh.600028,v8,1D,4545,4535,726,1,2023-09-13,0,evaluated,{},{}
sh.600028,v1,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600028,v8,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600029,v1,1D,4545,4505,726,0,2023-09-13,0,evaluated,{},{}
sh.600029,v8,1D,4545,4505,726,1,2023-09-13,0,evaluated,{},{}
sh.600029,v1,1W,4545,955,154,0,2023-09-15,0,evaluated,{},{}
sh.600029,v8,1W,4545,955,154,1,2023-09-15,0,evaluated,{},{}
sh.600030,v1,1D,4545,4501,726,0,2023-09-13,0,evaluated,{},{}
sh.600030,v8,1D,4545,4501,726,0,2023-09-13,0,evaluated,{},{}
sh.600030,v1,1W,4545,954,154,0,2023-09-15,0,evaluated,{},{}
sh.600030,v8,1W,4545,954,154,0,2023-09-15,0,evaluated,{},{}
sh.600031,v1,1D,4545,4519,726,0,2023-09-13,0,evaluated,{},{}
sh.600031,v8,1D,4545,4519,726,0,2023-09-13,0,evaluated,{},{}
sh.600031,v1,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600031,v8,1W,4545,957,154,1,2023-09-15,0,evaluated,{},{}
sh.600032,v1,1D,1289,1289,726,0,2023-09-13,0,evaluated,{},{}
sh.600032,v8,1D,1289,1289,578,1,2024-04-29,0,evaluated,{},{}
sh.600032,v1,1W,1289,271,0,0,,0,warmup_insufficient,{},{}
sh.600032,v8,1W,1289,271,0,0,,0,warmup_insufficient,{},{}
sh.600033,v1,1D,4545,4530,726,0,2023-09-13,0,evaluated,{},{}
sh.600033,v8,1D,4545,4530,726,0,2023-09-13,0,evaluated,{},{}
sh.600033,v1,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600033,v8,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600035,v1,1D,4545,4384,726,0,2023-09-13,0,evaluated,{},{}
sh.600035,v8,1D,4545,4384,726,0,2023-09-13,0,evaluated,{},{}
sh.600035,v1,1W,4545,927,154,0,2023-09-15,0,evaluated,{},{}
sh.600035,v8,1W,4545,927,154,0,2023-09-15,0,evaluated,{},{}
sh.600036,v1,1D,4545,4518,726,0,2023-09-13,0,evaluated,{},{}
sh.600036,v8,1D,4545,4518,726,0,2023-09-13,0,evaluated,{},{}
sh.600036,v1,1W,4545,955,154,0,2023-09-15,0,evaluated,{},{}
sh.600036,v8,1W,4545,955,154,1,2023-09-15,0,evaluated,{},{}
sh.600037,v1,1D,4545,4507,726,0,2023-09-13,0,evaluated,{},{}
sh.600037,v8,1D,4545,4507,726,0,2023-09-13,0,evaluated,{},{}
sh.600037,v1,1W,4545,952,154,0,2023-09-15,0,evaluated,{},{}
sh.600037,v8,1W,4545,952,154,2,2023-09-15,0,evaluated,{},{}
sh.600038,v1,1D,4545,4446,726,0,2023-09-13,0,evaluated,{},{}
sh.600038,v8,1D,4545,4446,726,1,2023-09-13,0,evaluated,{},{}
sh.600038,v1,1W,4545,940,154,0,2023-09-15,0,evaluated,{},{}
sh.600038,v8,1W,4545,940,154,0,2023-09-15,0,evaluated,{},{}
sh.600039,v1,1D,4545,4455,726,0,2023-09-13,0,evaluated,{},{}
sh.600039,v8,1D,4545,4455,726,0,2023-09-13,0,evaluated,{},{}
sh.600039,v1,1W,4545,944,154,0,2023-09-15,0,evaluated,{},{}
sh.600039,v8,1W,4545,944,154,0,2023-09-15,0,evaluated,{},{}
sh.600048,v1,1D,4545,4528,726,0,2023-09-13,0,evaluated,{},{}
sh.600048,v8,1D,4545,4528,726,0,2023-09-13,0,evaluated,{},{}
sh.600048,v1,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600048,v8,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600050,v1,1D,4545,4435,726,0,2023-09-13,0,evaluated,{},{}
sh.600050,v8,1D,4545,4435,726,2,2023-09-13,0,evaluated,{},{'entry_day_stop_T1': 1}
sh.600050,v1,1W,4545,936,154,1,2023-09-15,0,evaluated,{},{}
sh.600050,v8,1W,4545,936,154,0,2023-09-15,0,evaluated,{},{}
sh.600051,v1,1D,4545,4373,726,0,2023-09-13,0,evaluated,{},{}
sh.600051,v8,1D,4545,4373,726,0,2023-09-13,0,evaluated,{},{}
sh.600051,v1,1W,4545,925,154,0,2023-09-15,0,evaluated,{},{}
sh.600051,v8,1W,4545,925,154,2,2023-09-15,0,evaluated,{},{}
sh.600053,v1,1D,4545,4211,725,0,2023-09-13,0,evaluated,{},{}
sh.600053,v8,1D,4545,4211,725,1,2023-09-13,0,evaluated,{'entry_limit_up': 1},{}
sh.600053,v1,1W,4545,893,154,0,2023-09-15,0,evaluated,{},{}
sh.600053,v8,1W,4545,893,154,1,2023-09-15,1,evaluated,{'entry_limit_up': 1},{}
sh.600054,v1,1D,4545,4526,726,0,2023-09-13,0,evaluated,{},{}
sh.600054,v8,1D,4545,4526,726,6,2023-09-13,0,evaluated,{'signal_while_in_position': 4},{'signal_while_in_position': 2}
sh.600054,v1,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600054,v8,1W,4545,957,154,2,2023-09-15,0,evaluated,{'signal_while_in_position': 1},{'signal_while_in_position': 1}
sh.600055,v1,1D,4545,4358,726,0,2023-09-13,0,evaluated,{},{}
sh.600055,v8,1D,4545,4358,726,0,2023-09-13,0,evaluated,{},{}
sh.600055,v1,1W,4545,923,154,0,2023-09-15,0,evaluated,{},{}
sh.600055,v8,1W,4545,923,154,0,2023-09-15,0,evaluated,{},{}
sh.600056,v1,1D,4545,4396,726,0,2023-09-13,0,evaluated,{},{}
sh.600056,v8,1D,4545,4396,726,4,2023-09-13,0,evaluated,{'signal_while_in_position': 1},{'signal_while_in_position': 1}
sh.600056,v1,1W,4545,931,154,0,2023-09-15,0,evaluated,{},{}
sh.600056,v8,1W,4545,931,154,0,2023-09-15,0,evaluated,{},{}
sh.600057,v1,1D,4545,3909,726,0,2023-09-13,0,evaluated,{},{}
sh.600057,v8,1D,4545,3909,726,0,2023-09-13,0,evaluated,{},{}
sh.600057,v1,1W,4545,832,154,0,2023-09-15,0,evaluated,{},{}
sh.600057,v8,1W,4545,832,121,1,2024-05-17,0,evaluated,{},{}
sh.600058,v1,1D,4545,4333,716,0,2023-09-13,0,evaluated,{},{}
sh.600058,v8,1D,4545,4333,716,1,2023-09-13,0,evaluated,{},{}
sh.600058,v1,1W,4545,916,153,0,2023-09-15,0,evaluated,{},{}
sh.600058,v8,1W,4545,916,153,1,2023-09-15,0,evaluated,{},{}
sh.600059,v1,1D,4545,4527,726,0,2023-09-13,0,evaluated,{},{}
sh.600059,v8,1D,4545,4527,726,0,2023-09-13,0,evaluated,{},{}
sh.600059,v1,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600059,v8,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600061,v1,1D,4545,4406,726,0,2023-09-13,0,evaluated,{},{}
sh.600061,v8,1D,4545,4406,726,0,2023-09-13,0,evaluated,{},{}
sh.600061,v1,1W,4545,931,154,0,2023-09-15,0,evaluated,{},{}
sh.600061,v8,1W,4545,931,154,1,2023-09-15,0,evaluated,{},{}
sh.600062,v1,1D,4545,4485,726,0,2023-09-13,0,evaluated,{},{}
sh.600062,v8,1D,4545,4485,726,0,2023-09-13,0,evaluated,{},{}
sh.600062,v1,1W,4545,947,154,0,2023-09-15,0,evaluated,{},{}
sh.600062,v8,1W,4545,947,154,0,2023-09-15,0,evaluated,{},{}
sh.600064,v1,1D,4545,4529,726,0,2023-09-13,0,evaluated,{},{}
sh.600064,v8,1D,4545,4529,726,1,2023-09-13,0,evaluated,{},{}
sh.600064,v1,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600064,v8,1W,4545,957,154,1,2023-09-15,0,evaluated,{},{}
sh.600066,v1,1D,4545,4491,726,1,2023-09-13,0,evaluated,{},{}
sh.600066,v8,1D,4545,4491,726,1,2023-09-13,0,evaluated,{},{}
sh.600066,v1,1W,4545,952,154,0,2023-09-15,0,evaluated,{},{}
sh.600066,v8,1W,4545,952,154,0,2023-09-15,0,evaluated,{},{}
sh.600067,v1,1D,4545,4520,726,0,2023-09-13,0,evaluated,{},{}
sh.600067,v8,1D,4545,4520,726,0,2023-09-13,0,evaluated,{},{}
sh.600067,v1,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600067,v8,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600070,v1,1D,4211,4079,374,0,2023-09-13,0,evaluated,{},{}
sh.600070,v8,1D,4211,4079,374,0,2023-09-13,0,evaluated,{},{}
sh.600070,v1,1W,4211,866,81,0,2023-09-15,0,evaluated,{},{}
sh.600070,v8,1W,4211,866,81,0,2023-09-15,0,evaluated,{},{}
sh.600071,v1,1D,4545,4324,726,0,2023-09-13,0,evaluated,{},{}
sh.600071,v8,1D,4545,4324,726,1,2023-09-13,0,evaluated,{},{}
sh.600071,v1,1W,4545,919,154,0,2023-09-15,0,evaluated,{},{}
sh.600071,v8,1W,4545,919,154,0,2023-09-15,0,evaluated,{},{}
sh.600072,v1,1D,4545,4430,726,0,2023-09-13,0,evaluated,{},{}
sh.600072,v8,1D,4545,4430,726,4,2023-09-13,0,evaluated,{},{}
sh.600072,v1,1W,4545,939,154,0,2023-09-15,0,evaluated,{},{}
sh.600072,v8,1W,4545,939,154,0,2023-09-15,0,evaluated,{},{}
sh.600073,v1,1D,4545,4425,726,0,2023-09-13,0,evaluated,{},{}
sh.600073,v8,1D,4545,4425,726,0,2023-09-13,0,evaluated,{},{}
sh.600073,v1,1W,4545,940,154,0,2023-09-15,0,evaluated,{},{}
sh.600073,v8,1W,4545,940,154,2,2023-09-15,0,evaluated,{},{}
sh.600075,v1,1D,4545,4371,726,1,2023-09-13,0,evaluated,{},{}
sh.600075,v8,1D,4545,4371,726,3,2023-09-13,0,evaluated,{'signal_while_in_position': 1},{'signal_while_in_position': 1}
sh.600075,v1,1W,4545,926,154,0,2023-09-15,0,evaluated,{},{}
sh.600075,v8,1W,4545,926,154,1,2023-09-15,0,evaluated,{},{}
sh.600076,v1,1D,4545,4316,726,0,2023-09-13,0,evaluated,{},{}
sh.600076,v8,1D,4545,4316,726,0,2023-09-13,0,evaluated,{},{}
sh.600076,v1,1W,4545,916,154,0,2023-09-15,0,evaluated,{},{}
sh.600076,v8,1W,4545,916,154,0,2023-09-15,0,evaluated,{},{}
sh.600078,v1,1D,4545,4450,725,0,2023-09-13,0,evaluated,{},{}
sh.600078,v8,1D,4545,4450,725,2,2023-09-13,0,evaluated,{'signal_while_in_position': 1},{'signal_while_in_position': 1}
sh.600078,v1,1W,4545,945,154,0,2023-09-15,0,evaluated,{},{}
sh.600078,v8,1W,4545,945,154,0,2023-09-15,0,evaluated,{},{}
sh.600079,v1,1D,4545,4497,725,0,2023-09-13,0,evaluated,{},{}
sh.600079,v8,1D,4545,4497,725,2,2023-09-13,0,evaluated,{},{}
sh.600079,v1,1W,4545,956,154,0,2023-09-15,0,evaluated,{},{}
sh.600079,v8,1W,4545,956,154,0,2023-09-15,0,evaluated,{},{}
sh.600080,v1,1D,4545,4497,725,0,2023-09-13,0,evaluated,{},{}
sh.600080,v8,1D,4545,4497,725,0,2023-09-13,0,evaluated,{},{}
sh.600080,v1,1W,4545,954,154,0,2023-09-15,0,evaluated,{},{}
sh.600080,v8,1W,4545,954,154,1,2023-09-15,0,evaluated,"{'stop_limit_down': 1, 'exit_limit_down': 2}",{'stop_limit_down': 1}
sh.600081,v1,1D,4545,4510,726,0,2023-09-13,0,evaluated,{},{}
sh.600081,v8,1D,4545,4510,726,1,2023-09-13,0,evaluated,{},{}
sh.600081,v1,1W,4545,955,154,0,2023-09-15,0,evaluated,{},{}
sh.600081,v8,1W,4545,955,154,0,2023-09-15,0,evaluated,{},{}
sh.600082,v1,1D,4545,4500,725,0,2023-09-13,0,evaluated,{},{}
sh.600082,v8,1D,4545,4500,725,0,2023-09-13,0,evaluated,{},{}
sh.600082,v1,1W,4545,953,154,0,2023-09-15,0,evaluated,{},{}
sh.600082,v8,1W,4545,953,154,0,2023-09-15,0,evaluated,{},{}
sh.600083,v1,1D,4172,3944,324,0,2023-09-13,0,evaluated,{},{}
sh.600083,v8,1D,4172,3944,324,1,2023-09-13,0,evaluated,{'entry_limit_up': 1},{}
sh.600083,v1,1W,4172,838,69,0,2023-09-15,0,evaluated,{},{}
sh.600083,v8,1W,4172,838,69,0,2023-09-15,0,evaluated,{},{}
sh.600084,v1,1D,4545,4241,725,0,2023-09-13,0,evaluated,{},{}
sh.600084,v8,1D,4545,4241,725,2,2023-09-13,0,evaluated,{},{}
sh.600084,v1,1W,4545,903,154,0,2023-09-15,0,evaluated,{},{}
sh.600084,v8,1W,4545,903,154,0,2023-09-15,0,evaluated,{},{}
sh.600085,v1,1D,4545,4539,726,0,2023-09-13,0,evaluated,{},{}
sh.600085,v8,1D,4545,4539,726,1,2023-09-13,0,evaluated,{},{}
sh.600085,v1,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600085,v8,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600088,v1,1D,4545,4436,726,0,2023-09-13,0,evaluated,{},{}
sh.600088,v8,1D,4545,4436,726,2,2023-09-13,0,evaluated,{'signal_while_in_position': 1},{'signal_while_in_position': 1}
sh.600088,v1,1W,4545,937,154,0,2023-09-15,0,evaluated,{},{}
sh.600088,v8,1W,4545,937,154,1,2023-09-15,0,evaluated,{'entry_limit_up': 1},{}
sh.600089,v1,1D,4545,4502,726,0,2023-09-13,0,evaluated,{},{}
sh.600089,v8,1D,4545,4502,726,0,2023-09-13,0,evaluated,{},{}
sh.600089,v1,1W,4545,956,154,0,2023-09-15,0,evaluated,{},{}
sh.600089,v8,1W,4545,956,154,1,2023-09-15,0,evaluated,{},{}
sh.600094,v1,1D,4545,3661,726,0,2023-09-13,0,evaluated,{},{}
sh.600094,v8,1D,4545,3661,726,0,2023-09-13,0,evaluated,{},{}
sh.600094,v1,1W,4545,776,154,0,2023-09-15,0,evaluated,{},{}
sh.600094,v8,1W,4545,776,65,0,2025-06-13,0,evaluated,{},{}
sh.600095,v1,1D,4545,4484,716,0,2023-09-13,0,evaluated,{},{}
sh.600095,v8,1D,4545,4484,716,0,2023-09-13,0,evaluated,{},{}
sh.600095,v1,1W,4545,951,152,0,2023-09-15,0,evaluated,{},{}
sh.600095,v8,1W,4545,951,152,1,2023-09-15,0,evaluated,{'entry_limit_up': 1},{}
sh.600096,v1,1D,4545,4262,726,0,2023-09-13,0,evaluated,{},{}
sh.600096,v8,1D,4545,4262,726,2,2023-09-13,0,evaluated,{},{}
sh.600096,v1,1W,4545,904,154,0,2023-09-15,0,evaluated,{},{}
sh.600096,v8,1W,4545,904,154,0,2023-09-15,0,evaluated,{},{}
sh.600097,v1,1D,4545,4345,726,0,2023-09-13,0,evaluated,{},{}
sh.600097,v8,1D,4545,4345,726,0,2023-09-13,0,evaluated,{},{}
sh.600097,v1,1W,4545,921,154,0,2023-09-15,0,evaluated,{},{}
sh.600097,v8,1W,4545,921,154,0,2023-09-15,0,evaluated,{},{}
sh.600098,v1,1D,4545,4517,726,0,2023-09-13,0,evaluated,{},{}
sh.600098,v8,1D,4545,4517,726,0,2023-09-13,0,evaluated,{},{}
sh.600098,v1,1W,4545,955,154,0,2023-09-15,0,evaluated,{},{}
sh.600098,v8,1W,4545,955,154,0,2023-09-15,0,evaluated,{},{}
sh.600099,v1,1D,4545,4343,726,0,2023-09-13,0,evaluated,{},{}
sh.600099,v8,1D,4545,4343,726,1,2023-09-13,0,evaluated,{},{}
sh.600099,v1,1W,4545,918,154,0,2023-09-15,0,evaluated,{},{}
sh.600099,v8,1W,4545,918,154,0,2023-09-15,0,evaluated,{},{}
sh.600100,v1,1D,4545,4370,726,0,2023-09-13,0,evaluated,{},{}
sh.600100,v8,1D,4545,4370,726,2,2023-09-13,0,evaluated,{'signal_while_in_position': 1},{'signal_while_in_position': 1}
sh.600100,v1,1W,4545,929,154,0,2023-09-15,0,evaluated,{},{}
sh.600100,v8,1W,4545,929,154,1,2023-09-15,0,evaluated,{},{}
sh.600101,v1,1D,4545,4531,726,0,2023-09-13,0,evaluated,{},{}
sh.600101,v8,1D,4545,4531,726,1,2023-09-13,0,evaluated,{},{}
sh.600101,v1,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600101,v8,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600103,v1,1D,4545,4442,726,0,2023-09-13,0,evaluated,{},{}
sh.600103,v8,1D,4545,4442,726,0,2023-09-13,0,evaluated,{},{}
sh.600103,v1,1W,4545,940,154,1,2023-09-15,0,evaluated,{},{}
sh.600103,v8,1W,4545,940,154,0,2023-09-15,0,evaluated,{},{}
sh.600104,v1,1D,4545,4472,726,1,2023-09-13,0,evaluated,{},{}
sh.600104,v8,1D,4545,4472,726,0,2023-09-13,0,evaluated,{},{}
sh.600104,v1,1W,4545,947,154,0,2023-09-15,0,evaluated,{},{}
sh.600104,v8,1W,4545,947,154,0,2023-09-15,0,evaluated,{},{}
sh.600105,v1,1D,4545,4443,726,0,2023-09-13,0,evaluated,{},{}
sh.600105,v8,1D,4545,4443,726,0,2023-09-13,0,evaluated,{},{}
sh.600105,v1,1W,4545,942,154,0,2023-09-15,0,evaluated,{},{}
sh.600105,v8,1W,4545,942,154,0,2023-09-15,0,evaluated,{},{}
sh.600106,v1,1D,4545,4427,726,0,2023-09-13,0,evaluated,{},{}
sh.600106,v8,1D,4545,4427,726,1,2023-09-13,0,evaluated,{},{}
sh.600106,v1,1W,4545,938,154,0,2023-09-15,0,evaluated,{},{}
sh.600106,v8,1W,4545,938,154,0,2023-09-15,0,evaluated,{},{}
sh.600108,v1,1D,4545,4497,726,1,2023-09-13,0,evaluated,{},{}
sh.600108,v8,1D,4545,4497,726,0,2023-09-13,0,evaluated,{},{}
sh.600108,v1,1W,4545,954,154,0,2023-09-15,0,evaluated,{},{}
sh.600108,v8,1W,4545,954,154,0,2023-09-15,0,evaluated,{},{}
sh.600109,v1,1D,4545,4489,726,0,2023-09-13,0,evaluated,{},{}
sh.600109,v8,1D,4545,4489,726,1,2023-09-13,0,evaluated,{},{}
sh.600109,v1,1W,4545,952,154,0,2023-09-15,0,evaluated,{},{}
sh.600109,v8,1W,4545,952,154,0,2023-09-15,0,evaluated,{},{}
sh.600110,v1,1D,4545,4239,726,0,2023-09-13,0,evaluated,{},{}
sh.600110,v8,1D,4545,4239,726,0,2023-09-13,0,evaluated,{},{}
sh.600110,v1,1W,4545,903,154,0,2023-09-15,0,evaluated,{},{}
sh.600110,v8,1W,4545,903,154,0,2023-09-15,0,evaluated,{},{}
sh.600111,v1,1D,4545,4534,726,0,2023-09-13,0,evaluated,{},{}
sh.600111,v8,1D,4545,4534,726,0,2023-09-13,0,evaluated,{},{}
sh.600111,v1,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600111,v8,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600112,v1,1D,4042,3798,203,0,2023-09-13,0,evaluated,{},{}
sh.600112,v8,1D,4042,3798,203,0,2023-09-13,0,evaluated,{},{}
sh.600112,v1,1W,4042,813,43,0,2023-09-15,0,evaluated,{},{}
sh.600112,v8,1W,4042,813,43,0,2023-09-15,0,evaluated,{},{}
sh.600114,v1,1D,4545,4504,716,0,2023-09-13,0,evaluated,{},{}
sh.600114,v8,1D,4545,4504,716,2,2023-09-13,0,evaluated,{},{}
sh.600114,v1,1W,4545,956,153,0,2023-09-15,0,evaluated,{},{}
sh.600114,v8,1W,4545,956,153,0,2023-09-15,0,evaluated,{},{}
sh.600115,v1,1D,4545,4469,726,0,2023-09-13,0,evaluated,{},{}
sh.600115,v8,1D,4545,4469,726,3,2023-09-13,0,evaluated,{'signal_while_in_position': 1},{'signal_while_in_position': 1}
sh.600115,v1,1W,4545,949,154,0,2023-09-15,0,evaluated,{},{}
sh.600115,v8,1W,4545,949,154,0,2023-09-15,0,evaluated,{},{}
sh.600116,v1,1D,4545,4502,726,0,2023-09-13,0,evaluated,{},{}
sh.600116,v8,1D,4545,4502,726,1,2023-09-13,0,evaluated,{},{}
sh.600116,v1,1W,4545,953,154,0,2023-09-15,0,evaluated,{},{}
sh.600116,v8,1W,4545,953,154,0,2023-09-15,0,evaluated,{},{}
sh.600117,v1,1D,4545,4442,724,0,2023-09-13,0,evaluated,{},{}
sh.600117,v8,1D,4545,4442,724,0,2023-09-13,0,evaluated,{},{}
sh.600117,v1,1W,4545,942,154,0,2023-09-15,0,evaluated,{},{}
sh.600117,v8,1W,4545,942,154,0,2023-09-15,0,evaluated,{},{}
sh.600118,v1,1D,4545,4529,726,0,2023-09-13,0,evaluated,{},{}
sh.600118,v8,1D,4545,4529,726,0,2023-09-13,0,evaluated,{},{}
sh.600118,v1,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600118,v8,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600119,v1,1D,4545,4521,725,0,2023-09-13,0,evaluated,{},{}
sh.600119,v8,1D,4545,4521,725,0,2023-09-13,0,evaluated,{},{}
sh.600119,v1,1W,4545,957,154,0,2023-09-15,0,evaluated,{},{}
sh.600119,v8,1W,4545,957,154,2,2023-09-15,0,evaluated,{},{}
sh.600120,v1,1D,4545,4343,726,1,2023-09-13,0,evaluated,{'entry_limit_up': 1},{}
sh.600120,v8,1D,4545,4343,726,0,2023-09-13,0,evaluated,{},{}
