raw_x0_px,raw_y0_px,raw_x1_px,raw_y1_px,global_x0_bar,global_x1_bar,price_high,price_low,context_x0_px,context_y0_px,context_x1_px,context_y1_px,event_order,events_total,episode_id,episode_candidate_count,day,rank,daily_return,symbol,class_id,class_name,confidence,window_len,window_start_i,window_end_i,window_end_time,core_start_i,core_end_i,core_start_time,core_end_time,core_length_bars,confirmation_bars,context_start_i,context_end_i,context_start_time,context_end_time,context_bars,post_detection_review_bars,model_input_pixel_sha256,boxes_per_document,canvas_width,canvas_height,image_path,image_sha256,image_size_bytes
874,379,1146,461,255.6671974522293,259.3487261146497,0.0019950619911792014,0.00194141510909935,1249,393,1303,454,11,30,HOT3D_RLS_002,6,2026-08-26T00:00:00+00:00,3,0.25973271353864,RLS_USDT_SWAP,0,dense_long,0.42912527918815613,18,244,261,2026-08-26T17:15:00+00:00,256,259,2026-08-26T16:00:00+00:00,2026-08-26T16:45:00+00:00,4,2,171,298,2026-08-25T18:45:00+00:00,2026-08-27T02:30:00+00:00,128,37,9eb083050dddd8eb80530e86f3b9386e9ec907db1f3b4fc4cb43ad2173aa22c6,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-20260829-v1/results/charts/011_RLSUSDT_P_LONG_20260826T1715Z.png,a7e4c55913bffac080251bf158074843cfcf0940fb76221a11c96b14a4a767f8,198860
577,419,849,627,254.64729299363057,258.32882165605093,0.06069426370473538,0.05415532309192201,1191,377,1244,560,12,30,HOT3D_EDEN_001,1,2026-08-26T00:00:00+00:00,1,0.3156650246305417,EDEN_USDT_SWAP,0,dense_long,0.5826248526573181,18,247,264,2026-08-26T18:00:00+00:00,255,258,2026-08-26T15:45:00+00:00,2026-08-26T16:30:00+00:00,4,6,174,301,2026-08-25T19:30:00+00:00,2026-08-27T03:15:00+00:00,128,37,22ff4c1023026436365b3650b55bb8d5687a478314166340e399df2a15c5a560,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-20260829-v1/results/charts/012_EDENUSDT_P_LONG_20260826T1800Z.png,1e36d02bdfe55419080a96b5ae63acacd657b3dffe2b77763e48d2f1b646c3e0,210576
873,265,1143,552,260.65366242038215,264.3081210191083,0.5445139275766017,0.5266064066852368,1249,468,1303,542,13,30,HOT3D_SPX_001,3,2026-08-26T00:00:00+00:00,6,0.1832358674463936,SPX_USDT_SWAP,0,dense_long,0.7147359848022461,18,249,266,2026-08-26T18:30:00+00:00,261,264,2026-08-26T17:15:00+00:00,2026-08-26T18:00:00+00:00,4,2,176,303,2026-08-25T20:00:00+00:00,2026-08-27T03:45:00+00:00,128,37,50d7abe55746f0c9e07171663c471fa6356dc36f33f5206ea4b23b9dca3f1074,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-20260829-v1/results/charts/013_SPXUSDT_P_LONG_20260826T1830Z.png,11058c52446426d5884a60691486628369686b9d877bcfe8d78d15aa4129bf36,201490
406,323,733,659,254.6464968152866,259.3328025477707,0.34921187186629526,0.32567876880222846,1147,402,1215,698,14,30,HOT3D_GRASS_001,4,2026-08-26T00:00:00+00:00,17,0.1078282059092294,GRASS_USDT_SWAP,0,dense_long,0.6520035266876221,19,249,267,2026-08-26T18:45:00+00:00,255,259,2026-08-26T15:45:00+00:00,2026-08-26T16:45:00+00:00,5,8,177,304,2026-08-25T20:15:00+00:00,2026-08-27T04:00:00+00:00,128,37,e06feeba83eca804c748305399acc5fd6a787d82941bb30cda3c6a97ccb8e170,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-20260829-v1/results/charts/014_GRASSUSDT_P_LONG_20260826T1845Z.png,6ec26eba28b4618119432341ff04752bf1376546d7a2388f6a8cceddd7b6e540,226443
870,300,1147,580,261.6130573248408,265.3622611464968,0.11631281100835655,0.11328482393314764,1249,469,1303,574,15,30,HOT3D_KITE_001,16,2026-08-26T00:00:00+00:00,10,0.1400625279142473,KITE_USDT_SWAP,0,dense_long,0.8338561654090881,18,250,267,2026-08-26T18:45:00+00:00,262,265,2026-08-26T17:30:00+00:00,2026-08-26T18:15:00+00:00,4,2,177,304,2026-08-25T20:15:00+00:00,2026-08-27T04:00:00+00:00,128,37,82062264709aa75136b8df98cf7857f0c3b3d01701678f9f0fcd412dd53ae22e,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-20260829-v1/results/charts/015_KITEUSDT_P_LONG_20260826T1845Z.png,d17036ce15e955155735afc8bd084581fb00029fe4028f9781a86dfaed9c57aa,206519
827,269,1150,520,284.6799363057325,289.3089171974522,235.09343175487467,229.57283008356546,1235,530,1303,631,16,30,HOT3D_TAO_001,20,2026-08-27T00:00:00+00:00,12,0.0823027718550106,TAO_USDT_SWAP,0,dense_long,0.29330047965049744,19,273,291,2026-08-27T00:45:00+00:00,285,289,2026-08-26T23:15:00+00:00,2026-08-27T00:15:00+00:00,5,2,201,328,2026-08-26T02:15:00+00:00,2026-08-27T10:00:00+00:00,128,37,47a358d3fee1306a20f185ba5b25bb01f38cef24c0b5cfb5db690803c2a957b1,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-20260829-v1/results/charts/016_TAOUSDT_P_LONG_20260827T0045Z.png,22f7809c037922e282b0764096906ba926e362422db959c1123bba94af79f1df,196533
826,251,1151,591,291.6656050955414,296.3232484076433,0.22813375821727022,0.22095477660167134,1235,169,1303,300,17,30,HOT3D_APR_001,9,2026-08-27T00:00:00+00:00,14,-0.0700406687754179,APR_USDT_SWAP,0,dense_long,0.5251721739768982,19,280,298,2026-08-27T02:30:00+00:00,292,296,2026-08-27T01:00:00+00:00,2026-08-27T02:00:00+00:00,5,2,208,335,2026-08-26T04:00:00+00:00,2026-08-27T11:45:00+00:00,128,37,7e92127185a5f64c8991b2c86b125bc36b1a75d2833a569b5063dfea9ed1892c,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-20260829-v1/results/charts/017_APRUSDT_P_LONG_20260827T0230Z.png,5f70afd149116745a8284699044a1001b3a1f2687dc1117ac4cc3c713a3026c6,199521
799,307,1144,513,313.6520700636943,318.3216560509554,3.3904377036211697,3.3254585325905293,1235,436,1303,522,18,30,HOT3D_LIT_001,16,2026-08-27T00:00:00+00:00,13,0.0740119206064464,LIT_USDT_SWAP,0,dense_long,0.9598719477653503,18,303,320,2026-08-27T08:00:00+00:00,314,318,2026-08-27T06:30:00+00:00,2026-08-27T07:30:00+00:00,5,2,230,357,2026-08-26T09:30:00+00:00,2026-08-27T17:15:00+00:00,128,37,3aaaf2f385a715dbbec9cc663e97e4454f0d4e8414ad845315a17cfbeee1af02,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-20260829-v1/results/charts/018_LITUSDT_P_LONG_20260827T0800Z.png,0d6a455a0353f679af37de1334156e90f79adc8594036c7daded3b93f9c45639,206877
756,193,1083,605,314.6624203821656,319.3487261146497,0.020177623119777156,0.019332506685236766,1220,491,1289,647,19,30,HOT3D_MUBARAK_001,6,2026-08-27T00:00:00+00:00,6,0.0972863302054272,MUBARAK_USDT_SWAP,0,dense_long,0.5132460594177246,19,304,322,2026-08-27T08:30:00+00:00,315,319,2026-08-27T06:45:00+00:00,2026-08-27T07:45:00+00:00,5,3,232,359,2026-08-26T10:00:00+00:00,2026-08-27T17:45:00+00:00,128,37,b8db56d02c67644f54ad7d347827cf793aef8ca11fb5512a4d056055e8a23ee7,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-20260829-v1/results/charts/019_MUBARAKUSDT_P_LONG_20260827T0830Z.png,f4b9f1776ac421d8a83f5bd5dd5ebd17192ea88ca26cacb536d18c4945481022,215950
549,407,872,557,315.69585987261144,320.3248407643312,0.21888973259052924,0.2148886183844011,1177,469,1244,556,20,30,HOT3D_JUP_001,5,2026-08-27T00:00:00+00:00,10,0.08937528499772,JUP_USDT_SWAP,0,dense_long,0.2915186882019043,19,308,326,2026-08-27T09:30:00+00:00,316,320,2026-08-27T07:00:00+00:00,2026-08-27T08:00:00+00:00,5,6,236,363,2026-08-26T11:00:00+00:00,2026-08-27T18:45:00+00:00,128,37,7a0402122132904158020032e41d03288d66a8ed50034dcbe46a3d824dfba9e5,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-20260829-v1/results/charts/020_JUPUSDT_P_LONG_20260827T0930Z.png,fe76050c535a6dd24e445e1564d7d61b08ac02811794000b0bba9496cc19ede1,200275
874,344,1146,689,342.6671974522293,346.3487261146497,3.5158537758588677,3.3498434917363054,1249,365,1303,551,21,30,HOT3D_LIT_002,2,2026-08-27T00:00:00+00:00,13,0.0740119206064464,LIT_USDT_SWAP,0,dense_long,0.42269861698150635,18,331,348,2026-08-27T15:00:00+00:00,343,346,2026-08-27T13:45:00+00:00,2026-08-27T14:30:00+00:00,4,2,258,385,2026-08-26T16:30:00+00:00,2026-08-28T00:15:00+00:00,128,37,7052f2887b2fe4d3a17b77b3fd20e46be09a477290ac01d9933cabd3e2646b85,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-20260829-v1/results/charts/021_LITUSDT_P_LONG_20260827T1500Z.png,1f473e7d6de6fd5582f785f9015defabd8d4c34a9f0376bcf41c0b54b1a20850,202480
615,453,942,552,338.64171974522293,343.328025477707,2.390053233983287,2.333745857938719,1191,495,1259,552,22,30,HOT3D_TRUMP_001,1,2026-08-27T00:00:00+00:00,9,0.0955660783469651,TRUMP_USDT_SWAP,0,dense_long,0.5808331370353699,19,330,348,2026-08-27T15:00:00+00:00,339,343,2026-08-27T12:45:00+00:00,2026-08-27T13:45:00+00:00,5,5,258,385,2026-08-26T16:30:00+00:00,2026-08-28T00:15:00+00:00,128,37,2f1e8fa506b543d33c8ed35ee172025c669c6df153aee2ac87bbb57b292a1da3,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-20260829-v1/results/charts/022_TRUMPUSDT_P_LONG_20260827T1500Z.png,036942fd942d42609605cccd31fdfc50bd12c7a102171b89c754d74c07b8e656,194093
873,339,1146,487,371.65366242038215,375.3487261146497,0.02550754904940265,0.025044650579384653,1249,366,1303,425,23,30,HOT3D_HUMA_002,16,2026-08-27T00:00:00+00:00,4,0.105350476980506,HUMA_USDT_SWAP,0,dense_long,0.972628116607666,18,360,377,2026-08-27T22:15:00+00:00,372,375,2026-08-27T21:00:00+00:00,2026-08-27T21:45:00+00:00,4,2,287,414,2026-08-26T23:45:00+00:00,2026-08-28T07:30:00+00:00,128,37,d47b2b15ad5c0ae3d3ed58480e8ae726020d0ebf98482cd230a40b41008b9aba,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-20260829-v1/results/charts/023_HUMAUSDT_P_LONG_20260827T2215Z.png,36b4aee90860a093a2137182be8f63760dd028a3131063e2842f2bd9cf2aa73e,205957
798,378,1074,660,394.63853503184714,398.37420382165607,0.09731124609619313,0.09474119597140203,1234,385,1289,637,24,30,HOT3D_OPG_001,11,2026-08-28T00:00:00+00:00,17,-0.0949400104329682,OPG_USDT_SWAP,0,dense_long,0.8771147727966309,18,384,401,2026-08-28T04:15:00+00:00,395,398,2026-08-28T02:45:00+00:00,2026-08-28T03:30:00+00:00,4,3,311,438,2026-08-27T05:45:00+00:00,2026-08-28T13:30:00+00:00,128,37,b525b72561be846c0b62941490b89822237b008afe1251bf85bc2d6380d4ab88,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-20260829-v1/results/charts/024_OPGUSDT_P_LONG_20260828T0415Z.png,be6b894148c47ec99237a1afcde578eff9eadee19f93bcea9039bb321772b724,205212
576,393,850,690,392.63375796178343,396.3423566878981,0.24044944289693593,0.23234192200557105,1190,502,1245,708,25,30,HOT3D_DOS_001,1,2026-08-28T00:00:00+00:00,18,0.0944981100377992,DOS_USDT_SWAP,0,dense_long,0.25240159034729004,18,385,402,2026-08-28T04:30:00+00:00,393,396,2026-08-28T02:15:00+00:00,2026-08-28T03:00:00+00:00,4,6,312,439,2026-08-27T06:00:00+00:00,2026-08-28T13:45:00+00:00,128,37,bd1977700f54771da595e8aec30ca9240687c05a87b673faf6e2dfddffc4363b,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-20260829-v1/results/charts/025_DOSUSDT_P_LONG_20260828T0430Z.png,cb2ecd38477c549e24ccd141164973c1812658a11831744d57e023ffacdac51f,204685
335,509,665,688,406.6289808917197,411.35828025477707,0.1927600130482607,0.1799011288203522,1132,524,1201,637,26,30,HOT3D_LIGHT_002,2,2026-08-28T00:00:00+00:00,19,0.0933621154883972,LIGHT_USDT_SWAP,0,dense_long,0.8723215460777283,19,402,420,2026-08-28T09:00:00+00:00,407,411,2026-08-28T05:45:00+00:00,2026-08-28T06:45:00+00:00,5,9,330,457,2026-08-27T10:30:00+00:00,2026-08-28T18:15:00+00:00,128,37,422907c11acc183b0b3aa5dd6540ac6d096e3eca8c762b4413aa1632a6e1228a,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-20260829-v1/results/charts/026_LIGHTUSDT_P_LONG_20260828T0900Z.png,a84487b10db803751d4e04ecda05d4430c628fd39a36a07512b52224914a8ef2,195857
798,253,1146,425,413.63853503184714,418.3487261146497,0.5953501699164345,0.5858389052924792,1234,285,1303,357,27,30,HOT3D_SPX_002,16,2026-08-28T00:00:00+00:00,12,-0.1117318435754188,SPX_USDT_SWAP,1,dense_short,0.8678171038627625,18,403,420,2026-08-28T09:00:00+00:00,414,418,2026-08-28T07:30:00+00:00,2026-08-28T08:30:00+00:00,5,2,330,457,2026-08-27T10:30:00+00:00,2026-08-28T18:15:00+00:00,128,37,94ff10acc34b0ccf8c065ebc5d7fb17a774407e89caf58a1dc69d9aee51a288d,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-20260829-v1/results/charts/027_SPXUSDT_P_SHORT_20260828T0900Z.png,c941cec869201a00545e17dcfbf84d1fa0420b9aa35cc800cc9dd9ae6b77f870,217356
618,65,942,145,431.68471337579615,436.328025477707,0.006277350194986072,0.006202225961002785,1191,98,1259,138,28,30,HOT3D_TRIA_001,7,2026-08-28T00:00:00+00:00,8,-0.1216674745516238,TRIA_USDT_SWAP,0,dense_long,0.25666236877441406,19,423,441,2026-08-28T14:15:00+00:00,432,436,2026-08-28T12:00:00+00:00,2026-08-28T13:00:00+00:00,5,5,351,478,2026-08-27T15:45:00+00:00,2026-08-28T23:30:00+00:00,128,37,db8663d2673c30460b7605d86614e8c7754d4862a7aa16f2ec28eff0211e03eb,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-20260829-v1/results/charts/028_TRIAUSDT_P_LONG_20260828T1415Z.png,502ffdd38d2ee60493e24f424aa47a34d71fa80a290b585afa0b2a21226a30ff,201946
615,45,944,328,441.64171974522293,446.35668789808915,0.009221777053389042,0.008806480728412256,1191,121,1259,246,29,30,HOT3D_FOGO_001,1,2026-08-28T00:00:00+00:00,2,-0.2039572192513369,FOGO_USDT_SWAP,1,dense_short,0.31933555006980896,19,433,451,2026-08-28T16:45:00+00:00,442,446,2026-08-28T14:30:00+00:00,2026-08-28T15:30:00+00:00,5,5,361,488,2026-08-27T18:15:00+00:00,2026-08-29T02:00:00+00:00,128,37,4797d80268b805c8ab5e138849568d842eff0eb3c2be1134a2e7d5298fa3397e,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-20260829-v1/results/charts/029_FOGOUSDT_P_SHORT_20260828T1645Z.png,80737d405e95d94952fb88d7ee681f5baf6945e14abaa09c259a834c13efbf89,206599
832,248,1151,418,457.7515923566879,462.3232484076433,0.2301567618848654,0.216349889090065,1426,205,1493,336,30,30,HOT3D_LIGHT_003,1,2026-08-28T00:00:00+00:00,19,0.0933621154883972,LIGHT_USDT_SWAP,1,dense_short,0.32303181290626526,19,446,464,2026-08-28T20:00:00+00:00,458,462,2026-08-28T18:30:00+00:00,2026-08-28T19:30:00+00:00,5,2,361,488,2026-08-27T18:15:00+00:00,2026-08-29T02:00:00+00:00,128,24,60d8ba169b4cd9639addcffa9f98a66795af39a792546255bf0413f710af6af1,1,1920,1400,experiments/active/exp-15m-ma-launch-owner-grade-a8000-hot3d-20260829-v1/results/charts/030_LIGHTUSDT_P_SHORT_20260828T2000Z.png,6082a3c0b5c4766e85b5b3fbe6f4fa19f992217b3d170885137b9bb1e5e28f7c,212902
