trade_id,candidate_signal_i,candidate_entry_time,candidate_project_net_return,direction,holding_bars,control_rank,control_signal_i,control_signal_time,stratum_month,stratum_hk_6h,stratum_atr_quintile,control_entry_i,control_exit_i,control_entry_price,control_exit_price,control_exit_reason,control_take_profit_price,control_intrabar_barrier_collision,control_gross_return,control_project_net_return,control_pine_net_return,variant,period,stage
v15e_soft_l0|2023H1|35073|35074|long,35073,2023-01-04 00:00:00+00:00,0.297338882439631,long,2683,0,35185,2023-01-05 03:45:00+00:00,2023-01,1,0,35186,35228,1253.0,1243.37,stop,,False,-0.007685554668794947,-0.009685554668794947,-0.009677869114126152,v15e_soft_l0,2023H1,profile_selection_2023_only
v15e_soft_l0|2023H1|35073|35074|long,35073,2023-01-04 00:00:00+00:00,0.297338882439631,long,2683,1,34992,2023-01-03 03:30:00+00:00,2023-01,1,0,34993,35037,1215.31,1207.5,stop,,False,-0.006426343895796105,-0.008426343895796105,-0.00841991755190031,v15e_soft_l0,2023H1,profile_selection_2023_only
v15e_soft_l0|2023H1|35073|35074|long,35073,2023-01-04 00:00:00+00:00,0.297338882439631,long,2683,2,34880,2023-01-01 23:30:00+00:00,2023-01,1,0,34881,34887,1200.31,1194.23,stop,,False,-0.0050653581158199845,-0.0070653581158199846,-0.007060292757704164,v15e_soft_l0,2023H1,profile_selection_2023_only
v15e_soft_l0|2023H1|37756|37757|short,37756,2023-01-31 22:45:00+00:00,-0.01860129642185049,short,83,0,36314,2023-01-16 22:00:00+00:00,2023-01,1,4,36315,36323,1583.22,1581.63678,stop,,False,0.0010000000000000009,-0.0009999999999999992,-0.0009989999999999995,v15e_soft_l0,2023H1,profile_selection_2023_only
v15e_soft_l0|2023H1|37756|37757|short,37756,2023-01-31 22:45:00+00:00,-0.01860129642185049,short,83,1,36527,2023-01-19 03:15:00+00:00,2023-01,1,4,36528,36592,1526.19,1553.67,stop,,False,-0.01800562184262766,-0.020005621842627663,-0.02002362746447029,v15e_soft_l0,2023H1,profile_selection_2023_only
v15e_soft_l0|2023H1|37756|37757|short,37756,2023-01-31 22:45:00+00:00,-0.01860129642185049,short,83,2,37391,2023-01-28 03:15:00+00:00,2023-01,1,4,37392,37475,1595.62,1574.15,copied_horizon,,False,0.013455584663014886,0.011455584663014886,0.0114690402476779,v15e_soft_l0,2023H1,profile_selection_2023_only
v15e_soft_l0|2023H1|38905|38906|short,38905,2023-02-12 22:00:00+00:00,-0.0009999999999999992,short,102,0,38406,2023-02-07 17:00:00+00:00,2023-02,0,2,38407,38409,1638.3,1659.81,stop,,False,-0.013129463468229297,-0.015129463468229297,-0.015142592931697526,v15e_soft_l0,2023H1,profile_selection_2023_only
v15e_soft_l0|2023H1|38905|38906|short,38905,2023-02-12 22:00:00+00:00,-0.0009999999999999992,short,102,1,40237,2023-02-26 18:45:00+00:00,2023-02,0,2,40238,40244,1630.5,1652.25,stop,,False,-0.013339466421343094,-0.015339466421343094,-0.015352805887764437,v15e_soft_l0,2023H1,profile_selection_2023_only
v15e_soft_l0|2023H1|38905|38906|short,38905,2023-02-12 22:00:00+00:00,-0.0009999999999999992,short,102,2,40419,2023-02-28 16:15:00+00:00,2023-02,0,2,40420,40464,1641.21,1639.56879,stop,,False,0.0010000000000000009,-0.0009999999999999992,-0.0009989999999999995,v15e_soft_l0,2023H1,profile_selection_2023_only
v15e_soft_l0|2023H1|39151|39152|long,39151,2023-02-15 11:30:00+00:00,0.05721982171757389,long,834,0,38576,2023-02-09 11:30:00+00:00,2023-02,3,1,38577,38596,1634.96,1618.32,stop,,False,-0.010177619024318685,-0.012177619024318685,-0.012167441405294367,v15e_soft_l0,2023H1,profile_selection_2023_only
