signal_i,signal_time,side,trend_ewmac_forecast,trend_donchian_forecast,trend_ensemble_forecast,trend_ensemble_horizon_dispersion,ewmac_only_score,donchian_only_score,trend_only_score,dense_only_score,trend_component_consensus,trend_quality,passes_soft_l0,passes_soft_l1,passes_soft_l2,passes_soft_l3,selected_profile,selected_gate_pass,outcome_label_included,training_eligible
59544,2023-09-15 21:30:00+00:00,long,0.10887216064248917,0.15702481134652843,0.1329484859945088,0.14096092298360818,0.5544360803212446,0.5785124056732642,0.5664742429972545,0.46375589218123203,0.8333333333333334,0.54593057283405,True,True,False,False,soft_l2,False,False,False
60198,2023-09-22 17:00:00+00:00,short,-0.2595066497506116,-0.44973466499676523,-0.35462065737368836,0.2756743363808637,0.6297533248753058,0.7248673324983826,0.6773103286868442,0.5814014325609639,0.8333333333333334,0.6581285494616681,True,True,True,True,soft_l2,True,False,False
60239,2023-09-23 03:15:00+00:00,short,-0.1941125411016722,-0.28553179838728887,-0.23982216974448053,0.13117308111334966,0.5970562705508361,0.6427658991936445,0.6199110848722402,0.6786827473522101,1.0,0.6316654173682342,True,True,True,True,soft_l2,True,False,False
60715,2023-09-28 02:15:00+00:00,long,0.33076559379478265,0.18702018726424838,0.25889289052951553,0.15870818542865334,0.6653827968973913,0.5935100936321241,0.6294464452647578,0.8053541405560162,0.8333333333333334,0.6646279843230095,True,True,True,True,soft_l2,True,False,False
60829,2023-09-29 06:45:00+00:00,long,0.7213613934414983,0.7760121243379765,0.7486867588897375,0.17977845029506886,0.8606806967207492,0.8880060621689883,0.8743433794448687,0.5184611077543354,1.0,0.8031669251067621,True,True,True,True,soft_l2,True,False,False
60902,2023-09-30 01:00:00+00:00,long,0.4961965965736536,0.08346853862982606,0.2898325676017398,0.31281497004139036,0.7480982982868268,0.541734269314913,0.64491628380087,0.5150351338206717,0.8333333333333334,0.6189400538048303,True,True,True,True,soft_l2,True,False,False
61084,2023-10-01 22:30:00+00:00,long,0.36161269498497667,0.08805564981337054,0.22483417239917355,0.17215505094725397,0.6808063474924884,0.5440278249066852,0.6124170861995868,0.8485040933655691,1.0,0.6596344876327833,True,True,True,True,soft_l2,True,False,False
61402,2023-10-05 06:00:00+00:00,short,-0.30319176332415493,-0.5824123447814178,-0.44280205405278633,0.32024082401290443,0.6515958816620775,0.7912061723907089,0.7214010270263932,0.5931204742434579,1.0,0.6957449164698062,True,True,True,True,soft_l2,True,False,False
61767,2023-10-09 01:15:00+00:00,short,-0.3119023939821069,-0.43527818670262164,-0.37359029034236424,0.1791139608874642,0.6559511969910534,0.7176390933513108,0.6867951451711821,0.8117663840981958,1.0,0.7117893929565849,True,True,True,True,soft_l2,True,False,False
61787,2023-10-09 06:15:00+00:00,short,-0.12868064465760862,-0.10474067365231117,-0.11671065915495989,0.1303429287310413,0.5643403223288043,0.5523703368261556,0.5583553295774799,0.7000914928463908,0.8333333333333334,0.586702562231262,True,True,True,False,soft_l2,True,False,False
61908,2023-10-10 12:30:00+00:00,short,-0.46809353449018554,-0.22731063105014168,-0.34770208277016357,0.3661858194920936,0.7340467672450928,0.6136553155250708,0.6738510413850818,0.6047336008865679,0.8333333333333334,0.660027553285379,True,True,True,True,soft_l2,True,False,False
61966,2023-10-11 03:00:00+00:00,short,-0.46220990789934274,-0.12494259754000807,-0.2935762527196754,0.246937634351422,0.7311049539496713,0.562471298770004,0.6467881263598377,0.7557787390898482,1.0,0.6685862489058398,True,True,True,True,soft_l2,True,False,False
62020,2023-10-11 16:30:00+00:00,short,-0.34367142496146746,-0.4981876591057759,-0.42092954203362165,0.1780851671450826,0.6718357124807337,0.749093829552888,0.7104647710168108,0.7868513605889016,1.0,0.725742088931229,True,True,True,True,soft_l2,True,False,False
62084,2023-10-12 08:30:00+00:00,short,-0.32217118399032324,-0.24109007140017477,-0.281630627695249,0.11058879139731752,0.6610855919951616,0.6205450357000873,0.6408153138476245,0.7179300080124866,1.0,0.656238252680597,True,True,True,True,soft_l2,True,False,False
62209,2023-10-13 15:45:00+00:00,short,-0.19695520077174186,-0.4468178551215857,-0.3218865279466638,0.3541675026517615,0.598477600385871,0.7234089275607929,0.6609432639733319,0.7027348537078367,0.8333333333333334,0.6693015819202328,True,True,True,True,soft_l2,True,False,False
62270,2023-10-14 07:00:00+00:00,short,-0.05178180476317421,-0.7664152305276531,-0.40909851764541366,0.4549938203796674,0.5258909023815871,0.8832076152638266,0.7045492588227068,0.4090497980014979,0.8333333333333334,0.6454493666584651,True,True,True,True,soft_l2,True,False,False
62410,2023-10-15 18:00:00+00:00,long,0.2038244422815032,0.3756171364867053,0.2897207893841042,0.11674752901670342,0.6019122211407516,0.6878085682433527,0.6448603946920521,0.7941176431777666,1.0,0.6747118443891951,True,True,True,True,soft_l2,True,False,False
62440,2023-10-16 01:30:00+00:00,long,0.22015040089537238,0.5096119712178254,0.36488118605659897,0.16229143791825618,0.6100752004476862,0.7548059856089127,0.6824405930282995,0.5365753233680779,1.0,0.6532675390962552,True,True,True,True,soft_l2,True,False,False
62510,2023-10-16 19:00:00+00:00,long,0.40449973032089853,-0.08078946613602668,0.16185513209243593,0.27285974526712203,0.7022498651604493,0.45960526693198667,0.580927566046218,0.7611102258406139,0.6666666666666666,0.6169640980050972,True,True,True,True,soft_l2,True,False,False
62947,2023-10-21 08:15:00+00:00,long,0.48268279715361456,0.5768029919170036,0.5297428945353091,0.36507322003940956,0.7413413985768073,0.7884014959585017,0.7648714472676545,0.5761444016945636,0.8333333333333334,0.7271260381530364,True,True,True,True,soft_l2,True,False,False
63404,2023-10-26 02:30:00+00:00,long,0.15856067255842743,0.2753180844633249,0.21693937851087616,0.26839703440543494,0.5792803362792137,0.6376590422316625,0.6084696892554381,0.7849244632503458,0.8333333333333334,0.6437606440544197,True,True,True,True,soft_l2,True,False,False
63649,2023-10-28 15:45:00+00:00,long,0.1757286167569203,0.2622635428016564,0.21899607977928837,0.16816263675993492,0.5878643083784602,0.6311317714008282,0.6094980398896441,0.7742940169430972,1.0,0.6424572353003348,True,True,True,True,soft_l2,True,False,False
63813,2023-10-30 08:45:00+00:00,long,0.2864598545242473,0.7526859068885515,0.5195728807063994,0.26248129178111707,0.6432299272621237,0.8763429534442757,0.7597864403531998,0.8658087597447085,1.0,0.7809909042315015,True,True,True,True,soft_l2,True,False,False
63921,2023-10-31 11:45:00+00:00,long,0.08806278219892898,0.4535753448390316,0.27081906351898033,0.2522094069834147,0.5440313910994645,0.7267876724195158,0.6354095317594901,0.4101844941429747,1.0,0.590364524236187,True,True,True,False,soft_l2,True,False,False
64044,2023-11-01 18:30:00+00:00,long,0.1131778481470783,0.37238485694897844,0.24278135254802835,0.1669081944581631,0.5565889240735391,0.6861924284744892,0.6213906762740142,0.7004231534767396,0.8333333333333334,0.6371971717145594,True,True,True,True,soft_l2,True,False,False
64452,2023-11-06 00:30:00+00:00,long,0.38409445873209275,0.3508599090546117,0.3674771838933523,0.15797454972610667,0.6920472293660463,0.6754299545273058,0.6837385919466762,0.6941244867178309,1.0,0.6858157709009072,True,True,True,True,soft_l2,True,False,False
64491,2023-11-06 10:15:00+00:00,long,0.3325285011753505,0.4899582890926321,0.4112433951339913,0.28930392463875326,0.6662642505876752,0.7449791445463161,0.7056216975669957,0.7044027876607719,1.0,0.7053779155857509,True,True,True,True,soft_l2,True,False,False
65112,2023-11-12 21:30:00+00:00,long,0.14196265864194493,0.9115580827679776,0.5267603707049612,0.40948492826387123,0.5709813293209725,0.9557790413839888,0.7633801853524806,0.7313024946109798,0.8333333333333334,0.7569646472041806,True,True,True,True,soft_l2,True,False,False
65129,2023-11-13 01:45:00+00:00,long,0.1650167950289121,0.47227112676054367,0.31864396089472785,0.16974358706409184,0.582508397514456,0.7361355633802719,0.6593219804473639,0.8510990643169782,1.0,0.6976773972212869,True,True,True,True,soft_l2,True,False,False
65458,2023-11-16 12:00:00+00:00,long,0.42451203433242357,0.049999269927360014,0.23725565212989178,0.25059974678819463,0.7122560171662118,0.52499963496368,0.6186278260649459,0.660312967794532,0.6666666666666666,0.6269648544108631,True,True,True,True,soft_l2,True,False,False
65548,2023-11-17 10:30:00+00:00,short,-0.6314225730770441,-0.6826136152852037,-0.657018094181124,0.129904779826399,0.8157112865385221,0.8413068076426018,0.8285090470905621,0.3270556768416082,1.0,0.7282183730407713,True,True,True,True,soft_l2,True,False,False
65622,2023-11-18 05:00:00+00:00,short,-0.5930114642140794,-0.5513443750750882,-0.5721779196445838,0.2603458568796373,0.7965057321070397,0.7756721875375441,0.7860889598222919,0.5825980642801424,1.0,0.7453907807138621,True,True,True,True,soft_l2,True,False,False
66305,2023-11-25 07:45:00+00:00,long,0.1283120290078076,0.4278983998336145,0.27810521442071107,0.328237589026714,0.5641560145039038,0.7139491999168073,0.6390526072103555,0.6649325048411173,0.6666666666666666,0.644228586736508,True,True,True,True,soft_l2,True,False,False
66586,2023-11-28 06:00:00+00:00,short,-0.5938515161751611,-0.48821245697117743,-0.5410319865731692,0.1548401101549937,0.7969257580875806,0.7441062284855887,0.7705159932865846,0.6787129033898694,1.0,0.7521553753072416,True,True,True,True,soft_l2,True,False,False
66790,2023-11-30 09:00:00+00:00,short,-0.32778742694664303,-0.5556313516611833,-0.44170938930391307,0.148073233725139,0.6638937134733215,0.7778156758305916,0.7208546946519565,0.5738427930379983,1.0,0.691452314329165,True,True,True,True,soft_l2,True,False,False
66938,2023-12-01 22:00:00+00:00,long,0.4091532408960818,0.103759815926609,0.25645652841134536,0.31087225871259033,0.7045766204480409,0.5518799079633046,0.6282282642056727,0.5768824236063248,0.8333333333333334,0.6179590960858031,True,True,True,True,soft_l2,True,False,False
66952,2023-12-02 01:30:00+00:00,long,0.4650109627522703,0.4134177276097895,0.4392143451810299,0.29022345188073545,0.7325054813761351,0.7067088638048947,0.719607172590515,0.7153091679933035,1.0,0.7187475716710727,True,True,True,True,soft_l2,True,False,False
67121,2023-12-03 19:45:00+00:00,long,0.5070960359492522,0.6785233071039722,0.5928096715266122,0.27867704425590195,0.7535480179746261,0.8392616535519861,0.7964048357633061,0.7258266809334687,1.0,0.7822892047973387,True,True,True,True,soft_l2,True,False,False
67299,2023-12-05 16:15:00+00:00,long,0.1087539372605134,0.507015219472439,0.3078845783664762,0.2751441495561743,0.5543769686302567,0.7535076097362194,0.653942289183238,0.29917152440264344,0.8333333333333334,0.5829881362271191,True,True,True,False,soft_l2,True,False,False
67447,2023-12-07 05:15:00+00:00,long,0.11705817336475881,0.6808857320324363,0.39897195269859753,0.40058371512736957,0.5585290866823794,0.8404428660162182,0.6994859763492988,0.22434988036724024,0.8333333333333334,0.604458757152887,True,True,True,True,soft_l2,True,False,False
67636,2023-12-09 04:30:00+00:00,long,0.3354578780165691,0.3000216896916142,0.3177397838540917,0.23544325762800272,0.6677289390082846,0.6500108448458071,0.6588698919270458,0.6579537180971933,1.0,0.6586866571610753,True,True,True,True,soft_l2,True,False,False
67815,2023-12-11 01:15:00+00:00,short,-0.22222362079911032,-0.8009980660463336,-0.511610843422722,0.3375146915495613,0.6111118103995552,0.9004990330231668,0.755805421711361,0.5290308417921966,0.8333333333333334,0.7104505057275282,True,True,True,True,soft_l2,True,False,False
67952,2023-12-12 11:30:00+00:00,short,-0.43895970637101406,-0.466117555894426,-0.45253863113271997,0.40271251420545306,0.719479853185507,0.733058777947213,0.72626931556636,0.5685720866198083,0.8333333333333334,0.6947298697770498,True,True,True,True,soft_l2,True,False,False
68009,2023-12-13 01:45:00+00:00,short,-0.43648823956409216,-0.680672571210713,-0.5585804053874027,0.23039030771948826,0.718244119782046,0.8403362856053564,0.7792902026937014,0.4742190437679227,1.0,0.7182759709085458,True,True,True,True,soft_l2,True,False,False
68481,2023-12-17 23:45:00+00:00,short,-0.3398473212631686,-0.7656721421387932,-0.5527597317009808,0.24908359702413027,0.6699236606315843,0.8828360710693965,0.7763798658504903,0.7950675159419869,1.0,0.7801173958687897,True,True,True,True,soft_l2,True,False,False
69579,2023-12-29 10:15:00+00:00,long,0.0970597125389475,0.4933797792647481,0.2952197459018478,0.31199241384906656,0.5485298562694737,0.746689889632374,0.6476098729509239,0.6404772979385042,0.8333333333333334,0.64618335794844,True,True,True,True,soft_l2,True,False,False
69807,2023-12-31 19:15:00+00:00,short,-0.060265832620491254,-0.49080822237476013,-0.2755370274976257,0.2708174784819654,0.5301329163102456,0.74540411118738,0.6377685137488128,0.6806504615095438,1.0,0.6463449033009591,True,True,True,True,soft_l2,True,False,False
69841,2024-01-01 03:45:00+00:00,short,-0.3350461973486563,-0.37671120031203437,-0.35587869883034534,0.05651385060051407,0.6675230986743281,0.6883556001560172,0.6779393494151726,0.7682368467855307,1.0,0.6959988488892443,True,True,True,True,soft_l2,True,False,False
70331,2024-01-06 06:15:00+00:00,short,-0.3023537125176564,-0.7560052212817681,-0.5291794668997122,0.315320814404247,0.6511768562588283,0.878002610640884,0.7645897334498561,0.755832223988447,1.0,0.7628382315575744,True,True,True,True,soft_l2,True,False,False
70466,2024-01-07 16:00:00+00:00,short,-0.18521178663298554,-0.4605042016806889,-0.3228579941568372,0.1480738184844324,0.5926058933164928,0.7302521008403444,0.6614289970784186,0.8513151356825931,1.0,0.6994062247992535,True,True,True,True,soft_l2,True,False,False
70491,2024-01-07 22:15:00+00:00,short,-0.19367239082348528,-0.829526776400724,-0.5115995836121047,0.3216602700143249,0.5968361954117426,0.9147633882003621,0.7557997918060524,0.8263793691287342,1.0,0.7699157072705888,True,True,True,True,soft_l2,True,False,False
70682,2024-01-09 22:00:00+00:00,long,0.18733705954164628,0.6807652440930699,0.43405115181735815,0.2729304291164747,0.5936685297708232,0.8403826220465349,0.7170255759086791,0.4943452579241123,1.0,0.6724895123117658,True,True,True,True,soft_l2,True,False,False
70909,2024-01-12 06:45:00+00:00,long,0.38346714025996537,0.2568040156209168,0.32013557794044106,0.33963927855937653,0.6917335701299827,0.6284020078104584,0.6600677889702206,0.6537742694414368,0.8333333333333334,0.6588090850644638,True,True,True,True,soft_l2,True,False,False
70925,2024-01-12 10:45:00+00:00,long,0.3913256470860647,0.4368775737810324,0.4141016104335486,0.3525865181271546,0.6956628235430323,0.7184387868905162,0.7070508052167743,0.7171555251501139,0.8333333333333334,0.7090717492034423,True,True,True,True,soft_l2,True,False,False
71505,2024-01-18 11:45:00+00:00,short,-0.40731559908487963,-0.4671240120905173,-0.4372198055876985,0.08157885937747872,0.7036577995424398,0.7335620060452587,0.7186099027938493,0.812727034183033,1.0,0.7374333290716861,True,True,True,True,soft_l2,True,False,False
71620,2024-01-19 16:30:00+00:00,short,-0.48200508902205813,-1.0,-0.7410025445110291,0.268384927855945,0.7410025445110291,1.0,0.8705012722555145,0.8166196056074748,1.0,0.8597249389259066,True,True,True,True,soft_l2,True,False,False
71811,2024-01-21 16:15:00+00:00,short,-0.16296530375854298,-0.4037551744529915,-0.2833602391057673,0.2420403194052389,0.5814826518792715,0.7018775872264957,0.6416801195528836,0.7754253709412865,0.8333333333333334,0.6684291698305642,True,True,True,True,soft_l2,True,False,False
72107,2024-01-24 18:15:00+00:00,short,-0.2448597937736856,-0.677211152467689,-0.4610354731206874,0.38368580035031996,0.6224298968868428,0.8386055762338445,0.7305177365603437,0.6802621571062959,1.0,0.7204666206695342,True,True,True,True,soft_l2,True,False,False
72139,2024-01-25 02:15:00+00:00,short,-0.3091560732839498,-0.1864992773848023,-0.24782767533437602,0.18927016900647312,0.6545780366419749,0.5932496386924011,0.623913837667188,0.7604817466944676,1.0,0.651227419472644,True,True,True,True,soft_l2,True,False,False
72257,2024-01-26 07:45:00+00:00,short,-0.3465592256380842,-0.7476532302595226,-0.5471062279488034,0.3424674409632238,0.6732796128190421,0.8738266151297613,0.7735531139744016,0.7900373086889305,1.0,0.7768499529173075,True,True,True,True,soft_l2,True,False,False
72382,2024-01-27 15:00:00+00:00,long,0.47695821404981525,0.402144429635557,0.43955132184268614,0.1913688745513799,0.7384791070249076,0.7010722148177785,0.719775660921343,0.7827445685214658,1.0,0.7323694424413676,True,True,True,True,soft_l2,True,False,False
72582,2024-01-29 17:00:00+00:00,long,0.30225672586085744,0.899742194213692,0.6009994600372747,0.3456307505505324,0.6511283629304288,0.949871097106846,0.8004997300186374,0.8309314633265917,1.0,0.8065860766802283,True,True,True,True,soft_l2,True,False,False
72658,2024-01-30 12:00:00+00:00,long,0.5986124831060674,0.7505871189936554,0.6745998010498614,0.2477807053916898,0.7993062415530336,0.8752935594968276,0.8372999005249306,0.38777198559278764,1.0,0.747394317538502,True,True,True,True,soft_l2,True,False,False
72673,2024-01-30 15:45:00+00:00,long,0.4371739565849106,1.0,0.7185869782924552,0.28875940604942857,0.7185869782924553,1.0,0.8592934891462276,0.8706239450492964,1.0,0.8615595803268414,True,True,True,True,soft_l2,True,False,False
73167,2024-02-04 19:15:00+00:00,short,-0.3473472476329165,-0.3735332268183457,-0.3604402372256312,0.09792478496142275,0.6736736238164582,0.6867666134091729,0.6802201186128156,0.9349781518532021,1.0,0.7311717252608929,True,True,True,True,soft_l2,True,False,False
73291,2024-02-06 02:15:00+00:00,long,0.2159523055878654,0.6145068905274593,0.41522959805766235,0.3009936206829479,0.6079761527939327,0.8072534452637297,0.7076147990288312,0.6669818314956117,0.8333333333333334,0.6994882055221873,True,True,True,True,soft_l2,True,False,False
73535,2024-02-08 15:15:00+00:00,long,0.5098592502000084,1.0,0.7549296251000043,0.27007565849067816,0.7549296251000042,1.0,0.8774648125500022,0.5801111184217334,1.0,0.8179940737243485,True,True,True,True,soft_l2,True,False,False
73581,2024-02-09 02:45:00+00:00,long,0.4694649531581538,0.8231648509258792,0.6463149020420165,0.21602605024081206,0.7347324765790769,0.9115824254629397,0.8231574510210082,0.8256271692462703,1.0,0.8236513946660606,True,True,True,True,soft_l2,True,False,False
73919,2024-02-12 15:15:00+00:00,long,0.2704108474581738,0.8522012578616337,0.5613060526599036,0.38891729017648313,0.635205423729087,0.9261006289308169,0.7806530263299518,0.6346042407995467,0.8333333333333334,0.7514432692238708,True,True,True,True,soft_l2,True,False,False
74065,2024-02-14 03:45:00+00:00,long,0.20357029508972949,0.3626173075199486,0.283093801304839,0.247507415476203,0.6017851475448648,0.6813086537599743,0.6415469006524195,0.6142653746573633,0.8333333333333334,0.6360905954534083,True,True,True,True,soft_l2,True,False,False
74183,2024-02-15 09:15:00+00:00,long,0.44772944680894394,-0.050626741361805,0.1985513527235695,0.3967367048041067,0.7238647234044719,0.4746866293190975,0.5992756763617848,0.28411547981432866,0.5,0.5362436370522936,True,True,False,False,soft_l2,False,False,False
74374,2024-02-17 09:00:00+00:00,short,-0.42407236006233334,-0.65694976794802,-0.5405110640051766,0.21734230979130695,0.7120361800311666,0.8284748839740099,0.7702555320025883,0.7686163448350688,1.0,0.7699276945690845,True,True,True,True,soft_l2,True,False,False
74676,2024-02-20 12:30:00+00:00,long,0.3196209489910892,0.4552406028763112,0.3874307759337002,0.18534858289340975,0.6598104744955446,0.7276203014381556,0.6937153879668501,0.7432191961801708,1.0,0.7036161496095142,True,True,True,True,soft_l2,True,False,False
74705,2024-02-20 19:45:00+00:00,long,0.28187034315179565,0.6817953285269854,0.48183283583939057,0.2079490737123974,0.6409351715758979,0.8408976642634927,0.7409164179196953,0.7784849636925628,1.0,0.7484301270742688,True,True,True,True,soft_l2,True,False,False
74883,2024-02-22 16:15:00+00:00,long,0.2161669569353772,-0.09932738512092872,0.05841978590722424,0.2328421313195095,0.6080834784676886,0.4503363074395356,0.5292098929536121,0.37522015849406853,0.5,0.49841194606170336,True,False,False,False,soft_l2,False,False,False
75007,2024-02-23 23:15:00+00:00,short,-0.3846160044294047,-0.46119523932785017,-0.4229056218786274,0.0894796547050413,0.6923080022147023,0.7305976196639251,0.7114528109393137,0.7774153993394086,1.0,0.7246453286193326,True,True,True,True,soft_l2,True,False,False
75265,2024-02-26 15:45:00+00:00,long,0.47441209480050023,1.0,0.7372060474002501,0.2770742189020443,0.7372060474002501,1.0,0.868603023700125,0.8225813174977112,1.0,0.8593986824596423,True,True,True,True,soft_l2,True,False,False
75412,2024-02-28 04:30:00+00:00,long,0.48482615857371875,0.6459191931525345,0.5653726758631267,0.24568201197589581,0.7424130792868594,0.8229595965762673,0.7826863379315634,0.6765735503666712,1.0,0.7614637804185851,True,True,True,True,soft_l2,True,False,False
75488,2024-02-28 23:30:00+00:00,long,0.3749409423809644,0.38780469149737035,0.3813728169391674,0.14448199347228713,0.6874704711904822,0.6939023457486851,0.6906864084695837,0.7279906427424025,1.0,0.6981472553241476,True,True,True,True,soft_l2,True,False,False
75659,2024-03-01 18:15:00+00:00,long,0.20640871474589093,0.5736344086713113,0.3900215617086011,0.20520408301144819,0.6032043573729454,0.7868172043356556,0.6950107808543006,0.7572807432833965,1.0,0.7074647733401198,True,True,True,True,soft_l2,True,False,False
76854,2024-03-14 05:00:00+00:00,short,-0.32308409907268804,-0.8903601015755531,-0.6067221003241206,0.28568399451603643,0.661542049536344,0.9451800507877766,0.8033610501620603,0.8278229658499134,1.0,0.808253433299631,True,True,True,True,soft_l2,True,False,False
77015,2024-03-15 21:15:00+00:00,short,-0.5448908960665518,-0.6277474204550129,-0.5863191582607823,0.12597066536169943,0.7724454480332759,0.8138737102275064,0.7931595791303911,0.738104253458042,1.0,0.7821485139959214,True,True,True,True,soft_l2,True,False,False
77070,2024-03-16 11:00:00+00:00,short,-0.3536957157363521,-0.6296754861550503,-0.4916856009457013,0.31247586313400094,0.676847857868176,0.8148377430775251,0.7458428004728507,0.6864372772997182,1.0,0.7339616958382242,True,True,True,True,soft_l2,True,False,False
77403,2024-03-19 22:15:00+00:00,short,-0.5553876528496059,-0.8578340289121646,-0.7066108408808853,0.2294241439171211,0.777693826424803,0.9289170144560823,0.8533054204404427,0.5082803183803172,1.0,0.7843004000284177,True,True,True,True,soft_l2,True,False,False
77620,2024-03-22 04:30:00+00:00,long,0.26189291336480175,0.2359689782222636,0.24893094579353267,0.13714623729138656,0.6309464566824009,0.6179844891111318,0.6244654728967663,0.6608396072577856,1.0,0.6317402997689702,True,True,True,True,soft_l2,True,False,False
78086,2024-03-27 01:00:00+00:00,long,0.23672549645416308,0.5753193660585602,0.4060224312563616,0.30246798772475486,0.6183627482270815,0.7876596830292801,0.7030112156281808,0.5936763078325251,1.0,0.6811442340690497,True,True,True,True,soft_l2,True,False,False
79476,2024-04-10 12:30:00+00:00,short,-0.34358292665932155,-1.0,-0.6717914633296608,0.33407321127035966,0.6717914633296608,1.0,0.8358957316648303,0.6452001270088688,1.0,0.797756610733638,True,True,True,True,soft_l2,True,False,False
79657,2024-04-12 09:45:00+00:00,short,-0.14395489697000138,-0.36446648093870976,-0.2542106889543556,0.17536712170331797,0.5719774484850007,0.6822332404693549,0.6271053444771778,0.6026294519030413,1.0,0.6222101659623505,True,True,True,True,soft_l2,True,False,False
80044,2024-04-16 10:30:00+00:00,short,-0.39114900756104326,-0.41598672151296673,-0.40356786453700494,0.15073229019096548,0.6955745037805217,0.7079933607564833,0.7017839322685024,0.45518677702450333,1.0,0.6524645012197027,True,True,True,True,soft_l2,True,False,False
80221,2024-04-18 06:45:00+00:00,short,-0.45024161781214334,-0.4685927638615744,-0.4594171908368589,0.11100873137200722,0.7251208089060717,0.7342963819307872,0.7297085954184295,0.6978002132057723,1.0,0.7233269189758981,True,True,True,True,soft_l2,True,False,False
80296,2024-04-19 01:30:00+00:00,short,-0.1986044791319105,-1.0,-0.5993022395659553,0.459684304728726,0.5993022395659553,1.0,0.7996511197829776,0.6544176938274744,0.8333333333333334,0.770604434591877,True,True,True,True,soft_l2,True,False,False
80320,2024-04-19 07:30:00+00:00,long,0.21295268887363908,0.6384197715783559,0.42568623022599755,0.2727198936469119,0.6064763444368195,0.819209885789178,0.7128431151129988,0.6034805234192815,0.8333333333333334,0.6909705967742553,True,True,True,True,soft_l2,True,False,False
80670,2024-04-22 23:00:00+00:00,long,0.42815103614884764,0.7769170161235053,0.6025340261361763,0.19627199255610733,0.7140755180744238,0.8884585080617526,0.8012670130680881,0.8343386089854643,1.0,0.8078813322515634,True,True,True,True,soft_l2,True,False,False
80901,2024-04-25 08:45:00+00:00,short,-0.523615512541427,-0.3194886898766746,-0.42155210120905084,0.23542865221419718,0.7618077562707135,0.6597443449383373,0.7107760506045254,0.6367823444596937,1.0,0.6959773093755591,True,True,True,True,soft_l2,True,False,False
81470,2024-05-01 07:00:00+00:00,short,-0.6254057559274805,-1.0,-0.8127028779637403,0.2206873488226015,0.8127028779637402,1.0,0.9063514389818701,0.4895833333333333,1.0,0.8229978178521627,True,True,True,True,soft_l2,True,False,False
81772,2024-05-04 10:30:00+00:00,long,0.6163605091102803,0.990288946522797,0.8033247278165386,0.2788898688665581,0.8081802545551402,0.9951444732613985,0.9016623639082693,0.34378174114997095,1.0,0.7900862393566097,True,True,True,True,soft_l2,True,False,False
81926,2024-05-06 01:00:00+00:00,long,0.41882648746628304,0.7813595224457986,0.6000930049560408,0.24161704777751766,0.7094132437331415,0.8906797612228994,0.8000465024780203,0.631375241209535,1.0,0.7663122502243234,True,True,True,True,soft_l2,True,False,False
81945,2024-05-06 05:45:00+00:00,long,0.44632247099072214,1.0,0.7231612354953612,0.2829942715906805,0.723161235495361,1.0,0.8615806177476806,0.8271103440632537,1.0,0.8546865630107953,True,True,True,True,soft_l2,True,False,False
82032,2024-05-07 03:30:00+00:00,short,-0.4936993419016376,-0.5014872018224438,-0.4975932718620408,0.18824513909278176,0.7468496709508188,0.7507436009112218,0.7487966359310204,0.49269130682189627,1.0,0.6975755701091956,True,True,True,True,soft_l2,True,False,False
82180,2024-05-08 16:30:00+00:00,short,-0.2891052165443452,-0.16382605094194655,-0.22646563374314585,0.24039272099067724,0.6445526082721726,0.5819130254709732,0.6132328168715729,0.38492417024929304,0.8333333333333334,0.5675710875471169,True,True,True,False,soft_l2,True,False,False
82195,2024-05-08 20:15:00+00:00,short,-0.4267424973217562,-1.0,-0.7133712486608781,0.29906008327602435,0.7133712486608781,1.0,0.856685624330439,0.7895325486988245,1.0,0.8432550092041162,True,True,True,True,soft_l2,True,False,False
82582,2024-05-12 21:00:00+00:00,short,-0.01429979951393374,-0.4338614028045731,-0.22408060115925343,0.30212904948663655,0.5071498997569669,0.7169307014022865,0.6120403005796267,0.32662429550962246,0.6666666666666666,0.5549570995656259,True,True,True,False,soft_l2,True,False,False
82601,2024-05-13 01:45:00+00:00,short,-0.08779079206346978,-0.5579869609922016,-0.32288887652783566,0.2647348036407879,0.5438953960317349,0.7789934804961007,0.6614444382639179,0.7897508411444899,0.8333333333333334,0.6871057188400322,True,True,True,True,soft_l2,True,False,False
83330,2024-05-20 16:00:00+00:00,long,0.20095720523668312,0.522673733293843,0.3618154692652631,0.20594592036652734,0.6004786026183415,0.7613368666469216,0.6809077346326315,0.8185050682739615,1.0,0.7084272013608975,True,True,True,True,soft_l2,True,False,False
83944,2024-05-27 01:30:00+00:00,long,0.46996233775231316,0.7153651116269657,0.5926637246896395,0.23636486190341516,0.7349811688761566,0.8576825558134828,0.7963318623448197,0.3117593595284524,1.0,0.6994173617815462,True,True,True,True,soft_l2,True,False,False
84163,2024-05-29 08:15:00+00:00,short,-0.3833755696271755,-0.651507006042537,-0.5174412878348562,0.1563133935825538,0.6916877848135877,0.8257535030212685,0.7587206439174281,0.857025852274639,1.0,0.7783816855888703,True,True,True,True,soft_l2,True,False,False
84254,2024-05-30 07:00:00+00:00,short,-0.4534578131123463,-0.7572354547567984,-0.6053466339345722,0.18682640817795199,0.7267289065561732,0.8786177273783993,0.8026733169672862,0.48919993890843133,1.0,0.7399786413555152,True,True,True,True,soft_l2,True,False,False
