fold,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe
2024H1,342,-0.2449597608258832,-20.244959760825893,-58.81841882836634,0.19298245614035087,0.6397562760371479,-0.7677976423455329,-0.7817623236088631,18.0,102.49486680492521,798.4372613183277,0.3452278020937281
2024H2,340,5.124687777219306,-14.875312222780705,-49.5151059192561,0.25,0.7173819082982077,-0.5133566792411536,-0.6389573299101475,22.0,106.59427367328641,910.7299184981676,0.3365256649560174
