event_id,mother_decision_time,baseline_net_bp,baseline_exit_time,baseline_exit_reason,baseline_mfe_r,baseline_hold_minutes,candidate_net_bp,candidate_exit_time,candidate_exit_reason,candidate_mfe_r,candidate_hold_minutes,delta_net_bp,exit_delay_minutes,outcome_transition,failed_launch_executed,baseline_partial_executed,baseline_partial_exit_time,candidate_partial_executed,candidate_partial_exit_time,sacrificed_recovery,prior_partial_path_cut
2023-02-13T08:00:00+00:00_S,2023-02-13 09:00:00+00:00,27.875303248614554,2023-02-13 18:45:00+00:00,transition_colour_exit,2.452535760728153,585.0,27.875303248614554,2023-02-13 18:45:00+00:00,transition_colour_exit,2.452535760728153,585.0,0.0,0.0,win_to_win,False,True,2023-02-13 11:45:00+00:00,True,2023-02-13 11:45:00+00:00,False,False
2023-02-14T08:00:00+00:00_S,2023-02-14 09:00:00+00:00,-56.18128436645885,2023-02-14 09:55:00+00:00,hard_stop,0.15159235668787027,55.0,-34.65687697902407,2023-02-14 09:45:00+00:00,fast_failed_launch,0.15159235668787027,45.0,21.524407387434778,-10.0,loss_to_loss,True,False,,False,,False,False
2023-02-16T23:00:00+00:00_S,2023-02-17 00:00:00+00:00,-129.91957104557582,2023-02-17 09:15:00+00:00,transition_colour_exit,0.27685123415610474,555.0,-169.66594323162687,2023-02-17 02:00:00+00:00,fast_failed_launch,0.27685123415610474,120.0,-39.74637218605105,-435.0,loss_to_loss,True,False,,False,,False,False
2023-02-19T17:00:00+00:00_S,2023-02-19 18:00:00+00:00,-38.841823100319566,2023-02-20 03:45:00+00:00,transition_colour_exit,1.1729957805907207,585.0,-80.67149137750556,2023-02-19 20:55:00+00:00,fast_failed_launch,0.260270930490786,175.0,-41.829668277185995,-410.0,loss_to_loss,True,False,,False,,False,False
2023-02-20T09:00:00+00:00_L,2023-02-20 10:00:00+00:00,-58.325412480263445,2023-02-20 16:45:00+00:00,transition_colour_exit,0.49377513886229385,405.0,-46.99651696723057,2023-02-20 12:40:00+00:00,fast_failed_launch,0.1821490135989321,160.0,11.328895513032876,-245.0,loss_to_loss,True,False,,False,,False,False
2023-02-23T02:00:00+00:00_L,2023-02-23 03:00:00+00:00,-118.41051125361378,2023-02-23 10:00:00+00:00,transition_colour_exit,0.18662647300629837,420.0,-62.927203127611605,2023-02-23 05:35:00+00:00,fast_failed_launch,0.18662647300629837,155.0,55.48330812600217,-265.0,loss_to_loss,True,False,,False,,False,False
2023-02-23T11:00:00+00:00_S,2023-02-23 12:00:00+00:00,-113.06922365211578,2023-02-23 19:30:00+00:00,transition_colour_exit,0.3557400283458194,450.0,-158.78374968458238,2023-02-23 13:15:00+00:00,fast_failed_launch,0.3557400283458194,75.0,-45.714526032466594,-375.0,loss_to_loss,True,False,,False,,False,False
2023-02-28T19:00:00+00:00_S,2023-02-28 20:00:00+00:00,-9.89829517611394,2023-03-01 02:45:00+00:00,transition_colour_exit,1.0510917030567717,405.0,-9.89829517611394,2023-03-01 02:45:00+00:00,transition_colour_exit,1.0510917030567717,405.0,0.0,0.0,loss_to_loss,False,True,2023-03-01 00:20:00+00:00,True,2023-03-01 00:20:00+00:00,False,False
2023-03-07T01:00:00+00:00_L,2023-03-07 02:00:00+00:00,-40.90598533912136,2023-03-07 06:30:00+00:00,transition_colour_exit,1.0455840455841097,270.0,-34.055939079069105,2023-03-07 03:40:00+00:00,fast_failed_launch,1.0455840455841097,100.0,6.8500462600522525,-170.0,loss_to_loss,True,False,,False,,False,False
2023-03-11T01:00:00+00:00_L,2023-03-11 02:00:00+00:00,-195.3158406219624,2023-03-11 06:40:00+00:00,hard_stop,0.15493348115299768,280.0,-125.00485908649173,2023-03-11 03:15:00+00:00,fast_failed_launch,0.15493348115299768,75.0,70.31098153547066,-205.0,loss_to_loss,True,False,,False,,False,False
2023-03-11T07:00:00+00:00_S,2023-03-11 08:00:00+00:00,-180.2083060527604,2023-03-11 14:45:00+00:00,transition_colour_exit,0.19037433155080213,405.0,-154.57296251901246,2023-03-11 09:55:00+00:00,fast_failed_launch,0.19037433155080213,115.0,25.635343533747943,-290.0,loss_to_loss,True,False,,False,,False,False
2023-03-19T14:00:00+00:00_L,2023-03-19 15:00:00+00:00,235.21591815527376,2023-03-20 00:15:00+00:00,transition_colour_exit,6.697121401752225,555.0,235.21591815527376,2023-03-20 00:15:00+00:00,transition_colour_exit,6.697121401752225,555.0,0.0,0.0,win_to_win,False,True,2023-03-19 20:20:00+00:00,True,2023-03-19 20:20:00+00:00,False,False
2023-03-20T18:00:00+00:00_L,2023-03-20 19:00:00+00:00,-54.2380077625204,2023-03-20 19:15:00+00:00,transition_colour_exit,0.07113476893298211,15.0,-54.2380077625204,2023-03-20 19:15:00+00:00,transition_colour_exit,0.07113476893298211,15.0,0.0,0.0,loss_to_loss,False,False,,False,,False,False
2023-04-02T04:00:00+00:00_S,2023-04-02 05:00:00+00:00,-50.720342715016,2023-04-02 06:00:00+00:00,transition_colour_exit,0.018867924528301886,60.0,-37.720564662446144,2023-04-02 05:40:00+00:00,fast_failed_launch,0.018867924528301886,40.0,12.999778052569859,-20.0,loss_to_loss,True,False,,False,,False,False
2023-04-03T08:00:00+00:00_L,2023-04-03 09:00:00+00:00,-153.2721561430128,2023-04-03 14:50:00+00:00,hard_stop,0.6626059322033944,350.0,-33.20015529594466,2023-04-03 11:05:00+00:00,fast_failed_launch,0.6626059322033944,125.0,120.07200084706815,-225.0,loss_to_loss,True,False,,False,,False,False
2023-04-03T14:00:00+00:00_S,2023-04-03 15:00:00+00:00,-77.18878371137714,2023-04-03 19:00:00+00:00,transition_colour_exit,0.373740656483587,240.0,-55.47061975352742,2023-04-03 18:30:00+00:00,fast_failed_launch,0.373740656483587,210.0,21.71816395784972,-30.0,loss_to_loss,True,False,,False,,False,False
2023-04-09T06:00:00+00:00_S,2023-04-09 07:00:00+00:00,-45.31645569620267,2023-04-09 12:30:00+00:00,transition_colour_exit,0.9364791288566248,330.0,-30.255674687130206,2023-04-09 09:15:00+00:00,fast_failed_launch,0.9364791288566248,135.0,15.06078100907246,-195.0,loss_to_loss,True,False,,False,,False,False
2023-04-09T18:00:00+00:00_L,2023-04-09 19:00:00+00:00,70.31008305031563,2023-04-10 05:00:00+00:00,transition_colour_exit,4.054183266932265,600.0,70.31008305031563,2023-04-10 05:00:00+00:00,transition_colour_exit,4.054183266932265,600.0,0.0,0.0,win_to_win,False,True,2023-04-09 23:50:00+00:00,True,2023-04-09 23:50:00+00:00,False,False
2023-04-14T15:00:00+00:00_S,2023-04-14 16:00:00+00:00,-106.76036212445393,2023-04-14 20:45:00+00:00,transition_colour_exit,0.6801650760897607,285.0,-32.00686673700993,2023-04-14 18:05:00+00:00,fast_failed_launch,0.6801650760897607,125.0,74.753495387444,-160.0,loss_to_loss,True,False,,False,,False,False
2023-04-16T18:00:00+00:00_L,2023-04-16 19:00:00+00:00,-89.23341692481655,2023-04-16 20:00:00+00:00,hard_stop,0.3267045454545443,60.0,-89.23341692481655,2023-04-16 20:00:00+00:00,hard_stop,0.3267045454545443,60.0,0.0,0.0,loss_to_loss,False,False,,False,,False,False
2023-04-18T08:00:00+00:00_S,2023-04-18 09:00:00+00:00,-64.89182854217732,2023-04-18 09:30:00+00:00,hard_stop,0.018754688672167633,30.0,-64.89182854217732,2023-04-18 09:30:00+00:00,hard_stop,0.018754688672167633,30.0,0.0,0.0,loss_to_loss,False,False,,False,,False,False
2023-04-18T09:00:00+00:00_L,2023-04-18 10:00:00+00:00,64.4100663102465,2023-04-18 18:00:00+00:00,transition_colour_exit,3.065425264217413,480.0,64.4100663102465,2023-04-18 18:00:00+00:00,transition_colour_exit,3.065425264217413,480.0,0.0,0.0,win_to_win,False,True,2023-04-18 14:25:00+00:00,True,2023-04-18 14:25:00+00:00,False,False
2023-04-19T08:00:00+00:00_S,2023-04-19 09:00:00+00:00,-70.32550454060924,2023-04-19 18:15:00+00:00,transition_colour_exit,0.16545414462080954,555.0,-64.01767563361113,2023-04-19 11:20:00+00:00,fast_failed_launch,0.16545414462080954,140.0,6.307828906998111,-415.0,loss_to_loss,True,False,,False,,False,False
2023-04-25T17:00:00+00:00_L,2023-04-25 18:00:00+00:00,362.3294132125798,2023-04-26 19:30:00+00:00,transition_colour_exit,8.066951099442054,1530.0,362.3294132125798,2023-04-26 19:30:00+00:00,transition_colour_exit,8.066951099442054,1530.0,0.0,0.0,win_to_win,False,True,2023-04-26 01:20:00+00:00,True,2023-04-26 01:20:00+00:00,False,False
2023-04-29T13:00:00+00:00_L,2023-04-29 14:00:00+00:00,-55.79692391452283,2023-04-29 15:50:00+00:00,hard_stop,0.11311787072244651,110.0,-41.26718388457874,2023-04-29 14:55:00+00:00,fast_failed_launch,0.11311787072244651,55.0,14.529740029944087,-55.0,loss_to_loss,True,False,,False,,False,False
2023-05-01T01:00:00+00:00_S,2023-05-01 02:00:00+00:00,-47.18334905875475,2023-05-01 12:45:00+00:00,transition_colour_exit,0.3589901477832512,645.0,-55.70664431201574,2023-05-01 05:10:00+00:00,fast_failed_launch,0.1102216748768473,190.0,-8.52329525326099,-455.0,loss_to_loss,True,False,,False,,False,False
2023-05-03T20:00:00+00:00_L,2023-05-03 21:00:00+00:00,157.233343502029,2023-05-04 08:00:00+00:00,transition_colour_exit,3.2353937341236017,660.0,157.233343502029,2023-05-04 08:00:00+00:00,transition_colour_exit,3.2353937341236017,660.0,0.0,0.0,win_to_win,False,True,2023-05-04 00:35:00+00:00,True,2023-05-04 00:35:00+00:00,False,False
2023-05-05T13:00:00+00:00_L,2023-05-05 14:00:00+00:00,78.22068204331957,2023-05-06 02:15:00+00:00,transition_colour_exit,2.403722261990005,735.0,78.22068204331957,2023-05-06 02:15:00+00:00,transition_colour_exit,2.403722261990005,735.0,0.0,0.0,win_to_win,False,True,2023-05-05 18:45:00+00:00,True,2023-05-05 18:45:00+00:00,False,False
2023-05-15T01:00:00+00:00_L,2023-05-15 02:00:00+00:00,33.49018397242333,2023-05-15 14:15:00+00:00,transition_colour_exit,0.7729479768786195,735.0,33.49018397242333,2023-05-15 14:15:00+00:00,transition_colour_exit,0.7729479768786195,735.0,0.0,0.0,win_to_win,False,True,2023-05-15 09:15:00+00:00,True,2023-05-15 09:15:00+00:00,False,False
2023-05-22T13:00:00+00:00_L,2023-05-22 14:00:00+00:00,-78.62311595007941,2023-05-22 15:30:00+00:00,transition_colour_exit,0.13442940038684922,90.0,-66.80961374662076,2023-05-22 14:15:00+00:00,fast_failed_launch,0.13442940038684922,15.0,11.813502203458654,-75.0,loss_to_loss,True,False,,False,,False,False
2023-05-24T03:00:00+00:00_S,2023-05-24 04:00:00+00:00,72.20856307700365,2023-05-24 20:45:00+00:00,transition_colour_exit,1.8806400839454263,1005.0,-4.320811136703862,2023-05-24 08:35:00+00:00,fast_failed_launch,0.4777019937040876,275.0,-76.52937421370751,-730.0,win_to_loss,True,True,2023-05-24 10:40:00+00:00,False,,True,True
2023-06-06T16:00:00+00:00_L,2023-06-06 17:00:00+00:00,250.1144629948493,2023-06-07 02:45:00+00:00,transition_colour_exit,3.4231404958677687,585.0,250.1144629948493,2023-06-07 02:45:00+00:00,transition_colour_exit,3.4231404958677687,585.0,0.0,0.0,win_to_win,False,True,2023-06-07 01:10:00+00:00,True,2023-06-07 01:10:00+00:00,False,False
2023-06-12T08:00:00+00:00_L,2023-06-12 09:00:00+00:00,-41.24345539645578,2023-06-12 13:30:00+00:00,transition_colour_exit,1.090435914118398,270.0,-13.599975325206074,2023-06-12 11:30:00+00:00,fast_failed_launch,1.090435914118398,150.0,27.643480071249705,-120.0,loss_to_loss,True,False,,False,,False,False
2023-06-12T13:00:00+00:00_S,2023-06-12 14:00:00+00:00,-73.76323246105486,2023-06-12 17:50:00+00:00,hard_stop,1.0692141312184462,230.0,-37.9856812270576,2023-06-12 15:50:00+00:00,fast_failed_launch,0.4924297043979734,110.0,35.77755123399726,-120.0,loss_to_loss,True,False,,False,,False,False
2023-06-13T15:00:00+00:00_S,2023-06-13 16:00:00+00:00,-88.3208596006346,2023-06-14 00:00:00+00:00,transition_colour_exit,0.09545049063335302,480.0,-75.62715443619764,2023-06-13 18:10:00+00:00,fast_failed_launch,0.09545049063335302,130.0,12.693705164436963,-350.0,loss_to_loss,True,False,,False,,False,False
2023-06-14T05:00:00+00:00_S,2023-06-14 06:00:00+00:00,-70.75238868902599,2023-06-14 10:00:00+00:00,transition_colour_exit,0.04225352112676056,240.0,-46.80747359870024,2023-06-14 08:30:00+00:00,fast_failed_launch,0.04225352112676056,150.0,23.94491509032575,-90.0,loss_to_loss,True,False,,False,,False,False
2023-06-18T14:00:00+00:00_L,2023-06-18 15:00:00+00:00,-24.708612240131306,2023-06-18 20:25:00+00:00,hard_stop,1.9416386083053068,325.0,-24.708612240131306,2023-06-18 20:25:00+00:00,hard_stop,1.9416386083053068,325.0,0.0,0.0,loss_to_loss,False,True,2023-06-18 20:10:00+00:00,True,2023-06-18 20:10:00+00:00,False,False
2023-06-25T03:00:00+00:00_L,2023-06-25 04:00:00+00:00,-10.87804878048824,2023-06-25 09:15:00+00:00,transition_colour_exit,2.2313432835820897,315.0,-7.642276422764227,2023-06-25 06:10:00+00:00,fast_failed_launch,2.2313432835820897,130.0,3.235772357724014,-185.0,loss_to_loss,True,True,2023-06-25 06:50:00+00:00,False,,False,True
2023-06-25T11:00:00+00:00_L,2023-06-25 12:00:00+00:00,-60.203785992154465,2023-06-25 13:15:00+00:00,hard_stop,0.23400809716600368,75.0,-60.203785992154465,2023-06-25 13:15:00+00:00,hard_stop,0.23400809716600368,75.0,0.0,0.0,loss_to_loss,False,False,,False,,False,False
2023-06-25T14:00:00+00:00_S,2023-06-25 15:00:00+00:00,4.1868441895926045,2023-06-25 22:45:00+00:00,transition_colour_exit,1.548997772828493,465.0,-46.93609305552828,2023-06-25 16:10:00+00:00,fast_failed_launch,0.5445434298440873,70.0,-51.12293724512089,-395.0,win_to_loss,True,True,2023-06-25 21:20:00+00:00,False,,True,True
2023-07-02T17:00:00+00:00_S,2023-07-02 18:00:00+00:00,-51.33766498262247,2023-07-02 19:15:00+00:00,transition_colour_exit,0.5250514756348635,75.0,-50.31935511421495,2023-07-02 19:05:00+00:00,fast_failed_launch,0.5250514756348635,65.0,1.0183098684075205,-10.0,loss_to_loss,True,False,,False,,False,False
2023-07-10T12:00:00+00:00_S,2023-07-10 13:00:00+00:00,-60.249987566931544,2023-07-10 13:40:00+00:00,hard_stop,0.08731466227346307,40.0,-60.249987566931544,2023-07-10 13:40:00+00:00,hard_stop,0.08731466227346307,40.0,0.0,0.0,loss_to_loss,False,False,,False,,False,False
2023-07-13T13:00:00+00:00_L,2023-07-13 14:00:00+00:00,-71.36567468406072,2023-07-13 14:10:00+00:00,hard_stop,0.1746031746031746,10.0,-71.36567468406072,2023-07-13 14:10:00+00:00,hard_stop,0.1746031746031746,10.0,0.0,0.0,loss_to_loss,False,False,,False,,False,False
2023-07-14T17:00:00+00:00_S,2023-07-14 18:00:00+00:00,111.7281930601094,2023-07-15 03:30:00+00:00,transition_colour_exit,1.4862178886180277,570.0,111.7281930601094,2023-07-15 03:30:00+00:00,transition_colour_exit,1.4862178886180277,570.0,0.0,0.0,win_to_win,False,True,2023-07-14 21:15:00+00:00,True,2023-07-14 21:15:00+00:00,False,False
2023-07-17T22:00:00+00:00_S,2023-07-17 23:00:00+00:00,34.87023123883272,2023-07-18 18:45:00+00:00,transition_colour_exit,3.8014796547473075,1185.0,-4.887436311338742,2023-07-18 08:30:00+00:00,fast_failed_launch,1.401972872996335,570.0,-39.75766755017146,-615.0,win_to_loss,True,True,2023-07-18 09:30:00+00:00,False,,True,True
2023-07-18T02:00:00+00:00_S,2023-07-18 03:00:00+00:00,33.559810391300424,2023-07-18 18:45:00+00:00,transition_colour_exit,5.689686098654722,945.0,33.559810391300424,2023-07-18 18:45:00+00:00,transition_colour_exit,5.689686098654722,945.0,0.0,0.0,win_to_win,False,True,2023-07-18 08:30:00+00:00,True,2023-07-18 08:30:00+00:00,False,False
2023-07-19T14:00:00+00:00_S,2023-07-19 15:00:00+00:00,-69.35754714450624,2023-07-19 17:30:00+00:00,transition_colour_exit,0.272648835202765,150.0,-63.85847259851391,2023-07-19 15:50:00+00:00,fast_failed_launch,0.272648835202765,50.0,5.499074545992329,-100.0,loss_to_loss,True,False,,False,,False,False
2023-07-20T14:00:00+00:00_S,2023-07-20 15:00:00+00:00,-29.36870382807209,2023-07-21 00:00:00+00:00,transition_colour_exit,0.48512971946846806,540.0,-30.543989254533244,2023-07-20 17:50:00+00:00,fast_failed_launch,0.2507909723687024,170.0,-1.175285426461155,-370.0,loss_to_loss,True,False,,False,,False,False
2023-07-23T04:00:00+00:00_L,2023-07-23 05:00:00+00:00,-21.003290793804013,2023-07-23 11:15:00+00:00,transition_colour_exit,1.5441696113074859,375.0,-20.50164539690184,2023-07-23 07:15:00+00:00,fast_failed_launch,1.5441696113074859,135.0,0.5016453969021732,-240.0,loss_to_loss,True,False,,False,,False,False
2023-07-24T02:00:00+00:00_S,2023-07-24 03:00:00+00:00,204.47651225134143,2023-07-24 21:15:00+00:00,transition_colour_exit,8.493297587131545,1095.0,-17.248774530362457,2023-07-24 04:40:00+00:00,fast_failed_launch,1.2734584450402393,100.0,-221.7252867817039,-995.0,win_to_loss,True,True,2023-07-24 16:40:00+00:00,False,,True,True
2023-07-26T02:00:00+00:00_L,2023-07-26 03:00:00+00:00,-49.26083111686295,2023-07-26 05:00:00+00:00,transition_colour_exit,0.8356598984771697,120.0,-46.290361680261405,2023-07-26 04:50:00+00:00,fast_failed_launch,0.8356598984771697,110.0,2.9704694366015474,-10.0,loss_to_loss,True,False,,False,,False,False
2023-07-26T12:00:00+00:00_L,2023-07-26 13:00:00+00:00,1.8272635522331888,2023-07-26 23:45:00+00:00,transition_colour_exit,6.956856702619259,645.0,1.8272635522331888,2023-07-26 23:45:00+00:00,transition_colour_exit,6.956856702619259,645.0,0.0,0.0,win_to_win,False,True,2023-07-26 16:30:00+00:00,True,2023-07-26 16:30:00+00:00,False,False
2023-07-28T14:00:00+00:00_L,2023-07-28 15:00:00+00:00,-86.30355156415303,2023-07-28 17:10:00+00:00,hard_stop,0.3028132992327403,130.0,-67.61646362970399,2023-07-28 16:10:00+00:00,fast_failed_launch,0.3028132992327403,70.0,18.68708793444904,-60.0,loss_to_loss,True,False,,False,,False,False
2023-07-30T13:00:00+00:00_S,2023-07-30 14:00:00+00:00,-26.828828582745583,2023-07-30 14:30:00+00:00,transition_colour_exit,0.0,30.0,-29.048197872137017,2023-07-30 14:25:00+00:00,fast_failed_launch,0.0,25.0,-2.219369289391434,-5.0,loss_to_loss,True,False,,False,,False,False
2023-08-06T12:00:00+00:00_S,2023-08-06 13:00:00+00:00,-32.94801509683419,2023-08-06 16:50:00+00:00,hard_stop,1.2526595744681916,230.0,-22.686024408385908,2023-08-06 15:10:00+00:00,fast_failed_launch,1.2526595744681916,130.0,10.261990688448282,-100.0,loss_to_loss,True,False,,False,,False,False
2023-08-11T15:00:00+00:00_S,2023-08-11 16:00:00+00:00,-23.50362778547053,2023-08-11 20:30:00+00:00,transition_colour_exit,1.2772764561115277,270.0,-14.285344971273652,2023-08-11 18:50:00+00:00,fast_failed_launch,1.2772764561115277,170.0,9.21828281419688,-100.0,loss_to_loss,True,False,,False,,False,False
2023-08-12T01:00:00+00:00_S,2023-08-12 02:00:00+00:00,-25.543237250553723,2023-08-12 04:30:00+00:00,transition_colour_exit,0.5192307692307754,150.0,-24.557017126222576,2023-08-12 04:15:00+00:00,fast_failed_launch,0.5192307692307754,135.0,0.9862201243311475,-15.0,loss_to_loss,True,False,,False,,False,False
2023-08-12T14:00:00+00:00_L,2023-08-12 15:00:00+00:00,-32.49371919008091,2023-08-12 18:15:00+00:00,transition_colour_exit,0.7516483516483676,195.0,-21.731466518190583,2023-08-12 17:40:00+00:00,fast_failed_launch,0.7516483516483676,160.0,10.762252671890327,-35.0,loss_to_loss,True,False,,False,,False,False
2023-08-13T18:00:00+00:00_L,2023-08-13 19:00:00+00:00,-29.752417716097916,2023-08-13 21:40:00+00:00,hard_stop,1.790940766550755,160.0,-21.83494967480614,2023-08-13 20:45:00+00:00,fast_failed_launch,1.790940766550755,105.0,7.917468041291777,-55.0,loss_to_loss,True,False,,False,,False,False
2023-08-13T21:00:00+00:00_S,2023-08-13 22:00:00+00:00,-10.452168940446299,2023-08-14 03:30:00+00:00,transition_colour_exit,5.312849162011515,330.0,-10.452168940446299,2023-08-14 03:30:00+00:00,transition_colour_exit,5.312849162011515,330.0,0.0,0.0,loss_to_loss,False,True,2023-08-14 02:40:00+00:00,True,2023-08-14 02:40:00+00:00,False,False
2023-08-23T10:00:00+00:00_S,2023-08-23 11:00:00+00:00,-49.30383183220364,2023-08-23 14:05:00+00:00,hard_stop,2.049934296977602,185.0,-28.35602037790776,2023-08-23 13:55:00+00:00,fast_failed_launch,2.049934296977602,175.0,20.94781145429588,-10.0,loss_to_loss,True,False,,False,,False,False
2023-08-24T14:00:00+00:00_S,2023-08-24 15:00:00+00:00,-7.060120670117058,2023-08-24 23:00:00+00:00,transition_colour_exit,1.050214091086017,480.0,-1.2027196716792747,2023-08-24 19:15:00+00:00,fast_failed_launch,1.050214091086017,255.0,5.857400998437783,-225.0,loss_to_loss,True,True,2023-08-24 21:05:00+00:00,False,,False,True
2023-08-29T06:00:00+00:00_S,2023-08-29 07:00:00+00:00,-34.10827621467714,2023-08-29 13:00:00+00:00,transition_colour_exit,1.7102803738317758,360.0,-8.198253956660299,2023-08-29 11:00:00+00:00,fast_failed_launch,1.7102803738317758,240.0,25.91002225801684,-120.0,loss_to_loss,True,False,,False,,False,False
2023-08-29T14:00:00+00:00_L,2023-08-29 15:00:00+00:00,98.35385018334365,2023-08-30 00:30:00+00:00,transition_colour_exit,0.47753199777406835,570.0,98.35385018334365,2023-08-30 00:30:00+00:00,transition_colour_exit,0.47753199777406835,570.0,0.0,0.0,win_to_win,False,True,2023-08-29 19:30:00+00:00,True,2023-08-29 19:30:00+00:00,False,False
