event_id,mother_decision_time,before,after,difference
2023-01-02T02:00:00+00:00_L,2023-01-02 03:00:00+00:00,0.00264176990083498,0.00264176990083498,0.0
2023-01-06T00:00:00+00:00_L,2023-01-06 01:00:00+00:00,-0.0040164279571806,-0.0037910624796133204,0.0002253654775672795
2023-01-08T14:00:00+00:00_L,2023-01-08 15:00:00+00:00,-0.003397842486154377,-0.003397842486154377,0.0
2023-01-08T20:00:00+00:00_L,2023-01-08 21:00:00+00:00,0.012602325293608054,0.012602325293608054,0.0
2023-01-18T15:00:00+00:00_S,2023-01-18 16:00:00+00:00,0.005492915961432478,-6.496396173668304e-05,-0.005557879923169161
2023-01-23T10:00:00+00:00_L,2023-01-23 11:00:00+00:00,-0.0082063276609301,-0.0030387524495790437,0.005167575211351056
2023-01-23T20:00:00+00:00_L,2023-01-23 21:00:00+00:00,-0.002861982864562294,-0.007567063135359536,-0.004705080270797242
2023-01-25T20:00:00+00:00_L,2023-01-25 21:00:00+00:00,0.0044804279305790135,0.0044804279305790135,0.0
2023-01-27T16:00:00+00:00_L,2023-01-27 17:00:00+00:00,-0.006776271655313136,-0.0008026902728310108,0.0059735813824821245
2023-01-28T20:00:00+00:00_S,2023-01-28 21:00:00+00:00,-0.0031843698020534977,-0.0031843698020534977,0.0
2023-01-30T09:00:00+00:00_S,2023-01-30 10:00:00+00:00,0.014595309852414142,-0.001422246942004803,-0.016017556794418946
2023-02-05T11:00:00+00:00_S,2023-02-05 12:00:00+00:00,0.014954740262798473,0.014954740262798473,0.0
2023-02-07T09:00:00+00:00_L,2023-02-07 10:00:00+00:00,-0.004837292362773858,-0.0038726998596561356,0.0009645925031177222
2023-02-11T21:00:00+00:00_L,2023-02-11 22:00:00+00:00,-0.003773130881800422,-0.0022611588120481267,0.0015119720697522954
2023-02-13T01:00:00+00:00_S,2023-02-13 02:00:00+00:00,-0.0076925734024178,-0.004289004029936672,0.003403569372481128
2023-02-13T08:00:00+00:00_S,2023-02-13 09:00:00+00:00,0.0027875303248614553,0.0027875303248614553,0.0
2023-02-14T08:00:00+00:00_S,2023-02-14 09:00:00+00:00,-0.005618128436645884,-0.003465687697902407,0.0021524407387434772
2023-02-16T23:00:00+00:00_S,2023-02-17 00:00:00+00:00,-0.012991957104557582,-0.016966594323162686,-0.003974637218605104
2023-02-19T17:00:00+00:00_S,2023-02-19 18:00:00+00:00,-0.0038841823100319566,-0.008067149137750557,-0.0041829668277186
2023-02-20T09:00:00+00:00_L,2023-02-20 10:00:00+00:00,-0.005832541248026344,-0.004699651696723057,0.0011328895513032875
2023-02-23T02:00:00+00:00_L,2023-02-23 03:00:00+00:00,-0.011841051125361378,-0.006292720312761161,0.005548330812600217
2023-02-23T11:00:00+00:00_S,2023-02-23 12:00:00+00:00,-0.011306922365211578,-0.015878374968458238,-0.004571452603246659
2023-02-28T19:00:00+00:00_S,2023-02-28 20:00:00+00:00,-0.000989829517611394,-0.000989829517611394,0.0
2023-03-07T01:00:00+00:00_L,2023-03-07 02:00:00+00:00,-0.004090598533912136,-0.0034055939079069104,0.0006850046260052254
2023-03-11T01:00:00+00:00_L,2023-03-11 02:00:00+00:00,-0.01953158406219624,-0.012500485908649174,0.007031098153547065
2023-03-11T07:00:00+00:00_S,2023-03-11 08:00:00+00:00,-0.01802083060527604,-0.015457296251901245,0.002563534353374794
2023-03-19T14:00:00+00:00_L,2023-03-19 15:00:00+00:00,0.023521591815527376,0.023521591815527376,0.0
2023-03-20T18:00:00+00:00_L,2023-03-20 19:00:00+00:00,-0.0054238007762520395,-0.0054238007762520395,0.0
2023-04-02T04:00:00+00:00_S,2023-04-02 05:00:00+00:00,-0.0050720342715016,-0.0037720564662446143,0.001299977805256986
2023-04-03T08:00:00+00:00_L,2023-04-03 09:00:00+00:00,-0.01532721561430128,-0.003320015529594466,0.012007200084706814
2023-04-03T14:00:00+00:00_S,2023-04-03 15:00:00+00:00,-0.0077188783711377145,-0.005547061975352742,0.0021718163957849725
2023-04-09T06:00:00+00:00_S,2023-04-09 07:00:00+00:00,-0.004531645569620267,-0.0030255674687130205,0.0015060781009072462
2023-04-09T18:00:00+00:00_L,2023-04-09 19:00:00+00:00,0.0070310083050315626,0.0070310083050315626,0.0
2023-04-14T15:00:00+00:00_S,2023-04-14 16:00:00+00:00,-0.010676036212445393,-0.003200686673700993,0.0074753495387444
2023-04-16T18:00:00+00:00_L,2023-04-16 19:00:00+00:00,-0.008923341692481655,-0.008923341692481655,0.0
2023-04-18T08:00:00+00:00_S,2023-04-18 09:00:00+00:00,-0.006489182854217733,-0.006489182854217733,0.0
